X11.PDX8.ccRCC.htseq2	X17.PDX2.2180.P1.htseq2	X26.PDX2.2181.P1.htseq2	X29.PDX2.2192.P1.htseq2	X2.PDX2.normal.htseq2	X34.PDX2.2194.P1.htseq2	X4.PDX3.normal.htseq2	X6.PDX4.ccRCC.htseq2	X7.PDX5.ccRCC.htseq2	X8.PDX5.normal.htseq2
GYS1	477.66130836789	435.316387066222	424.864955852649	463.075125335417	251.158111196817	379.703755591439	322.733121559997	634.902743704969	617.255172080636	348.353688744571
ETV6	134.935471644205	584.921243603192	978.369578894017	975.718855636314	324.385795791286	787.656805909592	206.627913193901	382.174467084544	290.605537220446	420.798924899415
SNF8	374.022657143063	705.280037960002	788.360529193249	806.142049175457	380.270081402854	702.908921729446	421.127365938045	645.689926243646	394.232317934713	653.548513396894
TCEAL4	669.546731922767	308.208501437067	178.207245371528	256.974083636837	838.906632283999	304.926210726604	903.25916339048	805.956638246842	792.970148074394	920.208637966853
TCEAL9	393.00597444662	222.720011987369	237.216267017729	216.536537480786	450.286025444933	189.436446990915	518.537667872312	514.702709702572	263.572463990637	584.186053248639
TCEAL8	347.343400392117	172.101827444785	140.441471517959	168.272369488081	222.252446225317	203.561094354272	173.173870105364	217.284676850487	225.275610248407	191.132112408526
WIZ	198.555237742614	308.208501437067	410.702790657561	305.238251629542	230.602971661528	335.668090282147	229.258589400852	263.515459159101	238.792146863312	223.501260477711
PTH1R	227.799807642688	1.12484854539075	8.26126303046818	5.21774789110328	1554.48242735626	7.47775448648347	3193.87717251143	288.171876390362	515.881147468853	5669.2250761174
CACYBP	465.347805252069	347.578200525743	331.630701651651	343.066923840041	362.926682419954	353.947045693551	302.070330240607	516.243735779526	470.826025419171	292.863720625967
PRPS2	297.576325299007	365.575777251995	311.567634291943	352.197982649472	341.729194774186	350.623599255114	945.56868847304	246.564172312609	128.407097841592	260.494572556781
PRPS1	390.440661297491	409.444870522234	284.42348433469	358.720167513351	317.962314686508	353.116184083942	315.845524453534	218.825702927441	317.638610450254	218.877096467828
CDR2	238.574122869032	204.722435261117	187.64868883492	198.274419861925	395.686436054321	221.009188156067	402.432459506216	585.589909242447	292.85829332293	271.284288579843
BRPF3	349.908713541247	271.088499439172	194.729771432464	226.972033262993	298.049523261696	245.104174834736	305.022157571948	194.16928569618	252.308683478216	238.915140510657
LUZP1	344.265024613162	209.22182944268	168.765801908136	229.580907208545	373.204252187598	225.163496204113	434.902560150972	266.597511313009	254.5614395807	308.277600658912
C8orf82	386.336160258884	290.210924710814	346.973047279663	322.195932275628	213.259572678628	294.955871411293	287.3111935839	138.692346925843	371.704756909872	241.997916517246
UBE2Q1	788.064199412544	694.031552506095	548.783901309672	652.218486387911	617.938882279638	642.256024227969	612.012200031458	792.087403554257	952.915831350763	616.555201317825
UBE2Q2	384.796972369406	248.591528531357	260.81987567621	213.927663535235	443.220196229678	290.801563363246	415.223711275362	335.94368477593	166.703951583821	383.805612820346
ASS1	932.234798393615	1732.26675990176	1703.00036470937	1798.81858545786	1639.27237793933	1670.86269692425	6067.97305079421	2379.34426281668	2293.30571232879	3808.76975614086
SPX	138.526910052986	176.601221626348	27.1441499572526	6.52218486387911	306.400048697908	44.0356653092916	184.98117943073	177.217998849688	752.420538229681	325.232868695153
COPRS	263.201129100674	264.339408166827	311.567634291943	297.411629792887	285.844909162618	285.81639370559	455.565351470362	312.828293621623	349.177195885031	596.517157274995
SP1	1061.52658110974	1039.36005594106	905.198392052727	879.190519650904	1227.52723912306	977.924114510116	825.527710331822	633.361717628015	1047.53158765509	997.278038131582
SP3	746.506126396648	889.755199404086	620.774907718037	717.440335026702	757.328422253319	782.671636251937	555.927480735971	449.979614470512	538.408708493694	397.678104849997
GOLIM4	796.273201489758	592.795183420927	376.477558102764	487.859427818157	811.285663533454	534.244014978764	873.740890077065	533.195022626018	910.113465403566	520.989145113562
SPPL2A	291.419573741097	512.930936698184	308.027092993171	401.766587614953	364.211378640909	407.953050318154	396.528804843533	254.269302697378	234.286634658344	294.405108629261
SPPL2B	403.267227043138	645.663065054293	1248.63089803362	1083.98712437671	492.03865262599	758.576649573268	503.778531215605	633.361717628015	540.661464596178	883.215325887784
UGCG	1195.43592749429	534.303059060608	430.765858017269	510.034856355346	1417.01993171401	634.778269741486	766.491163704993	1095.66954071416	1423.74185676993	1535.22245128138
ATP2A2	1439.14067666158	1263.20491647382	1090.4867200218	1127.03354447831	1305.25136049088	1298.6366958193	1382.43913351157	1134.195192638	1421.48910066745	967.991666068985
ATP2A3	193.937674074181	2.24969709078151	17.7027064938604	5.21774789110328	315.392922244597	1.66172321921855	222.370992294388	268.138537389963	254.5614395807	209.62876844806
FBXL15	300.654701077963	244.092134349794	359.955032041828	259.582957582388	285.844909162618	298.27931784973	331.588603554021	277.384693851685	274.836244503057	403.843656863175
FBXL17	286.288947442838	205.847283806508	228.955003987261	217.840974453562	353.291460762787	212.700572059974	350.283509985851	678.051473859676	322.144122655223	437.754192935656
FBXL16	516.14100560483	11.2484854539075	8.26126303046818	2.60887394555164	161.229375729926	5.81603126726492	92.490589715365	463.848849163096	551.925245108598	21.5794320461239
GRN	2095.8608428387	2120.33950806157	2251.78426601904	2113.18789589683	2190.40705672928	2060.536791831	1524.12684541596	2576.59560066677	1908.08441880401	1763.34787576898
AFTPH	1216.47149531715	582.67154651241	695.126274992251	644.391864551256	766.321295800008	655.549809981718	1102.01553703414	1909.33130934577	1263.79617349357	1011.15053016123
ZC3H13	533.58513501891	363.326080161213	614.874005553417	550.472402511397	797.154005102942	346.469291207068	824.543767888041	1003.20797609693	743.409513819744	1020.398858181
ZC3H15	655.694040917468	981.992780126128	1094.02726132057	1034.41851941123	791.372872108642	1002.84996279839	1015.42860198145	853.72844663241	876.322123866305	967.991666068985
AIMP1	688.530049226324	959.495809218313	1319.44172400906	1164.86221668881	619.865926611071	958.814297489103	628.739221575726	901.500255017978	768.189830947069	967.991666068985
ATP1A1	3362.61247587878	6445.38216508902	4419.77572130047	5627.34110055489	18892.1002772624	5817.69299048414	34395.6760072342	4362.64482385623	3971.60900867942	17047.7513164379
IFT80	334.003772016645	550.050938696079	448.46856451113	418.724268261039	427.161493467733	487.715764840644	337.492258216704	311.287267544669	396.485074037197	342.188136731393
IFT81	233.956559200599	224.969709078151	147.522554115503	117.399327549824	269.786206400673	179.466107675603	213.515510300364	94.0025906941823	186.978756506178	181.883784388758
IFT88	413.528479639655	364.450928706604	332.810882084575	391.331091832746	336.590409890364	361.424800180035	395.544862399753	416.077040777528	511.375635263885	504.033877077322
XPA	200.607488261917	157.478796354706	202.991034462932	223.058722344665	241.52288953965	147.893366510451	297.150618021705	154.102607695381	189.231512608662	280.53261659961
ATG4B	355.552402469331	390.322445250591	594.810938193709	465.683999280968	477.264646085001	450.326992408227	703.518847303043	550.14630947251	443.792952189362	900.170593924024
ATG4D	157.510227356544	129.357582719937	188.828869267844	196.969982889149	229.318275440572	147.893366510451	315.845524453534	278.925719928639	200.495293121083	391.512552836819
EGFR-AS1	0.513062629825875	794.143073045872	1432.73904556977	897.452637269765	1.92704433143338	411.276496756591	1.96788488756096	120.200034002397	0	0
CREB3	484.844185185452	570.298212513112	577.108231699848	600.041007476878	378.985385181898	574.956233849618	456.549293914142	658.018134859276	482.089805931592	334.48119671492
HMG20A	336.569085165774	178.85091871713	131.000028054567	156.532436733099	346.225631547531	166.172321921855	290.263020915241	254.269302697378	283.847268912993	277.449840593021
HMG20B	709.052554419359	688.407309779141	947.684887637992	802.22873825713	749.620244927585	734.481662894599	740.908660166701	781.300221015581	734.398489409808	907.877533940497
NRXN2	564.881955438288	39.3696990886764	38.9459542864928	46.9597310199296	85.4322986935466	38.2196340420266	119.057035697438	178.759024926642	581.211074440891	225.042648481006
ELOC	410.4501038607	478.06063179107	479.153255767154	525.688100028656	319.247010907464	513.472474738532	367.994473973899	446.897562316604	446.045708291847	320.608704685269
C11orf1	458.164928434506	329.580623799491	338.711784249195	288.280570983456	153.521198404193	319.050858089961	204.66002830634	325.156502237254	506.870123058917	164.928516352518
DPYSL2	1482.75100019678	651.287307781246	657.360501138682	661.349545197341	989.216090135802	898.161399987626	634.642876238409	1363.80807810412	1612.9733693786	749.114569601157
DPYSL3	305.272264746396	1742.39039681028	2177.43289874483	633.956368769049	456.709506549711	1124.98661941096	390.62515018085	127.905164387166	191.484268711146	127.935204273449
NOP9	320.151081011346	370.075171433558	321.009077755335	293.49831887456	283.275516720707	360.593938570425	367.010531530119	158.725685926242	209.506317531019	288.239556616083
TMC6	183.676421477663	42.7442447248486	86.1531716034538	56.0907898293603	342.371542884664	44.0356653092916	173.173870105364	488.505266394357	189.231512608662	258.953184553486
APIP	229.338995532166	299.20971307394	193.54959099954	247.843024827406	266.574465848284	271.691746342233	316.829466897314	152.561581618427	342.418927577579	289.780944619378
MLF2	1379.62541160178	1311.57340392562	1390.2525499845	1356.61445168685	1228.81193534402	1267.89481626375	1609.72983802486	1721.3261279574	1356.15917369541	1459.69443911995
LARP4B	440.720799020427	511.806088152793	511.018127456103	529.601410946983	649.41393969305	534.244014978764	718.27798395975	650.313004474507	443.792952189362	548.734129172864
ASGR2	6.66981418773637	812.140649772124	2193.95542480576	2366.24866861534	34.6867979658009	1567.00499572309	6.88759710646335	7.70513038476904	33.7913415372611	46.2416400988369
API5	840.396587654783	492.68366288115	371.756836371068	408.288772478832	827.986714405876	477.745425525333	835.367134769627	610.246326473708	655.552025822865	690.541825475964
KIAA1191	1779.30120023613	1043.85945012262	747.054214040908	1021.37414968347	1038.03454653211	1057.68682903261	1952.14180846047	2259.14422881428	1423.74185676993	1001.90220214147
DENND4C	582.326084852368	473.561237609507	283.243303901766	305.238251629542	578.113299430014	411.276496756591	477.212085233532	490.046292471311	644.288245310445	474.747505014725
C19orf24	237.034934979554	388.07274815981	843.829009540678	597.432133531326	148.38241352037	485.223180011816	206.627913193901	449.979614470512	353.68270809	362.226180774222
C19orf25	329.899270978038	294.710318892377	362.315392907676	332.631428057834	215.828965120539	301.602764288167	217.451280075486	382.174467084544	243.29765906828	260.494572556781
ITGB1BP1	720.339932275528	842.511560497674	974.829037595245	987.458788391297	553.704071231858	851.633149849507	672.032689102067	616.410430781523	565.441781723502	536.403025146508
SLC35C2	354.013214579854	550.050938696079	717.549703217807	553.081276456948	453.497765997322	560.000724876651	387.673322849509	621.033509012385	416.759878959554	601.141321284879
NEMP1	273.462381697191	533.178210515217	441.387481913585	383.504469996091	174.076337939482	431.217175387214	145.623481679511	157.184659849288	182.47324430121	101.731608217441
VCL	790.629512561673	897.629139221821	900.477670321031	1196.16870403543	1733.69755017957	942.197065296918	2429.353893694	661.100187013184	1101.59773411471	1595.33658340987
PBX1	629.527846796349	10.1236369085168	15.3423456280123	16.9576806460857	705.940573415095	18.278955411404	518.537667872312	215.743650773533	148.681902763949	491.702773050965
KMT5B	576.169333294457	466.812146337163	505.117225291483	431.768637988797	655.19507268735	426.232005729558	697.61519264036	409.912936469713	524.892171878789	588.810217258523
CLEC14A	625.423345757742	1.12484854539075	0	0	427.803841578211	0	244.017726057559	177.217998849688	520.386659673821	161.845740345929
UXT	491.513999373188	613.042457237961	849.729911705298	731.789141727236	364.853726751387	637.270854570314	374.882071080362	579.425804934632	628.518952593057	430.047252919183
CLCN3	1012.27256864645	1050.60854139496	552.324442608444	632.651931796273	963.522165716691	869.081243651301	1114.80678880328	1118.78493186846	1002.47646560541	792.273433693405
CLCN7	278.079945365624	697.406098142267	1033.83805924145	798.315427338803	526.725450591791	813.41351580748	650.385955338897	809.038690400749	587.969342748343	832.349521779063
CLCN6	246.27006231642	146.230310900798	184.108147536148	146.096940950892	166.368160613749	161.187152264199	175.141754992925	208.038520388764	342.418927577579	265.118736566665
CLCN5	742.914687987867	430.816992884659	302.12619082855	401.766587614953	895.433266006045	501.009550594393	1281.09306180218	812.120742554657	982.201660683056	927.915577983326
DNAJA2	773.185383147593	770.521253592666	699.846996723947	675.698351897875	680.888997106461	811.751792588261	812.736458562676	858.351524863271	684.837855155158	670.503781433134
DNAJA3	503.827502489009	543.301847423734	483.87397749885	481.337242954278	397.613480385754	542.552631074856	495.906991665361	439.192431931835	410.001610652101	386.888388826935
DNAJA1	1515.07394587581	1717.64372881168	1524.79311933784	1648.80833358864	1745.90216427864	1793.83021514642	1961.98123289828	1262.10035702517	1189.45522211159	1359.5042189058
DNAJA4	87.2206470703987	183.350312898693	296.22528866393	225.667596290217	481.118734747868	186.113000552478	290.263020915241	57.0179648472909	72.0881952794904	251.246244537014
UTRN	1128.73778561692	943.747929582842	672.702846766694	767.008939992183	1539.06607270479	914.778632179811	1225.99228495048	633.361717628015	844.783538431528	556.441069189337
MRPL24	635.171535724433	547.801241605297	619.594727285113	553.081276456948	345.583283437053	551.692108780558	512.63401320963	989.338741404345	914.618977608534	496.326937060849
MRPL27	464.321679992417	512.930936698184	652.639779406986	618.303125095739	314.750574134119	517.626782786578	442.774099701216	792.087403554257	615.002415978152	559.523845195926
MRPL21	270.384005918236	356.576988888869	393.0000841637	396.54883972385	169.579901166138	363.086523399253	291.246963359022	383.715493161498	412.254366754585	240.456528513952
MRPL20	781.394385224807	645.663065054293	840.288468241906	782.662183665493	558.200508005203	651.395501933671	797.977321905968	750.479699476504	966.432367965668	895.546429914141
MRPL23	656.207103547294	728.901857413208	1386.71200868573	1004.41646903738	269.786206400673	735.312524504208	409.320056612679	1259.01830487126	729.89297720484	539.485801153097
MRPL22	503.827502489009	446.564872520129	394.180264596624	438.290822852676	235.74175654535	361.424800180035	265.664459820729	654.936082705368	603.738635465732	262.035960560076
MRPL28	644.919725691125	1290.20128156319	2418.18970706133	1775.33871994789	583.252084313837	1330.20943698445	809.784631231334	809.038690400749	608.2441476707	1032.72996220736
NPTX2	152.379601058285	4581.50812537654	3287.98268612633	3878.09112006252	39.1832347391454	6521.4327738232	9.83942443780479	21.5743650773533	1385.44500302771	1.54138800329456
CHD1L	313.48126682361	510.681239607402	716.369522784883	573.952268021361	317.31996657603	526.76626049228	415.223711275362	203.415442157903	232.03387855586	371.474508793989
RNF130	1325.24077284023	545.551544514516	565.306427370608	566.125646184706	804.219834318198	680.475658269996	737.956832835359	1369.97218241194	1543.13793020159	698.248765492437
RAPH1	196.50298722331	48.3684874518024	88.5135324693019	63.9174116660152	463.132987654489	53.1751430149936	568.718732505117	143.315425156704	198.242537018598	336.022584718214
RNF138	231.904308681295	160.853341990878	149.882914981351	140.879193059789	206.193743463372	162.848875483418	158.414733448657	191.087233542272	290.605537220446	155.680188332751
RNF139	422.763606976521	395.946687977545	304.486551694398	330.022554112283	376.415992739987	358.101353741597	264.680517376949	340.566763006792	236.539390760828	351.43646475116
TSHZ2	39.5058224965924	6.74909127234452	47.207217316961	20.8709915644131	117.549704217436	16.6172321921855	76.7475106148774	77.0513038476904	103.626780714267	78.6107881680227
TSHZ1	669.033669292941	265.464256712218	313.927995157791	333.93586503061	396.971132275277	267.537438294186	305.022157571948	374.469336699775	693.848879565095	519.447757110267
GID8	496.644625671447	383.573353978247	415.423512389257	356.111293567799	520.301969487013	396.320987783624	655.305667557799	426.864223316205	470.826025419171	494.785549057554
LINC00626	2.56531314912937	1194.58915520498	1812.7571449713	2126.23226562459	1.28469622095559	1518.81502236575	0	4.62307823086142	0	1.54138800329456
MYO1F	151.866538428459	13.498182544689	29.5045108231006	15.6532436733099	184.353907707127	22.4332634594504	22.630676206951	462.307823086142	292.85829332293	92.4832801976737
MYO1E	431.998734313387	298.08486452855	202.991034462932	289.585007956232	687.954826321717	329.852059014882	934.745321591455	517.784761856479	265.825220093121	547.192741169569
MYO1D	306.298390006047	231.718800350495	115.657682426554	152.619125814771	921.127190425156	224.332634594504	700.567019971701	191.087233542272	191.484268711146	627.344917340887
MYO1C	1170.80892126265	775.020647774229	902.838031186879	811.359797066561	1276.98804362985	704.570644948665	1337.17778109767	1470.13887741393	727.640221102356	741.407629584684
MYO1B	713.157055457966	841.386711952284	528.720833949963	643.08742757848	929.477715861368	741.959417381082	1779.95188079889	155.643633772335	817.750465201719	966.45027806569
DENND6B	183.163358847837	278.962439256907	649.099238108214	431.768637988797	165.725812503271	265.044853465359	163.33444566756	192.628259619226	236.539390760828	309.818988662207
BCR	390.953723927317	86.613337995088	62.5495629449733	71.7440335026702	727.138061060863	74.7775448648347	881.612429627309	349.812919468514	461.815001009235	981.864158098636
DENND6A	208.303427709305	96.7369749036048	83.7928107376058	60.0041007476878	324.385795791286	63.9763439399142	231.226474288413	152.561581618427	236.539390760828	382.264224817051
CTPS1	106.203964373956	326.206078163319	542.882999145052	390.026654859971	196.558521806205	314.896550041915	207.611855637681	269.679563466916	103.626780714267	134.100756286627
NEMF	783.959698373937	858.259440133145	1977.98240558067	1462.2738464817	1321.31006325282	969.615498414024	1479.84943544584	1158.85160986926	1493.57729594694	2925.55443025308
LGALS9	245.756999686594	176.601221626348	296.22528866393	146.096940950892	201.697306690027	146.231643291232	70.8438559521945	562.47451808814	308.627586040318	127.935204273449
LGALS8	866.049719146077	637.789125236557	769.477642266464	701.787091353392	818.993840859187	703.739783339056	703.518847303043	1069.47209740594	997.970953400445	852.387565821893
LGALS3	788.064199412544	10737.8042143001	11824.2277574658	14243.1473057392	1129.89032633044	13522.2726963909	1585.13127693035	1511.74658149169	1471.0497349221	815.394253742823
LGALS2	1106.16302990459	59.6169729057099	103.855878097314	233.494218126872	212.61722456815	100.534254762722	309.941869790851	1776.80306672774	1281.81822231344	565.689397209104
LGALS1	1082.5621489326	4094.44870522234	6122.77608600984	4324.20856475185	856.250031266899	3594.30732316972	618.899797137921	1969.43132634697	1414.73083236	736.783465574801
LGALS4	167.771479953061	263.214559621436	134.540569353339	562.212335266379	26.3362725295895	153.709397777716	30.5022157571949	2886.34184213448	27.0330732298089	16.9552680362402
NMB	181.62417095836	299.20971307394	316.288356023639	391.331091832746	61.6654186058682	510.149028300095	43.2934675263411	191.087233542272	126.154341739108	86.3177281844955
MYO19	198.555237742614	688.407309779141	887.495685558867	798.315427338803	258.866288522551	643.086885837579	395.544862399753	314.369319698577	337.913415372611	334.48119671492
ELN	101.586400705523	0	3.54054129877208	0	600.595483296737	2.49258482882782	261.728690045607	50.8538605394757	29.285829332293	95.5660562042628
NMI	418.659105937914	421.818204521533	308.027092993171	387.417780914419	250.51576308634	339.822398330193	109.217611259633	360.600102007191	328.902390962675	221.959872474417
ATG101	327.847020458734	357.70183743426	554.684803474292	431.768637988797	399.540524717188	427.062867339167	518.537667872312	309.746241467715	283.847268912993	522.530533116857
LPGAT1	645.945850950777	741.275191412507	718.729883650731	726.571393836132	563.981640999503	767.71612727897	422.111308381825	779.759194938627	574.452806133439	619.637977324414
ELL	166.232292063583	155.229099263924	214.792838792173	164.359058569753	208.120787794805	182.78955411404	373.898128636582	135.610294771935	189.231512608662	266.660124569959
MID1IP1	281.671383774405	196.848495443382	213.612658359249	152.619125814771	352.006764541831	210.207987231147	260.744747601827	110.953877540674	159.945683276369	295.946496632556
ILKAP	245.243937056768	177.726070171739	354.054129877208	301.324940711215	261.435680964462	210.207987231147	344.379855323168	275.843667774732	245.550415170764	397.678104849997
JCHAIN	1068.19639529747	1.12484854539075	0	0	537.645368469913	0	194.820603868535	35.4435997699376	94.6157563043311	271.284288579843
TAX1BP1	1356.53759325961	1811.00615807911	1097.56780261934	1444.01172886283	1757.46443026724	1705.75888452784	1783.88765057401	1542.56710303076	1946.38127254624	1607.66768743623
PTGS1	84.6553339212694	10609.5714801256	10282.912112067	11292.5108733203	474.052905532612	11236.5724083558	113.153381034755	241.941094081748	67.5826830745222	52.4071921120151
ZFAND6	467.913118401198	521.92972506131	447.288384078206	439.595259825452	611.51540117486	525.104537273062	606.108545368775	605.623248242847	468.573269316687	490.161385047671
ZFAND5	1390.39972682812	1348.69340592351	1119.9912308449	1505.3202665833	4763.01123919284	1286.17377167516	3953.48073910996	2276.09551566077	8902.89211701706	3082.77600658912
ZFAND3	748.558376915951	620.916397055696	583.009133864468	716.135898053926	808.073922981065	737.805109333036	850.126271426334	753.561751630412	723.134708897388	645.841573380421
ZFAND1	347.856463021943	434.191538520831	328.090160352879	313.064873466197	244.734630092039	417.092528023856	210.563682969023	137.151320848889	254.5614395807	194.214888415115
SLC39A10	349.395650911421	363.326080161213	270.261319139602	256.974083636837	364.211378640909	363.086523399253	206.627913193901	220.366729004395	171.20946378879	300.57066064244
SLC39A11	177.519669919753	546.676393059906	400.081166761245	619.607562068515	203.624351021461	582.433988336102	205.64397075012	274.302641697778	200.495293121083	283.615392606199
SLC39A14	1941.94205389094	3534.27412961775	1996.86529250745	2680.61797905431	478.549342305956	2967.83766952433	909.162818053163	653.395056628415	1867.5348089593	707.497093512204
CEP120	377.101032922018	327.330926708709	215.973019225097	207.405478671356	353.291460762787	245.935036444345	206.627913193901	171.053894541873	319.891366552738	232.749588497479
EIF1AX	841.422712914435	466.812146337163	426.045136285573	443.508570743779	455.424810328756	427.062867339167	527.393149866337	400.66678000799	549.672489006114	570.313561218988
SMAD4	836.805149246002	565.798818331549	499.216323126863	534.819158838087	821.563233301098	609.852421453208	809.784631231334	528.571944395156	653.299269720381	713.662645525382
NARFL	258.583565432241	264.339408166827	310.387453859019	281.758386119577	229.96062355105	301.602764288167	265.664459820729	298.959058929039	214.011829735987	346.812300741276
MYSM1	331.438458867515	304.833955800894	284.42348433469	260.887394555164	428.446189688688	312.403965213087	425.063135713167	260.433407005194	349.177195885031	325.232868695153
BMP1	219.077742935649	820.014589589859	1274.59486755795	1158.34003182493	276.852035615929	862.434350774427	159.398675892438	365.223180238053	200.495293121083	383.805612820346
DR1	365.300592436023	138.356371083063	96.7747954997701	80.8750923121009	428.446189688688	149.555089729669	315.845524453534	283.548798159501	265.825220093121	211.170156451355
MTURN	256.531314912937	38.2448505432856	42.4864955852649	24.7843024827406	1799.2170574483	31.5727411651524	3466.42922943863	311.287267544669	482.089805931592	1217.6965226027
TERF2	208.816490339131	168.727281808613	155.783817145971	151.314688841995	208.120787794805	165.341460312246	219.419164963047	183.382103157503	304.12207383535	183.425172392053
RASSF1	214.460179267216	61.8666699964914	114.47750199363	100.441646903738	292.268390267396	92.2256386666295	230.242531844632	291.25392854427	205.000805326051	229.66681249089
RASSF3	219.590805565474	132.732128356109	136.900930219187	147.401377923668	320.531707128419	123.798379831782	158.414733448657	291.25392854427	319.891366552738	164.928516352518
RASSF2	114.926029080996	7.87393981773528	5.90090216462013	2.60887394555164	154.805894625148	3.3234464384371	64.9402012895116	184.923129234457	130.659853944076	64.7382961383716
RASSF5	242.678623907639	129.357582719937	102.67569766439	92.6150250670833	144.528324857504	103.02683959155	49.197122189024	359.059075930237	189.231512608662	95.5660562042628
RASSF4	1615.63422132168	3733.37232215191	4658.17216875113	4221.15804390256	1223.6731504602	3695.67243954205	1450.33116213243	5200.9630097191	3577.37669074471	3418.79859130734
RASSF7	692.634550264931	841.386711952284	1798.59497977621	1188.34208219877	865.885252924066	1031.93011913472	968.199364679991	793.628429631211	524.892171878789	1234.65179063894
CHD1	600.283276896274	353.202443252697	440.207301480661	366.546789350006	583.894432424315	335.668090282147	447.693811920118	371.387284545868	446.045708291847	505.575265080616
CHD3	398.649663374705	61.8666699964914	99.1351563656181	82.1795292848767	1913.55502111335	216.024018498411	1642.19993866962	397.584727854082	245.550415170764	1940.60749614785
CHD2	1023.04688387279	1086.60369484747	1356.0273174297	1277.04379634753	1201.19096659347	1070.14975317675	1549.70934895425	1308.33113933378	1480.06075933204	1538.30522728797
CHD4	1771.09219815892	4125.94446449328	5867.85711249825	5050.77995858798	2370.90687577354	4144.33770873106	3018.73541751851	2353.14681950846	1709.84188178541	3677.75177586082
CHD7	268.331755398933	169.852130354004	751.774935772604	443.508570743779	404.036961490532	258.397960588484	753.699911935847	380.633441007591	292.85829332293	1029.64718620077
CHD6	430.972609053735	417.31881033997	819.045220449274	395.244402751074	631.428192599671	373.887724324174	637.59470356975	348.271893391561	452.803976599299	927.915577983326
CHD9	859.892967588166	469.061843427944	652.639779406986	461.770688362641	921.769538535634	449.496130798618	912.114645384504	756.64380378432	1259.2906612886	1025.02302219088
CHD8	513.062629825875	670.409733052889	685.684831528859	613.085377204636	597.383742744348	658.042394810546	530.344977197678	334.402658698976	470.826025419171	599.599933281585
CAP1	2202.06480721266	2298.06557823331	1911.89230133692	1861.4315601511	2275.83935542282	2087.1243633385	2107.60471457779	2997.29571967516	2421.71281017038	1801.88257585134
CAP2	221.129993454952	358.82668597965	202.991034462932	246.53858785463	176.003382270915	317.389134870743	100.362129265609	234.235963696979	261.319707888153	123.311040263565
TTC1	923.512733686575	1084.35399775669	1072.78401352794	1055.28951097564	523.513710039402	1113.35455687643	590.365466268287	1134.195192638	1056.54261206503	578.020501235461
TTC3	1361.15515692805	1143.9709706624	1605.04538877667	1429.6629221623	1885.29170425232	1296.14411099047	2080.05432615193	1684.34150211051	1781.9300770649	2873.14723814106
PIKFYVE	264.740316990151	172.101827444785	164.04508017644	185.230050134167	405.964005821966	192.759893429352	375.866013524143	241.941094081748	283.847268912993	272.825676583137
CAPS	57.463014540498	106.860611812122	224.234282255565	122.617075440927	523.513710039402	112.166317297252	483.115739896215	143.315425156704	67.5826830745222	815.394253742823
CHDH	212.920991377738	257.590316894483	217.153199658021	302.629377683991	265.932117737807	307.418795555432	400.464574618655	465.38987524005	373.957513012356	516.364981103678
CAPG	1361.15515692805	2316.06315495956	2254.14462688489	2428.86164330858	1575.67991500203	2500.89344492392	1382.43913351157	1259.01830487126	299.616561630382	986.48832210852
MPG	276.027694846321	480.310328881852	584.189314297392	534.819158838087	231.887667882484	507.656443471267	197.772431199876	522.407840087341	281.594512810509	278.991228596316
MPI	1028.69057280088	485.934571608806	472.07217316961	461.770688362641	249.873414975862	457.80474689471	279.439654033656	619.492482935431	932.641026428406	212.71154445465
POLRMT	496.644625671447	707.529735050784	1245.09035673485	884.408267542007	521.586665707969	854.956596287944	623.819509356824	587.130935319401	412.254366754585	747.573181597863
GRPEL1	402.754164413312	307.083652891676	333.991062517499	324.804806221179	268.501510179718	395.490126174015	457.533236357923	527.030918318202	576.705562235923	291.322332622672
GRPEL2	222.156118714604	223.84486053276	214.792838792173	165.663495542529	141.958932415592	184.451277333259	168.254157886462	209.579546465718	202.748049223567	144.890472309689
ZFP36L1	3599.13434822851	2611.89832239733	3837.94676786893	2801.93061752246	4746.31018832042	2786.70983862951	2011.1783550873	2293.04680250727	1439.51114948732	3870.42527627265
ZFP36L2	937.365424691873	434.191538520831	410.702790657561	444.813007716555	3143.00930456784	515.96505956736	1880.3140100645	1778.34409280469	1475.55524712707	2040.797716362
ADH5	1850.61690578193	1361.06673992281	1059.80202876577	1143.9912251244	1095.84587647512	1358.45873171116	1288.96460135243	1023.24131509733	1457.5331983072	1080.51299030949
ACOT13	266.279504879629	627.665488328041	498.036142693939	592.214385640223	194.631477474772	614.837591110863	298.134560465485	807.497664323795	488.848074239044	218.877096467828
REPIN1	519.219381383785	1213.71158047662	1123.53177214367	992.6765362824	578.113299430014	1195.60985622775	632.674991350848	565.556570242048	367.199244704904	565.689397209104
PMVK	776.263758926549	797.517618682044	1103.46870478396	987.458788391297	473.410557422134	883.205891014659	716.310099072189	560.933492011186	651.046513617897	605.765485294763
GRIN2A	5.13062629825875	1015.73823648785	1374.91020435649	1201.38645192653	68.7312478211239	1298.6366958193	19.6788488756096	6.16410430781523	6.75826830745222	36.9933120790695
KLHDC8B	174.441294140797	106.860611812122	133.360388920415	82.1795292848767	247.946370644428	111.335455687643	192.852718980974	92.4615646172285	126.154341739108	192.67350041182
IL6ST	2545.81676919599	1264.32976501921	737.612770577516	1029.20077152012	3738.46600298076	1114.18541848604	3191.90928762387	1853.85437057543	2516.32856647471	3113.60376665502
