DEXI	PRCC	STK19	DDX39A	RPLP2	SCAND1	BRK1	TMEM179B	VPS72	CD2BP2	FIBP	KIF22	EXOSC7	H2AX	PRPF6	SIRT7	ALYREF	SART1	FAM174C	ABHD17A	HIKESHI	PSMD13	THOC6	CDC34	SMIM19	LMNA	EHMT2	AKAP8L	PSMD8	PPIE	PRPF19	TMEM259	DGKZ	PABPN1	THEM6	RBM10	AP5Z1	GTF2H4	SLC2A4RG	PQBP1	NCBP3	PRPF4B	DHX15	CWC22	PPP4R3A	PPP4R3B	BCLAF1	ZC3H14	RTL6	COG6	GPATCH8	SETD2	SDE2	UBE4A	SOCS6	ZC3H11A	DDX42	FBXL4	DDX46	TCF12	POLR3B	TAF5L	ZNF217	NCAPG2	HELQ	DOCK1	RBBP6	ZNF160	CSRNP2	RSBN1L	FOXJ3	GNAQ	ERBIN	PALB2	YLPM1	FBXO34	RBM27	EPG5	ALMS1	MAPK14	FYTTD1	POLI	CWF19L2	SCAPER	SIK2	SMC5	ZNF621	PRPF40A	MRTFB	MAPK1	TMEM209	THRAP3	API5	RSRC2	TAB3	CMTR2	HP1BP3	SF3B1	PRKAA1	CBLL1	CPSF6	DDX17	CDK12	CDK13	SON	CDYL	MED17	KCTD20	ZNHIT6	TRIP12	RBM26	SRRM1	ARMCX5	EPC2	HBP1	RALGAPB	KAT6A	speckleScore
TCGA.3H.AB3K.01	0.82906566747172	-0.0488997319444109	-0.720215908421763	-0.186174557627551	0.702228337617367	0.599010857977356	1.56772610283954	0.565314520422652	0.661534118495367	0.177422808686529	-0.0202065380549362	0.0538039357597163	1.04208947421041	-0.582539776602549	1.14085094213638	2.27752471729551	1.31968652998904	0.125495459653237	-0.0690471861937173	-0.291113484290107	0.823822712896831	0.282120216251087	0.434674466494906	0.181009612034732	1.90410687955691	-0.651104723813781	0.16882865919298	-0.0525542732266527	0.679069457762609	0.486302179477595	0.442940844390258	0.188688489955381	-0.486433874242673	1.40074840818632	0.332586687377246	0.616244754414482	-0.0656996232401381	0.691322680647036	0.288207879240001	0.721541956368889	-0.056318292575378	-0.746000788449064	0.189701074039866	-0.979970192731722	0.0999077577980285	-0.212595402602292	-1.27603651773969	0.136493795025137	-0.465356499040954	-0.913714790133982	-1.02784433149484	-0.197018552833027	-1.29605373873666	-0.880977555660099	-0.614863255295332	-0.847696933945303	0.626531045896928	-1.19657081805019	0.107615414428032	-0.765063435595397	-0.505958702982179	-1.01856729583652	-1.20866912427909	-1.1389892971718	1.02365138445707	-0.501799065811596	-0.723082792555617	0.169912813394937	-0.871688248684192	-0.575592491103415	-0.464843093129012	-0.178188105787242	-0.948372531291774	-0.64622651298174	0.762854252563507	-0.45612932720283	-0.99320233339513	-0.692381596048331	-1.21908391984463	-0.89170089348287	-0.958279832321898	1.1267137940206	0.406522184690076	-0.202430779538672	-0.629491384547883	-0.867603172991394	-0.958357074247022	-0.906630291172714	-0.35769892139706	-1.17354492142279	-0.180335680325609	0.223738199507825	-0.904921771340998	-0.438827664902477	-1.21546439043216	0.0567833396529466	-0.0597001823594112	-0.662363350262219	-1.39110694728322	-0.322249380537292	-0.100592604771883	-0.0195986072210458	-1.63987329445874	-1.12644100104515	-0.914998741553864	-0.671502074473464	-0.968842221581682	-0.806291066216317	-1.38976960371185	-1.01743738076395	-0.0901912905478234	0.126304902285537	0.349916967679202	-0.712817713364528	-0.204374469203577	-1.28202913283177	-0.872018552336751	0.98564810250064
TCGA.3H.AB3L.01	0.000667498302586888	0.199776482496964	0.271065254804763	1.40150776873235	-0.429339527524026	-0.432720011821346	-0.225154269373819	1.7531232269146	-0.14605673020815	0.349106563082758	0.311112627353709	0.218642331100959	1.33535430321902	0.255381191210895	-0.389644320355077	1.88072928055247	0.0524404731070361	0.186775355082543	-0.136341530308383	-1.18995338031449	-0.376687371938999	1.27812124664945	0.186281152440954	-0.162654047042536	0.676077225560496	-0.271136293156726	0.067237121452297	0.232788542953517	0.883769588128861	0.448506154877485	0.915241858112973	-0.337289403899957	0.484517503041078	-1.17122824675003	1.42350164480406	0.0581046921663305	0.0564175736218344	0.207250914818714	0.687647322176538	-0.273079194587915	-1.14997848757292	-0.432270762638675	-0.322154058508174	0.0347595805476244	-0.260037939132875	-0.815304683445404	-0.871033308084679	-0.304714844909159	-0.0397171238747785	-0.80875165555317	-0.675901553869061	1.45741637467327	-0.649060056002128	0.739591110531233	0.13394205762533	-0.949035705988657	-0.0577461523211745	-1.14151632251697	-0.0527967558596722	-0.531003163292464	0.516299410493581	1.15302630924665	-0.673584518376224	0.596648509870875	-1.08231218831496	-0.584052415917605	0.23016563262741	0.423403467189433	0.190252652311006	0.216073449943831	-0.0819543413213198	-1.22067669690426	0.0523650098063869	1.70071354412057	-0.488871468991957	0.818818361560315	-0.785365458488969	-0.312461789468848	-0.720598368252326	-0.639832394286088	-0.122249774589396	-0.399172855484207	1.33708369464503	-1.47278941742899	0.820326209578898	-1.32909160696727	-0.145806443188927	0.760356285464327	-0.471167922796476	-0.894932147489169	1.0036206656343	0.476232117261895	1.10424943639372	-0.62232217907582	-0.0494115745687142	0.659267872884606	0.00853086579054596	0.128039260678562	-1.01893941728367	-0.00928792451472475	-0.661017501735835	-1.29439045536535	1.3904693417287	-0.0686179855556693	-0.259391349324888	-0.376482268579859	-0.0479657213690005	-0.401555072815025	0.723627054539355	-1.16019822307166	-0.184868073862362	0.887179013286454	2.057334200533	-0.557001360836609	-1.07673414836281	-0.70831540064584	-0.852981063433754	0.389667041682181
TCGA.3H.AB3M.01	0.0151909063135283	0.0932137951020104	1.0029777291158	-0.198843143042495	-0.612549584477063	-0.127886233861262	0.5983151038239	-0.167158546398607	0.799828414260827	0.0940952476002902	0.231726571730018	-0.355296209970607	-0.955081798510458	-0.737285367813041	-0.236020529656352	-0.024829062326631	-0.817368533749701	-0.297932721972502	0.0339333999593099	0.216803402190386	0.911211536510884	-1.14152038001149	-0.00859702557973135	0.105317534332231	0.809277307803983	-0.183522425974495	1.76958742790958	-0.421337536163159	-0.695521817665821	-0.708862648711214	0.872374042991104	-0.126983010463131	0.348809357896512	-0.672154618581913	0.603722269265841	-0.407770303950876	0.343137640164319	0.847575834140443	-0.931122769591347	0.325191708576757	-1.12668058387511	1.06844242428534	-0.910794240077533	0.464129932255058	-0.772104910040192	0.522370671491684	-0.931120030967563	-0.789364349182629	-0.17548233677983	0.759163047519525	-0.108997111601979	-0.19916105279266	-0.235669648565997	-1.14617801114331	-0.453730990239172	0.534796065937294	-0.115899867750169	-0.707006259926724	0.333619275287496	0.33975574830612	-0.319507515746612	-0.746075379747113	-0.277221164023331	-0.739788324098625	-0.821924124349349	0.462777757804896	0.162742597409015	-0.367222670275635	-0.489978708612799	-0.14689225678709	-1.49353665213114	-0.679113442164696	-0.193973884803206	-0.362732872682966	-0.590064029527292	-0.534644804101891	-0.239446989035444	-0.898418348403949	0.408673077390876	3.13666556707355	0.165978063979174	-0.515318158805825	-1.31905903206929	1.48530736482571	-1.00853679971872	0.0500855123361682	0.0176934387799957	0.850260780998862	-0.352478540102954	-0.804616899088207	-1.10382140272881	-1.41499683532742	1.10529114229824	0.62465441372005	0.600281764394823	0.263432063325526	-1.18261831425226	0.570476536292104	-0.473732374144731	1.5259675203353	0.631407392557697	-0.238725180735633	-0.97974640220229	0.146458797686717	-0.205797068306037	0.597716210464617	-1.23778640231399	0.326670005116232	-0.897449076329587	-1.70436757281509	-0.0894399264808528	-1.30739512146682	-0.347577696160516	0.0810866709259022	1.94954040149722	0.663157999060364	-0.0354146939081517	0.159970095628261
TCGA.3H.AB3O.01	-0.735546929469626	-1.14747233032143	0.0850983738734913	-0.0353920306080802	-0.408161547837812	0.00624062844117467	0.53138439867527	0.106852596321786	-0.9153183857803	0.496968237707146	0.0514655495369816	-0.12030091997697	-0.627557947170059	0.187973626493521	-0.611364067467491	1.66741025882978	-0.185096407821471	-0.467206673454832	0.119433366423117	1.481709817819	-0.255240241973722	0.446805500728114	-0.758806738898443	-0.203138495459416	-0.748110916638552	-0.870207551034781	-0.924323319057251	-0.496588152129266	0.353196050225393	-0.0148115724905442	-1.15406931169877	0.950277355744211	3.88481599103005	-0.483117106617581	-0.787130117788839	-0.397775369588409	2.6457753727515	-0.365384692280475	-0.535874589066964	-0.562904904576198	-0.102537887624829	-0.53276197825975	-0.866172439959591	-0.597309915976134	-0.0412924264775401	-0.78641006687594	-0.575325042739976	-1.39376160420495	-0.352706500234036	-0.835173180270816	-0.85713996565415	-0.573338932106371	-0.607522033752615	-0.520377500671299	-0.865876734796547	-0.957907977022817	-1.34162134067808	-0.616703037064682	-0.491619915637144	-0.828373285980707	-1.14312207042833	0.293269148851087	-0.134209140830423	0.193502349904634	-0.17706366622139	-0.96517901375419	-0.746673946784184	-0.0212091886265054	-0.417293042731388	1.0381811474084	-0.962079875700273	-0.858447851195656	-0.418788531322312	-0.310064838814966	-1.0225822556759	-0.625414392103731	-0.574181757213546	0.42017661299119	-1.11457407960504	0.106337209103783	0.214972618364676	-0.997003107768478	-0.536236444048301	-0.834922172628612	-0.488655144235754	-0.69987423833544	-0.160401901147198	-0.44016328881021	-0.779121630538501	0.10946330403189	-0.425358961482253	-0.27515388823101	0.183711713797848	-1.08385467188445	-0.272942560465991	-0.104997943122173	-0.567165954582896	-0.60803829403671	-0.396818071648413	0.0330022733539781	-1.06213226340142	-0.374907887286799	-0.00144408185492252	-0.290590331573696	-0.429391843409291	-0.362462126082277	-0.801218362915057	0.0227751811910452	-0.81214878452051	0.748306242653192	-0.752305092465243	-0.454499381022074	-1.31086965542189	-0.796593059094645	-0.0699680197780104	-0.688197417673242	-0.364798022440339	0.462104257371843
TCGA.3H.AB3S.01	-0.433487706476354	-0.520133634917714	0.387587069899288	-0.381723554773021	-0.282308868396626	-0.161033656617263	-0.513250822507537	-0.705179284191047	-0.0903889736085293	-0.0370043196115912	-0.018574737125138	0.244255846810507	-0.442400803353761	0.0271059110069658	0.520033503438632	-0.192267096491002	-0.0991055311586139	-0.456955510429072	0.0102399102538173	1.12796016724128	0.658167274907726	-0.0702927381853488	0.325180217464893	0.345174915417498	-0.213997327420784	0.0564273994280063	-0.291588816506031	0.512599034178522	-0.0899958320277974	-0.0733616418363306	-0.223699927406963	1.20584113325094	-0.118828404450588	-0.918931030613813	0.213705124651581	0.1276393430536	0.0644948132384825	-0.150782157176289	-0.326843544088397	0.0484821196432768	0.0219502324847696	-0.580401025841706	0.35960136496834	-0.0496677640322843	-0.694118147153519	-0.320386193159289	0.179880925488177	-0.792374430754652	0.168359920529375	-0.492359921761778	-0.44229003353252	-0.832970972669161	-0.768869200381728	-0.832880918970925	-0.275716739266736	-0.314523020102499	-0.247928929813939	0.853702124767932	0.0758580791580885	-0.186048603129289	-0.138742722176225	-0.267970181076468	-0.679809158928644	-0.450773785731975	0.39352172113266	0.745715185097644	-0.794270741113564	0.136708163861092	0.391227582835632	-0.311400655665744	-0.277773793363184	-0.579965173431181	-0.323451861731272	-0.216956469950811	-0.0194191715880043	-1.15756727855343	-0.697503446608051	-0.596896867528281	0.14232305349191	0.146414678035856	-0.779652020260214	-0.0233856340200349	-0.651140581345846	-0.607639732973267	-0.386486574896899	-0.472829840093239	0.398389273443168	-0.91823532029168	-0.390950576929696	-0.444281236538068	-0.619502677069881	0.0427068679122124	-0.176820159008189	0.176126923137914	-0.760896513947764	0.389140029127473	0.847575293940881	-0.133740245844786	-0.858055128545554	-0.603892537283505	-0.719452499686447	0.227426645371097	-0.674915090697696	-0.281472823392469	-0.351183136519639	-0.0396805481342196	0.711347388879597	-0.594345066947318	0.16191965549129	-0.526945162292174	0.436578761789812	-0.181522127121866	0.455923824520756	-0.219248823450061	0.735760864180471	-0.424815126045775	-0.645182849337909	0.205544929483598
TCGA.3H.AB3T.01	-0.815522496249876	0.411329804996536	0.185942907975124	1.68903968960051	-0.404993650599431	-0.330873746366019	0.476315445672178	-0.238960587163831	0.351108491932189	-0.276588814204244	0.349195046455624	1.11680506835893	1.73998419290649	0.673413143208827	0.299322744331086	0.390505107474576	0.866847169262918	0.127312121455271	0.0403275206405626	-0.0660161513046528	-0.994986126587154	1.07411098604374	0.693840043471841	0.791758173862252	-1.29367116608962	-0.220854229350431	-0.19461094077097	0.295887942584121	1.03656328543775	-0.470562590764242	0.392258288863081	0.15072746710718	0.628962591676963	0.388710855809366	0.0507030096511626	-0.203178654689054	0.689956014844881	0.579927098366058	-0.322400245851904	0.663195500336443	-1.21746225870977	0.330369939134628	1.37552315246112	-0.130228858732115	1.10231723607948	-0.812714362121942	-0.416396935539138	1.07219215583631	-0.533300535447423	-0.655457589090245	-1.14438460839499	-0.721630030552072	-0.372723856790287	0.072905057413971	-1.10795548908254	-0.639207112109822	-0.921826587429747	-0.699339191815628	1.60659174090895	-0.789124089376337	0.100998338530803	0.327768463635771	-0.364117146135118	1.3786433670602	-0.592644906604984	-0.122036206454786	-0.651756682040255	-0.44240823066668	1.57505722433086	-0.0893683994386067	-0.0172964042055185	-0.578078482206838	1.26481015529375	1.62828110243971	-0.66341595099666	0.98110638475018	-0.123621773658072	2.28700529562514	-0.157100593363692	-0.517505468911512	0.890121096256813	-1.08960404040045	-1.34367631608165	-1.421564788787	-1.22517249511754	-1.83174768358152	-0.471341400977369	1.22830100800327	-0.253672733740339	-0.0196570974468638	0.296742695889361	-0.0682078928953204	0.0867822497559144	-0.700167537230728	-0.899220282742895	-1.02151235928188	-0.489409170732957	-0.0270990821884964	-0.403257513784713	-0.116686604572244	-0.313566162570031	-1.27070848840328	0.798423062355217	-0.415678325889855	-0.72228388254307	2.41891730321988	-0.569072276680498	-0.568431445238401	-0.131693845754928	1.03578970705528	-1.34397237450886	-0.0317465487256631	-0.410365939084933	-0.417920775687722	-0.92155995624065	0.250169389952141	-0.869823187998517	0.410502651740491
TCGA.3H.AB3U.01	-0.0673084351042274	0.261670426956499	-0.935576443818065	-0.342492806792842	-0.357181868205346	0.322759219653112	-0.833145933575748	0.484876759551118	0.97379744609909	0.0729153305222847	-1.10531177193103	-0.200882917829681	-0.942153331784095	-0.711937789018192	0.0772595119404196	0.775255121251097	-0.616466751276624	-0.0978404006342481	-0.387275020388628	-0.960243772970176	-0.198888103178632	-0.560968694198388	-0.5058092497086	-0.675204032520415	0.347797658125511	0.295345098811246	0.340248946106068	-1.38154021343821	-1.35001023448628	-0.791856315170981	1.890092971306	-0.988045046894029	-0.677653017870317	-0.13854359330916	0.374072812757364	-0.648777188981328	-0.204896148334562	-1.22121160073295	0.596998437355975	-0.345664078940677	0.143526796176248	-0.838783240840929	0.460490019725212	0.625915094893918	-0.424228032528093	2.70594470016885	0.138780587176773	0.705331400537659	1.97129145859255	-0.519381353017744	0.0455058970784696	-1.27609662547721	-0.0890815427434815	0.823108278341807	-0.71469957495358	-0.161215647011273	1.35250048686974	0.60076802103066	-0.37909961304089	-0.427906358827263	1.91960504479001	0.244436817217881	0.0682669339931593	-0.827689990633767	0.397896402632523	-0.216839015155585	0.920560933828887	-0.266126535984592	0.485093026102545	0.220547527737602	-1.13356107569911	-0.721202525833005	-0.345886078033716	0.595485191364191	0.0241066452718641	-1.09396231177842	-1.18641639215521	0.301728016024508	-0.409994163556615	-1.38892728328707	-0.64619243742107	1.45557726190942	2.07759789373873	-0.925276563066149	1.18378122693795	-0.26956508183914	0.309141305401131	1.06955445518238	-0.370827492875865	0.862065894382402	-0.253974962157207	0.188122942236386	0.533292970875949	-0.165854514720512	-1.04177635293635	1.35557046242672	-0.279275170127047	0.910585790709604	0.0547541684515322	1.06900718268095	0.0428570825490858	0.511268353339075	0.599881293834805	0.585010564602771	-0.498218017949467	-1.09758708619849	1.83615029011965	-0.481133783453045	-0.119333696136797	1.71254464370684	0.439294476358666	-0.552670970849528	1.13374546553999	0.637647445113689	1.68290273479181	1.31334163252698	0.150985697371912	-0.486075875828847
TCGA.3H.AB3X.01	-0.293552276322581	1.8291862235409	-0.869539265606442	0.492641432225533	-0.509081702717665	-0.669763380634621	-0.693782482719848	0.134092271315874	3.20616666249451	-0.426084084042562	-0.506779906212957	0.357585596162024	-0.438157324121913	-0.71430843428124	0.500444108663256	-0.708228558627706	-0.956641607821412	-0.544171497121337	-0.612089282697059	-1.17113739741868	-0.17311389206476	-0.592100242910068	0.0873555318741315	-0.836801211838275	0.133111552428977	-0.00492567649055718	1.46621640763572	-0.10871535713024	-1.5017827311448	0.131174634505595	0.614931199952966	-1.81348122847592	-0.49151043814057	-0.886747920973705	-1.26989799354655	-0.379881212907219	-1.14742529002849	0.574566352367781	-1.03247850961623	0.307153661682833	-0.191100454852414	0.111751632303348	-0.705160353646101	1.06290635680639	-0.587853089754471	0.58986943165598	-0.0298361853828325	-0.689500466440211	-0.495409536917105	1.44140034896641	0.10647075947802	0.718519487768463	1.46468554549228	-1.21399857739035	1.64634270752329	2.94312189860963	0.178187115981492	0.749746574172585	0.994171848902315	-0.141324219026636	-0.493766331423701	2.23513287019724	0.906889186593413	0.239381856338709	0.692161244015286	0.657960912359731	0.0990844755301717	-1.04060853471539	-0.621930325674457	-0.00863833639056455	0.350470196469521	-0.785649782141205	-0.54697155348721	0.406244877187571	-0.775358704413808	-0.622039712694426	0.0821089986730386	-0.627601004919861	1.42860791135645	-0.689780502031119	-0.305297651925535	1.1205664706586	-1.49538311688837	-0.203187641468954	-1.16495426836885	-0.118464331535816	0.842452136558386	1.22012428969364	0.176212581611088	-0.678169676209059	-0.15633259515328	1.15446914952311	1.36520946920491	0.38652833846951	0.932290610220825	-0.290423655068652	-1.06681791157917	0.314146223144873	-0.438920376818767	0.282236936861686	0.135096340383721	-0.00632166231689834	-0.421124460026396	0.139265720187278	0.531096815482879	0.129068453264489	0.800486503685695	1.75155163000438	1.52477692872948	-0.111922375854918	2.13014845786507	-0.696676216046282	2.70416589590526	1.25841497949715	1.04079710255311	0.398820642391319	0.156264723757493	-0.525976273658336
TCGA.3U.A98D.01	-0.688280418299073	-0.751943974072764	0.67936312356616	-0.538662052918236	-0.483168638534929	-0.735797022606076	0.215640091734386	0.63091524289195	-0.480200368137474	-0.583377995380428	0.276548116749801	-0.428884779319376	0.643028645838637	-0.519721762438745	-0.362476781628241	0.281079047218392	-0.132782420995425	-0.513839733105244	-0.267741213782196	-0.746493683151694	0.226789998258941	0.627886328721452	0.0784159790892749	-0.171639777981219	0.0249095563942104	1.63496677550954	-0.971252709204572	-0.39663975040733	0.49047853765574	-0.135025943520109	-1.27015784670515	-0.877062240384019	-0.76555066668739	-1.34336197471905	0.212171424734912	-0.250878493770146	-0.82115949036914	-0.453041883892572	-0.306073925230838	-0.818181129093217	0.255365457690268	0.281094859068775	-0.891014218620795	0.959712274693134	-0.321014759020116	-1.27113940289809	-0.28799662304768	-0.616964658445548	-0.447245945680414	3.29845462129056	-0.109299735016417	0.578353953219254	0.852333884726445	-0.199823961662265	2.57883836373485	0.149476241062601	-0.726573719873389	-0.20095997861218	-0.368985428537856	-0.343338227776017	-0.126558799939687	0.811904458555037	0.428159938049212	0.34312155776789	-1.04315608847051	-0.855237175637458	-0.600049569477787	0.953023469894946	-0.512850271317774	-0.174031717689964	0.367686090816218	0.746414022539154	-0.592662457360595	-0.164888704936521	-0.610448142440885	2.33788850117089	-0.261967689837958	-0.22783913131055	-0.680790667810622	0.304506828210595	-0.907284153856916	-1.07460848221918	0.238345164775423	0.126772180052172	-1.05067740889003	0.544215587650886	1.07099022084594	0.231549194591794	-0.54853778795738	-0.133223124546594	0.407015871452069	-0.584567237567019	0.115035346483209	-0.00248741778613795	-0.10291628208055	1.2836348452512	0.685603887625891	0.0501780535576198	1.21574770655521	-0.457550030128807	-0.613100131363452	-0.973213750396527	0.13102886323964	0.510857844202796	-1.10887562130752	1.44970221643599	0.636431959735594	0.814787635636558	-0.386272236037831	-0.564668060358912	-0.0341041728427896	0.183679224053734	0.700450192736133	0.016187317914674	0.27587099421241	1.01508406260704	-0.12570888704266	-0.331103095618793
TCGA.3U.A98E.01	-0.442367733088758	-1.08715043815223	0.964468099993218	-0.957271190713695	-0.154537013115258	-0.443445537734026	-0.00872179451638334	-0.395684813188139	-0.576280045714414	-0.510065083214373	-1.18218654950042	-0.670613339594565	-1.47817346271595	-1.16515240449164	0.0139294137624935	-0.725997221235769	-1.32778963571782	-0.858324227315834	-0.561405555079709	-0.91985361469975	-0.748915855702981	-0.713420313984919	-0.710453736420897	-0.499757365613789	1.06924249709624	-0.923490569927268	0.951942550665454	-0.557716022800457	-0.858518321472513	0.244782830752308	-0.512231846405347	-0.633332196794946	-1.23156381437875	0.531439533346419	-0.201305535304497	-0.381851540469712	-0.670966038124264	0.229003310996958	-0.727748528670164	-0.196545952144429	0.021715781312524	1.36653308872424	0.411348793531855	1.50515545599212	0.936897011858354	0.643831673936374	-0.47259119461999	0.506115989362955	0.740987385084302	0.388861763780271	0.337675048108806	-0.520394393847706	-0.543255564175204	-0.579721629957282	0.146603547062536	0.194042735448064	-0.0515880600980103	-0.682580464873439	1.55698407406073	-0.210185572327545	-1.58504695582199	-0.861081874147659	-0.623398202838827	-0.956639932799761	2.58838314265499	-0.450114909718531	0.166023943897616	1.09595291148905	-0.670239771027257	0.882538961300554	-0.0235594800047566	-0.276102090542214	-0.152132846441941	0.851399812662013	0.265737801919678	-0.135095146184792	1.22668191195931	-0.379730400656524	-0.972567538581964	0.596067334517047	-1.20727024567052	0.867566839289894	1.02069818133218	-0.159215029322324	-0.343848521772469	-0.298293086217828	0.23269622867597	-0.586812239119993	-0.877373020875828	0.143436172718087	-0.14229541505329	0.182599637785516	-0.765561847285952	0.537708191938088	-0.538833972955541	0.37252245842471	1.00779240551397	0.594019105554292	0.705850176903775	-0.150692494311442	0.31665142602326	3.25861014958409	-0.0969174309601235	0.507694396506708	0.129838490585524	1.74951145022075	0.769481011870486	0.104672404627899	-0.394403339754873	-0.412500129435565	0.882216227523397	0.768760640303042	2.07659364810068	0.645572523560476	2.28482381528573	-0.789218652232426	-0.144094111627824	-0.716421482193603
