TCGA-18-3406-01	TCGA-18-3407-01	TCGA-18-3408-01	TCGA-18-3410-01	TCGA-18-3411-01	TCGA-18-3412-01	TCGA-18-3414-01	TCGA-18-3415-01	TCGA-18-3416-01	TCGA-18-3417-01	TCGA-18-3419-01	TCGA-18-3421-01	TCGA-18-4083-01	TCGA-18-4086-01	TCGA-18-4721-01	TCGA-18-5592-01	TCGA-21-1071-01	TCGA-21-1072-01	TCGA-21-1075-01	TCGA-21-1076-01	TCGA-21-1079-01	TCGA-21-1080-01	TCGA-21-1081-01	TCGA-21-1082-01	TCGA-21-5782-01	TCGA-21-5783-01	TCGA-21-5784-01	TCGA-21-5786-01	TCGA-21-5787-01	TCGA-22-0940-01	TCGA-22-0944-01	TCGA-22-1000-01	TCGA-22-1002-01	TCGA-22-1005-01	TCGA-22-1011-01	TCGA-22-1012-01	TCGA-22-1016-01	TCGA-22-1017-01	TCGA-22-4591-01	TCGA-22-4593-01	TCGA-22-4594-01	TCGA-22-4595-01	TCGA-22-4596-01	TCGA-22-4599-01	TCGA-22-4601-01	TCGA-22-4604-01	TCGA-22-4605-01	TCGA-22-4607-01	TCGA-22-4609-01	TCGA-22-4613-01	TCGA-22-5471-01	TCGA-22-5472-01	TCGA-22-5473-01	TCGA-22-5474-01	TCGA-22-5477-01	TCGA-22-5478-01	TCGA-22-5479-01	TCGA-22-5480-01	TCGA-22-5481-01	TCGA-22-5482-01	TCGA-22-5483-01	TCGA-22-5485-01	TCGA-22-5489-01	TCGA-22-5491-01	TCGA-22-5492-01	TCGA-22-A5C4-01	TCGA-33-4532-01	TCGA-33-4533-01	TCGA-33-4538-01	TCGA-33-4547-01	TCGA-33-4566-01	TCGA-33-4582-01	TCGA-33-4583-01	TCGA-33-4586-01	TCGA-33-4587-01	TCGA-33-4589-01	TCGA-33-6738-01	TCGA-33-A4WN-01	TCGA-33-A5GW-01	TCGA-33-AAS8-01	TCGA-33-AASB-01	TCGA-33-AASD-01	TCGA-33-AASI-01	TCGA-33-AASJ-01	TCGA-33-AASL-01	TCGA-34-2596-01	TCGA-34-2600-01	TCGA-34-2608-01	TCGA-34-5231-01	TCGA-34-5232-01	TCGA-34-5234-01	TCGA-34-5236-01	TCGA-34-5239-01	TCGA-34-5240-01	TCGA-34-5241-01	TCGA-34-5927-01	TCGA-34-5928-01	TCGA-34-5929-01	TCGA-34-7107-01	TCGA-34-8454-01	TCGA-34-8455-01	TCGA-34-8456-01	TCGA-34-A5IX-01	TCGA-37-3783-01	TCGA-37-3789-01	TCGA-37-3792-01	TCGA-37-4129-01	TCGA-37-4130-01	TCGA-37-4132-01	TCGA-37-4133-01	TCGA-37-4135-01	TCGA-37-4141-01	TCGA-37-5819-01	TCGA-37-A5EL-01	TCGA-37-A5EN-01	TCGA-39-5011-01	TCGA-39-5016-01	TCGA-39-5019-01	TCGA-39-5021-01	TCGA-39-5022-01	TCGA-39-5024-01	TCGA-39-5027-01	TCGA-39-5028-01	TCGA-39-5029-01	TCGA-39-5030-01	TCGA-39-5031-01	TCGA-39-5034-01	TCGA-39-5035-01	TCGA-39-5036-01	TCGA-39-5037-01	TCGA-39-5039-01	TCGA-39-5040-01	TCGA-43-2576-01	TCGA-43-2578-01	TCGA-43-2581-01	TCGA-43-3394-01	TCGA-43-3920-01	TCGA-43-5668-01	TCGA-43-5670-01	TCGA-43-6143-01	TCGA-43-6647-01	TCGA-43-6770-01	TCGA-43-6771-01	TCGA-43-6773-01	TCGA-43-7656-01	TCGA-43-7657-01	TCGA-43-7658-01	TCGA-43-8115-01	TCGA-43-8116-01	TCGA-43-8118-01	TCGA-43-A474-01	TCGA-43-A475-01	TCGA-43-A56U-01	TCGA-43-A56V-01	TCGA-46-3765-01	TCGA-46-3766-01	TCGA-46-3767-01	TCGA-46-3768-01	TCGA-46-3769-01	TCGA-46-6025-01	TCGA-46-6026-01	TCGA-51-4079-01	TCGA-51-4080-01	TCGA-51-4081-01	TCGA-52-7622-01	TCGA-52-7809-01	TCGA-52-7810-01	TCGA-52-7811-01	TCGA-52-7812-01	TCGA-56-1622-01	TCGA-56-5897-01	TCGA-56-5898-01	TCGA-56-6545-01	TCGA-56-6546-01	TCGA-56-7221-01	TCGA-56-7222-01	TCGA-56-7223-01	TCGA-56-7579-01	TCGA-56-7580-01	TCGA-56-7582-01	TCGA-56-7730-01	TCGA-56-7731-01	TCGA-56-7822-01	TCGA-56-7823-01	TCGA-56-8082-01	TCGA-56-8083-01	TCGA-56-8201-01	TCGA-56-8304-01	TCGA-56-8305-01	TCGA-56-8307-01	TCGA-56-8308-01	TCGA-56-8309-01	TCGA-56-8503-01	TCGA-56-8504-01	TCGA-56-8622-01	TCGA-56-8623-01	TCGA-56-8624-01	TCGA-56-8625-01	TCGA-56-8626-01	TCGA-56-8628-01	TCGA-56-8629-01	TCGA-56-A49D-01	TCGA-56-A4BW-01	TCGA-56-A4BX-01	TCGA-56-A4BY-01	TCGA-56-A4ZJ-01	TCGA-56-A4ZK-01	TCGA-56-A5DR-01	TCGA-56-A5DS-01	TCGA-56-A62T-01	TCGA-58-8386-01	TCGA-58-8387-01	TCGA-58-8388-01	TCGA-58-8390-01	TCGA-58-8391-01	TCGA-58-8392-01	TCGA-58-8393-01	TCGA-58-A46J-01	TCGA-58-A46K-01	TCGA-58-A46L-01	TCGA-58-A46M-01	TCGA-58-A46N-01	TCGA-60-2695-01	TCGA-60-2697-01	TCGA-60-2698-01	TCGA-60-2703-01	TCGA-60-2704-01	TCGA-60-2706-01	TCGA-60-2707-01	TCGA-60-2708-01	TCGA-60-2709-01	TCGA-60-2710-01	TCGA-60-2711-01	TCGA-60-2713-01	TCGA-60-2714-01	TCGA-60-2716-01	TCGA-60-2719-01	TCGA-60-2720-01	TCGA-60-2721-01	TCGA-60-2722-01	TCGA-60-2723-01	TCGA-60-2724-01	TCGA-60-2725-01	TCGA-60-2726-01	TCGA-63-5128-01	TCGA-63-5131-01	TCGA-63-6202-01	TCGA-63-7020-01	TCGA-63-7021-01	TCGA-63-7022-01	TCGA-63-7023-01	TCGA-63-A5M9-01	TCGA-63-A5MB-01	TCGA-63-A5MG-01	TCGA-63-A5MH-01	TCGA-63-A5MI-01	TCGA-63-A5MJ-01	TCGA-63-A5ML-01	TCGA-63-A5MM-01	TCGA-63-A5MN-01	TCGA-63-A5MP-01	TCGA-63-A5MR-01	TCGA-63-A5MS-01	TCGA-63-A5MT-01	TCGA-63-A5MU-01	TCGA-63-A5MV-01	TCGA-63-A5MW-01	TCGA-63-A5MY-01	TCGA-66-2727-01	TCGA-66-2734-01	TCGA-66-2737-01	TCGA-66-2742-01	TCGA-66-2744-01	TCGA-66-2753-01	TCGA-66-2754-01	TCGA-66-2755-01	TCGA-66-2756-01	TCGA-66-2757-01	TCGA-66-2758-01	TCGA-66-2759-01	TCGA-66-2763-01	TCGA-66-2765-01	TCGA-66-2766-01	TCGA-66-2767-01	TCGA-66-2768-01	TCGA-66-2769-01	TCGA-66-2770-01	TCGA-66-2771-01	TCGA-66-2773-01	TCGA-66-2777-01	TCGA-66-2778-01	TCGA-66-2780-01	TCGA-66-2781-01	TCGA-66-2782-01	TCGA-66-2783-01	TCGA-66-2785-01	TCGA-66-2786-01	TCGA-66-2787-01	TCGA-66-2788-01	TCGA-66-2789-01	TCGA-66-2790-01	TCGA-66-2791-01	TCGA-66-2792-01	TCGA-66-2793-01	TCGA-66-2794-01	TCGA-66-2795-01	TCGA-66-2800-01	TCGA-68-7755-01	TCGA-68-7756-01	TCGA-68-7757-01	TCGA-68-8250-01	TCGA-68-8251-01	TCGA-68-A59I-01	TCGA-68-A59J-01	TCGA-6A-AB49-01	TCGA-70-6722-01	TCGA-70-6723-01	TCGA-77-6842-01	TCGA-77-6843-01	TCGA-77-6844-01	TCGA-77-6845-01	TCGA-77-7138-01	TCGA-77-7139-01	TCGA-77-7140-01	TCGA-77-7141-01	TCGA-77-7142-01	TCGA-77-7335-01	TCGA-77-7337-01	TCGA-77-7338-01	TCGA-77-7463-01	TCGA-77-7465-01	TCGA-77-8007-01	TCGA-77-8008-01	TCGA-77-8009-01	TCGA-77-8128-01	TCGA-77-8130-01	TCGA-77-8131-01	TCGA-77-8133-01	TCGA-77-8136-01	TCGA-77-8138-01	TCGA-77-8139-01	TCGA-77-8140-01	TCGA-77-8143-01	TCGA-77-8144-01	TCGA-77-8145-01	TCGA-77-8148-01	TCGA-77-8150-01	TCGA-77-8153-01	TCGA-77-8154-01	TCGA-77-8156-01	TCGA-77-A5FZ-01	TCGA-77-A5G1-01	TCGA-77-A5G3-01	TCGA-77-A5G6-01	TCGA-77-A5G7-01	TCGA-77-A5G8-01	TCGA-77-A5GB-01	TCGA-77-A5GF-01	TCGA-77-A5GH-01	TCGA-79-5596-01	TCGA-85-6175-01	TCGA-85-6560-01	TCGA-85-6561-01	TCGA-85-6798-01	TCGA-85-7696-01	TCGA-85-7697-01	TCGA-85-7698-01	TCGA-85-7699-01	TCGA-85-7710-01	TCGA-85-7843-01	TCGA-85-7844-01	TCGA-85-7950-01	TCGA-85-8048-01	TCGA-85-8049-01	TCGA-85-8052-01	TCGA-85-8070-01	TCGA-85-8071-01	TCGA-85-8072-01	TCGA-85-8276-01	TCGA-85-8277-01	TCGA-85-8287-01	TCGA-85-8288-01	TCGA-85-8350-01	TCGA-85-8351-01	TCGA-85-8352-01	TCGA-85-8353-01	TCGA-85-8354-01	TCGA-85-8355-01	TCGA-85-8479-01	TCGA-85-8481-01	TCGA-85-8580-01	TCGA-85-8582-01	TCGA-85-8584-01	TCGA-85-8664-01	TCGA-85-8666-01	TCGA-85-A4CL-01	TCGA-85-A4CN-01	TCGA-85-A4JB-01	TCGA-85-A4JC-01	TCGA-85-A4PA-01	TCGA-85-A4QQ-01	TCGA-85-A4QR-01	TCGA-85-A50M-01	TCGA-85-A50Z-01	TCGA-85-A510-01	TCGA-85-A511-01	TCGA-85-A512-01	TCGA-85-A513-01	TCGA-85-A53L-01	TCGA-85-A5B5-01	TCGA-90-6837-01	TCGA-90-7766-01	TCGA-90-7767-01	TCGA-90-7769-01	TCGA-90-7964-01	TCGA-90-A4ED-01	TCGA-90-A4EE-01	TCGA-90-A59Q-01	TCGA-92-7340-01	TCGA-92-7341-01	TCGA-92-8063-01	TCGA-92-8064-01	TCGA-92-8065-01	TCGA-94-7033-01	TCGA-94-7557-01	TCGA-94-7943-01	TCGA-94-8035-01	TCGA-94-8490-01	TCGA-94-8491-01	TCGA-94-A4VJ-01	TCGA-94-A5I4-01	TCGA-94-A5I6-01	TCGA-96-7544-01	TCGA-96-7545-01	TCGA-96-8169-01	TCGA-96-8170-01	TCGA-96-A4JL-01	TCGA-98-7454-01	TCGA-98-8020-01	TCGA-98-8021-01	TCGA-98-8022-01	TCGA-98-8023-01	TCGA-98-A538-01	TCGA-98-A539-01	TCGA-98-A53A-01	TCGA-98-A53B-01	TCGA-98-A53C-01	TCGA-98-A53D-01	TCGA-98-A53H-01	TCGA-98-A53I-01	TCGA-98-A53J-01	TCGA-J1-A4AH-01	TCGA-L3-A4E7-01	TCGA-L3-A524-01	TCGA-LA-A446-01	TCGA-LA-A7SW-01	TCGA-MF-A522-01	TCGA-NC-A5HD-01	TCGA-NC-A5HE-01	TCGA-NC-A5HF-01	TCGA-NC-A5HG-01	TCGA-NC-A5HH-01	TCGA-NC-A5HI-01	TCGA-NC-A5HJ-01	TCGA-NC-A5HK-01	TCGA-NC-A5HL-01	TCGA-NC-A5HM-01	TCGA-NC-A5HN-01	TCGA-NC-A5HO-01	TCGA-NC-A5HP-01	TCGA-NC-A5HQ-01	TCGA-NC-A5HR-01	TCGA-NC-A5HT-01	TCGA-NK-A5CR-01	TCGA-NK-A5CT-01	TCGA-NK-A5CX-01	TCGA-NK-A7XE-01	TCGA-O2-A52N-01	TCGA-O2-A52Q-01	TCGA-O2-A52S-01	TCGA-O2-A52V-01	TCGA-O2-A52W-01	TCGA-O2-A5IB-01	TCGA-XC-AA0X-01
BNIP3L	5981.1	4040.44	8641.26	5894.12	2488.99	1390.85	5700.2	2347.4	1846.09	3352.13	2614.85	4496.6	2646.76	3489.61	2232.14	2105.74	5538.29	5427.33	5752.31	3407.6	3875.63	1546.22	1385.03	2641.91	2840.45	2012.13	3142.76	2889.41	1398.76	2307.78	3865.53	2566.46	2458.49	2619.74	4887.6	3378.41	2211.46	2221.49	1954.32	3364.58	2186.27	3339.82	3524.59	4117.05	2064.74	2874.23	2863.64	3095.79	3219.06	1831.86	1300.11	3279.46	3818.97	2170.04	2537.82	1910.24	2228.83	1978.89	1167.21	5271.93	1584.62	1586.41	3455.07	1550.37	2764.42	5086.15	3514.1	5572.6	2496.4	2577.93	744.939	2275.76	2837.35	1541.94	5131.59	5250.45	1897.45	1317.2	1728.85	2030.46	1863.64	3026.01	800.452	2506.57	2722.23	2555.95	1321.21	3040.94	1575.17	4226.06	3899.39	1909.79	3673.56	3163.09	4550.41	2069.68	3824.16	4260.85	2284.32	1746.9	1631.35	3918.53	2331.64	2358.5	2465.7	4053.3	3650.49	2575.35	3061.08	4668.93	3554.1	3715.83	3531.19	2711.9	1523.57	4089.2	1076.07	2720.18	2620.18	3447.28	1267.43	2405.45	1780.23	3463.97	2756.13	4239.32	3057.55	968.937	3995.8	2854.4	3384.56	2138.73	2614.51	1911.05	1940.96	2489.92	6927.67	2888.64	4282.18	1844.02	2413.93	2767.5	3654.89	1255	2447.5	1490.9	2306.11	2254.72	1655.74	2004.61	2449.34	1604.51	2654.09	1531.64	3432.08	4403.22	4777.71	1797.65	2385.27	2156.47	3286.81	5065.54	1181.45	3104.58	1826.99	1790.56	2637.51	3060.4	2145.48	2020.1	2412.89	2552.2	4266.08	4070.19	3145.47	2665.85	3113.96	1356.33	3277.27	3971.07	4782.33	2819.77	3886.56	3870.14	2236.87	2372.36	1682.23	5554.32	3512.95	2541.4	2638.35	3687.07	2030.32	1989.91	2089.36	2784.52	5364.17	4789.5	2329.08	2343.66	2291.56	2241.49	2018.54	2691.19	1661.34	2812.25	2629.14	1143.43	1317.66	3002.47	2930.25	3034.28	3032.38	1889.43	2928.35	2430.38	1857.52	2383.54	2315.52	1504.99	1045.15	2260.16	2661.51	2829.74	2118.29	3543.9	4637.08	2046.19	3849.62	3272.01	2300.27	1928.48	2083.37	3424.73	2975.48	3174.13	1225.26	2777.47	1551.02	3441.63	4272.3	2819.4	3173.98	3611.98	12671.3	3118.26	1520.34	5137.95	1504.08	2871.43	1078.29	2093.22	3164.4	3755.29	5213.72	1644.26	1784.64	1638.63	1446.81	2531.75	1034.83	4680.8	1719.98	1151.01	2049.61	1460.76	2015.5	2930.76	1498.44	3015.61	2435.19	6014.83	2556.83	3267.5	1637.89	2265.39	1462.34	1672.04	3147.84	2099.08	1967.14	4610.63	3389.46	2886.83	1763.9	2363.98	2462.81	5881.12	4396.23	2905.95	6208.82	4298.94	2352.78	2089.42	3067.81	2516.9	3442.1	2803.26	8187.89	4253.64	3824.98	3048.16	3585.2	5723.02	2292.92	3232.58	4607.91	2512.23	3914.29	1529.44	1788.22	1851.77	2976.06	2424.93	2164.45	1521.53	2531.86	3532.16	1177.98	1310.74	2578.25	2795.61	1265.57	3092.34	1178.29	4061.63	7301.51	3003.32	3086.39	1969.64	2970.97	3798.03	2420.79	2763.74	1865.97	2934.81	3374.65	2830.43	4342.6	1868.15	1405.34	1038.45	2184.64	1179.46	2395.78	1958.64	2117.57	3656.7	1303.5	1642.39	3072.84	3133.65	2811.43	3908.1	1288.58	3921.06	2267.81	1695.16	2462.18	1169.39	2878.37	3687.81	2319.55	1480.97	1837.68	1802.08	2602.26	3970.2	1994.29	2013.7	2910.5	3391.1	1711.77	2024.44	3145.62	1420.71	2887.13	1804.97	1958.45	1734.13	3643.74	4431.61	2434.02	2265.16	1856.02	3252.87	2392.54	1391.82	3219.14	2194.64	3257.19	2109.07	873.545	3584.3	3089.14	2835.67	1887.2	2627.08	1821	1205.82	1959.48	830.776	2275.98	1540.87	4875.62	2573.74	2887.15	1046.45	2964.06	2094.13	2754.36	2119.99	2285.38	3023.9	2727.44	2195.02	2996.38	1355.31	4121.73	1671.79	2000.62	3003.05	1816.43	1967.22	2326.71	1239.05	3640.43	1826.81	1004.88	1423.28	2129.06	2112.91	3717.07	3211.78	1524.25	1445.69	774.342	2811.52	1630.82	2086.29	1247.87	4041.13	2316.87	1621.37	2907.57	1655.2	2543.72	2495.42	1868.35	3164.36	3239.7	1929.34	3422.3	1453.13	1423.82	1212.82	1749.15	1935.58	1488.35	5017.94	2613.69	6542.15	3272.73	2103.68	1332.99	898.411	2623.98	2496.95	3031.43	2404.5	1759.82	1600.58	1398.87	1474	3046.99	4789.34	1038.56	1119.67	1876.86	1849.34	1900.2	1973.13	4570.02	2089.52
CDK11B	380.772	691.08	162.711	666.527	316.56	606.917	712.213	324.474	1388.47	455.27	631.83	505.272	807.203	519.965	380.771	488.405	638.949	403.73	398.128	700.851	763.949	818.628999999999	1629.8	1457.28	1240.96	629.963	669.995	707.268	1014.1	457.296	508.149	826.957	839.584	1366.33	939.036	862.577	982.748	1077.64	736.174	735.001	711.202	866.81	524.445	449.184	882.833000000001	657.209	621.28	389.985	678.464	697.858	650.608	765.697	417.87	459.092	571.341	1137.55	685.043	1223.64	2043.3	758.929	586.652	880.976	745.683	351.069	718.341	3131.8	908.066000000001	640.07	450.46	854.783	517.308	598.24	798.586	437.433	1172.94	207.694	1335.06	648.692	1063.45	847.342	989.666000000001	810.094	1173.8	1194.26	1097.31	555.775	637.81	624.169	805.44	999.381	341.153	669.744	883.125000000001	345.401	334.747	1373.33	702.339	900.129	660.34	914.03	1191.24	680.262	1386.88	337.807	703.876	684.862	524.272	381.342	596.786	279.488	399.493	652.103	1566.88	683.024	644.25	698.845	484.071	630.273	823.143	944.751	1065.65	620.82	612.586	813.206	777.671	588.492	789.772	495.902	664.115	514.209	711.886	881.89	989.705	990.92	684.42	428.234	264.495	921.299999999999	3393.12	1207.85	777.576	675.616	954.391	907.757	997.346	642.144	1222.44	823.896	1247.34	551.947	629.718	812.027	1067.23	917.603	565.925	455.492	501.538	467.384	745.009	1300.97	1225.91	425.522	333.49	631.634	787.266	903.333999999999	1035.79	650.481	640.855	411.856	865.791	774.993	631.813	869.54	752.664	853.037	834.724	960.158	877.376	365.481	881.147	870.535	813.799	497.403	762.728	1194.23	975.701	1027.15	1208.87	1161.34	635.586	976.622	873.11	1010.09	2265.23	912.215	996.312	912.021	1133.79	915.432	1124.55	1559.8	476.298	724.989	880.292	765.748999999999	448.93	480.715	812.236	787.645	875.706	756.133	924.397	1062.35	528.53	493.781	673.901	1297.93	781.332	582.331	708.905	709.779	1068.77	1008.4	594.114	872.777	427.39	635.846	670.743	614.88	770.71	680.505	724.615	507.195	574.833	821.45	909.37	1072.37	1074.79	763.327	570.093	645.97	820.002	797.735	484.269	1048.13	1048.67	888.939	1002.05	903.734	691.398999999999	614.024	752.78	825.087	1288.81	888.535	753.683	430.275	826.709	874.423999999999	769.452	607.919	1273.44	1450.09	846.002	1179.89	1142	956.299	691.372	846.991	373.167	524.386	529.687	650.761	498.069	652.661	235.019	968.805	360.389	522.847	604.713	601.326	465.404	543.974	616.466	403.273	485.304	544.341	561.493	538.41	332.908	611.269	599.803	669.008	692.836	603.189	641.322	500.056	608.512	494.023	820.419	684.703	456.66	622.312	457.885	338.267	517.67	520.664	1003.56	921.914	1533.88	1080.77	969.745	696.105	1662.74	795.514	719.804	942.856	556.156	999.999999999999	802.687	700.514	602.236	287.027	457.875	357.598	591.334	1168.23	507.509	639.885	851.612	775.998	1125.83	866.288	695.457	1233.47	1520.12	624.174	1015.35	1186.13	1308.03	1511.12	1261.59	773.376000000001	826.034	892.669	422.339	768.072	917.831	546.17	910.119	936.829	636.22	998.51	1038.95	627.146	1207.93	660.722	1059.38	749.341	739.961	1031.1	696.791	828.213	735.748	1001.91	692.746	1114.78	1020.53	741.668	982.928000000001	1106.53	1087.24	820.91	597.166	577.185	524.126	875.157	1058.13	808.474	632.943	957.21	882.637	628.265	986.75	754.215	931.445	801.898	1458.21	866.625	917.828	957.898	1256.9	996.84	857.8	928.005	773.833000000001	1805.56	971.407999999999	1272.7	917.195	886.476	857.196	1226.52	1279.41	741.626	576.999	1421.66	790.465	837.401	872.672	1070.99	1180.03	687.981	1196.07	803.238	962.736	937.531	755.149	724.091	953.209	668.016	814.462	1505.04	1073.12	765.329	1102.82	599.475	1108.97	1035.8	594.694	887.94	630.421	424.976	1260.2	1048.15	652.574	582.896	820.943	732.245	799.017	723.584	888.007	844.27	1013.78	1007.4	1021.58	817.748999999999	882.253	675.45	535.092	685.537	1081.71	637.909	526.981	2287.07	780.337	839.857	916.235	1164.13	1150.19	1642.94	581.8	781.721	1297.82	875.261	1282.92	732.314	639.636	685.498999999999	889.864	599.128	947.115	429.733	1436.47	741.431	1230.11	655.902	764.879	628.63	1060.57	909.753	1829.5	884.536
CDC34	658.268	416.746	256.859	1130.06	829.126000000001	750.391	745.8	832.948	799.472	667.434	1077.6	1973.92	793.524	803.894	794.173	521.962	466.364	412.198	719.929	640.681	999.252	1120.18	1046.11	1503.4	1700	845.672	745.77	2094.93	1337.35	676.141	878.328	681.35	622.843	808.044	640.22	1066.78	553.672	1742.65	616.493	914.78	1020.99	1298.22	865.961	777.498999999999	542.27	953.067	718.428	742.452	587.657	812.389	1484.71	735.836	1068.78	488.245	805.563	849.434	925.535	697.488	609.202	875.741	956.418	1378.05	695.529	961.299	534.821	1232.57	584.237	1000.41	584.468	515.143	862.348000000001	1195.56	631.478	551.567	615.138	1029.5	1411.92	1260.8	886.515	1403.97	1965.26	462.78	1030.16	1234.06	728.737	1333.33	1749.49	530.814	1227.6	904.965	764.417	910.731	560.325	979.659	907.567	1106.3	565.597	1242.84	781.918	805.12	727.229	612.903	1413.85	1393.43	801.099	810.583	1130.53	1703.53	1391.44	693.427	1694.2	1357.85	2493.76	699.233	664.286	971.01	1053.21	796.71	874.425	576.843	1007.68	1210.65	1153.88	1024.21	678.698	1207.77	488.609	930.790000000001	992.211	981.644	969.128	1132.22	2498.87	1458.36	1704.46	503.486	704.377	345.487	1194.33	402.844	866.049	531.606	691.848	815.119	588.144	923.586	1254.82	494.873	1012.88	478.782	796.096	455.943	771.334	760.923	762.406000000001	427.653	446.358	923.102	1281.64	872.893	3237.37	603.433	976.131000000001	763.791	700.98	1337.13	792.091	602.962	1547.16	652.273	480.985	641.112	625.554	1333.53	565.182	658.861	1011.85	617.311	862.319	349.735	991.708	1106.2	486.572	1073.01	503.927	565.755	1033.47	1105.85	1347.15	1193.81	912.17	760.274	760.645	851.506	943.746	742.648	680.913	952.231	878.137	1278.98	873.212	1071.15	629.201	1135.34	778.489	813.59	542.906	1050.62	844.422	618.278	1306.57	1723.2	565.604	554.215	1150.42	965.947	614.249	1183.13	788.433	495.011	522.573	1343.55	1374.69	714.196	1284.25	554.604	313.652	949.784000000001	534.212	1118.16	838.793	633.821	677.094	851.045	1375	804.904	1239.21	1456.1	1108.1	1116.86	808.873	1506.91	1013.76	1455.07	1195.78	892.543	2067.08	502.229	934.939	882.994	1386.71	551.345	518.471	746.797	958.311	947.541	1239.5	831.776	874.604	892.101	552.113	479.484	518.548	592.625	860.02	571.221	1502.63	983.096000000001	897.279	845.679	743.083	592.07	943.396	976.405	1896.41	936.677	1384.32	1105.88	915.002	734.807	1193.09	955.784	809.033	816.427	838.259	884.222	605.139	722.611	1144.65	745.234	1937.39	638.352	1308.5	778.26	994.824	838.289	498.648	1396.91	491.58	745.984	748.113	667.184	885.365	622.302	1285.05	437.805	1351.65	1004.4	601.817	1141.12	744.288	1200.84	872.473	939.534	1452.38	869.445	360.092	659.52	451.842	791.403	823.631999999999	554.537	1289.43	529.313	626.339	521.45	477.602	482.318	532.397	418.685	501.858	1401.01	596.921	580.68	1009.18	999.999999999999	1038.78	650.543	622.63	632.534	1031.04	1806.79	1322.16	1114.71	991.561000000001	1294.62	849.558	1161.34	1396.12	944.083	804.179	1036.39	982.509	975.078	2089.71	1195.5	1215.04	1201.33	766.625	599.828	787.079	1606.01	662.291	1337.82	514.688	919.07	474.917	669.702	398.722	781.487	550.285	1217.8	1298.46	670.827	895.265	853.802	416.966	806.736	745.278	769.4	613.813	1068.14	630.298	897.3	1621.73	817.299	1090.63	520.034	792.37	850.281	813.875	700.394	1207.14	983.255	737.138	1369.36	1708.96	1005.08	1099.52	682.582	1297.16	1231.95	898.434	1368.42	1114.98	635.255	801.987	1223.87	1207.03	1453.37	848.9	812.047	666.443	1115.59	597.267	710.932	832.655	620.776	1104.55	636.145	746.89	749.407	590.747	1042.57	434.571	719.843000000001	1908.16	1459.62	1916.62	900.713	837.993	696.959	558.091	569.46	740.741	959.218	809.444	395.788	950.314	992.668000000001	1271.44	588.994	1113.38	789.175	607.67	656.99	691.352	1032.77	751.96	834.768	600.507	1016.99	916.391000000001	1638.72	572.624	1897.95	674.488	993.158999999999	749.259	1254.61	406.725	1108.04	1019	641.783	1292.36	876.757	828.54	729.971	1219.19	697.689	633.772	867.442	1376.24	870.667	887.012	581.978	1168.14	783.06	893.693999999999	1199.09	791.26	1207.42	1331.2	721.91
