TCGA-KL-8323-01	TCGA-KL-8324-01	TCGA-KL-8325-01	TCGA-KL-8326-01	TCGA-KL-8327-01	TCGA-KL-8328-01	TCGA-KL-8329-01	TCGA-KL-8330-01	TCGA-KL-8331-01	TCGA-KL-8332-01	TCGA-KL-8333-01	TCGA-KL-8334-01	TCGA-KL-8335-01	TCGA-KL-8336-01	TCGA-KL-8337-01	TCGA-KL-8338-01	TCGA-KL-8339-01	TCGA-KL-8340-01	TCGA-KL-8341-01	TCGA-KL-8342-01	TCGA-KL-8343-01	TCGA-KL-8344-01	TCGA-KL-8345-01	TCGA-KL-8346-01	TCGA-KM-8438-01	TCGA-KM-8439-01	TCGA-KM-8440-01	TCGA-KM-8441-01	TCGA-KM-8442-01	TCGA-KM-8443-01	TCGA-KM-8476-01	TCGA-KM-8477-01	TCGA-KM-8639-01	TCGA-KN-8418-01	TCGA-KN-8419-01	TCGA-KN-8421-01	TCGA-KN-8422-01	TCGA-KN-8423-01	TCGA-KN-8424-01	TCGA-KN-8425-01	TCGA-KN-8426-01	TCGA-KN-8427-01	TCGA-KN-8428-01	TCGA-KN-8429-01	TCGA-KN-8431-01	TCGA-KN-8432-01	TCGA-KN-8433-01	TCGA-KN-8434-01	TCGA-KN-8435-01	TCGA-KN-8436-01	TCGA-KN-8437-01	TCGA-KO-8403-01	TCGA-KO-8404-01	TCGA-KO-8405-01	TCGA-KO-8406-01	TCGA-KO-8407-01	TCGA-KO-8408-01	TCGA-KO-8409-01	TCGA-KO-8410-01	TCGA-KO-8411-01	TCGA-KO-8413-01	TCGA-KO-8414-01	TCGA-KO-8415-01	TCGA-KO-8416-01	TCGA-KO-8417-01
POLR3B	520.144	308.271	634.895	224.941	161.321	469.869	509.807	435.805	347.464	384.029	403.536	510.654	303.401	739.948	321.367	501.88	470.546	393.153	630.413	299.057	865.661	647.43	560.853	351.684	318.257	296.296	584.3	409.727	368.51	457.676	218.031	497.582	523.623	542.615	397.209	334.458	342.973	680.417	447.292	412.206	283.74	204.142	223.565	370.425	360.909	567.964	175.082	376.348	486.121	642.09	432.646	452.896	131.579	245.799	518.173	366.856	358.974	264.543	556.537	495.094	296.511	253.35	346.588	458.766	495.751
CMTR2	727.164	448.308	1115.57	276.356	733.962	567.739	799.801	529.892	683.442	752.298	772.04	713.672	610.013	497.374	824.096	590.226	294.899	780.006	948.563000000001	714.863	710.277	416.595	1132.56	683.592	356.583	447.504	889.565	675.242	776.13	815.353	418.758	287.482	810.939	577.929	527.907	581.177	568.459	1245.21	895.582	761.988	814.634	414.531	172.81	828.096	272.727	1005.64	685.902	825.682	946.218	788.865	942.268000000001	514.18	231.36	484.878	763.893	543.944	206.731	404.432	763.571	736.604	797.236	736.094	635.142	476.654	578.258
BRK1	2629.04	1240.13	2120.32	2768.51	1700	2323.06	2447.41	1923.23	2828.94	2271.6	1293.56	2774.21	2261.86	2605.67	2271.96	3073.78	2864.94	2503.83	2795.23	2361.92	1906.7	2271.03	2148.45	2924.83	1786.31	2432.86	2014.07	2210.87	1803.1	2539.83	2733.34	1934.09	2083.12	2229.88	1416.74	1691.41	2678.72	1129	2068.39	1345.42	1528.86	2303.42	3725.98	2233.27	1763.64	1341.79	2063.61	2395.09	2441.71	3363.17	1953.61	3153.32	2508.77	2536.25	2387.99	2593.79	3317.84	1271.47	1433.72	2454.72	1363.06	1431.59	1904.35	2780.48	2752.83
UNC45A	2302.75	3495.77	2250.51	2424.92	2881.13	3073.4	2814.2	2553.09	3566.12	2472.81	1851.77	2334.52	2498.24	2866.2	2484.05	3218.05	2364.22	2578.18	3162.16	2369.11	1850.58	1964.97	2701.55	3384.85	2681.89	2806.07	2150.54	1641.54	2241.74	2625.73	2598.37	2725.45	2136.9	2517.49	1844.65	2648.29	3015.82	1234.27	2317	2529.03	2434.55	1479.95	2619.03	1773.01	2380.91	2083.47	4317.38	2599.78	2181.82	2641.56	2113.4	2253.18	1877.74	2614.98	2233.09	2536.95	3465.81	3015.93	1209.38	2212.45	2509.87	2776.29	3088.66	2666.84	2693.7
ERBIN	4896.29	1232.61	3364.08	2114.94	2008.49	2220.21	2865.18	1769.36	2188.98	2930.92	3882.67	2833.47	2213.71	2755.42	2891.17	1983.55	2918.46	2667.23	2958.93	2957.34	2367.24	2560.15	2740.31	1345.26	1765.45	1932.92	3303.93	2195.47	1843.56	2262.66	2608.06	3174.9	2250.29	2444.14	2801.4	1873.64	2826.93	2210.99	2932.02	2787.1	2885.37	2381	2904.53	4081.7	1369.09	3359.84	1201.97	2597.74	3109.3	3218.26	2243.64	2831.25	1795.5	1362.46	3270.53	2478.36	2021.9	1824.79	2772.59	2709.06	2039.01	2469.75	2589.47	2457.45	3013.81
YLPM1	2384.12	1486.84	2765.9	1007.04	1066.98	1110.56	2387.16	2385.49	1747.58	1813.5	2415.93	2128.21	1799.14	2089.58	1399.67	1445.02	713.362	1757.43	2942.4	1606.65	2177.83	1362.91	2523.64	1636.75	1315.72	737.682	2028.13	983.945	2794	2152.28	736.46	1167.92	1389.26	1859.76	1672.56	1212.6	989.607	2948.47	2251.1	2142.98	1573.17	1742.28	2605.44	2734.2	1812.73	2301.75	1005.25	2110.08	3083.62	2902.04	1292.44	1743.34	593.202	880.941	2610.64	1603.85	873.932	956.371000000001	2190.44	1806.04	1577.97	1162.4	828.049	1620.94	2018.41
SLC2A4RG	1376.55	3819.55	928.976000000001	2765.54	4894.34	1485.73	1977.99	2385.82	1939.57	1217.76	883.416999999999	1323.82	865.255	805.654	3463.71	2796.05	960.129	1904.44	1504.7	2272.11	1424.06	923.342	1561.63	3779.96	2517.91	3672.24	1914.46	2224.02	1468.64	2078.84	6828.17	1439.66	3142.66	1676.74	1082.79	2281.96	2208.77	1690.84	1269.66	3190.24	1249.59	3896.13	2041.39	1222.18	1965.45	1799.77	4047.21	1898.46	1170.02	2109.46	2150.17	1463.87	8266.45	2467.11	1607.98	2024.92	3541.67	4621.88	1206.49	1257.36	2436.74	4056.03	4923.16	2836.78	2572.59
ATXN7L3	860.391	1291.82	604.185	1299.72	1151.89	935.206	816.354	868.017	936.964	1166.8	1181.53	761.957	661.784	757.521000000001	1091.97	1041.82	519.397	831.671	495.024	1000.45	932.304	1270.74	675.969	1080.42	797.582	1262.97	825.698	886.677	925.489	828.216	1118.53	753.571	1024.51	665.195	840.93	911.136	920.922	739.261999999999	813.379	927.637	1000.41	1460.23	690.332	801.109	800	847.716	1219.67	1041.79	666.551	672.932	1031.96	753.233	2979.17	1144.02	722.146	934.412	918.803	914.82	1069.07	634.34	1419.69	1365.81	1124.13	943.838	907.223999999999
RALGAPB	3017.55	2873.59	4130.49	1798.05	2179.25	2404.62	3148.22	3202.87	2495.84	2381.4	2975.46	2862.37	1385.77	1868.4	2487.09	2327.54	2769.4	2674.79	4428.03	2127.53	3290.78	2792.71	3523.26	2946.75	2238.47	1668.09	3401.25	2532.34	3037.42	3075.1	1881.29	2525.7	2147.04	2756.88	2068.84	1946.01	2192.05	4121.53	2838.17	3476.9	1560.16	3266.61	2005.44	3242.51	2834.55	3245.91	2243.28	2716.39	3487.51	3069.99	2629.55	2453.55	661.184	1876.62	3095.12	2250.55	2461	2190.44	3387.92	2755.09	2661.91	2541.21	2498.66	2541.63	3013.46
PPP4R3B	902.273999999999	420.583	1165.64	932.888	648.113	666.062	713.068	801.372	626.42	943	2315.46	945.221999999999	894.953	1067.71	602.136	441.729	1255.39	681.298	1394.81	919.623	1970.54	2035.89	1193.8	421.763	764.592	1468.81	774.378	2141.02	1108.56	640.249	488.666	2079.86	1619.42	867.572	1562.33	956.13	1269.32	1287.5	1055.99	984.481	1272.76	1904.01	1179.76	1142.33	741.818	1045.69	307.541	893.775	1067.31	1261.51	2348.45	920.569	802.083	924.628	928.683	764.32	452.457	493.767	2092.34	776.981	974.696000000001	596.427	569.049	799.158	910.056999999999
ZNF304	589.15	379.229	521.736	229.885	529.245	472.587	628.983	591.31	665.392	518.519	393.621	602.835	638.106	567.281	749.351	493.421	604.526	524.625	311.983	442.299	348.299	358.886	779.457	542.574	425.959	326.887	614.712	289.175	526.972	734.025	654.785	307.727	311.592	607.131	210.233	362.955	313.601	485.547	651.968	433.827	316.667	118.672	397.583	597.782	528.182	576.424	219.016	459.528	686.676	482.683	354.296	460.285	141.447	273.164	735.329	494.097	508.013	356.648	565.555	645.283	272.433	484.369	256.314	482.441	663.244
ISY1	536.897	263.628	433.278	417.051	465.094	658.242	612.431	580.529	696.57	424.439	517.558	616.004	604.563	622.943	565.246	582.129	585.848	536.881	461.895	606.646	415.984	475.553	525.194	650.487	481.751	432.208	565.672	437.739	567.087	552.697	508.178	385.108	385.093	536.482	323.721	276.221	460.913	278.093	571.768	290.661	316.553	1108.48	754.683	575.231	492.727	283.136	390.82	556.163	537.835	283.482	394.33	507.226	1025.77	419.587	427.355	589.418	529.599	252.078	276.166	466.415	403.968	342.611	328.318	461.923	563.435
MRTFB	877.543	1243.42	1701.07	519.59	582.076	599.456	997.765	1217.9	777.795	1299.71	1475.67	636.854	878.499	640.626	874.179	732.143	835.128999999999	939.2	2061.11	872.474	1079.27	1294.86	1441.09	1277.76	772.84	504.752	1126.02	839.733	1009.1	995.851	408.375	795.861000000001	880.387	831.918	1061.4	331.459	898.78	2653.06	1031.7	1266.96	996.748	263.971	1045.62	928.281	855.455	1320.92	761.967	1160.85	911.173	1993.16	990.378	660.654	404.057	632.741	1161.59	775.689	441.239	705.679	1303.88	674.717	1331.4	848.965	802.794	693.41	954.674
COG6	531.312	333.647	1382.28	410.827	103.774	477.571	562.443	501.797	347.875	451.799	789.556	460.174	481.991	545.125	605.172	277.256	509.339	516.224	743.097	666.816	984.567	733.85	889.923	413.164	278.474	858.735	691.504	1237.82	486.177	516.597	241.564	1034.3	1222.4	464.856	801.861	409.074	313.601	803.43	973.459	525.894	336.179	583.499	603.323	682.81	262.727	412.296	684.59	404.482	533.31	988.031	1188.66	458.111	283.443	440.711	365.101	394.84	329.594	323.407	655.005	1038.87	549.326	430.776	714.132	355.123	385.977
KIAA1328	135.221	243.891	701.322	265.974	450.943	168.555	172.143	843.188	148.503	358.813	267.702	233.013	735.628	255.945	316.814	282.895	810.345	410.795	420.182	570.723	172.22	181.166	372.868	594.596	189.207	65.5523	286.637	126.561	342.212	413.693	256.1	237.094	122.916	307.3	624.651	121.86	101.672	458.638	334.138	341.064	1012.2	79.8818	108.761	295.749	208.182	390.863	167.869	260.141	243.581	361.547	102.406	460.285	38.3772	200.192	676.371	353.738	345.086	332.41	1716.14	564.906	288.039	230.207	178.399	317.769	357.295
USP36	832.07	1493.89	633.56	2839.2	1357.55	1040.78	1655.88	1303.82	1145.77	3912.79	2149.88	878.281	1812.78	942.793999999999	3191.66	1031.48	3088.36	977.003	766.083	751.684	1675.55	1821.99	730.62	1015.07	1022.69	950.945000000001	1019.58	1484.56	1249.49	1227.39	1943.59	988.415	885.304	1005.43	1351.63	1254.59	619.069	893.029	1416.09	1063.64	1641.06	1627.22	1603.02	1086.88	706.364	1031.58	1357.38	864.01	1104.79	1776.52	1091.07	1069.65	1820.72	1178.11	1038.91	1167.91	1068.91	981.995	1120.65	684.528	1898.56	1918.39	1229.98	1478.36	1021.95
ZFP14	179.099	145.207	284.401	126.066	228.302	196.194	225.772	195.361	282.648	137.116	200.942	143.759	172.57	190.24	174.153	107.143	101.652	162.554	96.9867	220.476	247.282	315.245	241.085	180.571	170.772	215.012	285.497	134.823	160.148	242.739	218.723	152.514	189.291	276.401	94.8837	140.982	106.643	242.182	183.709	239.582	76.0163	84.1553	140.483	329.39	158.182	314.721	89.8361	183.893	279.32	349.657	249.484	240.356	114.583	97.4556	251.945	214.692	173.077	153.74	156.537	358.113	103.89	265.936	98.3342	251.48	347.38
CWC22	293.179	238.252	320.118	523.545	404.717	290.893	287.015	322.117	298.647	344.103	709.907	353.361	236.38	376.659	320.988	223.214	473.779	244.881	350.946	319.264	490.705	697.962	305.426	185.301	259.554	499.508	296.141	607.267	449.427	268.05	291.4	493.533	382.577	326.995	406.512	413.198	485.766	359.873	330.144	299.913	263.415	745.563	212.689	463.216	196.364	351.382	135.738	272.781	337.96	468.562	539.862	381.615	687.5	315.411	295.523	313.511	227.03	259.695	973.129	396.604	381.228	242.793	211.714	242.01	335.34
EPG5	1836.06	599.624	1454.38	769.744	791.509	428.636	947.116	1671.68	1167.51	1004.99	1088.99	2054.32	1298.28	877.853	1670.58	1390.04	965.876	1945.61	1335.11	1317.02	1234.3	1082.69	1556.2	1643.63	888.305	944.827	1724.01	1038.78	1647.34	1263.9	750.995	1186.37	1196.28	1223.09	1234.42	1281.96	959.331	1392.18	1226.39	1227.55	1173.17	2824.13	1474.02	991.497	1083.64	1408.91	582.295	1528.23	1900.42	1282.69	1004.81	1249.59	362.39	873.26	1757.39	1379.97	1153.85	774.931	1202.52	1066.79	642.961	820.95	982.804999999999	1190.06	1660.41
ZNF250	250.359	353.351	243.34	247.915	264.151	411.527	351.933	405.126	366.856	321.376	190.012	309.765	437.56	355.244	206.487	340.456	395.129	300.384	325.315	305.644	175.398	255.851	259.178	316.499	368.154	379.823	372.572	223.021	483.078	310.336	245.62	261.851	164.628	381.351	211.167	453.558	485.065	362.082	304.182	229.639	694.663	337.551	289.498	352.296	349.454	192.989	160.321	303.333	391.433	223.193	317.189	339.88	122.692	312.372	352.782	341.714	278.686	371.406	326.557	183.034	311.617	217.239	289.398	181.844	246.491
CACTIN	628.241	886.748	426.268	605.117	1000.94	1169.91	902.425	873.896999999999	1132.64	647.754	413.121	957.293	622.053	456.117	1142.81	1004.7	629.31	876.194	545.2	817.692	512.101	582.831	612.791	1251.96	644.761	470.228	739.023	307.952	741.403	991.286000000001	975.255000000001	292.43	470.462	748.387	241.395	774.278	439.675	708.805	641.318	761.29	715.041	753.782	845.317	710.166000000001	663.636	693.739	864.917999999999	942.297	682.859	758.395	337.113	703.684	1431.47	491.599	700.54	991.255	1054.49	1128.12	482.958	633.962	582.321	1373.93	901.666	960.673	760.269
RBM25	1221.78	998.59	1273.46	815.227	2528.3	1060.72	1045.77	1136.23	1069.88	1170.48	1531.85	1133.61	1385.77	1142.2	886.321	882.049	1206.54	889.636	1347.44	1013.47	952.999	987.941	1296.12	831.918	799.523	1110.02	1088.01	1095.86	1369.86	1066.39	1371.17	1035.65	1324.11	1301.53	1277.67	1081.36	833.258	1333.33	1484.98	1418.31	1090.65	1855.03	2702.42	1927.91	944.544999999999	1215.45	757.377	1058.5	1644	1861.24	1174.23	1286.1	973.136	1229	1363	1185.4	864.85	1567.17	1710.01	1237.36	1100.88	810.394	847.931	1341.05	1202.9
RBM26	341.045	314.85	566.465	306.513	212.264	272.769	231.068	400.849	230.549	187.549	575.725	276.543	412.16	305.606	388.904	204.887	308.19	188.596	444.569	365.514	467.906	801.895	563.178	233.023	286.722	301.541	265.349	541.17	385.705	232.365	244.333	574.064	415.457	346.01	682.326	259.093	260.28	533.747	420.667	344.202	263.008	622.947	493.051	390.019	282.727	309.081	244.59	271.15	335.878	819.334	566.323	294.252	321.272	259.722	297.72	267.162	214.744	297.091	432.101	450.189	340.207	217.621	284.256	222.018	279.391
SMURF2	163.143	159.774	201.951	245.705	120.755	84.7304	151.949	190.787	129.632	222.222	539.04	174.486	205.478	212.396	135.832	113.722	198.635	168.014	298.528	186.798	313.223	465.69	161.628	121.671	176.108	265.705	184.756	421.369	257.586	138.174	96.9026	450.793	340.785	173.854	317.674	99.7375	150.475	363.717	222.315	202.267	229.675	1413.55	300.906	253.604	167.273	208.122	104.262	207.542	244.622	272.368	399.313	190.807	252.193	336.054	162.226	188.019	153.312	148.199	383.048	140	277.784	149.005	123.052	178.877	194.759
S100PBP	153.57	187.97	119.836	74.1565	142.453	120.073	132.749	153.218	160.81	154.452	185.739	172.291	147.286	155.477	164.667	180.451	109.914	152.473	185.004	143.242	118.906	247.201	117.829	183.151	163.98	288.867	133.055	264.764	153.405	139.419	142.585	231.245	274.103	143.973	191.628	162.73	232.716	159.385	158.779	209.59	180.894	464.169	561.631	208.873	150.909	152.284	218.361	195.717	182.512	293.92	342.268	178.203	533.991	232.357	160.762	170.966	131.944	171.053	181.425	168.679	173.894	184.734	167.114	175.72	169.972
ILRUN	2257.68	2802.63	3649.48	4971.94	2150.94	2406.89	2612.27	3559.95	3301.53	4850.54	2430.47	3861.36	3063.31	2761.53	2618.36	4183.27	2874.28	3434.21	2406.45	2603.05	4049.11	3615.85	2253.88	4547.39	2802.7	3171.42	2682	3512.91	2454.15	2423.65	2235.68	3514.12	5221.79	2480.14	3495.35	2601.8	2374.6	3182.97	3102.42	2986.22	3165.85	2063.78	2971.3	2746.4	2717.27	3060.35	2478.69	3705.17	2588.13	2232.08	3482.47	3064.22	2166.67	2410.47	2823.77	3074.77	2985.58	2324.1	3074.84	2238.49	3078.81	2534.71	3373.99	3155.07	1924.58
ARMCX5	270.842	256.579	421.261	229.885	206.604	342.093	312.174	407.057	351.567	286.315	356.606	470.782	176.181	354.885	151.388	224.154	352.012	298.645	292.922	263.583	390.039	345.679	260.465	271.287	245.97	233.803	308.687	276.03	360.081	408.714	320.471	264.987	340.171	318.166	459.07	245.219	247.628	489.983	280.556	304.446	294.309	173.242	439.275	358.595	254.546	384.095	265.574	278.489	242.54	351.515	302.062	491.144	154.057	301.488	457.017	338.872	252.137	303.324	723.535	571.321	358.934	226.553	257.926	323.03	374.646
RSRC2	1223.77	1156.02	1399.97	1079.72	2106.6	1428.18	1326.82	1349.89	1375.91	1018.12	1283.65	1347.23	1539.88	1176.58	1255.49	1127.35	1573.99	1253.81	1733.15	1272.56	1241.67	1338.5	1388.76	1368.9	1231.79	1403.26	1185.71	1402.31	1369.18	1180.5	1244.51	1688.9	1302.6	1486.59	2022.33	1662.92	1319.48	1092.63	1563.86	1102.7	1431.71	1984.55	993.656000000001	1636.23	1192.73	1119.57	807.213000000001	1105.39	1676.61	2178.57	1544.67	1360.43	1363.49	1022.56	973.359	1334.06	989.85	1184.21	1581.24	1488.3	1245.79	1103.13	1063.94	1424.17	1348.8
DBNDD1	309.533	2541.82	440.955	893.338000000001	861.321	263.253	472.399	443.646	748.669	841.082	261.092	474.074	400.522	161.589	1333.65	822.368	63.2184	473.8	128.101	842.389	279.2	269.882	237.597	1189.19	865.503	439.2	423.874	369.543	579.906	419.087	540.578	445.394	1620.96	429.202	255.349	307.087	769.995	1894.58	388.718	1681.95	471.951	255.096	199.094	387.061	436.364	235.759	1420.98	847.293	141.568	235.21	572.852	639.357	7.6754	1340.85	728.737	717.971	232.372	475.762	979.621	398.868	1062.98	538.774	2615.26	1132.71	1125
C1ORF35	109.294	381.109	62.7552	202.2	410.377	265.519	153.604	134.596	267.47	162.333	70.7263	186.557	138.457	165.791	163.529	193.609	137.572	150.793	113.245	150.876	112.241	130.922	104.651	273.437	183.871	380.64	108.344	157.356	122.724	187.137	316.318	152.064	224.937	165.025	129.302	130.484	156.801	159.385	137.782	194.943	224.39	378.37	296.375	151.571	140	340.101	266.229	198.571	135.67	182.074	163.574	172.118	552.632	189.15	139.522	228.684	213.675	364.958	108.927	140	226.062	311.409	288.555	131.001	157.932
THOC6	297.655	1219.94	246.818	370.145	1719.42	650.748	350.218	779.053	604.379	394.857	303.647	390.365	589.052	236.153	470.915	411.189	503.56	408.195	373.186	444.405	186.422	278.372	247.477	723.249	965.278000000001	425.897	340.334	378.376	611.315	402.996	981.346	275.834	386.811	467.134	440.139	600.499	651.532	595.703	279.577	493.915	803.48	741.546	546.462	560.632	503.909	428.68	758.288	355.153	315.663	365.966	244.828	375.086	1807.65	683.063	273.383	429.751	354.108	1694.88	653.464	286.634	912.095	1001.62	918.211	458.75	531.147
SAP130	353.012	272.087	371.524	329.749	242.453	299.502	352.892	329.631	299.057	274.232	464.678	375.309	294.171	399.58	271.284	295.113	352.371	281.424	589.488	267.625	558.05	768.59	360.853	260.109	281.385	710.587	271.811	565.205	356.372	301.245	220.799	718.929	559.269	341.935	400.465	478.065	394.487	489.096	348.781	326.417	249.594	1320.84	390.634	275.786	305.454	354.202	255.738	338.428	479.181	493.83	649.141	360.752	525.219	372.54	343.129	332.75	291.667	199.446	624.346	293.585	328.168	246.447	269.747	355.123	357.649
CCNJL	804.946	109.962	555.116	1212.71	1193.4	1336.2	971.282	280.954	744.977	1211.45	737.668	866.575	1610.92	644.065	853.690999999999	1424.34	714.44	1158.04	45.1296	681.186	600.842	449.612	647.287	684.881	517.167	236.862	908.572	83.3725	116.318	661.826	2714.66	862.895	4.3021	1197.28	117.209	1318.34	783.552	82.5017	906.232	494.856	1734.96	132.479	610.876	1614.79	478.182	1004.51	660.328	1060.14	1184.94	195.079	161.856	1221.78	66.886	228.036	1012.18	877.132	1113.78	418.283	320.288	1023.02	197.079	1382.46	1009.67	1443.64	885.623
ZC2HC1C	305.943	238.722	211.632	131.504	570.755	684.187	194.654	179.68	304.8	257.421	180.121	347.874	244.406	346.099	222.718	308.741	116.379	309.566	398.879	229.906	198.878	80.1034	224.031	173.692	189.207	373.211	205.664	172.003	157.114	199.17	496.28	116.972	117.692	206.791	309.302	177.353	380.027	200.784	205.341	195.292	476.829	37.1467	216.616	197.412	154.546	249.859	214.426	260.956	230.743	317.701	182.818	527.219	21.9298	113.778	255.607	228.684	353.098	302.632	157.259	370.943	267.529	282.988	365.932	383.533	286.119
AAGAB	1447.95	1513.16	1835.25	962.057	1364.15	1742.18	1704.21	1645.54	1511.29	1931.7	1223.5	2234.66	1455.2	1717.51	1008.87	1566.26	1406.25	1606.22	3083.67	1834.31	1378.46	1238.87	2034.88	2099.36	1202.19	1153.28	1521.76	1385.41	1468.64	1701.24	1414.78	1219.21	1519.24	1584.38	1230.23	974.503	1309.99	838.619	1651.72	1723.45	1775.61	1076.92	1713.29	1494.64	1436.36	1397.63	1249.84	1701.92	1936.85	1292.73	1523.02	1768.12	796.601000000001	1347.1	1789.25	1603.41	1532.59	1277.01	702.976	1931.32	1454.02	1436.05	1732.4	1596.21	1652.62
PALB2	256.083	187.97	250.353	213.571	231.132	233.802	233.055	241.098	282.238	148.148	217.467	277.275	220.728	144.017	277.355	217.575	359.555	231.02	305.536	225.415	207.296	272.753	255.039	178.422	243.544	319.458	300.323	247.864	248.146	237.759	248.486	246.541	186.525	291.681	179.07	202.85	264.347	312.856	243.614	235.048	202.439	367.851	398.791	380.776	165.454	355.894	145.574	215.697	326.162	436.235	351.203	252.961	303.18	154.105	247.551	252.733	94.5513	190.443	153.291	272.83	187.716	313.033	239.119	234.644	340.298
CBLL1	999.999999999999	866.071	1155.3	442.467	1200.94	753.058	835.223	838.288	759.335	346.73	1006.03	1159.95	854.42	1211.73	577.854	475.564	1156.25	1000.95	1647.37	1050.29	1069.45	662.647	1284.5	720.136	845.126000000001	461.488	756.89	488.593	962.239	915.353	543.347	511.529	377.66	954.499	939.07	508.062	507.004	1424.71	888.26	1117.35	1078.86	715.32	875.227	936.414	959.091	967.286999999999	613.115	782.461	1414.3	1369.27	572.852	840.161	401.316	597.216	978.12	767.381	690.171	759.695	994.048999999999	1116.23	750.418	707.674	617.41	674.997	1345.96
ZC3H14	1303.15	1029.14	1667.35	1154.37	1249.06	1103.76	1215.26	1182.29	1586.77	881.009	1251.59	1061.55	951.139	1720.18	1152.67	1122.18	451.509	1258.43	2187.81	964.975	1727.81	923.055	1260.08	1183.6	947.492000000001	1116.57	1358.68	1160.45	1264.33	1213.28	792.525	1040.15	779.289	1417.66	1095.35	910.011	784.456	1680.49	1426.41	1268.35	887.398	1231.1	2109.67	1473.2	708.182	1554.99	670.164	1098.87	1832.06	1997.99	1318.56	1269.59	862.939	783.005	1309.9	1087.89	1012.82	1012.47	1447.43	1491.7	978.262999999999	878.603	936.593000000001	1312.64	1321.18
PYROXD1	666.015	351.894	867.123	431.487	658.726	664.599	566.108	618.641	473.405	699.138	692.327	786.173	406.907	720.955	546.802	402.773	1032.98	398.736	474.428	630.844	876.44	470.166	783.5	338.318	633.185	448.229	588.717	675.621	688.54	612.834	807.261	658.162	488.49	722.003	645.67	256.697	564.121	566.716	582.814	419.501	390.012	505.372	442.592	773.719	581.464	688.314	256.721	393.812	622.665	436.815	546.289	759.483	160.159	517.907	700.181	571.443	285.005	707.514	745.655	887.332	553.633	493.975	383.713	501.865	741.951
THOC7	836.458	386.278	722.018	1036.71	855.66	1057.54	836.547	729.827	877.481	628.316	421.383	671.238999999999	799.037	1003.53	758.457	721.335	949.713	742.623	488.858	795.689	854.788	693.368	758.915	682.302	646.701	889.326	799.848	644.071	763.655	643.568	1241.74	593.859	569.102	960.951	491.163	485.564	739.268	423.154	802.396	460.68	429.268	735.044	1259.82	721.627	718.182	420.756	420.984	548.416	787.648	534.704	644.33	932.739	1212.17	741.719	676.005	742.457	986.111	792.244	529.847	970.189	404.414	355.258	522.837	755.491000000001	822.238000000001
RUFY1	1023.53	632.049	957.016	1204.3	1443.4	1158.13	1048.75	553.414	1352.53	634.095	1008.35	1293.83	1076.35	1633.08	1050.23	1367.48	853.448	778.746000000001	977.155	1152.67	1335.32	1263.85	963.566	813.001000000001	667.077	1364.36	857.632	1006.48	487.862	779.253	1068.7	637.499	790.658	902.207	980	1061.87	1620.88	479.929	810.051	1059.46	1483.74	1852.07	881.873	896.118	410	1107.73	499.016	986.333	1095.42	1511.59	1231.96	1468.65	1927.08	678.829	1009.25	1031.92	1405.45	768.698	388.458	983.773999999999	588.563	978.888	1690.49	1133.76	1049.22
ITPKC	533.706	1540.88	669.611	526.017	1075.47	954.69	715.716	983.011999999999	1243.41	988.18	1471.37	843.896	614.829	680.737	1197.06	1133.93	632.184	938.359999999999	430.834	967.221	444.756	390.468	794.574	1239.49	1123.12	830.766	654.248	1073.33	1569.45	855.187	797.37	939.377	684.643	649.236	1068.37	451.818	895.165	1054.78	916.882	1209.07	1466.26	601.579	512.689	825.878	778.182	750.141	944.262	1032	557.946	584.124	626.804	792.35	556.469	2072.49	639.385	1176.65	1005.88	1448.75	1259.87	605.66	1669.38	1594.4	1637.83	820.728999999999	833.569
EEPD1	806.941	831.767	147.875	410.827	315.094	756.23	607.465	279.974	807.332	230.102	349.996	622.954	1148.19	586.381	105.858	415.413	265.086	525.045	768.325000000001	720.701	706.419	121.16	725.969	482.813	536.088	469.791	625.356	415.36	248.483	507.469	327.392	457.091	402.858	200.34	776.744	489.314	1894.71	339.469	602.712	882.302	986.585	30.9008	1270.09	291.682	344.546	824.591	2108.85	1198.77	727.967	392.76	443.643	277.736	1034.54	441.191	162.959	310.45	439.103	598.338	415.51	163.396	431.613	1120.58	2263.3	539.261	479.462
CSRNP2	902.273999999999	744.831	858.21	330.738	754.717	420.027	558.802	562.235	605.499	1021.8	865.901	497.485	459.115	684.939	694.715	430.451	443.247	443.558	547.442	528.065	656.962	846.11	880.233	766.998	443.91	1324.16	413.99	1883.39	1301.08	575.104	397.993	470.588	655.451	440.747	433.954	690.289	585.63	909.588	554.123	532.52	1149.59	820.514	708.761000000001	519.409	474.546	587.14	323.279	726.6	779.667	896.994	1950.17	724.112	785.088	681.709	721.413	500.656	638.355	645.429	895.582	628.302	894.884	560.698	782.912	562.936	528.329
ABHD17A	427.204	1610.9	288.407	1323.45	1057.55	1494.79	966.316	795.818	948.451000000001	943.525	363.216	964.975	602.789	854.933	1110.18	976.974	687.5	872.414	602.102	944.32	546.826	737.295	633.333	1984.57	1128.45	658.582	666.793	464.557	699.933	999.17	1151.76	575.413	568.18	623.429	382.791	830.521	706.281	851.334	690.24	703.749	1103.25	611.77	692.749	800.739	925.455	668.359	1931.15	1041.38	590.909	910	442.612	933.609	1584.43	746.519	740.09	1189.33	1156.52	2319.94	474.301	820	642.961	1304.51	1596.99	980.665	515.935
