TCGA-2F-A9KO-01	TCGA-2F-A9KP-01	TCGA-2F-A9KQ-01	TCGA-2F-A9KR-01	TCGA-2F-A9KT-01	TCGA-2F-A9KW-01	TCGA-4Z-AA7M-01	TCGA-4Z-AA7N-01	TCGA-4Z-AA7O-01	TCGA-4Z-AA7Q-01	TCGA-4Z-AA7R-01	TCGA-4Z-AA7S-01	TCGA-4Z-AA7W-01	TCGA-4Z-AA7Y-01	TCGA-4Z-AA80-01	TCGA-4Z-AA81-01	TCGA-4Z-AA82-01	TCGA-4Z-AA83-01	TCGA-4Z-AA84-01	TCGA-4Z-AA86-01	TCGA-4Z-AA87-01	TCGA-4Z-AA89-01	TCGA-5N-A9KI-01	TCGA-5N-A9KM-01	TCGA-BL-A0C8-01	TCGA-BL-A13I-01	TCGA-BL-A13J-01	TCGA-BL-A3JM-01	TCGA-BL-A5ZZ-01	TCGA-BT-A0S7-01	TCGA-BT-A0YX-01	TCGA-BT-A20J-01	TCGA-BT-A20N-01	TCGA-BT-A20O-01	TCGA-BT-A20P-01	TCGA-BT-A20Q-01	TCGA-BT-A20R-01	TCGA-BT-A20T-01	TCGA-BT-A20U-01	TCGA-BT-A20V-01	TCGA-BT-A20W-01	TCGA-BT-A20X-01	TCGA-BT-A2LA-01	TCGA-BT-A2LB-01	TCGA-BT-A2LD-01	TCGA-BT-A3PH-01	TCGA-BT-A3PJ-01	TCGA-BT-A3PK-01	TCGA-BT-A42C-01	TCGA-BT-A42E-01	TCGA-BT-A42F-01	TCGA-C4-A0EZ-01	TCGA-C4-A0F0-01	TCGA-C4-A0F1-01	TCGA-C4-A0F6-01	TCGA-C4-A0F7-01	TCGA-CF-A1HR-01	TCGA-CF-A1HS-01	TCGA-CF-A27C-01	TCGA-CF-A3MF-01	TCGA-CF-A3MG-01	TCGA-CF-A3MH-01	TCGA-CF-A3MI-01	TCGA-CF-A47S-01	TCGA-CF-A47T-01	TCGA-CF-A47V-01	TCGA-CF-A47W-01	TCGA-CF-A47X-01	TCGA-CF-A47Y-01	TCGA-CF-A5U8-01	TCGA-CF-A5UA-01	TCGA-CF-A7I0-01	TCGA-CF-A8HX-01	TCGA-CF-A8HY-01	TCGA-CF-A9FF-01	TCGA-CF-A9FH-01	TCGA-CF-A9FL-01	TCGA-CF-A9FM-01	TCGA-CU-A0YN-01	TCGA-CU-A0YO-01	TCGA-CU-A0YR-01	TCGA-CU-A3KJ-01	TCGA-CU-A3QU-01	TCGA-CU-A3YL-01	TCGA-CU-A5W6-01	TCGA-CU-A72E-01	TCGA-DK-A1A3-01	TCGA-DK-A1A5-01	TCGA-DK-A1A6-01	TCGA-DK-A1A7-01	TCGA-DK-A1AA-01	TCGA-DK-A1AB-01	TCGA-DK-A1AC-01	TCGA-DK-A1AD-01	TCGA-DK-A1AE-01	TCGA-DK-A1AF-01	TCGA-DK-A1AG-01	TCGA-DK-A2HX-01	TCGA-DK-A2I1-01	TCGA-DK-A2I2-01	TCGA-DK-A2I4-01	TCGA-DK-A2I6-01	TCGA-DK-A3IK-01	TCGA-DK-A3IL-01	TCGA-DK-A3IM-01	TCGA-DK-A3IN-01	TCGA-DK-A3IQ-01	TCGA-DK-A3IS-01	TCGA-DK-A3IT-01	TCGA-DK-A3IU-01	TCGA-DK-A3IV-01	TCGA-DK-A3WW-01	TCGA-DK-A3WX-01	TCGA-DK-A3WY-01	TCGA-DK-A3X1-01	TCGA-DK-A3X2-01	TCGA-DK-A6AV-01	TCGA-DK-A6AW-01	TCGA-DK-A6B0-01	TCGA-DK-A6B1-01	TCGA-DK-A6B2-01	TCGA-DK-A6B5-01	TCGA-DK-A6B6-01	TCGA-DK-AA6L-01	TCGA-DK-AA6M-01	TCGA-DK-AA6P-01	TCGA-DK-AA6Q-01	TCGA-DK-AA6R-01	TCGA-DK-AA6S-01	TCGA-DK-AA6T-01	TCGA-DK-AA6U-01	TCGA-DK-AA6W-01	TCGA-DK-AA6X-01	TCGA-DK-AA71-01	TCGA-DK-AA74-01	TCGA-DK-AA75-01	TCGA-DK-AA76-01	TCGA-DK-AA77-01	TCGA-E5-A2PC-01	TCGA-E5-A4TZ-01	TCGA-E5-A4U1-01	TCGA-E7-A3X6-01	TCGA-E7-A3Y1-01	TCGA-E7-A4IJ-01	TCGA-E7-A4XJ-01	TCGA-E7-A519-01	TCGA-E7-A541-01	TCGA-E7-A5KE-01	TCGA-E7-A5KF-01	TCGA-E7-A677-01	TCGA-E7-A678-01	TCGA-E7-A6MD-01	TCGA-E7-A6ME-01	TCGA-E7-A6MF-01	TCGA-E7-A7DU-01	TCGA-E7-A7DV-01	TCGA-E7-A7PW-01	TCGA-E7-A7XN-01	TCGA-E7-A85H-01	TCGA-E7-A8O7-01	TCGA-E7-A97P-01	TCGA-E7-A97Q-01	TCGA-FD-A3B3-01	TCGA-FD-A3B4-01	TCGA-FD-A3B5-01	TCGA-FD-A3B6-01	TCGA-FD-A3B7-01	TCGA-FD-A3B8-01	TCGA-FD-A3N5-01	TCGA-FD-A3N6-01	TCGA-FD-A3NA-01	TCGA-FD-A3SJ-01	TCGA-FD-A3SL-01	TCGA-FD-A3SM-01	TCGA-FD-A3SN-01	TCGA-FD-A3SO-01	TCGA-FD-A3SP-01	TCGA-FD-A3SQ-01	TCGA-FD-A3SR-01	TCGA-FD-A3SS-01	TCGA-FD-A43N-01	TCGA-FD-A43P-01	TCGA-FD-A43S-01	TCGA-FD-A43U-01	TCGA-FD-A43X-01	TCGA-FD-A43Y-01	TCGA-FD-A5BR-01	TCGA-FD-A5BS-01	TCGA-FD-A5BT-01	TCGA-FD-A5BU-01	TCGA-FD-A5BV-01	TCGA-FD-A5BX-01	TCGA-FD-A5BY-01	TCGA-FD-A5BZ-01	TCGA-FD-A5C0-01	TCGA-FD-A5C1-01	TCGA-FD-A62N-01	TCGA-FD-A62O-01	TCGA-FD-A62P-01	TCGA-FD-A62S-01	TCGA-FD-A6TA-01	TCGA-FD-A6TB-01	TCGA-FD-A6TC-01	TCGA-FD-A6TD-01	TCGA-FD-A6TE-01	TCGA-FD-A6TF-01	TCGA-FD-A6TG-01	TCGA-FD-A6TH-01	TCGA-FD-A6TI-01	TCGA-FD-A6TK-01	TCGA-FJ-A3Z7-01	TCGA-FJ-A3Z9-01	TCGA-FJ-A3ZE-01	TCGA-FJ-A3ZF-01	TCGA-FJ-A871-01	TCGA-FT-A3EE-01	TCGA-FT-A61P-01	TCGA-G2-A2EC-01	TCGA-G2-A2EF-01	TCGA-G2-A2EJ-01	TCGA-G2-A2EK-01	TCGA-G2-A2EL-01	TCGA-G2-A2EO-01	TCGA-G2-A2ES-01	TCGA-G2-A3IB-01	TCGA-G2-A3IE-01	TCGA-G2-A3VY-01	TCGA-G2-AA3B-01	TCGA-G2-AA3C-01	TCGA-G2-AA3D-01	TCGA-G2-AA3F-01	TCGA-GC-A3BM-01	TCGA-GC-A3I6-01	TCGA-GC-A3OO-01	TCGA-GC-A3RB-01	TCGA-GC-A3RC-01	TCGA-GC-A3RD-01	TCGA-GC-A3WC-01	TCGA-GC-A3YS-01	TCGA-GC-A4ZW-01	TCGA-GC-A6I1-01	TCGA-GC-A6I3-01	TCGA-GD-A2C5-01	TCGA-GD-A3OP-01	TCGA-GD-A3OQ-01	TCGA-GD-A3OS-01	TCGA-GD-A6C6-01	TCGA-GD-A76B-01	TCGA-GU-A42P-01	TCGA-GU-A42Q-01	TCGA-GU-A42R-01	TCGA-GU-A762-01	TCGA-GU-A763-01	TCGA-GU-A764-01	TCGA-GU-A766-01	TCGA-GU-A767-01	TCGA-GU-AATO-01	TCGA-GU-AATP-01	TCGA-GU-AATQ-01	TCGA-GV-A3JV-01	TCGA-GV-A3JW-01	TCGA-GV-A3JX-01	TCGA-GV-A3JZ-01	TCGA-GV-A3QF-01	TCGA-GV-A3QG-01	TCGA-GV-A3QH-01	TCGA-GV-A3QI-01	TCGA-GV-A3QK-01	TCGA-GV-A40E-01	TCGA-GV-A40G-01	TCGA-GV-A6ZA-01	TCGA-H4-A2HO-01	TCGA-H4-A2HQ-01	TCGA-HQ-A2OE-01	TCGA-HQ-A2OF-01	TCGA-HQ-A5ND-01	TCGA-HQ-A5NE-01	TCGA-K4-A3WS-01	TCGA-K4-A3WU-01	TCGA-K4-A3WV-01	TCGA-K4-A4AB-01	TCGA-K4-A4AC-01	TCGA-K4-A54R-01	TCGA-K4-A5RH-01	TCGA-K4-A5RI-01	TCGA-K4-A5RJ-01	TCGA-K4-A6FZ-01	TCGA-K4-A6MB-01	TCGA-K4-A83P-01	TCGA-K4-AAQO-01	TCGA-KQ-A41N-01	TCGA-KQ-A41O-01	TCGA-KQ-A41P-01	TCGA-KQ-A41Q-01	TCGA-KQ-A41R-01	TCGA-KQ-A41S-01	TCGA-LC-A66R-01	TCGA-LT-A5Z6-01	TCGA-LT-A8JT-01	TCGA-MV-A51V-01	TCGA-PQ-A6FI-01	TCGA-PQ-A6FN-01	TCGA-R3-A69X-01	TCGA-S5-A6DX-01	TCGA-S5-AA26-01	TCGA-SY-A9G0-01	TCGA-SY-A9G5-01	TCGA-UY-A78K-01	TCGA-UY-A78L-01	TCGA-UY-A78M-01	TCGA-UY-A78N-01	TCGA-UY-A78O-01	TCGA-UY-A78P-01	TCGA-UY-A8OB-01	TCGA-UY-A8OC-01	TCGA-UY-A8OD-01	TCGA-UY-A9PA-01	TCGA-UY-A9PB-01	TCGA-UY-A9PD-01	TCGA-UY-A9PE-01	TCGA-UY-A9PF-01	TCGA-UY-A9PH-01	TCGA-XF-A8HB-01	TCGA-XF-A8HC-01	TCGA-XF-A8HD-01	TCGA-XF-A8HE-01	TCGA-XF-A8HF-01	TCGA-XF-A8HG-01	TCGA-XF-A8HH-01	TCGA-XF-A8HI-01	TCGA-XF-A9SH-01	TCGA-XF-A9SI-01	TCGA-XF-A9SJ-01	TCGA-XF-A9SK-01	TCGA-XF-A9SL-01	TCGA-XF-A9SM-01	TCGA-XF-A9SP-01	TCGA-XF-A9ST-01	TCGA-XF-A9SU-01	TCGA-XF-A9SV-01	TCGA-XF-A9SW-01	TCGA-XF-A9SX-01	TCGA-XF-A9SY-01	TCGA-XF-A9SZ-01	TCGA-XF-A9T0-01	TCGA-XF-A9T2-01	TCGA-XF-A9T3-01	TCGA-XF-A9T4-01	TCGA-XF-A9T5-01	TCGA-XF-A9T6-01	TCGA-XF-A9T8-01	TCGA-XF-AAME-01	TCGA-XF-AAMG-01	TCGA-XF-AAMH-01	TCGA-XF-AAMJ-01	TCGA-XF-AAML-01	TCGA-XF-AAMQ-01	TCGA-XF-AAMR-01	TCGA-XF-AAMT-01	TCGA-XF-AAMW-01	TCGA-XF-AAMX-01	TCGA-XF-AAMY-01	TCGA-XF-AAMZ-01	TCGA-XF-AAN0-01	TCGA-XF-AAN1-01	TCGA-XF-AAN2-01	TCGA-XF-AAN3-01	TCGA-XF-AAN4-01	TCGA-XF-AAN5-01	TCGA-XF-AAN7-01	TCGA-XF-AAN8-01	TCGA-YC-A89H-01	TCGA-YC-A8S6-01	TCGA-YC-A9TC-01	TCGA-YF-AA3L-01	TCGA-YF-AA3M-01	TCGA-ZF-A9R0-01	TCGA-ZF-A9R1-01	TCGA-ZF-A9R2-01	TCGA-ZF-A9R3-01	TCGA-ZF-A9R4-01	TCGA-ZF-A9R5-01	TCGA-ZF-A9R7-01	TCGA-ZF-A9R9-01	TCGA-ZF-A9RC-01	TCGA-ZF-A9RD-01	TCGA-ZF-A9RE-01	TCGA-ZF-A9RF-01	TCGA-ZF-A9RL-01	TCGA-ZF-A9RM-01	TCGA-ZF-A9RN-01	TCGA-ZF-AA4N-01	TCGA-ZF-AA4R-01	TCGA-ZF-AA4T-01	TCGA-ZF-AA4U-01	TCGA-ZF-AA4V-01	TCGA-ZF-AA4W-01	TCGA-ZF-AA4X-01	TCGA-ZF-AA51-01	TCGA-ZF-AA52-01	TCGA-ZF-AA53-01	TCGA-ZF-AA54-01	TCGA-ZF-AA56-01	TCGA-ZF-AA58-01	TCGA-ZF-AA5H-01	TCGA-ZF-AA5N-01	TCGA-ZF-AA5P-01
BNIP3L	1410.5	915.522	3523.88	2072.78	2214.25	746.151	1402.51	1662.91	3116.21	1513.91	1103.25	6967.5	665.902	7430.47	1712.83	797.796	1918.47	4358.42	617.268	1954.8	927.418	2553.12	2406.08	3323.3	1721.7	1704.29	4149.23	2532.89	2654.34	3602.13	2515.41	1407.81	4591.55	1749.97	3694.47	1559.27	2677.07	2507.99	1944.77	1200.12	1382.35	4681.34	3217.16	1451.05	879.362	1738.29	1831.95	1140.98	2143.31	1834.3	685.212	1674.53	1901.27	3236.23	3055.71	1365.19	1154.23	1353.86	2682.57	971.656	6634.12	4823.62	1080.36	2334.61	1860.42	1717.68	1930.66	1992.02	2213.43	1353.07	2182.41	1747.27	1639.19	1016.36	3456.68	3620.95	3429.85	3190.51	3805.48	2275.33	1755.78	3903.22	1069.44	974.884	2539.74	4186.19	1318.24	2882.71	1444.34	872.516	2918.44	5472.45	1220.86	655.777	1181.11	2084.8	2810.85	2251.66	1519.46	2976.8	1679.14	513.832	1103.85	1171.05	1959.6	1118.5	2972.82	3446.62	939.274	2350.9	1088.26	1778.46	1730	1252.25	1551.85	3259.66	1496.83	1066.23	2533.83	1287.74	1261.31	1215.11	1910.7	1379.89	766.875	1405.25	1069.11	1414.57	1765.76	2814.81	525.822	2178.98	1533.75	2705.59	2317.32	1267.58	858.491000000001	1942.02	3044.91	1260.47	924.827	1348.41	1654.21	1071.27	1609.37	1318.91	880.905	2053.59	2821.57	2842.08	2047.62	883.416999999999	1331.18	1521.64	726.39	1556.97	1160.48	1241.31	1138.13	3090.69	1500.72	1015.61	1501.36	1504.1	3005.16	899.943	1776.24	1729.65	2106.2	3331.13	1296.95	866.202	1589	2151.06	1070.64	1196.29	2348.29	1223.81	1431.19	1647.77	1421.45	1471.01	1744.51	1811.34	1679.48	1712.65	1368.39	1997.23	1641.4	1203.52	1958.19	911.184	1477.07	1594.26	1083.5	1293.13	1784.35	1895.15	890.649	1273.68	1909.36	1111.68	2081.15	1171.47	3780.76	1169.54	1194.5	1442.3	2318.12	1651.68	1137.25	2143.66	3792.23	914.199	2356.96	1828.28	1744.08	1862.54	1280.42	2350.07	919.446	9436.12	3106.24	2433.06	4270.42	1441.16	1090.36	1416.53	1549.46	1148.68	733.715	2955.6	2107.61	2771.95	1185.2	1907.22	774.805	972.236	1371.72	766.024	2169.46	1203.41	940.918000000001	1919.12	3093.79	3727.55	753.306	1261.16	820.139	3154.16	4366.9	873.559	1135.31	1149.48	735.272	906.332	2587.17	1447.29	2390.84	4950.25	1608.19	1233.79	1661.06	1647.48	1711.02	1004.84	2400.11	1742.96	1073.28	1066.36	619.279	1470.49	2241.68	2078.08	792.484	1293.03	1275.62	1392.89	1478.47	1767.26	2373.47	991.641	1584.79	1368.63	2679.05	2762.61	2345.33	812.095	1363.06	2396.54	567.01	3680.25	916.97	1517.62	1064.43	2145.05	1108.85	2432.21	1186.65	869.004	1151.37	907.107	1188.92	1973.54	3008.55	1539.63	1722.08	777.961	4206.85	1175.8	2995.74	1384.97	1108.18	1901.1	2357.59	1592.84	2239.53	1589.2	1095.41	1231.26	626.364	1027.59	447.841	796.668	2339.17	1817.13	2139.53	736.632	981.121	2444.01	1724.01	1055.64	1177.17	1367.56	1784.16	1424.95	1075.84	679.64	1182.62	4178.54	2274.14	1766.91	1633.11	1260.94	2235.92	2040.53	1447.51	2559.15	1694.59	1291.9	2288.37	2017.91	1507.55	1878.14	2051.41	1124.37	1346.35	1872.93	2013.87	1053.54	1674.6	983.585	1717.56	1372.33	1954.99	1343.74	4999.6	2174.63	1560.08	1594.25	3281.1	1544.25	1347.59	2119.98	1588.69	1935.07	754.552	1519.62	3621.73	1864.02	1110.04	1767.28	3143.82	1943.03	1384.29	1972.3	2611.61	1281.32	2368.53	3084.56	1530.96	2757.49	1686.45	843.536999999999	1923.93	1662.53	1196.32	2213.11	776.941	1651.94	863.636	1518.72	1810.32	1410.62	1738.2	1360.74	1406.89
CDK11B	677.778	1377.51	846.171	973.186	1128.12	893.858	1320.97	814.042	1105.82	1353.64	1693.29	1032.7	1358.2	921.39	700.242	1055.84	1042.6	1194.51	1545.95	1096.36	1496.93	1140.82	1520.43	982.864	594.988	1449.47	701.815	1122.86	1085.21	548.46	843.71	967.967	441.598	1469.74	1806.52	980.033	1058.29	1093.75	903.902	1565.18	1328.18	835.575	1630.63	1277.25	1210.02	1913.09	1203.44	894.937	1396.95	841.359	1005.83	1360	427.589	802.106	725.347	892.203	1040.33	605.977	1044.09	2015.87	915.521000000001	1281.39	1106.05	1482.83	1307.05	1332.87	1601.17	821.788	1152.7	1809.23	999.611999999999	1258.66	1571.61	1298.45	1366.4	1077.65	1062.94	1023.37	1225.92	949.268	1099.55	922.774	1273.8	981.902	1185.77	1352.14	898.083	1099.66	810.719	1468.6	953.421	919.691	1583.72	876.673	1052.19	720.056	1149.13	1285.02	1381.78	718.999	816.443	1426.38	1325.91	1931.85	1296.63	1146.92	862.559	1267.67	956.743	1552.02	1332.61	915.1	839.345	1465.72	1210.98	1464.7	1436.08	1067.45	1204.33	870.822	1234.31	1257.85	591.295	1786.94	1290.99	1038.87	702.912	1327.74	935.914	829.045	1131.07	1208.41	1052.75	1329.58	800.843	3278.48	953.12	933.886000000001	1117.63	1384.58	1819.84	1146.14	1339.8	1976.26	1537.54	989.376000000001	1509.62	1536.13	899.082	1071.84	1100.25	1051.38	1260.54	685.98	1513.18	1085.28	1864.93	1246.47	2081.86	661.913	1017.2	1400.1	1265.05	619.256	879.989	1133.51	1051.07	1332.82	914.531999999999	927.619	985.66	1962.69	1412.11	1244.83	1708.45	646.768	1010.82	1113.51	1197.3	1905.17	1206.82	1129.46	1414.14	1408.31	1584.73	552.804	909.856	1413.3	1039.97	562.158	958.377	914.684	1401.55	1128.57	1104.88	861.001999999999	1304.63	696.497	1175.19	1282.45	1139.01	1016.42	1705.44	1165.02	990.896000000001	1176.55	1629.77	1389.92	1043.7	1120.1	974.804	680.211	832.942	1323.76	1506.47	818.579	1122.38	659.457	869.058	856.219	684.466	1848.85	1476.24	834.954	1228.83	1038.33	1220.07	606.308	1792.73	1375.38	759.661	911.56	921.116	955.532	870.568	1018.28	1189.93	937.933	1497.22	1609.39	1285.5	1494.58	1696.28	940.736	832.196	1139.76	728.014	847.227000000001	1429.6	376.789	942.792	1406.22	1437.22	1195.46	972.966	1635.79	1954.42	954.026	1231.22	694.148	780.748	1147.95	1168.1	987.83	751.533	1208.49	454.668	1047.26	886.385	2261.53	1120.91	700.398	1250.71	707.616	704.142	846.225	921.266	953.203999999999	913.874	1117.7	1011.7	931.424	1338.34	993.47	1136.99	1006.05	770.487	1047.97	1394.79	993.728	1647.07	1328.16	806.771	2684.76	868.164	838.198	960.856	1142.86	984.558	1095.85	991.202000000001	1306.59	904.064000000001	1303.29	1775.77	932.226	1542.19	1484.21	1376.72	1145.02	1298.07	860.413	1040.58	1154.16	1406.52	1146.98	1025.81	1153.21	1063.37	1504.51	887.6	1074.22	873.921000000001	933.86	1011.36	970.634	653.919	770.424	949.411	767.235	979.356	970.298	872.65	1035.69	1401.71	1143.2	823.554	1676.37	1222.72	1283.56	1286.91	1338.42	870.971	1343.04	1105.86	1478.27	1280.28	1041.61	1065.62	1685.23	799.972	916.326999999999	1399.76	1431.97	1047.88	1153.33	787.799999999999	1249.2	1331.39	1235.25	2298.35	1019.68	617.362	1406.82	1044.47	1143.23	1018.68	1088.46	569.139	1132.47	815.138	933.474	1004.38	1002.91	1225.64	1777.94	1507.9	1209.34	991.227	1140.82	1476.54	1049.3	1469.41	1189.44	1614.28	1002.44	768.242	1026.7	1461.87	944.729	1252.32	622.319	1369.2	1279.44	1183.67	1361.11	937.733	770.865	1657.33	1679.94	1243.65	671.138999999999	843.6	1466.16	1276.89	933.865	1411.83
CDC34	1064.72	2240.12	1296.24	1473.5	2481.63	1693.89	1819.17	1047.32	1254.2	1564.24	1842.9	1435.05	2051.45	803.58	1300.24	1885.4	849.705	1459.41	3466.6	1061.27	1542.6	1341.94	1233.88	470.388	1528	1228.16	1735.21	2154.81	1368.19	616.616	963.764	885.226	1304.98	867.653	2081.75	1183.44	1564.8	1329.32	803.628	685.608	1047.31	1385.94	3829.27	1061.94	1637.59	1452.83	987.245	1005.92	1374.46	1316.75	1239.18	2608.17	2162.73	864.532	934.731	1082.22	1049.92	589.36	1258.48	2130.86	1280.57	1896.75	2534.9	2096.33	3345.62	2052.19	3875.47	1583.39	1932.3	1662.79	1989.07	2038	1653.24	4547.38	1648.96	1249.8	1877.83	1366.5	1244.66	805.305	1261.83	1106.67	1535.99	2861.4	2388.37	1790.38	1468.66	925.62	1350.97	1669.83	1165.34	346.231	1292.96	1290.44	717.191	1081.9	1669.52	1156.58	1923.51	1694.72	1820.98	1217.23	1767.01	1152.7	1096.54	1855.7	1217.95	1530.36	1388.8	1601.39	1228.7	1407.02	896.462	950.321	1898.13	866.099	1629.91	2393.2	1938.01	1428.1	1129.4	769.166000000001	875.192	1045.34	2224.41	1063.24	898.538	1453.68	1273.78	1237.27	1448.2	1481.39	770.016	1440.37	2261.11	3889.5	1286.68	1329.18	782.349	930.071	3438.93	1289.22	1572.43	1499.45	1990.85	5491.95	1755.41	1991.56	986.274	926.606	1841.49	2106.53	1441.41	520.583	2722.86	1331.64	2764.57	1087.01	1590.71	1029.9	1048.58	991.876999999999	1124.28	567.555	1515.49	1300.93	1123.91	702.262	1361.73	1055.77	1891.17	1184.92	1087.94	624.254	1145.71	682.14	1123.1	928.192	1269.67	1159.45	1521.93	1141.13	1948.9	3105.81	2484.11	984.742	1536.57	1732.23	2549.47	1075.12	1640.68	1959.87	816.158	981.85	1160.55	1390.97	1603.83	944.423	2560	1530.21	1424.17	940.549	986.108	2171.98	583.281	1855.57	1843.51	1366.66	1149.79	1420.75	1774.51	2011.82	784.298	1145.92	3920.92	2057.41	1523.18	934.958000000001	1073.29	1128.12	902.96	2852.08	2820.92	1119.78	592.663	1471.57	954.981	1844.25	3444.43	1929.25	1851.77	1006.46	516.991	599.804	1419.87	1022.02	1393.97	543.959	860.019	5245.79	1507.35	3157.43	1550.73	786.51	1240.77	1113.01	8213.91	1393.01	1226.73	1139.32	1248.12	1789.7	2294.96	1208.71	1917.4	3340.14	1871	2233.53	891.285	1934.7	821.563	849.666	1316.65	1304.73	1503.11	1908.76	477.683	919.325000000001	1512.46	1148.74	2178.68	1500.55	979.936	1100.25	842.729	643.596	1337.21	1292.03	978.314	1605.18	1168.3	1613.61	1623.1	918.531	1001.02	845.892	1124.3	1242.62	1725.93	1226.65	2932.35	2002.2	1705.34	1880.12	2095.32	1306.31	2517.42	1694.55	1295.64	1638.99	935.555	3580.86	781.193	4397.67	1287.22	1093.13	1373.69	1432.98	1459.26	2207.24	2535.57	1799.2	811.171	1392.03	3195.57	2000	1020.32	1491.67	2398.93	1930.44	890	1765.99	535.417	1734.9	1534.65	1088.54	3294.38	1129.46	1778.6	978.578	623.735	1108.83	2251.03	1281.27	1642.74	1123.29	2876.18	1502.62	4062.46	1154.8	1073.73	3129.44	916.021	2475.84	2467.59	3299.72	1594.91	1227.7	878.655	1194.61	1421.47	874.933	1897.79	10956.6	773.353	1932.16	1126.41	910.647	1132.83	1205.73	1336.51	1070.8	2267.18	1467.58	1429.36	1233.39	803.132	1058.36	731.315	1291.63	1098.77	2025.15	1877.4	1725.34	2854.77	937.233	1900.95	1584.87	2283.58	1272.44	1449.39	987.097	1127.07	2050.83	2112.99	1075.07	800.213	1634.16	1149.36	620.248	1327.41	1092.19	870.273	1680.27	1252.51	1631.23	1787.98	1178.59	1680.48	1727.92	2078.51	2216.09	932.51	1126.48	1565.13	1912.88	1305.73
CRIP1	377.26	177.695	229.485	92.1236	474.844	438.266	91.5033	1195.13	340.482	457.616	261.682	451.656	3225.95	305.186	1255.69	515.702	3962.18	806.601000000001	3960.41	1487.45	1157.69	720.86	3011.07	749.029	521.587	726.133	2328.65	176.853	467.064	583.841	252.569	4441.39	1379.74	1016.81	104.872	235.183	2244.91	379.003	815.378999999999	103.15	340.154	790.693	870.996	7723.75	2747.76	1119.5	289.222	2184.46	496.802	805.864	759.867	2156.59	416.752	305.507	1136.24	888.264	2414.47	623.431	2164.05	477.881	742.654	2757.33	476.174	208.206	500.302	415.099	309.906	109.137	855.422	404.863	490.06	521.013	2730.77	827.539	732.416000000001	230.953	502.124	289.54	320.524	754.377	1017.6	112.49	276.815	480.465	213.001	623.51	2144.76	229.18	1233	2430.45	7541.73	542.515	956.598	128.685	171.078	2047.81	1410.57	308.843	672.666	611.01	1360.29	598.053	1737.01	1522.06	97.9117	6245.23	755.897	242.887	9394.72	3608.7	1193.44	657.97	818.42	4101.07	533.745	782.259	486.058	242.243	889.157	288.329	950.168	461.5	174.563	795.727	1587.71	135.792	332.343	3328.96	335.861	10998.3	150.986	1556.2	375.196	942.857	8698.09999999999	1108.68	50.0348	229.995	242.148	77.6115	225.89	5176.74	311.332	307.566	4513.27	3695.17	385.827	853.587	120.784	365.126	146.771	522.613	501.986	687.853	600.177	15419.2	1043.91	1736.26	2669.03	154.132	3476.67	516.24	726.093	556.433	738.201	2382.45	1431.33	1138.72	2935.87	626.002	976.774999999999	447.942	3980.09	5780.56	1617.06	528.293	414.162	309.538	1087.4	8026.46	307.017	723.257	1982.12	4836.11	1366.42	242.848	650.294	5180.98	18002.8	272.243	1714.39	1026.97	2947.49	2092.51	353.368	3374.66	6446.75	169.754	2280.96	1958.16	338.863	940.105000000001	592.723	2041.98	301.893	3245.9	756.571	2427.53	3868.4	6373.22	602.941	892.413	6936.95	258.006	1145.2	117.573	623.274	792.789	245.309	1016.62	1967.78	102.078	1176.03	3122.82	1749.24	884.971	55.8748	174.994	5684.28	332.872	115.264	403.483	2106.43	2285.43	123.877	288.191	121.109	456.555	1992.51	119.496	1045.12	1692.59	1763.47	1326.42	3262.28	400.406	1505.24	492.559	236.226	2069.66	355.927	948.189	202.878	1658.98	1222.39	774.464	1402.71	867.496	2617.25	676.671	172.258	573.423	278.408	157.788	1696.31	74.3634	329.968	490.432	1043.6	440.667	185.005	461.562	359.781	88.9351	1265.93	564.944	1826.87	977.906	595.452	29.7019	491.74	150.83	1021.95	608.816	751.722	998.866999999999	970.076	414.687	1009.67	704.045	1129.51	3566.33	742.522	122.741	505.737	440.991	474.601	438.442	363.302	490.16	664.727	10560.7	1136.77	2317.51	308.846	1188.24	2504.12	1762.34	154.618	325.393	591.142	775.1	1885.42	755.852	2182.49	27338.7	719.212	605.042	1026.29	576.332	594.545	1007.28	5159.44	161.703	3099.93	358.014	4889.96	142.179	848.398	1415.29	732.291	2792.09	1931.3	553.796	2814.46	2022.9	3896.84	661.388	3864.22	4109.21	4771.55	5730.63	1048.84	1085.84	487.779	375.118	4614	1969.19	2626.67	6103.24	573.136	1390.74	983.167	1516.74	461.26	407.035	2495.72	533.198	1485.08	188.272	331.217	407.995	491.942	2488.95	408.587	841.229	1863.2	2021.84	541.154	256.974	2692.31	15715.5	2296.31	1059.3	191.909	2143.59	11000	2391.49	235.325	126.043	72.6585	105.53	2184.99	687.993	1441.69	5202.86	144.912	846.987	75.3762	949.961	5716.27	1741.63	1293.19	559.767	428.421	2088.71	2586.15	805.603	460.437	3333.92	851.928	612.854	1878.69	1119.31	13672.7	28228.2	1141.19
