TCGA-CS-4938-01	TCGA-CS-4941-01	TCGA-CS-4942-01	TCGA-CS-4943-01	TCGA-CS-4944-01	TCGA-CS-5390-01	TCGA-CS-5393-01	TCGA-CS-5394-01	TCGA-CS-5395-01	TCGA-CS-5396-01	TCGA-CS-5397-01	TCGA-CS-6186-01	TCGA-CS-6188-01	TCGA-CS-6290-01	TCGA-CS-6665-01	TCGA-CS-6666-01	TCGA-CS-6667-01	TCGA-CS-6668-01	TCGA-CS-6669-01	TCGA-CS-6670-01	TCGA-DB-5270-01	TCGA-DB-5273-01	TCGA-DB-5274-01	TCGA-DB-5275-01	TCGA-DB-5276-01	TCGA-DB-5277-01	TCGA-DB-5278-01	TCGA-DB-5279-01	TCGA-DB-5280-01	TCGA-DB-5281-01	TCGA-DB-A4X9-01	TCGA-DB-A4XA-01	TCGA-DB-A4XB-01	TCGA-DB-A4XC-01	TCGA-DB-A4XD-01	TCGA-DB-A4XE-01	TCGA-DB-A4XF-01	TCGA-DB-A4XG-01	TCGA-DB-A4XH-01	TCGA-DB-A64L-01	TCGA-DB-A64O-01	TCGA-DB-A64P-01	TCGA-DB-A64Q-01	TCGA-DB-A64R-01	TCGA-DB-A64S-01	TCGA-DB-A64U-01	TCGA-DB-A64V-01	TCGA-DB-A64W-01	TCGA-DB-A64X-01	TCGA-DB-A75K-01	TCGA-DB-A75L-01	TCGA-DB-A75M-01	TCGA-DB-A75O-01	TCGA-DB-A75P-01	TCGA-DH-5140-01	TCGA-DH-5141-01	TCGA-DH-5142-01	TCGA-DH-5143-01	TCGA-DH-5144-01	TCGA-DH-A669-01	TCGA-DH-A66B-01	TCGA-DH-A66D-01	TCGA-DH-A66F-01	TCGA-DH-A66G-01	TCGA-DH-A7UR-01	TCGA-DH-A7US-01	TCGA-DH-A7UT-01	TCGA-DH-A7UU-01	TCGA-DH-A7UV-01	TCGA-DU-5847-01	TCGA-DU-5849-01	TCGA-DU-5851-01	TCGA-DU-5852-01	TCGA-DU-5853-01	TCGA-DU-5854-01	TCGA-DU-5855-01	TCGA-DU-5870-01	TCGA-DU-5871-01	TCGA-DU-5872-01	TCGA-DU-5874-01	TCGA-DU-6392-01	TCGA-DU-6393-01	TCGA-DU-6394-01	TCGA-DU-6395-01	TCGA-DU-6396-01	TCGA-DU-6397-01	TCGA-DU-6399-01	TCGA-DU-6400-01	TCGA-DU-6401-01	TCGA-DU-6402-01	TCGA-DU-6403-01	TCGA-DU-6404-01	TCGA-DU-6405-01	TCGA-DU-6406-01	TCGA-DU-6407-01	TCGA-DU-6408-01	TCGA-DU-6410-01	TCGA-DU-6542-01	TCGA-DU-7006-01	TCGA-DU-7007-01	TCGA-DU-7008-01	TCGA-DU-7009-01	TCGA-DU-7010-01	TCGA-DU-7011-01	TCGA-DU-7012-01	TCGA-DU-7013-01	TCGA-DU-7014-01	TCGA-DU-7015-01	TCGA-DU-7018-01	TCGA-DU-7019-01	TCGA-DU-7290-01	TCGA-DU-7292-01	TCGA-DU-7294-01	TCGA-DU-7298-01	TCGA-DU-7299-01	TCGA-DU-7300-01	TCGA-DU-7301-01	TCGA-DU-7302-01	TCGA-DU-7304-01	TCGA-DU-7306-01	TCGA-DU-7309-01	TCGA-DU-8158-01	TCGA-DU-8161-01	TCGA-DU-8162-01	TCGA-DU-8163-01	TCGA-DU-8164-01	TCGA-DU-8165-01	TCGA-DU-8166-01	TCGA-DU-8167-01	TCGA-DU-8168-01	TCGA-DU-A5TP-01	TCGA-DU-A5TR-01	TCGA-DU-A5TS-01	TCGA-DU-A5TT-01	TCGA-DU-A5TU-01	TCGA-DU-A5TW-01	TCGA-DU-A5TY-01	TCGA-DU-A6S2-01	TCGA-DU-A6S3-01	TCGA-DU-A6S6-01	TCGA-DU-A6S7-01	TCGA-DU-A6S8-01	TCGA-DU-A76K-01	TCGA-DU-A76L-01	TCGA-DU-A76O-01	TCGA-DU-A76R-01	TCGA-DU-A7T6-01	TCGA-DU-A7T8-01	TCGA-DU-A7TA-01	TCGA-DU-A7TB-01	TCGA-DU-A7TC-01	TCGA-DU-A7TD-01	TCGA-DU-A7TG-01	TCGA-DU-A7TI-01	TCGA-DU-A7TJ-01	TCGA-E1-5302-01	TCGA-E1-5303-01	TCGA-E1-5304-01	TCGA-E1-5305-01	TCGA-E1-5307-01	TCGA-E1-5311-01	TCGA-E1-5318-01	TCGA-E1-5319-01	TCGA-E1-5322-01	TCGA-E1-A7YD-01	TCGA-E1-A7YE-01	TCGA-E1-A7YH-01	TCGA-E1-A7YI-01	TCGA-E1-A7YJ-01	TCGA-E1-A7YK-01	TCGA-E1-A7YL-01	TCGA-E1-A7YM-01	TCGA-E1-A7YN-01	TCGA-E1-A7YO-01	TCGA-E1-A7YQ-01	TCGA-E1-A7YS-01	TCGA-E1-A7YU-01	TCGA-E1-A7YV-01	TCGA-E1-A7YW-01	TCGA-E1-A7YY-01	TCGA-E1-A7Z2-01	TCGA-E1-A7Z3-01	TCGA-E1-A7Z4-01	TCGA-E1-A7Z6-01	TCGA-EZ-7264-01	TCGA-F6-A8O3-01	TCGA-F6-A8O4-01	TCGA-FG-5962-01	TCGA-FG-5963-01	TCGA-FG-5964-01	TCGA-FG-5965-01	TCGA-FG-6688-01	TCGA-FG-6689-01	TCGA-FG-6690-01	TCGA-FG-6691-01	TCGA-FG-6692-01	TCGA-FG-7634-01	TCGA-FG-7636-01	TCGA-FG-7637-01	TCGA-FG-7638-01	TCGA-FG-7641-01	TCGA-FG-7643-01	TCGA-FG-8181-01	TCGA-FG-8182-01	TCGA-FG-8185-01	TCGA-FG-8186-01	TCGA-FG-8187-01	TCGA-FG-8188-01	TCGA-FG-8189-01	TCGA-FG-8191-01	TCGA-FG-A4MT-01	TCGA-FG-A4MU-01	TCGA-FG-A4MW-01	TCGA-FG-A4MX-01	TCGA-FG-A4MY-01	TCGA-FG-A60J-01	TCGA-FG-A60K-01	TCGA-FG-A60L-01	TCGA-FG-A6IZ-01	TCGA-FG-A6J1-01	TCGA-FG-A6J3-01	TCGA-FG-A70Y-01	TCGA-FG-A70Z-01	TCGA-FG-A710-01	TCGA-FG-A711-01	TCGA-FG-A713-01	TCGA-FG-A87N-01	TCGA-FG-A87Q-01	TCGA-FN-7833-01	TCGA-HT-7467-01	TCGA-HT-7468-01	TCGA-HT-7469-01	TCGA-HT-7470-01	TCGA-HT-7471-01	TCGA-HT-7472-01	TCGA-HT-7473-01	TCGA-HT-7474-01	TCGA-HT-7475-01	TCGA-HT-7476-01	TCGA-HT-7477-01	TCGA-HT-7478-01	TCGA-HT-7479-01	TCGA-HT-7480-01	TCGA-HT-7481-01	TCGA-HT-7482-01	TCGA-HT-7483-01	TCGA-HT-7485-01	TCGA-HT-7601-01	TCGA-HT-7602-01	TCGA-HT-7603-01	TCGA-HT-7604-01	TCGA-HT-7605-01	TCGA-HT-7606-01	TCGA-HT-7607-01	TCGA-HT-7608-01	TCGA-HT-7609-01	TCGA-HT-7610-01	TCGA-HT-7611-01	TCGA-HT-7616-01	TCGA-HT-7620-01	TCGA-HT-7676-01	TCGA-HT-7677-01	TCGA-HT-7680-01	TCGA-HT-7681-01	TCGA-HT-7684-01	TCGA-HT-7686-01	TCGA-HT-7687-01	TCGA-HT-7688-01	TCGA-HT-7689-01	TCGA-HT-7690-01	TCGA-HT-7691-01	TCGA-HT-7692-01	TCGA-HT-7693-01	TCGA-HT-7694-01	TCGA-HT-7695-01	TCGA-HT-7854-01	TCGA-HT-7855-01	TCGA-HT-7856-01	TCGA-HT-7857-01	TCGA-HT-7858-01	TCGA-HT-7860-01	TCGA-HT-7873-01	TCGA-HT-7874-01	TCGA-HT-7875-01	TCGA-HT-7877-01	TCGA-HT-7879-01	TCGA-HT-7880-01	TCGA-HT-7881-01	TCGA-HT-7882-01	TCGA-HT-7884-01	TCGA-HT-7902-01	TCGA-HT-8010-01	TCGA-HT-8011-01	TCGA-HT-8012-01	TCGA-HT-8013-01	TCGA-HT-8015-01	TCGA-HT-8018-01	TCGA-HT-8019-01	TCGA-HT-8104-01	TCGA-HT-8105-01	TCGA-HT-8106-01	TCGA-HT-8107-01	TCGA-HT-8108-01	TCGA-HT-8109-01	TCGA-HT-8110-01	TCGA-HT-8111-01	TCGA-HT-8113-01	TCGA-HT-8114-01	TCGA-HT-8558-01	TCGA-HT-8563-01	TCGA-HT-8564-01	TCGA-HT-A4DS-01	TCGA-HT-A4DV-01	TCGA-HT-A5R5-01	TCGA-HT-A5R7-01	TCGA-HT-A5R9-01	TCGA-HT-A5RA-01	TCGA-HT-A5RB-01	TCGA-HT-A5RC-01	TCGA-HT-A614-01	TCGA-HT-A615-01	TCGA-HT-A616-01	TCGA-HT-A617-01	TCGA-HT-A618-01	TCGA-HT-A61A-01	TCGA-HT-A61B-01	TCGA-HT-A61C-01	TCGA-HT-A74H-01	TCGA-HT-A74J-01	TCGA-HT-A74K-01	TCGA-HT-A74L-01	TCGA-HT-A74O-01	TCGA-HW-7486-01	TCGA-HW-7487-01	TCGA-HW-7489-01	TCGA-HW-7490-01	TCGA-HW-7491-01	TCGA-HW-7493-01	TCGA-HW-7495-01	TCGA-HW-8319-01	TCGA-HW-8320-01	TCGA-HW-8321-01	TCGA-HW-8322-01	TCGA-HW-A5KJ-01	TCGA-HW-A5KK-01	TCGA-HW-A5KL-01	TCGA-HW-A5KM-01	TCGA-IK-7675-01	TCGA-IK-8125-01	TCGA-KT-A74X-01	TCGA-KT-A7W1-01	TCGA-P5-A5ET-01	TCGA-P5-A5EU-01	TCGA-P5-A5EV-01	TCGA-P5-A5EW-01	TCGA-P5-A5EX-01	TCGA-P5-A5EY-01	TCGA-P5-A5EZ-01	TCGA-P5-A5F0-01	TCGA-P5-A5F1-01	TCGA-P5-A5F2-01	TCGA-P5-A5F4-01	TCGA-P5-A5F6-01	TCGA-P5-A72U-01	TCGA-P5-A72W-01	TCGA-P5-A72X-01	TCGA-P5-A72Z-01	TCGA-P5-A730-01	TCGA-P5-A731-01	TCGA-P5-A733-01	TCGA-P5-A735-01	TCGA-P5-A736-01	TCGA-P5-A737-01	TCGA-P5-A77W-01	TCGA-P5-A77X-01	TCGA-P5-A780-01	TCGA-P5-A781-01	TCGA-QH-A65R-01	TCGA-QH-A65S-01	TCGA-QH-A65V-01	TCGA-QH-A65X-01	TCGA-QH-A65Z-01	TCGA-QH-A6CS-01	TCGA-QH-A6CU-01	TCGA-QH-A6CV-01	TCGA-QH-A6CW-01	TCGA-QH-A6CX-01	TCGA-QH-A6CY-01	TCGA-QH-A6CZ-01	TCGA-QH-A6X3-01	TCGA-QH-A6X4-01	TCGA-QH-A6X5-01	TCGA-QH-A6X8-01	TCGA-QH-A6X9-01	TCGA-QH-A6XA-01	TCGA-QH-A6XC-01	TCGA-QH-A86X-01	TCGA-QH-A870-01	TCGA-R8-A6MK-01	TCGA-R8-A6ML-01	TCGA-R8-A6MO-01	TCGA-R8-A6YH-01	TCGA-RY-A83X-01	TCGA-RY-A83Y-01	TCGA-RY-A83Z-01	TCGA-RY-A840-01	TCGA-RY-A843-01	TCGA-RY-A845-01	TCGA-RY-A847-01	TCGA-S9-A6TS-01	TCGA-S9-A6TU-01	TCGA-S9-A6TV-01	TCGA-S9-A6TW-01	TCGA-S9-A6TX-01	TCGA-S9-A6TY-01	TCGA-S9-A6TZ-01	TCGA-S9-A6U0-01	TCGA-S9-A6U1-01	TCGA-S9-A6U2-01	TCGA-S9-A6U5-01	TCGA-S9-A6U6-01	TCGA-S9-A6U8-01	TCGA-S9-A6U9-01	TCGA-S9-A6UA-01	TCGA-S9-A6UB-01	TCGA-S9-A6WD-01	TCGA-S9-A6WE-01	TCGA-S9-A6WG-01	TCGA-S9-A6WH-01	TCGA-S9-A6WI-01	TCGA-S9-A6WL-01	TCGA-S9-A6WM-01	TCGA-S9-A6WN-01	TCGA-S9-A6WO-01	TCGA-S9-A6WP-01	TCGA-S9-A6WQ-01	TCGA-S9-A7IQ-01	TCGA-S9-A7IS-01	TCGA-S9-A7IX-01	TCGA-S9-A7IY-01	TCGA-S9-A7IZ-01	TCGA-S9-A7J0-01	TCGA-S9-A7J1-01	TCGA-S9-A7J2-01	TCGA-S9-A7J3-01	TCGA-S9-A7QW-01	TCGA-S9-A7QX-01	TCGA-S9-A7QY-01	TCGA-S9-A7QZ-01	TCGA-S9-A7R1-01	TCGA-S9-A7R2-01	TCGA-S9-A7R3-01	TCGA-S9-A7R4-01	TCGA-S9-A7R7-01	TCGA-S9-A7R8-01	TCGA-S9-A89V-01	TCGA-S9-A89Z-01	TCGA-TM-A7C3-01	TCGA-TM-A7C4-01	TCGA-TM-A7C5-01	TCGA-TM-A7CA-01	TCGA-TM-A7CF-01	TCGA-TM-A84B-01	TCGA-TM-A84C-01	TCGA-TM-A84F-01	TCGA-TM-A84G-01	TCGA-TM-A84H-01	TCGA-TM-A84I-01	TCGA-TM-A84J-01	TCGA-TM-A84L-01	TCGA-TM-A84M-01	TCGA-TM-A84O-01	TCGA-TM-A84Q-01	TCGA-TM-A84R-01	TCGA-TM-A84S-01	TCGA-TM-A84T-01	TCGA-TQ-A7RF-01	TCGA-TQ-A7RG-01	TCGA-TQ-A7RH-01	TCGA-TQ-A7RI-01	TCGA-TQ-A7RJ-01	TCGA-TQ-A7RK-01	TCGA-TQ-A7RM-01	TCGA-TQ-A7RN-01	TCGA-TQ-A7RO-01	TCGA-TQ-A7RP-01	TCGA-TQ-A7RQ-01	TCGA-TQ-A7RR-01	TCGA-TQ-A7RS-01	TCGA-TQ-A7RU-01	TCGA-TQ-A7RV-01	TCGA-TQ-A7RW-01	TCGA-TQ-A8XE-01	TCGA-VM-A8C8-01	TCGA-VM-A8C9-01	TCGA-VM-A8CA-01	TCGA-VM-A8CB-01	TCGA-VM-A8CD-01	TCGA-VM-A8CE-01	TCGA-VM-A8CF-01	TCGA-VM-A8CH-01	TCGA-VV-A829-01	TCGA-VV-A86M-01	TCGA-VW-A7QS-01	TCGA-VW-A8FI-01	TCGA-W9-A837-01	TCGA-WH-A86K-01	TCGA-WY-A858-01	TCGA-WY-A859-01	TCGA-WY-A85A-01	TCGA-WY-A85B-01	TCGA-WY-A85C-01	TCGA-WY-A85D-01	TCGA-WY-A85E-01
BNIP3L	2884.83	2675.98	3513.49	3505.95	3447.23	3883.16	3762.76	4369.02	3470.41	4206.15	3942.88	2795.79	3430.38	3252.43	4136.25	2713.27	3572.61	4074.31	3724.17	3366.4	3572.45	3101.53	3462.64	2785.3	4223.76	2650.75	3557.14	5281.67	3625.93	3191.7	3711.53	3335.73	2721.99	3273.13	3950.29	3189.22	3817.79	3544.9	5183.39	3393.25	4032.31	3617.94	4043.79	3689.44	3184.86	4355.2	3816.12	4271.31	3198.08	2203.34	3612.61	2770.81	2535.48	1800.37	3083.6	3748	3132.53	3498.47	4069.71	3314.89	3179.74	3480.32	4283.96	3620.66	3462.88	3075.87	2923.74	4109.95	3345.28	2558.31	3347.23	3649.8	2208.49	3973.43	2978.63	3140.73	2962.38	3493.47	3079.46	4085.88	2917.52	4289.11	3254.44	2968.16	3382.23	3287.27	3577.47	3578.59	4404.68	2594.19	2867.81	2660.14	2703.46	2423.77	5045.15	3377.51	3568.75	2686.79	2879.45	4946.22	4248.04	4154.45	3888.19	4058.08	3665.56	3865.54	4149	3637.25	2820.93	3889.91	4142.12	3384.22	4520.28	3933.52	3570.28	4270.7	4717.9	4239.6	4922.1	3801.51	3851.73	4345.3	2771.19	3898.98	3261.43	4034.3	3770.65	3420.03	3740.7	4591.86	2323.07	3251.66	3568.44	3082.68	2571.73	2712.84	2825.1	2699.47	2933.43	2419.34	3411.78	3237.72	3358.18	4902.8	2442.07	3933.65	3789.6	2615.35	4336.61	3306.11	3113.67	2520.1	3134.86	3144.64	1403.05	4673.96	4599.68	3887.39	4724.74	5587.56	4336.24	5895.45	4510.04	4311.47	3149.6	3905.35	3907.14	2599.74	2392.64	3705.61	5963.16	4601.87	2280.37	3484.98	3107.45	6095.26	3730.45	3056.08	3559.43	3034.71	4911.5	3451.29	3672.53	3265.29	4038.87	4038.07	3980.65	4025.08	2834.01	2973.38	3042.39	4101.67	3673.32	3898.64	3616.31	2441.07	3625.94	3550.25	4151.81	3124.46	3748.18	3974.26	3536.14	3420.35	3970.54	2928.26	4010.9	3663.53	3807.57	4245.73	2634.13	4852.1	2535.14	2064.26	3380.34	3149.59	3463.96	3150.54	3857.02	2774.19	3248.17	3673.79	3054.5	2917.46	3649.12	3260.03	2414.17	3051.82	3685.09	4425.45	3851.72	2842.53	4318.59	2925.08	3580.62	4270.35	3658	3094.57	5274.75	3120.21	3036.92	4895.79	3384.43	4661.22	6226.12	3703.37	4887.51	3189.29	3906.85	5327.8	3993.45	3609.22	5156.48	3776.09	2968.66	3442.8	3755.21	3244.55	3279.26	4655.95	4039.22	3768.36	4612.73	3266.84	6018.4	3426.69	3753.53	3705.99	3477.79	3297.94	2622.72	3761.03	10104.4	3893.77	3970.94	3641.13	4136.58	3387.41	1897.81	3525.71	3414.27	4065.09	3966.15	3213.89	3544.24	2796.75	3032.36	3631.9	3392.44	3665.62	4152.8	3221.22	3750.76	3332.81	3516.1	3060.1	2891.95	3211.02	3134.82	4340.69	3641.22	3640.58	3719.23	4460.93	2233.66	3536.42	3784.25	4022.24	4480.03	4602.1	2351.39	1250.57	3809.6	2560.29	3386.24	3871.5	5675.82	4058.49	2709.52	3724.89	3963.51	4332.41	3408.91	3857.59	3845.83	2918.29	2508.7	3827.29	3198.62	2929.75	4269.88	2353.36	4758	4520.66	3524.4	2904.57	5591.42	4367.98	3569.84	3471.67	3151.43	3224.53	3507.89	3706.12	2847.86	3523.55	3030.14	4899.75	3401.19	2909.74	2468.9	3448.22	3753.3	2970.21	4229.79	3542.68	2451.02	3924.53	3124.46	4434.36	4174.73	3651.34	1977.66	1609.38	2441.01	2035.29	2190.21	4093.16	3082.71	2876.69	2453.6	2439.65	3068.8	2622.3	3621.32	3503.9	3469.61	4243.78	3431.46	3821.21	1960.97	3967.64	3569.1	3345.58	2095.65	2812.34	2593.57	3783.84	4106.02	3786.6	2949.37	3465.88	4058.36	4313.59	3728.61	2074.26	2805.58	3550.22	2552.67	3321.44	4418.68	2318.18	3015.56	2925.56	2979.3	3108.56	3263.82	3202.01	3494.28	3345.68	2151.11	4440.15	2563.95	2628.43	4688.87	3880.95	4483.41	3726.19	3429.25	2735.02	3715.58	3389.5	3228.92	2256.92	3969.29	3766.32	4101.64	2030.94	4210.27	4048	2986.02	2495.07	2976.03	4100.75	3421.37	3382.26	3297.48	2358.28	2713.52	3097.29	2879.5	2212.14	3030.02	2647.87	3307.01	3474.26	3224.5	3460.18	3277.92	3943.95	4009.7	3129	3029.68	4022.85	2773.29	3196.65	5391.39	1904.55	3244.77	3416.95	3297.66	3164.12	2814.86	1864.53	2233.56	4266.77	2751.9	3340.34	3071.34	3008.63	3465.87	2501.6	4475.5	3953.12	3326.76	3395.92	3366.88	3171.07	3904.69	2790.57	3301.82	2390.45	3452.94	3400.17	3376.02	3886.84	4454.23	3022.56	3333.9	3916.46	2942.63	3183.96	2908.49	3103.21	1845.91	2856.59	3968.72	1864.71	3142.11	4262.84	3519.51	5401.47	6066.96	6851.14	2489.87	3532.62	3283.65	2539.9	3360.68	3517.02	3077.02	3534.53	3842.21	3558.03
CDK11B	1122.69	1224.66	1123.14	1033.61	1193.59	575.138	861.731	591.228	1108.13	455.388	940.833	1220.46	884.438	1280.27	1076.98	1043.82	1100.82	410.683	735.312	829.207	993.467	1240.76	602.454	731.744	719.76	1091.17	624.848	518.147	1193.56	687.869	1233.9	676.207	998.346	1012.93	850.602	1069.02	892.688	587.544	747.863	538.01	1138.41	653.13	731.546000000001	547.34	676.652	678.331	771.991	604.374	1169.28	1349.78	1117.99	1576.7	1993.69	1065.64	1200.79	707.806	1130.3	1072.92	680.314	823.329	1081.04	1056.36	705.897	868.237	871.667	797.763999999999	1287.56	1248.25	1384.55	1161.44	763.213	934.74	783.721	1093.43	1148.08	997.901	635.479	1126.39	1031.77	567.918	1014.34	596.254	511.252	1444.61	833.939	614.074	1177.85	717.034	1240.51	1181.65	1117.28	1285.4	970.624	777.545	953.183999999999	1065.92	600.658	953.798	623.275	1093.35	1085.63	555.096	1455.74	950.175	901.87	1122.74	1044.44	1028	575.155	778.053	1018.99	847.87	604.392	1158.64	928.394	646.582	922.564	561.779	846.905	1058.54	891.606	743.741	826.099	703.691	1088.16	632.95	1071.96	844.712	1355.55	513.706	1205.32	1161.56	1568.96	1553.26	1239.01	1115.41	1079.62	947.142	893.448	908.865	1373.53	862.382	1379.27	850.004	1605.73	565.941	839.646999999999	1213.67	1085.92	1294.42	1108.24	1200.16	709.32	986.763	1370.77	937.131	958.297	1443.75	849.276	959.787	538.804	604.579	583.635	772.763	2520.35	894.45	1456.32	1140.71	1328.87	1572.74	1235.17	1652.22	1254.7	607.927	1033.62	663.193	1471.18	1304.17	1143.29	861.209	1345.25	1008.22	1496.88	1270.24	613.555	846.911	1248.69	815.968	1128.64	998.878	946.184	1206.16	1219.83	1001.14	1009.51	1418.03	653.131	1232.94	611.845	717.615	623.434	997.201	846.002	1057.54	1080.75	661.797	640	1157.78	683.105	836.529	1179.77	1092.17	1089.44	2252.15	1083.25	1200.6	569.298	1406.05	842.017	961.321	1242.57	1128.36	1132.2	965.286	1262.79	1077.59	1143.02	992.262	1240.76	733.489	585.922	1173.18	942.876	686.227	1098.6	850.422	1131.29	850.583	843.23	828.554	1018.05	1094.42	591.83	658.722	923.453	874.509	942.732	842.227	1107.37	695.506	1073.53	815.943	1327.34	750.7	898.326	1105.2	803.778	1218.5	776.069	779.284	1039.28	708.339	974.148	677.767	1205.86	1120.07	533.41	776.744	947.163	1245.24	798.332	812.466	1159.4	838.234	552.015	944.761999999999	1007.64	784.316	743.996	1131.78	928.869	874.692	648.499	521.567	596.278	1426.89	940.241000000001	846.793	870.328	1038.19	978.527	675.259	1369.01	637.378	1107.51	739.126	879.816	865.648999999999	1044.03	474.631	778.526	716.665	962.036999999999	611.136	1087.29	1090.83	707.631	904.494	797.003	739.248	1173.48	1412.71	796.272	1327.11	988.539	627.787	1072.87	1002.79	777.31	1124.34	662.596	881.539	679.399	1017.43	769.321	1319.39	801.17	1198.87	1416.78	1002.69	722.481	1371.95	724.168	620.537	907.534	1030.19	581.412	809.427	600.768	993.628	1209.13	904.710999999999	495.488	898.369	1213.21	1106.7	1107.47	1396.21	528.349	798.195	1364.29	921.095	984.138999999999	1124.1	1043.45	667.74	708.48	965.126	728.195	1491.06	1059.69	785.116	1021.87	1329.03	1521.03	1715.7	624.945	647.414	805.064	1272.68	1439.09	1453.68	967.275	505.316	648.538	1177.05	823.043	604.697	1254.25	843.3	1110.74	671.766	959.587	842.048	937.581999999999	1348.52	1282.08	918.468	580.674	1017.73	1062.42	843.667	977.727	1126.88	1078.49	1390.67	824.158	1280.17	689.246	741.926	975.505	1336.51	723.472	836.497	1676.36	647.954000000001	1133.55	1153.07	850.433	1283	1532.39	1152.28	785.659	1002.28	458.493	1030.61	1341.48	1143.83	606.872	667.603000000001	936.536	1165.81	1531.73	1007.56	712.281	690.858000000001	658.348	1255.66	568.463	937.955	578.372	1027.16	541.371	1133.68	851.688	1072.06	954.442	1274.48	1184.06	971.646	1236.45	1492.3	674.716	792.883	797.96	1286.74	1406.68	940.658000000001	660.738	673.949	1066.24	1170.17	1003.93	915.764	1103.94	1049.33	1195.66	1418.81	979.426	651.505	1155.76	1334.91	1337.84	1134.64	971.047	681.493	1138.76	1600.25	745.736	1349.84	593.769	713.384	1254.7	861.407	698.814	1437.03	1453.96	793.231	1319.4	501.539	1461.71	1298.05	1338.5	840.7	756.326	1309.2	603.969	1312.22	942.548	888.595	1059.22	988.911999999999	971.237	1372.94	1068.86	987.444	839.877	888.807	847.398	1386.67	1080.02	566.561	849.665	649.357	1471	767.379	1622.44	1411.55	1283.81	996.754	1163.18	1354.18	1366.83	1132.23
