TCGA-2W-A8YY-01	TCGA-4J-AA1J-01	TCGA-BI-A0VR-01	TCGA-BI-A0VS-01	TCGA-BI-A20A-01	TCGA-C5-A0TN-01	TCGA-C5-A1BE-01	TCGA-C5-A1BF-01	TCGA-C5-A1BI-01	TCGA-C5-A1BJ-01	TCGA-C5-A1BK-01	TCGA-C5-A1BL-01	TCGA-C5-A1BM-01	TCGA-C5-A1BN-01	TCGA-C5-A1BQ-01	TCGA-C5-A1M5-01	TCGA-C5-A1M6-01	TCGA-C5-A1M7-01	TCGA-C5-A1M8-01	TCGA-C5-A1M9-01	TCGA-C5-A1ME-01	TCGA-C5-A1MF-01	TCGA-C5-A1MH-01	TCGA-C5-A1MI-01	TCGA-C5-A1MJ-01	TCGA-C5-A1MK-01	TCGA-C5-A1ML-01	TCGA-C5-A1MN-01	TCGA-C5-A1MP-01	TCGA-C5-A1MQ-01	TCGA-C5-A2LS-01	TCGA-C5-A2LT-01	TCGA-C5-A2LV-01	TCGA-C5-A2LX-01	TCGA-C5-A2LY-01	TCGA-C5-A2LZ-01	TCGA-C5-A2M1-01	TCGA-C5-A2M2-01	TCGA-C5-A3HD-01	TCGA-C5-A3HE-01	TCGA-C5-A3HF-01	TCGA-C5-A3HL-01	TCGA-C5-A7CG-01	TCGA-C5-A7CH-01	TCGA-C5-A7CJ-01	TCGA-C5-A7CK-01	TCGA-C5-A7CL-01	TCGA-C5-A7CM-01	TCGA-C5-A7CO-01	TCGA-C5-A7UC-01	TCGA-C5-A7UE-01	TCGA-C5-A7UH-01	TCGA-C5-A7UI-01	TCGA-C5-A7X3-01	TCGA-C5-A7X5-01	TCGA-C5-A7X8-01	TCGA-C5-A7XC-01	TCGA-C5-A8XH-01	TCGA-C5-A8XI-01	TCGA-C5-A8XJ-01	TCGA-C5-A8XK-01	TCGA-C5-A8YQ-01	TCGA-C5-A8YR-01	TCGA-C5-A8YT-01	TCGA-C5-A8ZZ-01	TCGA-C5-A907-01	TCGA-DG-A2KH-01	TCGA-DG-A2KJ-01	TCGA-DG-A2KK-01	TCGA-DG-A2KL-01	TCGA-DG-A2KM-01	TCGA-DR-A0ZL-01	TCGA-DR-A0ZM-01	TCGA-DS-A0VK-01	TCGA-DS-A0VL-01	TCGA-DS-A0VM-01	TCGA-DS-A0VN-01	TCGA-DS-A1OA-01	TCGA-DS-A3LQ-01	TCGA-DS-A5RQ-01	TCGA-DS-A7WF-01	TCGA-DS-A7WH-01	TCGA-DS-A7WI-01	TCGA-EA-A1QS-01	TCGA-EA-A1QT-01	TCGA-EA-A3HQ-01	TCGA-EA-A3HR-01	TCGA-EA-A3HS-01	TCGA-EA-A3HT-01	TCGA-EA-A3HU-01	TCGA-EA-A3QD-01	TCGA-EA-A3QE-01	TCGA-EA-A3Y4-01	TCGA-EA-A410-01	TCGA-EA-A411-01	TCGA-EA-A439-01	TCGA-EA-A43B-01	TCGA-EA-A44S-01	TCGA-EA-A4BA-01	TCGA-EA-A50E-01	TCGA-EA-A556-01	TCGA-EA-A5FO-01	TCGA-EA-A5O9-01	TCGA-EA-A5ZD-01	TCGA-EA-A5ZE-01	TCGA-EA-A5ZF-01	TCGA-EA-A6QX-01	TCGA-EA-A78R-01	TCGA-EA-A97N-01	TCGA-EK-A2GZ-01	TCGA-EK-A2H0-01	TCGA-EK-A2H1-01	TCGA-EK-A2IP-01	TCGA-EK-A2PG-01	TCGA-EK-A2PI-01	TCGA-EK-A2PK-01	TCGA-EK-A2PL-01	TCGA-EK-A2PM-01	TCGA-EK-A2R7-01	TCGA-EK-A2R8-01	TCGA-EK-A2R9-01	TCGA-EK-A2RA-01	TCGA-EK-A2RB-01	TCGA-EK-A2RC-01	TCGA-EK-A2RE-01	TCGA-EK-A2RJ-01	TCGA-EK-A2RK-01	TCGA-EK-A2RL-01	TCGA-EK-A2RM-01	TCGA-EK-A2RN-01	TCGA-EK-A2RO-01	TCGA-EK-A3GJ-01	TCGA-EK-A3GK-01	TCGA-EK-A3GM-01	TCGA-EK-A3GN-01	TCGA-EX-A1H5-01	TCGA-EX-A1H6-01	TCGA-EX-A3L1-01	TCGA-EX-A69L-01	TCGA-EX-A69M-01	TCGA-EX-A8YF-01	TCGA-FU-A23K-01	TCGA-FU-A23L-01	TCGA-FU-A2QG-01	TCGA-FU-A3EO-01	TCGA-FU-A3HY-01	TCGA-FU-A3HZ-01	TCGA-FU-A3NI-01	TCGA-FU-A3TQ-01	TCGA-FU-A3TX-01	TCGA-FU-A3WB-01	TCGA-FU-A3YQ-01	TCGA-FU-A40J-01	TCGA-FU-A57G-01	TCGA-FU-A5XV-01	TCGA-FU-A770-01	TCGA-GH-A9DA-01	TCGA-HG-A2PA-01	TCGA-HM-A3JJ-01	TCGA-HM-A3JK-01	TCGA-HM-A4S6-01	TCGA-HM-A6W2-01	TCGA-IR-A3L7-01	TCGA-IR-A3LA-01	TCGA-IR-A3LB-01	TCGA-IR-A3LC-01	TCGA-IR-A3LF-01	TCGA-IR-A3LH-01	TCGA-IR-A3LI-01	TCGA-IR-A3LK-01	TCGA-IR-A3LL-01	TCGA-JW-A5VG-01	TCGA-JW-A5VH-01	TCGA-JW-A5VI-01	TCGA-JW-A5VJ-01	TCGA-JW-A5VK-01	TCGA-JW-A5VL-01	TCGA-JW-A69B-01	TCGA-JW-A852-01	TCGA-JW-AAVH-01	TCGA-JX-A3PZ-01	TCGA-JX-A3Q0-01	TCGA-JX-A3Q8-01	TCGA-JX-A5QV-01	TCGA-LP-A4AU-01	TCGA-LP-A4AV-01	TCGA-LP-A4AW-01	TCGA-LP-A4AX-01	TCGA-LP-A5U2-01	TCGA-LP-A5U3-01	TCGA-LP-A7HU-01	TCGA-MA-AA3W-01	TCGA-MA-AA3X-01	TCGA-MA-AA3Y-01	TCGA-MA-AA3Z-01	TCGA-MA-AA41-01	TCGA-MA-AA42-01	TCGA-MA-AA43-01	TCGA-MU-A51Y-01	TCGA-MU-A5YI-01	TCGA-MU-A8JM-01	TCGA-MY-A5BD-01	TCGA-MY-A5BE-01	TCGA-MY-A5BF-01	TCGA-MY-A913-01	TCGA-PN-A8MA-01	TCGA-Q1-A5R1-01	TCGA-Q1-A5R2-01	TCGA-Q1-A5R3-01	TCGA-Q1-A6DT-01	TCGA-Q1-A6DV-01	TCGA-Q1-A6DW-01	TCGA-Q1-A73O-01	TCGA-Q1-A73P-01	TCGA-Q1-A73Q-01	TCGA-Q1-A73R-01	TCGA-Q1-A73S-01	TCGA-R2-A69V-01	TCGA-RA-A741-01	TCGA-UC-A7PD-01	TCGA-UC-A7PF-01	TCGA-UC-A7PG-01	TCGA-UC-A7PI-01	TCGA-VS-A8EB-01	TCGA-VS-A8EC-01	TCGA-VS-A8EG-01	TCGA-VS-A8EH-01	TCGA-VS-A8EI-01	TCGA-VS-A8EJ-01	TCGA-VS-A8EL-01	TCGA-VS-A8Q8-01	TCGA-VS-A8Q9-01	TCGA-VS-A8QA-01	TCGA-VS-A8QC-01	TCGA-VS-A8QF-01	TCGA-VS-A8QH-01	TCGA-VS-A8QM-01	TCGA-VS-A94W-01	TCGA-VS-A94X-01	TCGA-VS-A94Y-01	TCGA-VS-A94Z-01	TCGA-VS-A950-01	TCGA-VS-A952-01	TCGA-VS-A953-01	TCGA-VS-A954-01	TCGA-VS-A957-01	TCGA-VS-A958-01	TCGA-VS-A959-01	TCGA-VS-A9U5-01	TCGA-VS-A9U6-01	TCGA-VS-A9U7-01	TCGA-VS-A9UB-01	TCGA-VS-A9UC-01	TCGA-VS-A9UD-01	TCGA-VS-A9UH-01	TCGA-VS-A9UI-01	TCGA-VS-A9UJ-01	TCGA-VS-A9UL-01	TCGA-VS-A9UM-01	TCGA-VS-A9UO-01	TCGA-VS-A9UP-01	TCGA-VS-A9UQ-01	TCGA-VS-A9UR-01	TCGA-VS-A9UT-01	TCGA-VS-A9UU-01	TCGA-VS-A9UV-01	TCGA-VS-A9UY-01	TCGA-VS-A9UZ-01	TCGA-VS-A9V0-01	TCGA-VS-A9V1-01	TCGA-VS-A9V2-01	TCGA-VS-A9V3-01	TCGA-VS-A9V4-01	TCGA-VS-A9V5-01	TCGA-VS-AA62-01	TCGA-WL-A834-01	TCGA-XS-A8TJ-01	TCGA-ZJ-A8QO-01	TCGA-ZJ-A8QQ-01	TCGA-ZJ-A8QR-01	TCGA-ZJ-AAX4-01	TCGA-ZJ-AAX8-01	TCGA-ZJ-AAXA-01	TCGA-ZJ-AAXB-01	TCGA-ZJ-AAXD-01	TCGA-ZJ-AAXF-01	TCGA-ZJ-AAXI-01	TCGA-ZJ-AAXJ-01	TCGA-ZJ-AAXN-01	TCGA-ZJ-AAXT-01	TCGA-ZJ-AAXU-01	TCGA-ZJ-AB0H-01	TCGA-ZJ-AB0I-01	TCGA-ZX-AA5X-01
BNIP3L	4421.67	3131.14	2017.88	2649.21	1076.2	2950.27	1331.95	1980.19	2035.85	1506.14	991.537	1281.01	3256.18	2644.05	2922.31	1889.92	3975.77	647.351	1708.12	1135.28	988.913	739.813	1762.37	4683.55	1085.25	1875.19	2957.15	1529.88	1852.37	1482.26	1778.91	1963.64	2172.48	2292.92	986.82	2299.26	1080.19	3016.8	4047.35	1189.43	1388.42	4313.08	2097.95	2440.91	1660.98	4623.3	3485.95	2108.44	1364.44	1285.21	2105.38	2265.57	845.206	1089.78	627.994	1896.91	968.185999999999	1059.96	2096.85	3487.06	545.006	2436.59	2207.62	1917.65	3163.92	963.951	1594.77	1174.39	4129.33	2683.42	2027.75	1412.57	1459.46	1828.48	1373.53	976.734	1971.86	2290.57	3271.18	2394.36	2280.53	1353.39	1044.05	2527.84	874.842	1868.52	1842.75	2432.08	2366.57	2644.68	1904.71	1607.99	1150.65	1190.06	4584.57	3621.47	1298.57	1388.32	1734.06	2684.06	1302.46	4221.34	1286.69	1742.13	1507.88	3779.38	1500.69	1509.88	2431.89	1489.46	830.865	1688.1	2343.38	1976.61	2021.19	598.592	2727.78	1344.14	3909.39	2788.15	2195.58	2245.94	1544.81	1575.85	2382.87	2856.8	1878.55	3426.19	2265.49	2963.5	1438.95	1384.72	1753.36	1839.01	987.627000000001	3526.18	1105.21	2422.41	2077.63	830.137	875.558	1228.52	725.206	2249.6	1010.65	2832.15	1832.17	1792.71	2614.39	4115.71	1610.28	1660.05	1703.94	1492.99	3197.45	1147.73	993.062	1735.44	1436.67	1797.11	2970.19	1531.51	2715.59	739.843	1984.2	678.971	1485.49	2200.74	4276.77	1391.16	1328.77	1886.75	2876.31	1732.56	2909.2	3497.74	1360.83	1805.83	1433.81	2035.41	3692.34	1565.13	2930.08	1823.79	1382.55	1630.22	1640.13	1701.41	929.424000000001	966.68	737.067	1610.43	5654.4	1042.24	2633.65	1363.77	1204.12	2514.06	2233.14	1801.96	2273.31	2294.09	1040.1	7450.14	2173.79	2072.86	1337.25	2181.86	1046.47	1149.35	1809.99	2769.29	3020.61	1941.44	2019.2	2063.82	2498.39	1465.22	746.392	1490.69	1606.25	3129.6	2173.49	1876.44	2095.61	2791.62	2312.75	1004.36	935.633	1015.21	1233.24	913.154	2563.75	1991.22	1270.55	1259.4	2350.34	2862.14	2010.07	1201.65	1004.21	4326.1	1929.2	3011.51	2529.25	2828.84	1595.92	2083.65	1550.39	3050.52	1684.45	2061.47	1530.52	1516.67	1777.28	1388.31	3044.33	5011.21	2088.38	1548.49	4286.15	1141.92	4011.91	2290.95	3391.71	1384.18	774.559	1196.02	1920.95	2136.04	1111.62	1575.04	847.94	1022.53	1476.08	1326.53	1920.75	4360.49	835.074	1965.96	2240.66	2517.67	2321.85	2168.88	4842.35	1790.99	2229.92	2372.16	3191.01	3888.13	4020.55	804.005	1627.72	1556.07
CDK11B	1372.88	989.569	1531.49	967.507	1251.55	591.016	1146.5	893.878	1020.86	937.306	1274.81	510.821	1578.64	753.561	1194.07	1286.71	1589.92	1303.93	2215.73	1132.66	788.803	370.352	1510.1	772.679	1117.04	923.928	1110.62	1026.06	1280.07	1269.26	899.733	744.5	1242.19	1022.65	1049.55	1328.67	916.113	748.239	1030.13	1475.95	1132.37	805.411	972.909	1193.86	1155.13	912.561	1060.02	804.532	1176.2	996.703	1500.22	723.813	1208.18	1106.01	1406.9	1846.27	1133.27	1363.73	1240.81	831.923	1295.56	849.888	1704.25	958.52	948.008	1338.42	1233.17	711.402	1222.62	1084.22	1175.8	937.887	1414.01	1091.33	995.757999999999	1563.54	1742.8	1332.2	846.971	1015.24	1204.4	1256.12	1736.88	1175.55	617.995	1163.96	599.065	1140.77	1250.5	1182.21	1219.36	1224.08	1215.65	1233.65	1222.07	1280.01	1490.23	1325.95	1002.96	1006.38	686.749	759.233	1428.66	1616.17	1083.32	894.092	1486.5	1120.35	870.469	906.057	1182.53	1274.61	1783.51	754.54	1276.81	1235.91	943.881	957.705	1168.29	900.171	1434.43	1789.44	1444.68	1305.54	842.553	719.191	1303.05	1080.09	699.692	1612.51	1724.46	1201.39	1502.35	847.841	1195.34	1485.56	1140.61	747.567	960.092	1000.67	1062.94	829.371	1196.3	1136.96	360.976	894.469	1092.35	509.783	1442.82	1410.7	1173.95	897.729	1453.88	739.424	798.434	1059.12	1278.11	940.095	1147.78	2195.37	1404.93	1514.14	1025.04	795.791	993.734	1512.23	899.973	1205.72	865.235	1339.01	1951.2	1103.97	882.143	1324.27	1137.72	1504.69	1249.24	1216.94	1314.5	1463.91	1319.6	1614.48	723.556	1302.67	888.88	1076.09	1021.88	955.315	1389.19	701.945	1979.29	983.232	1574.25	1028.31	957.082000000001	874.719999999999	851.708	1021.46	1026.6	1179.36	1247.5	1160.48	1687.31	1001.44	1241.56	1641.07	1007.75	1507.89	473.432	608.556	956.694	1180.18	958.786	937.68	779.328	1107.36	1444.99	929.164	1263.93	1357.97	1402.68	876.891	1084.36	1065.33	985.472	1367.04	1298.43	989.853	1016.83	1431.39	1305.25	1295.95	1279.79	2096.44	1494.05	1758.52	1250.01	1284	1060.77	1005.57	1207.03	713.031	1033.73	1115.01	1560.63	1772.14	687.008	1308.59	1037.66	1752.79	1494.47	682.082	1280.15	1294.83	1562.02	1588.46	598.595	878.386999999999	1872.52	745.703	1499.99	1044.41	1044.96	1285.87	816.466	1071.97	1674.28	1245.65	1642.72	1124.68	1324.19	459.188	660.246	1342.9	774.866	967.77	1202.08	1177.34	1200.91	1413.16	1963.96	1439.73	1308.05	890.904	1396.52	1267.68	958.096	614.106	733.733	1259.62	1008.4	1012.18	1243.5	1449.86
CDC25C	154.864	143.956	220.061	186.034	303.136	137.914	139.349	155.857	302.305	171.566	185.11	179.973	161.515	191.619	215.62	277.569	272.61	190.124	494.93	426.91	368.071	376.214	187.526	244.114	282.379	251.872	409.754	99.7335	170.904	303.125	389.255	84.5157	336.881	736.003	252.059	295.828	266.725	403.226	533.753	189.34	156.536	265.75	161.042	136.048	139.618	230.586	246.708	217.903	296.146	76.2446	184.692	466.916	180.321	178.995	284.064	493.218	112.536	205.522	140.015	215.145	384.287	116.098	182.055	160.191	189.187	222.222	290.914	479.268	402.933	257.823	130.605	150.136	139.189	101.691	205.719	248.467	329.551	163.039	123.4	210.897	253.468	132.194	268.172	77.0683	268.406	327.432	254.81	209.795	201.287	232.35	345.854	150.643	201.265	382.125	223.89	418.472	277.437	429.781	287.191	170.165	137.964	306.328	477.947	300.845	189.884	330.32	201.303	322.086	176.214	159.542	259.042	266.077	115.997	516.794	486.795	93.5571	141.17	167.526	471.516	404.499	300.047	885.624999999999	326.49	199.11	226.924	78.8571	400	476.416	142.747	238.56	264.918	324.885	146.584	159.826	576.142	318.709	230.439	105.273	453.673	119.918	282.788	598.438	172.88	146.315	425.444	195.061	186.812	385.041	250.633	281.41	592.924	182.183	248.36	75.7933	124.45	366.786	390.891	102.874	182.778	168.494	201.882	252.479	331.637	667.509	225.672	326.697	328.357	260.361	399.714	405.607	256.059	329.318	302.995	125.957	145.682	356.498	281.452	225.847	376.149	435.89	202.441	194.257	526.935	186.79	170.979	287.145	72.1451	429.917	262.199	270.05	612.72	278.406	192.159	160.232	180.96	267.99	226.202	189.518	231.09	182.283	115.397	345.854	389.377	268.07	136.189	307.143	308.521	344.31	198.971	185.362	409.909	282.793	179.483	264.815	333.77	428.077	458.888	84.2374	193.171	294.708	228.646	202.779	266.543	296.952	338.651	300.541	183.697	134.922	197.734	232.224	193.003	328.205	325.707	272.945	229.398	199.254	194.926	258.264	235.655	213.992	272.115	284.909	278.989	460.135	316.804	342.335	532.374	235.874	239.593	181.297	819.896000000001	195.983	287.367	286.842	388.011	148.096	224.531	418.129	222.282	194.68	733.069	289.508	239.636	69.7996	146.99	311.567	237.664	444.265	322.876	285.421	178.654	195.998	308.342	333.178	162.284	140.428	89.8594	339.783	296.78	200	293.325	202.495	397.221	491.105	284.143	114.919	150.277	246.228	178.53	263.877	393.769	83.7379	476.998	110.596
CDC34	1732.47	646.732	1115.63	999.397	845.537	1367.73	1265.68	622.684	805.483999999999	697.808	1729.83	746.955	934.312	778.872	1055.89	749.368	707.723	934.603000000001	1404.68	958.87	1367.52	1609.48	1160.73	469.84	744.405	926.756	710.766	663.495	766.309	2313.83	700.127	1521.64	1738.72	1611.79	1618.89	1115.26	950.833	705.981	409.122	822.115	752.911	540.134	750.183	1891.76	802.059	631.812	330.553	1127.88	986.703	1305.89	1431.5	1436.95	1933.07	1200.45	1312.13	1125.88	585.945	973.202	807.808	784.859	686.869	658.537	845.592	926.323	517.593	955.556	748.45	4065.85	1046.08	591.807	557.37	1052.16	1183.11	1222.67	730.063	845.557	963.577	867.125	759.598	518.435	956.484	429.858	998.899	605.851	1325.83	606.061	727.529	975.367	620.056	1568	1423.11	652.952	1010.28	3301.12	839.71	533.797	1611.45	1271.07	2237.79	1215.54	2061.26	639.991	1282.68	699.034	828.773	652.835	520.624	1465.25	555.281	999.999999999999	1032.04	1284.97	727.806	1442.64	470.818	846.779	526.434	1423.04	726.907	1013.31	1673.41	650.312	1230.95	1036.06	966.029	513.07	875.273	812.485	1126.2	623.136	1469.9	786.016	1036.58	565.336	545.685	988.678	884.168000000001	1176.8	517.947	924.833	755.575000000001	3926.84	595.342	950.780000000001	1634.91	690.379	2638.3	954.543	898.628	746.272	866.901000000001	598.569	835.718	966.028	692.172	997.453	1381.87	827.186000000001	993.055999999999	1324.03	534.923	1796.78	611.394	843.193	1245.63	688.853	871.223	2143.47	1268.33	1488.76	1719.7	1094.19	3301.83	749.425	1086.36	1428.25	1242.23	1018.51	2728.81	928.23	985.268999999999	945.977	1643.69	698.098	1171.49	3107.68	1405.76	642.001	2126.91	1013.17	2392.03	814.56	1430.78	1133.37	823.58	1205.96	1207.56	1217.64	895.97	951.448	1194.57	1294.09	1105.31	959.743999999999	683.566	682.857	1000.86	1923.51	1947.08	1310.44	695.718000000001	802.083	792.806	600.463	594.677	1072.2	1352.57	1291.64	857.837	1689.25	1246.35	673.84	863.392	606.26	1208.71	865.339	951.306	1498.29	1557.67	1473.49	539.942	742.139	1057.02	1232.24	1178.1	2100.43	844.541999999999	829.515	457.293	1004.12	842.881	595.111	530.131	1646.8	2203.21	693.953	947.842	742.767	1049.96	642.064	613.399	564.212	964.796	978.07	1293.56	888.577	1242.37	683.236	637.386	785.928	491.911	714.846	852.206	829.993	1038.31	1499.39	819.375	979.536999999999	618.095	649.369	1200.15	458.505	1493.75	465.964	474.33	1781.83	769.228	699.889	1248.48	578.192	1088.18	666.112	1212.22	1222.75	681.027	805.78	779.778	252.666	561.458	916.738	1053.36	857.403	561.743	962.877
CRIP1	10725	2050.41	897.534	1192.32	1098.7	788.788	620.414	1791.02	585.116	884.196	3150.29	510.6	617.079	1841.1	649.801	443.906	6293.79	372.517	1356.18	5408.57	19478.9	18080.5	861.33	5117.11	2008.02	606.502	1066.95	4543.59	2812.1	11825.4	14020.3	1548.61	10421.7	4461.62	2364.63	1100.67	5052.75	10154.2	5105.88	5662.79	4409.12	134.634	1031.18	2343.59	1511.18	1696.87	3571.11	2911	2324.99	5087.7	1250.14	3180.97	5404.42	5357.43	214.82	16211.6	1357.08	2176.98	716.967	1023.17	5015.49	114.146	1083.46	1574.44	419.949	8504.69	3773.79	53624.4	9975.21	769.411	1086.84	3789.32	653.378	3884.13	374.897	8027.77	6990.17	1881.25	241.621	702.152	2594.81	5538.92	515.969	1591.7	201.725	616.217	273.105	1240.3	615.718	574.363	4811.99	2385.58	16181.5	511.628	3599.95	7301.62	10176.6	1772.63	3831.71	1131.03	2373.85	1845.78	309.543	537.912	2843.28	3274.03	680.876	7194.52	2010.37	2983.74	360.317	9170.82	5948.49	275.566	967.721	9580.94	4515.75	161.398	1837.74	8952.21999999999	1859.39	2393.12	1806.95	2377.97	2104.02	1199.83	1348	16323.6	2999.23	188.518	7236.72	514.471	3449.97	774.182	3498.73	2865.27	10526.7	2557.01	612.688	1014.66	4243.98	48619	707.123	1429.53	74079.9000000001	2515.96	144.733	1458.43	992.998999999999	413.017	448.15	418.347	3906.38	2159.88	1554.53	4738.16	4754.86	2285.87	1915.56	701.894	514.48	499.414	774.489	957.591	3596.62	1161.46	4985.87	1365.56	15124.5	697.701	600.078	1677.7	124.465	502.341	3343.02	399.368	426.586	1635.19	997.279	690.431	1397.73	836.015	7296.42	3400.92	2611.72	2807.18	715.902	4826.99	273.927	1724.91	4785.48	1514.51	525.169	445.373	1655.23	1855.09	1376.84	10391.1	2860.2	480.835	405.597	4468.62	1472.95	364.135	2375.08	9210.48	8821.46	2501.68	13921.3	385.698	12715.8	3437.89	563.507	8659.62	411.867	1858.03	5590.14	3088.07	2315.76	4911.23	1786.98	383.548	9350.51	320.017	2889.22	2107.02	2195.96	2236.11	10254.9	617.345	4377.26	3486.21	7071.53	2011.97	899.449	2229.86	1449.27	1815.53	733.246	1179.31	739.68	2153.12	3552.04	121.429	3120.23	1893.02	896.283	683.648	4237.93	1413.83	1361.08	2051.13	456.274	5390.35	686.613	271.627	6496.83	2515.11	2149.44	10761.9	6168.35	17071.4	922.598999999999	686.938	2430.02	1018.53	296.967	5059.24	4056.19	11013.3	546.155	919.364	185.005	8418.98	937.140000000001	1151.6	367.959	493.452	627.067	2489.89	837.722	352.599	2163.3	1999.5	2937.67	2296.37	5036.01	554.416	1036.66	5049.53	815.711	441.141	1435.23	631.091
CRY2	693.491	460.06	438.55	786.151	472.243	337.343	560.059	453.578	420.253	438.392	247.242	440.235	349.305	776.038	321.797	632.694	497.728	291.943	364.072	362.488	574.834	259.714	383.549	526.861	360.691	440.957	383.503	311.762	519.602	492.029	497.247	466.454	414.312	540.971	364.086	579.503	712.387	913.978999999999	430.06	361.64	561.772	487.688	393.25	297.915	507.122	436.308	661.106	358.568	435.429	235.222	491.958	278.711	207.035	400.339	328.593	601.736	732.194	605.745	520.646	329.857	122.11	442.927	203.964	767.679	551.159	422.222	401.456	575.61	578.011	360.515	569.633	309.959	287.838	533.926	523.979	328.828	316.053	458.19	233.699	540.581	530.165	711.567	175.11	762.189	477.072	411.547	606.743	653.093	669.221	572.049	506.99	513.034	500.593	429.832	431.049	465.762	273.347	331.699	346.927	249.575	752.05	485.525	219.326	503.925	502.073	322.514	518.65	360.801	497.038	379.29	348.26	376.206	343.802	282.863	708.184	211.37	191.226	340.449	507.089	230.73	528.565	262.5	300.039	647.677	474.416	397.047	326.546	616.053	454.021	284.49	689.836	502.439	511.296	389.267	332.487	307.671	480.082	318.827	450.751	495.162	521.856	485.82	377.808	419.043	817.16	342.935	324.247	423.168	460.935	459.877	389.599	453.481	549.791	787.084	442.392	638.818	315.88	532.261	675.833	850.449	336.882	389.807	734.074	514.968	520.932	411.568	799.154	452.163	551.823	224.905	281.079	513.706	331.777	527.607	764.73	208.032	329.233	621.706	306.748	437.321	398.148	413.793	435.263	275.459	293.691	260.434	827.321	306.931	359.372	167.764	449.454	435.809	392.546	337.541	436.013	412.407	436.703	423.679	482.319	845.4	459.449	523.591	460.387	439.616	566.832	591.905	776.437	383.131	481.346	576.739	550.933	203.318	397.902	774.726	308.464	438.615	586.077	363.114	857.837	349.944	479.167	404.113	884.893	437.809	573.735	400.416	296.912	539.215	809.475	414.714	603.499	2113.02	305.344	379.09	276.056	535.446	614.288	600	341.218	289.829	470.093	259.586	1119.26	432.506	427.19	383.256	363.909	452.83	359.755	388.75	625.58	321.363	505.37	157.018	381.706	362.871	495.682	363.06	519.55	674.963	382.204	977.362	668.485	1006.91	258.014	399.729	548.665	721.594	320	655.68	835.863999999999	376.692	424.827	811.122	349.111	377.551	362.924	582.587	593.125	259.043	342.315	585.031	427.865	219.494	461.962	687.5	235.457	127.137	275.763	471.819	476.301	271.845	671.913	505.027
MAPK14	1064.74	1647.59	1479.52	1831.71	1151.65	1864.81	1659.47	1835.45	1905.01	1666.15	951.687	2164.19	1602.4	1984.55	1138.54	1348.73	1261.48	2672.74	815.849	1428.89	924.058	857.055	1576.43	1055.14	1329.77	1404.71	1752.54	1866.01	1220.67	1110	1009.74	944.418	1339.82	1032.63	1549.15	1573.58	1296.27	1369.96	2797.38	1182.62	1536.22	1718.26	1104.55	2310.82	1308.33	1448.91	1644.42	932.992	701.826	1191.12	955.075	2081.15	1428.47	875.212	1258.61	1167.66	1385.57	1395.03	982.357000000001	1615.3	1588.78	841.463	872.718	1552	1726.33	1216.3	802.912	585.366	1147.76	1423.33	1548.86	1626.48	929.73	1091.17	1385.59	1655.66	1268.84	1012.22	1049.97	1539.7	1076.73	1048.43	1132.16	2423.09	2059.95	1652.15	1890.62	1429.42	1474.66	1666.38	1033.85	980.5	820.087	5232.96	1464.63	1377.88	2416.5	797.147	908.099	1591.04	1456.34	1202.32	1145.95	1416.11	1354.06	1727.2	700.217	1439.98	1735.93	1152.92	1707.54	997.187	1365.58	988.946999999999	850.016	2223.28	1126.55	2684.68	928.601	1849.96	1030.4	1192.5	1091.2	748.368	1920.26	2215.89	1856	961.981	1205.85	867.866	876.59	1966.18	1282.68	1397.82	1043.46	1525.33	504.596	1543.38	1410.68	1397.43	1077.61	1321.82	2833.7	1641.74	982.249	871.013	1947.73	1669.4	1785.49	1192.94	1110.99	1912.82	1281.75	1412.71	1919.96	1239.43	1188.92	1925.81	1576.94	1130.11	1321.12	1293.53	1259.76	1245.55	1157.47	1344.57	1241.33	1801.46	658.184	1604.39	994.918	1460.31	1646.05	2156.87	642.857	1061.37	1301	1520.7	816.839	1034.45	2080.39	1378.93	1255.27	579.273	2093.47	975.793	1706.3	3753	831.414	1684.62	1024.2	1323.17	1768.63	2210.16	1522.25	1628.78	920.51	1937.63	1709.7	1875.64	1119.35	1089.33	926.087	1593.78	2108.32	1501.43	1048.78	1456.27	884.152	2311.09	1114.28	1438.66	1792.43	1062.88	1669.72	1288.53	1120.04	1231.65	1249.89	1678.96	1733.33	1757.05	1149.21	1314.25	1038.97	1651.31	1539.98	1529.43	2077.24	916.153	1065.31	1450.17	902.837	1097.37	1543.15	2034.91	1592.66	1182.52	1350.85	886.537	1623.42	2005.21	2117.57	1408.37	1116.75	1209.3	1423.86	1505.66	1829.55	2061.99	1315.26	2219.11	2185.88	1598.25	1129.64	2369.54	1257.34	1580.41	1339.58	1037.34	1304.35	1319.55	1370.42	1885.28	1408.13	1703.85	2024.45	1232.09	1618.1	1231.42	2449.65	1055.92	2683.43	1242.57	2479.84	1445.58	1421.48	677.07	2047.87	1077.13	1458.05	1375.88	1673.58	1283.89	1186.07	1177.42	1047.78	1142.63	1336.21	1692.14	1107.06	1984.83	2151.94	1410.67
