TCGA-2K-A9WE-01	TCGA-2Z-A9J1-01	TCGA-2Z-A9J2-01	TCGA-2Z-A9J3-01	TCGA-2Z-A9J5-01	TCGA-2Z-A9J6-01	TCGA-2Z-A9J7-01	TCGA-2Z-A9J8-01	TCGA-2Z-A9J9-01	TCGA-2Z-A9JD-01	TCGA-2Z-A9JE-01	TCGA-2Z-A9JG-01	TCGA-2Z-A9JI-01	TCGA-2Z-A9JJ-01	TCGA-2Z-A9JK-01	TCGA-2Z-A9JL-01	TCGA-2Z-A9JM-01	TCGA-2Z-A9JN-01	TCGA-2Z-A9JO-01	TCGA-2Z-A9JP-01	TCGA-2Z-A9JQ-01	TCGA-2Z-A9JR-01	TCGA-2Z-A9JS-01	TCGA-2Z-A9JT-01	TCGA-4A-A93W-01	TCGA-4A-A93X-01	TCGA-4A-A93Y-01	TCGA-5P-A9JU-01	TCGA-5P-A9JV-01	TCGA-5P-A9JW-01	TCGA-5P-A9JY-01	TCGA-5P-A9JZ-01	TCGA-5P-A9K0-01	TCGA-5P-A9K2-01	TCGA-5P-A9K3-01	TCGA-5P-A9K4-01	TCGA-5P-A9K6-01	TCGA-5P-A9K8-01	TCGA-5P-A9K9-01	TCGA-5P-A9KA-01	TCGA-5P-A9KC-01	TCGA-5P-A9KE-01	TCGA-5P-A9KH-01	TCGA-A4-7286-01	TCGA-A4-7287-01	TCGA-A4-7288-01	TCGA-A4-7583-01	TCGA-A4-7584-01	TCGA-A4-7585-01	TCGA-A4-7732-01	TCGA-A4-7734-01	TCGA-A4-7828-01	TCGA-A4-7915-01	TCGA-A4-7996-01	TCGA-A4-7997-01	TCGA-A4-8098-01	TCGA-A4-8310-01	TCGA-A4-8311-01	TCGA-A4-8312-01	TCGA-A4-8515-01	TCGA-A4-8516-01	TCGA-A4-8517-01	TCGA-A4-8518-01	TCGA-A4-8630-01	TCGA-A4-A48D-01	TCGA-A4-A4ZT-01	TCGA-A4-A57E-01	TCGA-A4-A5DU-01	TCGA-A4-A5XZ-01	TCGA-A4-A5Y0-01	TCGA-A4-A5Y1-01	TCGA-A4-A6HP-01	TCGA-A4-A772-01	TCGA-A4-A7UZ-01	TCGA-AL-3466-01	TCGA-AL-3467-01	TCGA-AL-3471-01	TCGA-AL-3472-01	TCGA-AL-3473-01	TCGA-AL-7173-01	TCGA-AT-A5NU-01	TCGA-B1-5398-01	TCGA-B1-7332-01	TCGA-B1-A47M-01	TCGA-B1-A47N-01	TCGA-B1-A654-01	TCGA-B1-A655-01	TCGA-B1-A656-01	TCGA-B1-A657-01	TCGA-B3-3925-01	TCGA-B3-3926-01	TCGA-B3-4103-01	TCGA-B3-4104-01	TCGA-B3-8121-01	TCGA-B3-A6W5-01	TCGA-B9-4113-01	TCGA-B9-4114-01	TCGA-B9-4115-01	TCGA-B9-4116-01	TCGA-B9-4117-01	TCGA-B9-4617-01	TCGA-B9-5155-01	TCGA-B9-5156-01	TCGA-B9-7268-01	TCGA-B9-A44B-01	TCGA-B9-A5W7-01	TCGA-B9-A5W8-01	TCGA-B9-A5W9-01	TCGA-B9-A69E-01	TCGA-B9-A8YH-01	TCGA-B9-A8YI-01	TCGA-BQ-5875-01	TCGA-BQ-5876-01	TCGA-BQ-5877-01	TCGA-BQ-5878-01	TCGA-BQ-5879-01	TCGA-BQ-5880-01	TCGA-BQ-5881-01	TCGA-BQ-5882-01	TCGA-BQ-5883-01	TCGA-BQ-5884-01	TCGA-BQ-5885-01	TCGA-BQ-5886-01	TCGA-BQ-5887-01	TCGA-BQ-5888-01	TCGA-BQ-5889-01	TCGA-BQ-5890-01	TCGA-BQ-5891-01	TCGA-BQ-5892-01	TCGA-BQ-5893-01	TCGA-BQ-5894-01	TCGA-BQ-7044-01	TCGA-BQ-7045-01	TCGA-BQ-7046-01	TCGA-BQ-7048-01	TCGA-BQ-7050-01	TCGA-BQ-7051-01	TCGA-BQ-7053-01	TCGA-BQ-7055-01	TCGA-BQ-7058-01	TCGA-BQ-7059-01	TCGA-BQ-7060-01	TCGA-BQ-7061-01	TCGA-BQ-7062-01	TCGA-DW-5560-01	TCGA-DW-5561-01	TCGA-DW-7834-01	TCGA-DW-7836-01	TCGA-DW-7837-01	TCGA-DW-7838-01	TCGA-DW-7839-01	TCGA-DW-7840-01	TCGA-DW-7841-01	TCGA-DW-7842-01	TCGA-DW-7963-01	TCGA-DZ-6131-01	TCGA-DZ-6132-01	TCGA-DZ-6133-01	TCGA-DZ-6134-01	TCGA-DZ-6135-01	TCGA-EV-5901-01	TCGA-EV-5902-01	TCGA-EV-5903-01	TCGA-F9-A4JJ-01	TCGA-F9-A7Q0-01	TCGA-F9-A7VF-01	TCGA-F9-A8NY-01	TCGA-F9-A97G-01	TCGA-G7-6789-01	TCGA-G7-6790-01	TCGA-G7-6792-01	TCGA-G7-6793-01	TCGA-G7-6795-01	TCGA-G7-6796-01	TCGA-G7-6797-01	TCGA-G7-7501-01	TCGA-G7-7502-01	TCGA-G7-A4TM-01	TCGA-G7-A8LB-01	TCGA-G7-A8LC-01	TCGA-G7-A8LD-01	TCGA-G7-A8LE-01	TCGA-GL-6846-01	TCGA-GL-7773-01	TCGA-GL-7966-01	TCGA-GL-8500-01	TCGA-GL-A4EM-01	TCGA-GL-A59R-01	TCGA-GL-A59T-01	TCGA-GL-A9DC-01	TCGA-GL-A9DD-01	TCGA-GL-A9DE-01	TCGA-HE-7128-01	TCGA-HE-7129-01	TCGA-HE-7130-01	TCGA-HE-A5NF-01	TCGA-HE-A5NH-01	TCGA-HE-A5NI-01	TCGA-HE-A5NJ-01	TCGA-HE-A5NK-01	TCGA-HE-A5NL-01	TCGA-IA-A40U-01	TCGA-IA-A40X-01	TCGA-IA-A40Y-01	TCGA-IA-A83S-01	TCGA-IA-A83T-01	TCGA-IA-A83V-01	TCGA-IA-A83W-01	TCGA-IZ-8195-01	TCGA-IZ-8196-01	TCGA-IZ-A6M8-01	TCGA-IZ-A6M9-01	TCGA-J7-6720-01	TCGA-J7-8537-01	TCGA-J7-A8I2-01	TCGA-KV-A6GD-01	TCGA-KV-A6GE-01	TCGA-KV-A74V-01	TCGA-MH-A55W-01	TCGA-MH-A55Z-01	TCGA-MH-A560-01	TCGA-MH-A561-01	TCGA-MH-A562-01	TCGA-MH-A854-01	TCGA-MH-A855-01	TCGA-MH-A856-01	TCGA-MH-A857-01	TCGA-O9-A75Z-01	TCGA-P4-A5E6-01	TCGA-P4-A5E7-01	TCGA-P4-A5E8-01	TCGA-P4-A5EA-01	TCGA-P4-A5EB-01	TCGA-P4-A5ED-01	TCGA-P4-AAVK-01	TCGA-P4-AAVL-01	TCGA-P4-AAVM-01	TCGA-P4-AAVO-01	TCGA-PJ-A5Z8-01	TCGA-PJ-A5Z9-01	TCGA-Q2-A5QZ-01	TCGA-SX-A71R-01	TCGA-SX-A71S-01	TCGA-SX-A71U-01	TCGA-SX-A71V-01	TCGA-SX-A7SL-01	TCGA-SX-A7SM-01	TCGA-SX-A7SN-01	TCGA-SX-A7SO-01	TCGA-SX-A7SP-01	TCGA-SX-A7SQ-01	TCGA-SX-A7SR-01	TCGA-SX-A7SS-01	TCGA-SX-A7SU-01	TCGA-UN-AAZ9-01	TCGA-UZ-A9PJ-01	TCGA-UZ-A9PK-01	TCGA-UZ-A9PL-01	TCGA-UZ-A9PM-01	TCGA-UZ-A9PN-01	TCGA-UZ-A9PO-01	TCGA-UZ-A9PP-01	TCGA-UZ-A9PQ-01	TCGA-UZ-A9PR-01	TCGA-UZ-A9PS-01	TCGA-UZ-A9PU-01	TCGA-UZ-A9PV-01	TCGA-UZ-A9PX-01	TCGA-UZ-A9PZ-01	TCGA-UZ-A9Q0-01	TCGA-UZ-A9Q1-01	TCGA-V9-A7HT-01	TCGA-WN-A9G9-01	TCGA-WN-AB4C-01	TCGA-Y8-A894-01	TCGA-Y8-A895-01	TCGA-Y8-A896-01	TCGA-Y8-A897-01	TCGA-Y8-A898-01	TCGA-Y8-A8RY-01	TCGA-Y8-A8RZ-01	TCGA-Y8-A8S0-01	TCGA-Y8-A8S1-01
BNIP3L	3648.13	1942.76	2241.22	1432.86	2633.73	1996.5	2833.44	3425.38	4352.28	2674.27	2516.79	2983.82	2672.8	4643.04	7083.83	2028.57	1752.8	1127.57	1870.46	4125.8	1783.87	2152.86	2826.44	1521.23	2560.21	7028.42	2672.85	4435.17	3116.24	3447.8	2744.05	2535.53	1971.48	2118.81	1880.27	4550.83	2589.32	767.097	2560.11	2584.17	3586.4	2684.85	719.778	3670.77	3435.38	3346.94	3586.07	3191.47	3329.58	2509.89	2352.54	4897.65	3514.5	3763.42	4210.87	2100.3	2080.84	2421.58	947.073	3212.42	1786.47	2096.96	3887.06	4904.17	2463.82	2010.73	4340.89	2787.61	3021.64	3263.84	1225.23	1832.36	2080.56	2793.16	2700.22	2632.93	3382.99	2087.05	7103.1	3533.49	2142.54	2310.94	2226.52	2897.44	1524.87	2126.47	3110.82	2625.87	3249.62	2875.06	2619.89	3224.16	2165.83	3895.63	2127.94	2601.72	2344.17	4206.6	2234.81	3591.19	2324.85	4012.09	3174.91	2361.21	3711.82	2711.7	2630.41	5205.92	2379.45	2926.2	4137.29	2121.16	6314.7	2608.57	3868.77	6154.95	3034.2	2223.82	4286.27	1171.3	2779.57	2696.49	3734.08	3345.03	1648.39	2052.38	3454.22	1735.19	6965.87	3827.6	3219.15	3737.84	4529.69	3058.32	4206.71	1960.53	3399.92	1830.74	789.022	3124.46	2735.63	2397.05	3905.09	2460.26	1070.61	1908.64	2610.89	3554.81	2427.79	4869.1	4182.58	1810.78	2152.76	3703.38	2120.14	1613.1	3107.58	2331.95	2672.86	3463.47	2399.7	3216.47	2877.65	3520.38	1331.48	2613.65	1820.05	4713.16	5906.52	3298.81	4106.61	2503.55	1182.03	2137.77	2728.55	5201.97	3931.79	2326.48	1970.53	1298.71	996.535999999999	2620.16	3247.53	3755.03	4625.77	2963.5	2424.9	2058.9	3067.37	3860.1	2266.87	4085.16	2935.66	3293.65	3356.17	2683.25	2954.94	1697.54	2069.59	2834.3	2256.3	2445.55	2265.38	2615.85	2257.76	1945.57	2665.95	1985.35	7115	2661.39	1800.91	1755.31	3241.31	2270	1169.07	2779.95	1564.22	2883.31	2611.89	1893.42	2115.66	2752.4	2025.95	2273.45	2756.82	3400.77	879.358	2267.46	2538.7	3690.04	4926.74	3579.07	4402.49	1975.4	2128.65	3192.96	2494.19	3753.03	3419.9	2372.09	1506.98	1368.94	2197.19	3648.07	2694.45	2480.54	2803.05	2385.54	1230.47	2195.74	2713.53	2750.96	1976.68	1831.23	1723.55	3244.66	2382.38	1718.8	2833.49	3305.36	2238.57	2233.18	4709.51	2729.45	3992.08	2687.16	4303.94	1975.38	2259.89	2158.77	3160.49	3662.54	3258.69	2168.42	2611.75	3259.42	3745.55	2764.08	2226.26	1859.73	2605.47	2818.4	1420.71
CDK11B	821.004	982.158	880.741	1330.87	1044.95	790.155	1332.17	533.536	893.284	693.205	1062.76	799.314	681.458	958.167	895.719	1000.03	1173.91	680.753	886.002	909.502999999999	276.842	1055.86	808.022	911.947	1007.1	728.885	854.949	1015.96	857.981000000001	923.632	1202.61	1179.11	880.236	1075.9	521.009	547.857	721.512	433.6	627.662	873.451	779.055	907.078	444.529	819.092	906.482	706.876	629.583	716.71	548.911	1028.5	756.861	830.128	909.875	759.673	662.26	415.237	908.958999999999	1025.21	976.795	1037.42	926.673	789.574	577.687	642.429	621.066	792.795	747.952	919.717	336.553	526.814	549.97	945.293	1090.3	1339.52	362.6	522.191	938.978000000001	987.144	425.024	784.625	987.141	657.207	873.621	1155.73	1199.53	1178.64	477.08	741.744	858.43	612.672	345.983	662.434	670.838	852.268	1101.44	771.885	545.18	682.58	577.533	719.157	928.821	815.242	618.905	753.723	1071.89	853.731	498.904	771.814	503.213	1074.53	688.977	443.531	719.266	464.595	902.407	577.049	710.476	845.158	505.141	604.854	555.248	532.481	655.33	814.75	638.756	1182.82	514.942	632.574	709.032	839.097	792.302	414.73	794.796	760.721	596.493	880.754	648.754	847.053	413.568	1146.62	740.384	707.607	719.76	1097.73	1323.28	1258.03	867.534	841.401999999999	832.423	656.759	903.225	925.742	1204.62	831.53	587.688	818.303	812.415	611.002	670.261	858.096	866.401	888.378	829.904	622.496	783.906	1191.54	717.997	538.866	583.51	868.342	824.413	706.316	1072.93	1019.15	473.124	546.325	797.914	1289.56	1241.46	686.091	521.157	971.938000000001	855.382	683.985	603.47	441.103	702.464	862.278	987.879	890.367	788.15	759.293	591.312	849.223	1122.2	725.679	718.83	1102.12	913.28	461.233	802.319	856.251	933.161	695.082	707.087	891.625	884.182	961.503000000001	615.05	773.847	1057.24	988.501999999999	832.154	597.045	1775.36	882.887	885.686	965.863999999999	730.066	1186.88	764.339	1023.35	1252.46	1217.69	872.485	827.663	748.812	1195.58	1170.37	656.767	952.952	806.444	715.926	889.852	809.799	1227.67	704.191	628.49	520.197	835.394	581.123	1637.63	861.455	856.023999999999	1006.16	1198.65	1201.59	1025.61	767.849	998.731	885.506	702.154	1130.44	1339.02	717.902	771.453	925.124	949.976	822.016000000001	676.851	830.424	1062.39	573.47	843.812	678.993	655.843	1058.52	996.872	1294.2	1427.62	550.84	887.385	987.156	984.863	690.507	968.269	1042.68	994.585	1046.62	878.495	485.092	971.245	703.164
CDC34	926.159	1246.93	1990.96	1154.18	1635.29	1577.71	1147.54	1002.67	668.287	1136.41	1575.21	913.472	1404.27	534.683	1276.54	848.917	1214.04	541.096	1224.31	1709.19	1834.27	1038.33	749.149	2748.17	1392.46	1423.7	1018.23	1431.12	851.845	1342.69	1168.76	1170.61	1047.32	1220.02	1161.92	1213.71	1117.54	829.677	846.537	931.926	651.685	1355.73	749.353	932.308	1556.01	1000.08	1017.23	710.183	1105.31	935.089	719.873	759.468	1165.42	539.217	530.466	1020.26	903.379	659.333	817.045	797.485	1034.25	871.663	1056.81	741.719	1286.18	747.914	1423.2	1004.81	650.523	1156.68	587.657	2404.69	971.528	1090.03	717.426	421.955	572.083	1195.54	892.52	1747.96	818.751	911.124	692.707	1862.94	1368.58	2464.05	738.385	1703.67	881.523000000001	540.24	538.495	433.11	1188.36	555.738	936.397	703.634	1254.01	791.014	716.826	405.433	933.647	593.83	806.505	648.331	1197.04	1196.45	1040.34	986.01	1122.05	751.279	1144.73	633.719	313.219	755.508	911.071000000001	1514.1	1368.03	2033.72	1127.43	580.25	845.522	2002.74	1434.55	1543.17	1701.11	1718.64	1410.01	615.427	855.326	1567.52	1701.66	1283.06	1022.12	764.817	1152.32	1035.96	904.272	740.021	823.899	1725.08	770.676	654.831	1170.21	815.188	2566.36	1139.86	849.898	1048.85	907.002	522.779	769.03	1429.73	1120.6	726.313	1061.64	1157.91	690.892	594.303	614.378	757.16	672.886	1094.88	822.136	1643.82	1337.54	2479.01	1604.29	868.796	914.935	1026.19	871.1	1562.25	2300.74	2506.71	918.154	802.373	684.726000000001	993.796	1504.78	2041.67	1002.98	921.070999999999	918.367	1242.78	870.399	933.223	1052.7	921.036	983.684	1051.53	1020.09	1134.33	516.83	819.502	1009.07	744.585	760.364	1546.88	1235.82	1184.97	1015.97	1153.65	1462.66	1016.8	1052.58	1451.08	1319.75	1023.23	867.813	564.195	2105.1	2306.97	862.171000000001	709.889	1820.32	959.9	1698.41	1555.42	867.028	1525.83	1580.19	1292.69	2869.04	2277.25	1046.03	1473.56	849.528	1064.52	2268.07	754.131	2180.95	1999.15	865.457	1306.72	1195.34	1473.22	930.294999999999	1672.88	897.711	1011.63	2174.86	1318.17	783.093	957.911	845.779	1219.53	1221.78	1239.7	970.149	1066.58	701.747	949.052	1183.67	977.460000000001	903.304	956.003	771.108	1850.49	1135.96	568.406	964.614999999999	1210.19	664.804	900.451	698.718	856.149	895.105	1022.32	1107.52	1696.38	715.638	679.628	1140.28	1569.47	881.969	1107.36	1093.65	777.932	1213.69	1194.19	1980.45	770.646	1500.71
CRIP1	1023.76	11329.9	317.165	7584.15	469.804	3122.94	5796.33	60.7679	3087.51	3359.96	8559.34	2028.49	307.827	1061.12	935.065	1689.1	4014.14	98.4589	244.986	1777.65	22207.2	2549.46	2790.07	16265	2517.75	22.3	1237.35	104.133	2081.16	218.817	975.314	191.198	2033.06	242.024	142.531	1874.96	3971.02	105.806	280.886	2264.91	98.2137	718.215	57.671	206.154	1102.38	1576.47	148.231	1808.09	170.418	6725.47	2663.58	2655.58	272.048	692.762	124.466	183.3	2235.97	288.148	623.659	2858.83	5241.19	4525.06	339.493	125.215	925.658	1764.6	217.109	1593.26	527.296	15.1995	133.702	10915	3752.78	2726.42	68.8117	279.159	1736.42	2418.95	2039.42	335.818	3167.65	231.733	1570.23	827.04	7416.19	5598.67	61.9381	3744.8	451.855	795.909	63.7923	1358.39	329.787	331.147	763.235	1603.6	2370.18	3215.45	193.262	123.653	3004.3	3086.2	1289.41	2637.52	296.182	6510.99	176.74	466.007	638.812	3133.03	57.5493	54.6034	140.919	280.836	144.911	122.189	396.283	770.445	1400.53	128.627	83.09	90.011	172.759	626.36	482.868	1306.54	320.149	244.393	1354.47	150.943	487.825	195.475	481.956	101.47	241.887	46.9298	60.9177	133.748	225.843	682.972	1450.8	207.517	183.889	2785.25	3072.36	16018.3	4179.31	2457.9	4874.18	329.829	3255.98	2243.51	6336.91	3543.75	650.177	99.1965	298.001	1221.23	2261.79	472.421	704.022	2708.4	1869.52	124.195	124.811	253.862	372.641	186.581	778.262	311.027	1542.72	95.1849	989.402999999999	406.305	2195.95	109.641	1451.04	2915.08	7663.81	161.972	254.209	1412.26	3926.27	1578.74	97.0092	153.878	314.229	1695.15	289.474	907.006	930.963	68.0421	1229.65	2267.44	474.559	294.231	843.703	1310.27	6240.07	249.518	1600	354.053	262.565	885.013	778.735	1258.47	630.563	4679.03	52.7564	876.582	1145.53	9585.76	1130.2	354.945	410.159	2916.79	5658.55	4340.44	2434.83	1262.1	3447.28	719.833	9748.34	18704.1	197.963	1064.37	64.4171	2423.85	291.645	727.932	113.553	2181.9	109.222	750.683	3348.46	2006.6	67.0241	45.6664	340.907	2932.82	747.42	8301.38	2258.7	862.576	532.913	3388.64	113.431	6449.59	145.742	479.805	3081.67	1777.61	2951.17	3482.68	130.343	2302.42	1359.26	6354.54	849.374	609.996	3159.07	7348.1	964.64	1885.88	52.4133	2314	313.491	3338.21	3459.76	7479.11	34.9794	332.273	1563.71	251.579	1430.84	46.8887	1311.1	1110.34	1753.49	1614.25	53.9404	1590.22	657.857
CRY2	1149.61	1231.57	787.958	729.642	856.471	1075.46	864.351	782.638	1431.56	1834.02	1337.6	1008.44	1093.38	771.654	1064.03	1421.54	1141.88	1005.14	2122.8	1355.76	1833.15	1399.43	1649.62	1121.52	1619.37	1015.3	1099.82	1423.83	1513.69	1011.6	832.106	1347.69	1298.2	599.56	811.859	923.466	1412.6	855.807	471.468	1670.18	798.474	1296.66	4446.95	1247.69	315.763	2567.3	1602.74	2022.19	1163.99	1189.49	1373.68	763.049999999999	528.185	1632.83	957.427000000001	1386.86	1319.44	1064.58	1497.92	1381.22	1462.03	2052.93	757.7	1443.92	1974.34	1256.85	1096.57	930.806	1258.06	1236.73	2206.99	1421.31	1259.38	936.617	467.665	2422.38	1402.7	2016.72	1733.49	1513.46	1983.9	1438.49	1576.22	813.52	975.209	1361.55	1575.94	1629.83	1132.63	1475.77	1712.27	1148.99	381.727	1045.9	1033.82	1766.95	908.973	925.8	1395.39	2326.56	1241.67	1684.8	1459.67	1734.5	2341.13	1680.14	1515	1125.09	1820.7	1621.25	1460	1109.21	673.213	1032.09	2489.46	725.595	1150.93	754.663	686.898	1275.15	2413.09	2133.37	705.778	1299.36	489.193	990.662	1779.96	979.24	928.066	669.256	577.041	1656.13	1401.63	1444.29	2717.31	2486.84	1358.19	2484.97	1726.7	2531.27	1644.24	1192.84	1712.17	1566.41	2767.82	1137.37	2127.31	2037.33	1316.74	998.557	2420.41	2317.63	1153.14	2230.24	775.815	2882.57	1232.31	1511.14	1377.9	2006.31	1519	2580.97	1920.44	610.375	1373.42	1382.92	667.967	1419.26	766.907	1458.83	1864.78	1256.25	1341.92	758.319	1875.45	1120	1435.7	1286.16	393.846	428.404	384.052	1819.24	1356.48	1506.56	972.393	1365.82	1071.15	1610.36	983.684	1172.9	965.997	2188.32	1135.92	1819.08	325.945	977.053000000001	1742.17	1155.13	1474.75	933.526	1098.32	1117.85	4368.72	542.636	1109.63	1615.91	1258.98	1083.09	2675.76	1979.66	1309.25	1493.82	1229.86	744.358	385.14	1235.09	1113.82	1330.82	1761.49	1449.7	1487.54	1772.44	1146.65	1427.27	3225.25	1010.73	1813.19	1799.51	1435.67	877.066	965.568	491.271	2147.77	1057.41	1759.67	1525.31	966.040999999999	1657.04	902.961	1528.42	1429.27	1677.95	1991.51	1134.89	1203.02	1070.2	1340.29	1049.46	2158.47	1035.51	1096.71	1262.43	1147.23	1237.49	1080.93	1674.12	1212.03	2553.48	1554.54	1049.25	1499.38	1792.05	1763.95	1687.48	1184.77	1223.12	1773.15	1641.79	1599.6	1775.3	1923.87	769.648	1145.43	900	3059.77	1421.56	1321.61	1901.2	832.402	1277.53	945.194	1833.66	1162.14
MAPK14	1325.8	1142.36	1101.41	944.264	934.118	1087.96	776.648	1761.94	1078.16	1456.43	985.365	1354.56	959.825	1467.94	1386.98	1216.63	1074.11	1480.31	965.854999999999	837.332	985.442	1296.26	1349.9	787.701	839.102	1452.12	1327.33	574.149	1468.83	981.24	882.344	1038.67	1204.79	883.387999999999	1163.63	1240.79	1126.68	1225.81	1275.9	1493.4	1455.48	1070.33	709.427	893.846	1313.74	1539.45	1564.2	1426.46	1743.17	1061.44	1476.48	1120.27	2118.56	1616.52	1810.05	1540.02	1284.35	1097.23	1202.87	1538.58	1259.42	1424.82	1148.53	1356.56	1291.45	1237.19	1254.05	1263.54	1457.52	1522.99	1946.59	873.9	1249.65	1148.7	1199.11	1367.07	1142.33	996.141	2074.46	1381.98	1245.3	1699.49	1351.31	999.999999999999	935.807	572.667	1512.96	1226.46	1356.62	2004	1148.7	1672.04	1282.23	1420.22	1150.74	1663.17	1237.1	1362.49	1573.81	1625.85	806.25	1514.63	1714.57	1194.28	1806.03	1540.07	1648.59	1012.84	754.771	1346.96	1258.58	1768.43	1773.33	1811.41	1697.05	1899.65	1133.09	796.27	1396.08	1287.54	1788.99	1604.28	979.363	1114.36	906.168	1124.24	1086.14	1185.86	1466.99	1463.56	1403.31	1655.02	1572.76	1225.7	691.507	1237.72	1907.63	1195.96	990.852000000001	897.213999999999	1754.14	1333.03	1573.31	1140.72	1080.72	1389.61	759.174	1044.88	1301.42	1198.52	968.351	1342.03	1165.01	1545.26	1182.57	1379.17	1567.76	1592.46	1467.13	1585.89	1371.47	764.329	1409.83	1425.22	771.096	727.223	1441.12	1837.96	1026.87	1243.24	1368.5	1056.94	1272.7	734.384	858.389	1213.69	1034.27	1127.57	590.769	683.685	1609.67	1093.02	1379.86	1138.23	3531.44	1440.9	1146.25	1263.43	1189.47	1428.14	1318.91	1505.71	1402.22	1241.71	1201.51	1207.81	1559.62	1030.13	1308.32	1264.93	1239.5	1061.16	999.061000000001	1045.65	1263.66	1263.04	1111.71	1592.52	1090.69	1481.46	882.264	860.109	1169.64	2178.91	755.117	1121.3	1194.42	1112.92	1313.43	1124.52	1006.39	1281.84	898.612	1042.16	1476.17	920.307	910.054	1042.06	1452.08	1220.48	863.004	1182.33	1408.16	1634.23	1292.03	1163.61	1411.08	1113.7	1880.73	1248.06	580.449	1095.65	1114.44	1321.5	1222.49	540.523	1220.65	1114.77	1301.14	1102.53	1134.9	1404.24	459.913	1062.12	816.308	1402.65	1142.18	1202.19	1286.89	1068.95	1251.36	1343.95	830.137999999999	1257.02	1524.51	1357.7	979.703	1306.66	1089.05	1392.76	1333.33	1347.94	1148.01	774.737	1211.85	1237.07	912.288999999999	1376.27	1127.1	1167.42	1456.39	1302.15	1447.86
GADD45A	2571.47	1337.13	2093.79	698.516	1501.18	1007	465.46	1701.84	683.246	2821.58	783.667	874.077	929.173	3310.46	4328.76	623.977	657.728	1553.08	1425.2	1125.22	445.689	2320.4	904.044	453.88	626.783	432.444	759.01	4377.63	998.686000000001	987.541000000001	662.336	1194.38	1513.12	617.162	356.899	1172.38	1178.03	1427.42	2434.9	648.021	5951.33	2649.68	1445.1	723.077	1740.5	3054.78	373.911	1186.25	2008.04	495.147	752.378	619.754	1312.89	1592.29	1161.33	601.779	2096.19	1217.88	1053.46	1219.66	750.417	1489.93	5466.8	855.286	3375.66	724.076	365.522	450.06	1671.3	4095.76	1064.42	669.111	1367.36	856.951	1252.63	1780.02	476.736	301.887	3201.82	885.65	872.905	831.077	548.911	1017.72	219.997	294.238	1622.92	810.208	979.431	596.265	366.916	884.564	650.188	767.213	664.338	521.544	345.037	626.957	856.598999999999	993.349	328.96	800.891	1140.72	533.545	4155.17	912.766	813.359	673.157	861.24	1115.3	1688.32	927.063	2990.68	171.165	797.152	1120.5	1602.97	1921.81	727.322	1413.94	483.454	1567.51	5547.76	792.945	1289.4	1614.7	1632.93	569.604	2082.95	1600.07	972.785	407.332	1557.63	2903.75	3628.87	1062.72	1877.18	398.393	2095.48	5254.49	750.21	1580.2	1225.48	1051.44	280.959	468.329	836.204	667.593000000001	706.236	1365.08	817.056	385.228	310.873	720.278	1537.5	2792.34	540.781	422.008	780.533	596.769	683.759	1268.78	794.554	857.756	700.859	757.378	1115.23	737.482	621.717	1256.04	891.902	822.487	176.526	1085.23	315.748	703.364	373.368	658.007	226.721	1894.37	1161.18	665.962	500	769.466	995.399	485.691	656.785	703.56	1486.84	896.815	1516.23	2060.14	2285.9	1046.98	425.189	1087.71	831.004	495.536	606.376	1406.55	669.748	1988.56	234.852	378.984	2618.6	693.947	1509.92	672.175	1585.06	393.761	3400.2	1273.36	647.159	812.064	547.384	1787.47	964.57	1686.32	435.592	503.534	2038.98	795.407	351.841	985.188	1320.16	868.966	1162.97	1314.82	1498.72	1412.33	2030.77	493.236	921.391000000001	297.977	1771.51	445.341	3424.49	3856.48	722.828	824.935	675.774	468.849	654.779	891.988000000001	834.007	1229.74	1443.57	826.886	1085.6	5209.94	1349.05	1066.07	551.749	1222.1	695.665	1369.48	1099.71	353.322	870.761000000001	1258.3	1545.11	1972.95	427.401	635.102	1697.96	1068.83	812.553	811.851	695.91	792.943	2891.77	1205.14	868.726	2450.53	527.574	2592.9	1739.15	1222.07	1534.92	517.345	4022.76	1629.75	2004.29
