TCGA-05-4244-01	TCGA-05-4249-01	TCGA-05-4250-01	TCGA-05-4382-01	TCGA-05-4384-01	TCGA-05-4389-01	TCGA-05-4390-01	TCGA-05-4395-01	TCGA-05-4396-01	TCGA-05-4397-01	TCGA-05-4398-01	TCGA-05-4402-01	TCGA-05-4403-01	TCGA-05-4405-01	TCGA-05-4410-01	TCGA-05-4415-01	TCGA-05-4417-01	TCGA-05-4418-01	TCGA-05-4420-01	TCGA-05-4422-01	TCGA-05-4424-01	TCGA-05-4425-01	TCGA-05-4426-01	TCGA-05-4427-01	TCGA-05-4430-01	TCGA-05-4432-01	TCGA-05-4433-01	TCGA-05-4434-01	TCGA-05-5423-01	TCGA-05-5425-01	TCGA-05-5428-01	TCGA-05-5429-01	TCGA-05-5715-01	TCGA-35-3615-01	TCGA-35-4122-01	TCGA-35-4123-01	TCGA-35-5375-01	TCGA-38-4625-01	TCGA-38-4626-01	TCGA-38-4627-01	TCGA-38-4628-01	TCGA-38-4631-01	TCGA-38-4632-01	TCGA-38-6178-01	TCGA-38-7271-01	TCGA-38-A44F-01	TCGA-44-2655-01	TCGA-44-2656-01	TCGA-44-2657-01	TCGA-44-2659-01	TCGA-44-2662-01	TCGA-44-2665-01	TCGA-44-2666-01	TCGA-44-2668-01	TCGA-44-3396-01	TCGA-44-3398-01	TCGA-44-3918-01	TCGA-44-3919-01	TCGA-44-4112-01	TCGA-44-5643-01	TCGA-44-5644-01	TCGA-44-5645-01	TCGA-44-6145-01	TCGA-44-6146-01	TCGA-44-6148-01	TCGA-44-6774-01	TCGA-44-6775-01	TCGA-44-6776-01	TCGA-44-6777-01	TCGA-44-6778-01	TCGA-44-6779-01	TCGA-44-7659-01	TCGA-44-7660-01	TCGA-44-7661-01	TCGA-44-7662-01	TCGA-44-7667-01	TCGA-44-7669-01	TCGA-44-7670-01	TCGA-44-7671-01	TCGA-44-7672-01	TCGA-44-8117-01	TCGA-44-8119-01	TCGA-44-8120-01	TCGA-44-A479-01	TCGA-44-A47A-01	TCGA-44-A47B-01	TCGA-44-A47G-01	TCGA-44-A4SS-01	TCGA-44-A4SU-01	TCGA-49-4486-01	TCGA-49-4487-01	TCGA-49-4488-01	TCGA-49-4490-01	TCGA-49-4494-01	TCGA-49-4501-01	TCGA-49-4505-01	TCGA-49-4506-01	TCGA-49-4507-01	TCGA-49-4510-01	TCGA-49-4512-01	TCGA-49-4514-01	TCGA-49-6742-01	TCGA-49-6743-01	TCGA-49-6744-01	TCGA-49-6745-01	TCGA-49-6761-01	TCGA-49-6767-01	TCGA-49-AAQV-01	TCGA-49-AAR0-01	TCGA-49-AAR2-01	TCGA-49-AAR3-01	TCGA-49-AAR4-01	TCGA-49-AAR9-01	TCGA-49-AARE-01	TCGA-49-AARN-01	TCGA-49-AARO-01	TCGA-49-AARQ-01	TCGA-49-AARR-01	TCGA-4B-A93V-01	TCGA-50-5044-01	TCGA-50-5045-01	TCGA-50-5049-01	TCGA-50-5051-01	TCGA-50-5055-01	TCGA-50-5066-01	TCGA-50-5068-01	TCGA-50-5072-01	TCGA-50-5930-01	TCGA-50-5931-01	TCGA-50-5932-01	TCGA-50-5933-01	TCGA-50-5935-01	TCGA-50-5936-01	TCGA-50-5939-01	TCGA-50-5941-01	TCGA-50-5942-01	TCGA-50-5944-01	TCGA-50-5946-01	TCGA-50-6590-01	TCGA-50-6591-01	TCGA-50-6592-01	TCGA-50-6593-01	TCGA-50-6594-01	TCGA-50-6595-01	TCGA-50-6597-01	TCGA-50-6673-01	TCGA-50-7109-01	TCGA-50-8457-01	TCGA-50-8459-01	TCGA-50-8460-01	TCGA-53-7624-01	TCGA-53-7626-01	TCGA-53-7813-01	TCGA-53-A4EZ-01	TCGA-55-1592-01	TCGA-55-1594-01	TCGA-55-1595-01	TCGA-55-1596-01	TCGA-55-5899-01	TCGA-55-6543-01	TCGA-55-6642-01	TCGA-55-6712-01	TCGA-55-6968-01	TCGA-55-6969-01	TCGA-55-6970-01	TCGA-55-6971-01	TCGA-55-6972-01	TCGA-55-6975-01	TCGA-55-6978-01	TCGA-55-6979-01	TCGA-55-6980-01	TCGA-55-6981-01	TCGA-55-6982-01	TCGA-55-6983-01	TCGA-55-6984-01	TCGA-55-6985-01	TCGA-55-6986-01	TCGA-55-6987-01	TCGA-55-7227-01	TCGA-55-7281-01	TCGA-55-7283-01	TCGA-55-7284-01	TCGA-55-7570-01	TCGA-55-7573-01	TCGA-55-7574-01	TCGA-55-7576-01	TCGA-55-7724-01	TCGA-55-7725-01	TCGA-55-7726-01	TCGA-55-7727-01	TCGA-55-7728-01	TCGA-55-7815-01	TCGA-55-7816-01	TCGA-55-7903-01	TCGA-55-7907-01	TCGA-55-7910-01	TCGA-55-7911-01	TCGA-55-7913-01	TCGA-55-7914-01	TCGA-55-7994-01	TCGA-55-7995-01	TCGA-55-8085-01	TCGA-55-8087-01	TCGA-55-8089-01	TCGA-55-8090-01	TCGA-55-8091-01	TCGA-55-8092-01	TCGA-55-8094-01	TCGA-55-8096-01	TCGA-55-8097-01	TCGA-55-8203-01	TCGA-55-8204-01	TCGA-55-8205-01	TCGA-55-8206-01	TCGA-55-8207-01	TCGA-55-8208-01	TCGA-55-8299-01	TCGA-55-8301-01	TCGA-55-8302-01	TCGA-55-8505-01	TCGA-55-8506-01	TCGA-55-8507-01	TCGA-55-8508-01	TCGA-55-8510-01	TCGA-55-8511-01	TCGA-55-8512-01	TCGA-55-8513-01	TCGA-55-8514-01	TCGA-55-8614-01	TCGA-55-8615-01	TCGA-55-8616-01	TCGA-55-8619-01	TCGA-55-8620-01	TCGA-55-8621-01	TCGA-55-A48X-01	TCGA-55-A48Y-01	TCGA-55-A48Z-01	TCGA-55-A490-01	TCGA-55-A491-01	TCGA-55-A492-01	TCGA-55-A493-01	TCGA-55-A494-01	TCGA-55-A4DF-01	TCGA-55-A4DG-01	TCGA-55-A57B-01	TCGA-62-8394-01	TCGA-62-8395-01	TCGA-62-8397-01	TCGA-62-8398-01	TCGA-62-8399-01	TCGA-62-8402-01	TCGA-62-A46O-01	TCGA-62-A46P-01	TCGA-62-A46R-01	TCGA-62-A46S-01	TCGA-62-A46U-01	TCGA-62-A46V-01	TCGA-62-A46Y-01	TCGA-62-A470-01	TCGA-62-A471-01	TCGA-62-A472-01	TCGA-64-1676-01	TCGA-64-1677-01	TCGA-64-1678-01	TCGA-64-1679-01	TCGA-64-1680-01	TCGA-64-1681-01	TCGA-64-5774-01	TCGA-64-5775-01	TCGA-64-5778-01	TCGA-64-5779-01	TCGA-64-5781-01	TCGA-64-5815-01	TCGA-67-3770-01	TCGA-67-3771-01	TCGA-67-3772-01	TCGA-67-3773-01	TCGA-67-3774-01	TCGA-67-4679-01	TCGA-67-6215-01	TCGA-67-6216-01	TCGA-67-6217-01	TCGA-69-7760-01	TCGA-69-7761-01	TCGA-69-7763-01	TCGA-69-7764-01	TCGA-69-7765-01	TCGA-69-7973-01	TCGA-69-7974-01	TCGA-69-7978-01	TCGA-69-7979-01	TCGA-69-7980-01	TCGA-69-8253-01	TCGA-69-8254-01	TCGA-69-8255-01	TCGA-69-8453-01	TCGA-69-A59K-01	TCGA-71-6725-01	TCGA-71-8520-01	TCGA-73-4658-01	TCGA-73-4659-01	TCGA-73-4662-01	TCGA-73-4666-01	TCGA-73-4668-01	TCGA-73-4670-01	TCGA-73-4675-01	TCGA-73-4676-01	TCGA-73-4677-01	TCGA-73-7498-01	TCGA-73-7499-01	TCGA-73-A9RS-01	TCGA-75-5122-01	TCGA-75-5125-01	TCGA-75-5126-01	TCGA-75-5146-01	TCGA-75-5147-01	TCGA-75-6203-01	TCGA-75-6205-01	TCGA-75-6206-01	TCGA-75-6207-01	TCGA-75-6211-01	TCGA-75-6212-01	TCGA-75-6214-01	TCGA-75-7025-01	TCGA-75-7027-01	TCGA-75-7030-01	TCGA-75-7031-01	TCGA-78-7143-01	TCGA-78-7145-01	TCGA-78-7146-01	TCGA-78-7147-01	TCGA-78-7148-01	TCGA-78-7149-01	TCGA-78-7150-01	TCGA-78-7152-01	TCGA-78-7153-01	TCGA-78-7154-01	TCGA-78-7155-01	TCGA-78-7156-01	TCGA-78-7158-01	TCGA-78-7159-01	TCGA-78-7160-01	TCGA-78-7161-01	TCGA-78-7162-01	TCGA-78-7163-01	TCGA-78-7166-01	TCGA-78-7167-01	TCGA-78-7220-01	TCGA-78-7535-01	TCGA-78-7536-01	TCGA-78-7537-01	TCGA-78-7539-01	TCGA-78-7540-01	TCGA-78-7542-01	TCGA-78-7633-01	TCGA-78-8640-01	TCGA-78-8648-01	TCGA-78-8655-01	TCGA-78-8660-01	TCGA-78-8662-01	TCGA-80-5607-01	TCGA-80-5608-01	TCGA-80-5611-01	TCGA-83-5908-01	TCGA-86-6562-01	TCGA-86-6851-01	TCGA-86-7701-01	TCGA-86-7711-01	TCGA-86-7713-01	TCGA-86-7714-01	TCGA-86-7953-01	TCGA-86-7954-01	TCGA-86-7955-01	TCGA-86-8054-01	TCGA-86-8055-01	TCGA-86-8056-01	TCGA-86-8073-01	TCGA-86-8074-01	TCGA-86-8075-01	TCGA-86-8076-01	TCGA-86-8278-01	TCGA-86-8279-01	TCGA-86-8280-01	TCGA-86-8281-01	TCGA-86-8358-01	TCGA-86-8359-01	TCGA-86-8585-01	TCGA-86-8668-01	TCGA-86-8669-01	TCGA-86-8671-01	TCGA-86-8672-01	TCGA-86-8673-01	TCGA-86-8674-01	TCGA-86-A456-01	TCGA-86-A4D0-01	TCGA-86-A4JF-01	TCGA-86-A4P7-01	TCGA-86-A4P8-01	TCGA-91-6828-01	TCGA-91-6829-01	TCGA-91-6830-01	TCGA-91-6831-01	TCGA-91-6835-01	TCGA-91-6836-01	TCGA-91-6840-01	TCGA-91-6847-01	TCGA-91-6848-01	TCGA-91-6849-01	TCGA-91-7771-01	TCGA-91-8496-01	TCGA-91-8497-01	TCGA-91-8499-01	TCGA-91-A4BC-01	TCGA-91-A4BD-01	TCGA-93-7347-01	TCGA-93-7348-01	TCGA-93-8067-01	TCGA-93-A4JN-01	TCGA-93-A4JO-01	TCGA-93-A4JP-01	TCGA-93-A4JQ-01	TCGA-95-7039-01	TCGA-95-7043-01	TCGA-95-7562-01	TCGA-95-7567-01	TCGA-95-7944-01	TCGA-95-7947-01	TCGA-95-7948-01	TCGA-95-8039-01	TCGA-95-8494-01	TCGA-95-A4VK-01	TCGA-95-A4VN-01	TCGA-95-A4VP-01	TCGA-97-7546-01	TCGA-97-7547-01	TCGA-97-7552-01	TCGA-97-7553-01	TCGA-97-7554-01	TCGA-97-7937-01	TCGA-97-7938-01	TCGA-97-7941-01	TCGA-97-8171-01	TCGA-97-8172-01	TCGA-97-8174-01	TCGA-97-8175-01	TCGA-97-8176-01	TCGA-97-8177-01	TCGA-97-8179-01	TCGA-97-8547-01	TCGA-97-8552-01	TCGA-97-A4LX-01	TCGA-97-A4M0-01	TCGA-97-A4M1-01	TCGA-97-A4M2-01	TCGA-97-A4M3-01	TCGA-97-A4M5-01	TCGA-97-A4M6-01	TCGA-97-A4M7-01	TCGA-99-7458-01	TCGA-99-8025-01	TCGA-99-8028-01	TCGA-99-8032-01	TCGA-99-8033-01	TCGA-99-AA5R-01	TCGA-J2-8192-01	TCGA-J2-8194-01	TCGA-J2-A4AD-01	TCGA-J2-A4AE-01	TCGA-J2-A4AG-01	TCGA-L4-A4E5-01	TCGA-L4-A4E6-01	TCGA-L9-A443-01	TCGA-L9-A444-01	TCGA-L9-A50W-01	TCGA-L9-A5IP-01	TCGA-L9-A743-01	TCGA-L9-A7SV-01	TCGA-L9-A8F4-01	TCGA-MN-A4N1-01	TCGA-MN-A4N4-01	TCGA-MN-A4N5-01	TCGA-MP-A4SV-01	TCGA-MP-A4SW-01	TCGA-MP-A4SY-01	TCGA-MP-A4T4-01	TCGA-MP-A4T6-01	TCGA-MP-A4T7-01	TCGA-MP-A4T8-01	TCGA-MP-A4T9-01	TCGA-MP-A4TA-01	TCGA-MP-A4TC-01	TCGA-MP-A4TD-01	TCGA-MP-A4TE-01	TCGA-MP-A4TF-01	TCGA-MP-A4TH-01	TCGA-MP-A4TI-01	TCGA-MP-A4TJ-01	TCGA-MP-A4TK-01	TCGA-MP-A5C7-01	TCGA-NJ-A4YF-01	TCGA-NJ-A4YG-01	TCGA-NJ-A4YI-01	TCGA-NJ-A4YP-01	TCGA-NJ-A4YQ-01	TCGA-NJ-A55A-01	TCGA-NJ-A55O-01	TCGA-NJ-A55R-01	TCGA-NJ-A7XG-01	TCGA-O1-A52J-01	TCGA-S2-AA1A-01
BNIP3L	4169.65	3704.43	4480.48	7624.95	4046.43	1715.44	3358.77	2444.68	2985.6	3172.83	2610.92	3477.41	3333.89	3613.33	2373.85	2476.89	2757.54	2459.49	2020.51	2328.46	6245.95	2440.4	5575.1	2906.66	3965.87	3140.18	1724.79	3230.39	4692.31	1869.34	4320.91	4051.04	3071.64	3663.42	4406.53	4933.83	10973.4	1243.59	3538.94	4829.62	2340.39	2327.59	2878.99	2032.76	2675.78	2601.6	4796.32	2592.06	3340.94	3449.17	2957.9	5038.43	2748.41	2665.3	4032.67	11856.1	2966.44	3204.88	6239.36	1524.51	3061.01	3416.52	2688.57	2442.24	3116.65	2214.68	2675.42	4825.43	4262.49	3835.03	2304.84	2731.69	2299.65	3409.43	1930.3	3706.27	4118.17	2240.05	4058.92	2469.74	1668.74	2804.5	2414.31	2323.5	2895.09	5732.2	3028.77	1882.52	3356.73	5217.77	2840.78	2213.91	2216.61	4973.38	2352.71	3945.83	1143.37	1707.71	3037.68	1746.35	1273.9	2602.54	5430.82	3593.69	1662.9	1509.81	1960.95	1696.89	2930.59	1792.98	1367.6	1625.47	1456.63	4216.66	1993.28	2553.47	2685.39	1823.19	3668.39	2879.22	4137.06	3304.69	3349.34	2158.64	2676.83	7151.85	1223.09	2047.86	2466.54	3044.89	3001.88	3559.45	2944.44	2943.73	1978.21	4738.57	4433.6	2221.29	2200.54	2860.22	4612.39	1756.9	1748.59	2403.22	1343.07	1999.44	3236.47	3387.93	3258.52	4533.46	1292.93	3249.43	3291.88	1685.45	3268.36	1821.54	1639.53	1528.12	1788.26	4678.93	3473.79	4819.18	2080.14	3630.59	2558.95	3551.79	2386.99	2421.63	2893.93	2185.95	2095.49	2376.32	3491.13	3969.86	2296.16	2656.72	3430.96	2611.58	4642.02	4156.7	2019.05	2394.52	1366.88	3532.43	2856.92	1724.4	8255.51	3487.39	2454.3	4755.05	2760.14	5020.04	2996.56	2277.03	7151.68	4111.11	4830.45	1747.04	1553.72	5004.04	2648.28	3168.75	6505.76	2936.57	5383.4	4793.4	2372.45	3988.68	2549.37	2171.36	3742.8	2446.89	2255.74	3629.36	3082.09	2553.38	2748.75	2403.01	2364.67	2337.07	2527.03	2700.76	3198.05	2112	1070.72	1797.43	2301.93	2488.39	2681.13	2490.37	1608.72	2664.53	3437.42	2643.1	3715.54	2314.6	2403.65	2292.29	1416.62	4710.77	2444.18	3210.61	4960.24	1891.35	1346.97	1547.35	1831.22	3553.28	2429.87	2656.2	1449.93	1170.57	2790.23	1970.35	2076.82	2872.17	7017.37	4829.57	4141.63	1828.64	2350.39	6239.24	4231.95	3283.54	5107.37	6189.84	2905.58	3228.83	2847.31	2998.45	3175.94	2173.63	3657.5	3385.34	5411.73	3892.79	5541.62	3554.85	3464.07	3165.23	4641.82	2934.95	1475.33	2437.67	3002.81	3861.41	6643.57	2450.6	7267.6	3289.85	2140.91	2693.1	3381.11	3102.8	608.599	2365.01	4295.82	2625.7	2553.74	3991.37	2816.03	2345.89	2820.35	3494.96	2398.52	2009.6	5342.48	5000.94	2076.86	3276.28	935.739	1594.25	2337.11	2855.1	6083.63	2288.41	3384.46	1549.15	3354.31	1368.79	3896.12	5161.5	945.107	3852.12	2603.65	3669.79	2811.83	2985.12	2895.63	4566.67	2536.86	4394.58	3223.6	1674.13	1319.41	999.696	2623.6	1910.88	5163.56	1936.93	2256.75	2512.3	3426.26	4017.93	6458.96	3113.69	5008.32	1510.75	4383.31	3826.28	2272.82	1907.51	2723.45	2070.7	2624.86	2739.61	2953.4	2797.34	1837.44	1434.81	5048.01	2353.41	4371.24	1380.77	5289.03	1977.21	4492.1	2081.52	1637.23	6772.56	1395.97	1220.51	7612.02	3850.8	3387.91	3475.84	6609.73	1899.21	2109.7	3688.17	3811.24	2226.37	3325.7	3576.6	2260.55	1520.66	2497.88	2008.18	2305.61	1975.48	2850.31	2032.26	4209.67	2175.96	1113.08	2453.43	1832.54	3061.99	3150.67	3054.21	3376.25	1785.84	2248.76	3041.02	4142.06	1050.03	1699.23	6209.12	3129.71	7761.13	2427.93	2508.34	1695.17	2902.68	1930.46	3466.7	2603.15	1827.51	2783.47	2990.91	2004.36	3202.86	1599.84	3740.13	1549.65	843.338	1601.62	1435.53	1817.34	1545.57	1407.52	1779.06	1908.01	3760.96	2994.64	3338.48	3748.97	3160.08	2879.87	1730.51	2681.82	4935.82	5454.88	3320.24	5550.96	1720.23	5667.24	2251.84	1954.9	2640.85	3831.62	2081.2	2573.67	2765.55	1624.18	2177.97	3383.67	1754.19	3405.45	2153.62	3376.39	1868.78	2801.17	2498.37	3620.84	1687.31	5698.74	1413.71	2851.84	1767.46	2659.15	3081.85	1511.77	2150.33	826.906	2023.13	2481.7	2468.16	1959.07	2289.9	1171.65	1838.82	1721.31	9744.35	1703.24	2580.79	1703.14	1792.76	2034.65	870.507	2359.42	1730.9	1646.26	4010.6	2370.85	2793.92	2441.92	2266.96	3319.85	2267.92	2813.51	2616.99	1841.46	2841.81	2651.46	2347.72	3363.73	3702.8	2413.88	1974.1
CDK11B	437.574	491.641	534.119	718.662	693.262	506.594	553.058	762.227	503.51	323.81	787.862	1126.78	714.523	666.077	812.775	935.28	507.528	608.568	566.392	780.874	795.891	709.776	560.4	872.81	541.748	1031.12	1036.88	612.327	322.894	491.024	349.536	613.349	827.781	719.236	266.241	408.27	571.454	571.129	830.6	646.239	616.201	627.838	480.367	901.139	786.689	1150.89	635.564	658.89	1132.45	919.307	678.294	581.342	737.471	662.774	880.284	346.128	367.986	703.525	460.908	506.135	1149.51	984.831	879.968	986.575000000001	756.968	665.167	798.894	1018.46	703.677	1600.49	813.835	874.036000000001	958.604	709.975	871.645	912.66	930.227999999999	784.636	950.362	830.828	1043.73	1089.19	858.985	660.323	1058.55	743.399	816.634	878.563	1019.03	537.936	1165.16	417.78	1451.63	609.277	946.74	696.89	511.4	885.016	692.786999999999	1933.31	1906.03	1195.09	1006.3	996.487	619.607	600.682	930.396	1237.87	1362.58	2564.33	1192.08	1305.44	852.451	1340.91	1361.47	1120.48	2191.04	950.468000000001	1102.21	1421.77	676.024	501.3	676.692	682.292	355.279	300.516	860.125	914.111	1046.04	547.39	517.309	640.401	786.447	687.915	935.981	855.014	952.700000000001	1332.93	656.891	1320.81	600.154	836.466	1321.44	729.08	1160.52	816.439	439.913	862.268	1020.2	1097.7	1193.81	939.863	789.198	863.885	818.938	880.46	837.67	764.369	981.094	641.84	580.734	915.026	928.701	966.165	532.618	750.077	867.534	755.18	696.672	918.305	1115.93	893.781000000001	1460.96	836.833	1067.48	868.492	724.68	646.469	801.106	1129.91	648.712	1006.97	1765.46	1181.53	795.777	813.832	327.555	456.859	702.218	486.982	1337.53	287.004	669.333	956.408	698.295	996.722	866.674	598.534	800.05	821.828	862.217	1038.64	869.281	1087.7	865.493999999999	834.793	1060.75	1232.59	794.396000000001	922.265	769.734	855.15	636.089	1009.1	1075.43	976.312	851.601	850.796	1140.4	923.253	884.229	1076.98	1443.42	1035.79	808.275	783.405	873.064	1418.16	1269.9	682.69	943.592000000001	852.382	701.092	905.204000000001	1045.79	550.294	967.962	1041.17	927.84	959.009	953.046	460.094	521.822	719.636	1658.61	1144.08	838.752	760.861	689.434	1112.14	938.539	1093.19	966.008	910.575	548.38	649.182	768.561	892.566	822.254	1489.46	654.526999999999	353.859	355.733	534.236	846.996000000001	483.498	1195.36	653.444	758.949	722.032	978.813	954.006	503.134	656.194	1007.43	811.367	578.438	790.382	653.857	691.271	995.963000000001	1433.47	797.539	657.992	638.747	1062.65	514.001	543.185	880.498	1054.76	1066.26	900.776	1332.64	957.817	1525.8	1059.04	1518.15	1087.39	1139.72	644.505	550.276	859.197	813.205	1274	1140.83	806.638999999999	574.412	450.547	898.436	590.36	828.627	675.058	875.448	506.377	512.991	584.789	659.264	827.695	852.228	506.132	1465.65	891.057	1123.83	1295.11	666.5	920.917	790.419	812.298	935.843	423.856	1256.08	678.091	1473.75	770.029	750.325	616.096	614.538	1574.2	634.49	957.958000000001	682.815	484.707	696.772	727.23	540.327	1366.69	1301.48	722.1	1531.81	330.265	906.409000000001	1009.58	1404.96	1449.21	788.298	946.228999999999	879.412	478.651	1344.65	827.915	814.565	599.58	1266.52	944.356	682.948	1395.54	595.848	528.935	847.263	752.434	871.601	1080.79	1099.44	626.512	740.964	872.804	986.314	1036.43	1165.03	819.536000000001	1134	1347.99	1062.24	941.212	785.623999999999	775.437	987.163	816.354	700.554	974.013	704.359	921.051	874.323	1023.08	724.095	919.913	1140.88	854.631	499.36	764.693	748.322	1175.94	760.944	830.216	1023.61	1091.58	1137.49	941.546	446.2	536.178	892.054	608.625	1093.95	931.961	749.402	745.753	1019.44	1250.49	1014.24	904.341	749.468	780.436	857.77	1195.79	1225.02	909.063	738.47	685.819	1084.8	1078.06	981.176000000001	863.525	1093.87	695.485	625.534	808.085	688.54	666.728	1004.54	452.067	955.315	1007.69	856.223999999999	1019.47	723.666	643.526	774.615	813.997	686.974	1078.26	935.144	903.577	1429.76	884.586	947.916	839.832	1238	883.984	462.815	930.883000000001	1224.31	664.922	1191.54	1158.68	917.717000000001	745.398999999999	1109.72	873.783	951.034	1413.19	770.254	874.441	921.678	1293.83	862.068	947.370000000001	1364.17	1184.01	1531.34	1020.82	1081.98	815.25	1554.79	853.907	1151.73	2016.53	759.440000000001	968.16	588.367	1213.29	724.381	696.008	656.656	1363.13	894.59	1215.88	745.59	977.776	775.757	674.569	775.981	874.193	771.936	855.129	826.34	716.289	872.921	942.466	823.455	900.212
CDC34	2944.41	1095.94	939.07	766.97	491.142	1095.3	1090.85	1085.03	376.801	812.148	1577.86	663.249	1015.29	1488.27	599.388	844.889	857.126	1559.12	2954.77	502.892	486.177	764.41	1195.41	1350.15	1606.06	1064.03	485.124	1172.73	733.333	940.611	952.256	773.395	946.321	807.342	1691.46	1723.5	1105.44	2983.39	794.978	869.391	1091.66	1706.85	1748.04	815.913	972.665	961.187	443.351	1013.41	652.349	777.705	1300.3	862.903	679.804	1164.11	1317.52	835.974	1246.76	990.894	1701.61	543.662	1296.09	525.531	519.267	388.538	659.971	592.007	564.866	616.379	893.74	517.132	545.926	845.292	797.813	959.399999999999	1480.13	1430.3	659.373	1378.16	685.939	1575.95	1960.69	1249.95	1008.95	531.782	1059.88	1150.02	903.337	734.951	984.623	653.676	1276.33	1569.62	951.98	1815.29	885.337	1219.2	1886.38	1933.93	830.779	1354.34	1195.86	877.703	637.548	813.646	736.609	2847.3	1369.82	1920.61	1187.9	1633.36	1307.49	2104.04	1107.39	2055.53	1451.49	933.41	923.034	750.606	1270.59	2091.1	1741.54	834.263	845.856	972.591	1486.06	802.061	1263.74	657.386	550.505	501.247	993.992000000001	656.374	714.181	474.089	693.59	453.271	490.928	1835.32	1260.33	569.295	810.475	1685.7	1026.76	754.984	931.197	1104.32	796.303	883.267	993.109999999999	998.141	581.467	722.444	340.185	1070.52	653.618	1008.65	893.320000000001	917.111	1354.48	660.535	528.178	929.420000000001	1748.71	998.628	621.587	515.973	730.594	1273.26	852.003999999999	1057.04	839.965	1193.86	704.31	1017.02	1049.36	1182.09	930.959	833.333	897.028	1576.07	1760.4	692.207	1574.73	729.384	950.982	1320.67	157.315	207.983	510.204	555.963	1103.17	156.313	419.355	1810.66	480.062	486.111	1386.02	953.87	617.191	827.938	754.792	684.76	738.918	469.884	1905.23	931.07	452.425	1325.58	965.798	1131.72	718.229	662.554	930.715	744.832	962.586	689.015	581.174	1015.05	1768.79	926.340999999999	2445.38	1464.83	953.139	1052.02	2197.91	718.867	735.905	1750.97	702.184	1877.01	1590.34	828.189	2435.48	697.469	751.222	635.504	1329.65	1032.24	1507.15	825.924	1545.91	1084.25	458.622	785.338	855.078	791.351	697.838	797.08	802.824	788.956	1232.66	818.283	1365.41	844.366	457.837	640.362	1283.87	1053.63	578.818	942.711	949.807	1474.41	1382.93	2000.47	1327.92	819.133	832.385	789.424	1308.32	1428.13	609.656	1268.81	1649.65	790.413	729.642	961.142	672.148	480.281	678.812	621.576	787.977	612.348	1014.99	302.752	693.365	620.027	837.079	670.573	1369.34	956.288	1420.41	1549.72	851.706	515.534	1241.89	850.39	626.076	1680.26	1205.26	1298.04	981.856	1396	700.497	1311.44	1096.62	720.88	888.127	553.668	584.628	1076.81	2062.5	623.651	831.443	955.414	518.072	803.008	570.151	1095.76	458.15	1290.99	858.646	583.027	1041.68	605.144	1375.51	739.583	480.645	619.962	1055.6	780.1	768.021000000001	706.195	825.476	892.714	996.286	945.044	990.623999999999	1737.85	369.403	830.29	1416.53	453.628	997.198999999999	446.396	747.068	1165.85	556.315	951.744	1906.64	539.958	1218.62	799.411	1187.08	1043.3	367.659	2561.05	887.701	1242.56	1838.61	1425.55	818.552	963.919	1091.97	706.722	1282.59	889.775	477.345	1159.8	425.66	457.707	800.65	828.749	1188.34	1358.42	548.65	573.359	495.274	755.182	446.508	1041.12	906.981	1250.67	677.208000000001	373.259	862.711	1564.4	2446.04	669.643	748.582	835.377	1181.57	2149.56	662.17	949.874	1326.66	2388.31	1096.77	756.153	519.36	516.262	529.502	808.026	909.255	977.944	1378.39	967.443	676.679	421.579	421.143	1005.96	531.524	2345.89	1199.74	1373.75	939.005	682.245	1194.62	937.24	1542.89	592.221	808.631	1586.43	774.446	1157.99	2277.92	943.265000000001	558.319	1032.24	2220.04	2330.15	606.149	1286.71	1736.6	535.491	488.018	518.978	549.6	985.493	435.115	551.057	677.975	501.334	722.943	606.94	1766.61	1026.31	1035.03	710.516	1483.8	976.22	751.807	979.471	1006.85	731.604	1017.7	522.194	598.515	981.091	772.987	2745.75	1563.73	819.009	1061.72	1177.52	505.303	445.704	875.355	696.217	1181.37	1483.5	794.798	762.038	1179.2	754.415	976.337	1577.9	746.511	1302.05	2914.3	1163.69	2059.45	1181.27	1122.5	895.295	872.885	1003.11	939.131999999999	1623.94	1165.67	1284.55	1178.34	1449.48	1873.57	927.406	399.908	1102.5	572.052	1505.2	365.598	1886.39	1237.3	1110.44	1083.08	1062.15	747.443	878.646	811.438	911.277	547.368	685.334
