TCGA-02-0047-01	TCGA-02-0055-01	TCGA-02-2483-01	TCGA-02-2485-01	TCGA-02-2486-01	TCGA-06-0125-01	TCGA-06-0125-02	TCGA-06-0129-01	TCGA-06-0130-01	TCGA-06-0132-01	TCGA-06-0138-01	TCGA-06-0141-01	TCGA-06-0157-01	TCGA-06-0158-01	TCGA-06-0168-01	TCGA-06-0171-02	TCGA-06-0174-01	TCGA-06-0178-01	TCGA-06-0184-01	TCGA-06-0187-01	TCGA-06-0190-01	TCGA-06-0190-02	TCGA-06-0210-01	TCGA-06-0210-02	TCGA-06-0211-01	TCGA-06-0211-02	TCGA-06-0219-01	TCGA-06-0221-02	TCGA-06-0238-01	TCGA-06-0644-01	TCGA-06-0645-01	TCGA-06-0646-01	TCGA-06-0649-01	TCGA-06-0686-01	TCGA-06-0743-01	TCGA-06-0744-01	TCGA-06-0745-01	TCGA-06-0747-01	TCGA-06-0749-01	TCGA-06-0750-01	TCGA-06-0878-01	TCGA-06-0882-01	TCGA-06-1804-01	TCGA-06-2557-01	TCGA-06-2558-01	TCGA-06-2559-01	TCGA-06-2561-01	TCGA-06-2562-01	TCGA-06-2563-01	TCGA-06-2564-01	TCGA-06-2565-01	TCGA-06-2567-01	TCGA-06-2569-01	TCGA-06-2570-01	TCGA-06-5408-01	TCGA-06-5410-01	TCGA-06-5411-01	TCGA-06-5412-01	TCGA-06-5413-01	TCGA-06-5414-01	TCGA-06-5415-01	TCGA-06-5416-01	TCGA-06-5417-01	TCGA-06-5418-01	TCGA-06-5856-01	TCGA-06-5858-01	TCGA-06-5859-01	TCGA-08-0386-01	TCGA-12-0616-01	TCGA-12-0618-01	TCGA-12-0619-01	TCGA-12-0821-01	TCGA-12-1597-01	TCGA-12-3650-01	TCGA-12-3652-01	TCGA-12-3653-01	TCGA-12-5295-01	TCGA-12-5299-01	TCGA-14-0781-01	TCGA-14-0787-01	TCGA-14-0789-01	TCGA-14-0790-01	TCGA-14-0817-01	TCGA-14-0871-01	TCGA-14-1034-01	TCGA-14-1034-02	TCGA-14-1823-01	TCGA-14-1825-01	TCGA-14-1829-01	TCGA-14-2554-01	TCGA-15-0742-01	TCGA-15-1444-01	TCGA-16-0846-01	TCGA-16-1045-01	TCGA-19-1390-01	TCGA-19-1787-01	TCGA-19-2619-01	TCGA-19-2620-01	TCGA-19-2624-01	TCGA-19-2625-01	TCGA-19-2629-01	TCGA-19-4065-01	TCGA-19-5960-01	TCGA-26-1442-01	TCGA-26-5132-01	TCGA-26-5133-01	TCGA-26-5134-01	TCGA-26-5135-01	TCGA-26-5136-01	TCGA-26-5139-01	TCGA-27-1830-01	TCGA-27-1831-01	TCGA-27-1832-01	TCGA-27-1834-01	TCGA-27-1835-01	TCGA-27-1837-01	TCGA-27-2519-01	TCGA-27-2521-01	TCGA-27-2523-01	TCGA-27-2524-01	TCGA-27-2526-01	TCGA-27-2528-01	TCGA-28-1747-01	TCGA-28-1753-01	TCGA-28-2499-01	TCGA-28-2509-01	TCGA-28-2510-01	TCGA-28-2513-01	TCGA-28-2514-01	TCGA-28-5204-01	TCGA-28-5207-01	TCGA-28-5208-01	TCGA-28-5209-01	TCGA-28-5213-01	TCGA-28-5215-01	TCGA-28-5216-01	TCGA-28-5218-01	TCGA-28-5220-01	TCGA-32-1970-01	TCGA-32-1980-01	TCGA-32-1982-01	TCGA-32-2615-01	TCGA-32-2616-01	TCGA-32-2632-01	TCGA-32-2634-01	TCGA-32-2638-01	TCGA-32-4213-01	TCGA-32-5222-01	TCGA-41-2571-01	TCGA-41-2572-01	TCGA-41-3915-01	TCGA-41-4097-01	TCGA-41-5651-01	TCGA-76-4925-01	TCGA-76-4926-01	TCGA-76-4927-01	TCGA-76-4928-01	TCGA-76-4929-01	TCGA-76-4931-01	TCGA-76-4932-01
CDK13	718.522	839.243	840.95	761.905	747.561	1489.51	1283.22	1282.29	1332.13	693.004	597.097	993.84	782.598	790.047	711.008999999999	1198.63	886.031	488.18	620.402	710.88	1037.08	993.911	1385.77	1225.84	1036.33	930.63	486.707	1232.58	717.416	1412.92	761.108	1151.47	1042.91	1041.07	1072.6	1049.4	766.653	888.939	687.144	936.843	1307.94	1110.88	1945.87	976.43	988.384	1022.56	1125.07	1135.24	1088.38	1333.03	1021.26	1057.49	1327.2	912.204	1201.99	867.297	726.519	848.437	847.601	995.684999999999	1087.9	811.616	908.396999999999	1129.06	908.292	1712.4	1057.6	1122.1	647.452	862.529	1264.93	1391.37	477.35	654.11	492.288	1306.02	432.711	1158.25	978.185	989.115	1077.07	978.157	434.302	1242.81	1052.66	1146.75	861.966	862.876000000001	680.649	864.995	1017.89	847.679	662.464	946.417	1324.92	1343.67	1073.92	738.095	1150.28	833.293	868.678	1122.22	1595.14	842.685	1204.89	917.482	983.607	884.81	1224.74	1171.91	1215.62	1126.47	1703.06	1089.2	1075.69	783.784	808.934	819.033	1070.99	771.972	716.292	741.076	693.294	1042.87	1052.63	1172.34	731.721	874.234999999999	764.346	1296.18	1111.92	1460.73	1365.54	608.992	918.22	700.144	1868.21	899.371	1028.4	674.857	784.115	1265.23	1516.6	966.013	987.556	961.871	584.615	669.683	966.824	781.642	938.076	907.136999999999	1050.13	1219.46	1088.51	1198.39	1007.01	1230.04	1243.76	905.473
STK19	251.163	342.963	268.048	368.429	511.469	295.241	177.701	252.771	198.551	235.199	317.491	223.83	323.166	390.58	203.073	189.068	214.332	521.084	194.522	312.541	272.866	230.54	312.289	267.222	287.293	326.457	377.426	193.459	316.926	194.512	347.69	363.692	266.779	279.478	656.91	527.995	312.961	442.151	415.535	420.461	295.602	266.779	450.618	262.947	220.889	253.778	150.276	296.001	313.779	280.167	330.272	384.537	250.317	299.104	286.635	219.443	310.009	280.959	376.552	265.998	404.241	278.176	143.855	363.263	175.083	235.529	302.962	440.557	328.376	257.168	382.645	260.745	263.394	555.505	344.537	269.55	411.713	281.292	378.047	406.778	224.725	304.246	282.795	273.674	230.572	302.536	332.303	242.542	345.665	331.745	416.137	195.534	273.885	213.277	285.047	255.142	309.294	372.656	362.352	590.27	254.102	256.43	191.398	305.097	520.76	264.279	248.73	335.5	377.345	328.526	318.094	322.245	143.701	278.139	241.895	250.446	411.168	337.39	309.829	406.774	327.826	309.629	344.248	274.78	287.666	304.935	281.549	366.928	249.032	293.671	220.672	217.658	219.092	434.714	216.9	336.606	182.71	136.981	411.396	233.155	358.04	401.495	227.806	246.427	272.37	332.543	295.748	245.334	410.865	315.39	286.153	179.839	227.097	209.323	268.089	273.357	263.637	216.706	422.659	243.338
PRPF4B	1210.24	1328.1	1403.69	1597.14	960.366000000001	1868.4	1356.57	2208.17	1167.61	982.509	950.242	1255.65	1160.12	1438.29	740.826	1307.67	1134.64	998.654999999999	766.062	1151.72	1259.82	1225.62	1511.13	1175.81	1434.15	1308.96	1133.26	1785.96	1263.55	967.638	1161	1328.58	975.547	1084.35	1196.08	1401.54	963.089000000001	1611.34	877.133	1033.97	1545.37	1335.68	2129.68	1478.97	1413.13	1935.47	1072.68	1406.63	1609.91	1659.88	2242.77	1360.11	3385.49	1417.36	1568.19	946.049999999999	1065.38	1201.91	980.245	1421.34	1697.2	967.982	1801.53	1417.9	1008.41	1428.9	1300.5	1340.03	1333.09	1211.7	1794.35	1392.79	845.842	1422.09	1452.44	1480.06	860.27	1264.33	1252.36	1179.25	1386.61	798.635	792.062	1444.09	933.152	2119.52	1382.6	1068.56	1117.64	1323.53	1314.74	1511.49	1024.07	1381.93	1708.76	890.181	1484.63	1260.99	1621.04	925.482	1301.14	1306.57	1344.8	1417.93	1355.92	1188.86	1309.43	863.291	1728.51	1561.23	1401.56	1719.83	839.11	1200	1419.96	1098.71	899.892	803.613	1337.27	649.199	681.461	1453.59	1153.05	1348.34	1324.83	1104.71	1122.63	1250.19	1379.42	1634.16	1228.03	1657.57	1707.03	1301.09	1125.05	1230.13	1197.36	836.477999999999	1390.79	750.725	1164.34	1450.97	1002.97	977.618	1480.76	1461.08	972.028	1493.21	673.597	1228.9	1271.41	1010.74	1151.3	1532.36	1397.83	1072.29	1398.33	1127.3	1879.06	1274.13
SNURF	310.815	139.083	131.01	199.933	120.652	200.358	260.406	147.699	29.6493	559.837	196.731	157.69	319.251	208.724	294.151	173.86	281.316	492.27	248.779	229.411	198.958	143.261	195.983	167.348	191.644	261.345	467.924	489.203	252.318	184.961	212.222	225.687	177.25	320	143.731	168.687	176.839	287.342	406.553	157.877	127.689	271.646	199.949	327.883	237.48	137.314	183.465	150.873	156.149	143.156	130.323	252.615	308.337	284.867	334.794	87.3178	683.278	363.185	284.511	173.323	306.983	198.131	331.26	288.428	219.916	216.035	213.616	314.006	234.076	146.74	13.5385	218.962	464.212	367.466	321.703	241.994	232.84	258.537	277.704	170.74	194.062	151.686	126.452	147.891	140.776	97.5631	154.171	360.719	332.176	277.56	211.658	338.855	69.5817	256.847	193.76	308.786	247.558	345.202	143.517	126.32	289.611	137.589	348.987	238.385	149.897	344.871	37.6639	228.304	44.4796	165.303	103.271	220.895	79.851	155.457	76.7649	231.175	142.734	493.416	234.077	49.2888	287.096	146.107	246.019	195.123	239.755	305.195	627.484	209.041	354.138	197.567	300.489	274.329	196.055	243.965	147.867	210.594	102.8	457.827	197.272	381.31	256.206	234.25	196.848	277.867	187.708	214.253	480.797	225.103	91.3478	227.561	114.769	319.616	157.623	224.976	233.22	157.277	224.702	265.667	277.614	172.856
MBD4	480.654	842.046000000001	553.879	466.667	1016.46	512.121	385.956	736.33	1201.13	641.134	690.394	1198.15	496.435	531.102	674.312	865.521	509.329	632.712	852.869	489.707	727.774	711.203	742.982	757.649	608.084	742.796	878.813	474.687	634.948	657.938	861.474	621.641	838.866	567.148	545.31	527.671	663.555	534.543	646.758	696.221	765.264	609.644	865.139	638.355	583.333	569.255	582.535	680.251	559.764	730.524	610.969	761.662	216.165	589.678	590.171	964.971	755.985	784.844	698.024	591.605	325.913	485.48	631.679	701.255	778.33	597.995	388.189	498.915	531.199	500	930.233	765.937	457.742	438.356	351.542	481.508	497.102	535.928	583.044	531.93	631.08	478.498	816.442	434.505	561.34	843.293	684.171	913.043	1006.02	520.733	543.684	526.363	583.381	778.193	501.068	706.288	374.169	530.22	605.26	699.106	541.103	1049.06	585.511	528.579	630.28	362.679	540.984	445.57	897.436	563.855	709.375	661.027	794.851	577.839	510.382	529.965	531.216	417.227	473.943	702.5	405.056	507.377	686.943	631.297	411.812	706.413	576.857	635.536	445.062	542.065	512.488	670.498	455.476	893.733	635.558	659.698	730.788	617.496	509.794	624.455	635.404	602.592	488.607	547.112	815.807	732.311	465.734	676.722	393.913	502.789	706.192	565.618	458.327	534.076	486.817	502.008	630.149	495.254	481.412	400.995
SART1	1027.08	998.458	1629.97	1417.62	1311.59	1152.58	1112.61	1622.23	1082	913.148	572.218	676.078	966.284	1237.92	1506.88	1225.66	1343.92	464.348	824.914	1123	755.341	1069.3	1120.04	1395.82	1190.28	939.701	332.735	1533.83	1093.43	1397.6	1220.07	1376.74	863.482	1903.44	1471.65	1487.42	1387.78	1614.97	1546.64	1264.77	1076.88	963.979999999999	1854.66	1264.67	1035.86	1300.1	1149.86	948.052	943.481	952.561	1176.02	2055.47	1395.63	1541.71	1531.53	1161.34	925.875	1064.65	1032.93	1090.23	954.909	1352.2	1160.31	1147.42	767.74	1225.16	1121.34	2092.52	873.17	1604.08	1399.45	1370.55	927.654	1179.79	855.399	1077.59	974.243	1110.35	1146.75	1333.82	1245.1	1074.4	593.055	1744.41	1298.33	1542.5	308.327	1377.93	151.742	740.116	1768.95	1394.77	1415.47	800.623	1947.29	1504.74	1507.89	1329.67	1845.07	1897.57	2507.39	559.211	822.1	1560.04	2396.71	2025.58	1631.15	1984.81	2218.7	1406.52	948.958	305.344	1245.57	1281.44	1460.15	1460.63	1855.22	1848.22	1437.17	1229.53	950	1205.62	1495.05	1558.41	729.711	832.665	1265.4	989.408	1363.29	1379.8	1118.94	1190.61	1360.64	784.741	1589.97	1590.67	1270.82	844.483	1785.01	933.233	834.812	1117.93	1412.47	1177.67	1556	1191.04	1076.92	762.192	1963.68	1231.96	913.702	1063.7	1868.05	1535.79	977.401	1530.12	1213.85	1786.71	1625.88	1329.85
PRPF4	626.325	1224.39	1728.76	953.809	692.073	905.683	723.537	833.162	1002.58	506.031	684.865	578.029	963.384	814.268	951.835	524.169	1018.66	1243.13	942.619	835.322	1034.87	744.463	572.12	609.034	921.889	847.919	1362.91	702.256	918.108	1343.27	751.176	918.664	735.223	689.234	581.876	851.187	612.219	711.968	546.075	781.885	838.399	648.598	1247.03	556.121	1049.49	855.194	584.225	1025.53	841.062	751.727	742.772	1056.21	1221.47	645.052	1144.56	829.455	880.295	576.577	1181.09	751.275	766.553	877.141	1057.25	1031.29	1058.95	810.848	1085.68	1421.36	982.634	1148.86	1012.77	585.689	749.155	865.582	616.324	517.041	940.76	1396.07	685.672	893.324	662.034	872.355	1107.3	1827.48	1131.13	1812.09	807.952	969.9	1008.94	754.581	880	582.695	574.785	474.143	821.817	816.107	808.555	715.202	637.855	625.354	968.574	993.942	1128.38	535.396	1043.2	1136.19	725.41	671.519	1230.77	835.866000000001	771.875	834.331	883.821000000001	659.28	764.233	767.332	1004.84	647.208	984.070999999999	1011.53	598.315	950.023999999999	749.97	831.726	505.223	1375.25	525.043	689.244	640.871	1039.83	848.927	1109.2	1091.72	1138.96	929.853999999999	969.323	879.008	611.778	920.666000000001	570.869	692.86	799.568	853.223	790.274	1093.57	733.097	486.713	950.728999999999	992.142	468.009	750.329	693.016	942.861	1184.74	800.377	869.076	1021.03	1260.19	842.823	843.284
CBFA2T2	660.131	406.447	753.562	1235.24	500.61	986.758999999999	801.04	1118.3	758.123000000001	595.899	533.518	565.708	1122.9	918.199	444.954	886.598	685.325	553.527	433.055	810.635	566.782	622.511	773.959	937.348	959.128	789.755	430.599	1242.61	554.787	501.463	740.199	781.19	708.016	498.335	1011.13	771.253	906.661000000001	1053.2	592.15	570.181	639.133	853.69	1163.19	1785.07	917.677	651.102	587.042	839.678	850.973000000001	866.146	928.571	850.069	1708.55	588.707	623.744	454.615	609.116	309.486	518.815	583.758	766.838	453.462	450.382	693.811	590.125	723.336	652.479	969.503	442.949	949.332	954.400000000001	737.552	1728.87	357.021	373.393	931.835	191.243	324.636	508.18	787.373	648.768	645.051	466.619	1364.22	514.26	780.212	548.387	419.732	288.893	532.305	831.579	629.112	632.665	735.202	748.143	906.977	578.073	704.212	1262.51	769.784	399.584	588.193	976.616	670.687	787.607	448.959	657.787	521.519	883.861	470.352	817.708	340.004	503.557	737.95	1186.87	607.521	670.075	459.963	721.337	326.995	287.64	600.19	644.925	725.616	662.917	571.643	890.616	586.006	580.977	540.074	758.202	404.215	768.477	303.815	645.468	454.675	1107.14	437.965	761.998000000001	730.564	481.622	915.335	647.92	497.375	1892.66	864.387	255.944	399.196	1873	776.15	621.212	818.88	1432.27	1099.44	753.766	460.241	497.809	903.964	771.294	403.483
FIBP	1146.93	1565.8	1887.07	2543.33	2208.54	1646.77	1322.24	1185.88	1657.56	2126.06	1954.39	1661.7	1765.32	1715.73	2582.57	1043.76	1954.61	3171.25	1640.51	2014.75	1027.7	901.338000000001	2136.5	1677.51	1976.39	1913.55	2761.7	1093.23	1717.42	2080.61	1779.4	1788.16	1451.01	2053.27	2330.68	2307.28	3024.61	1825.07	2296.93	2147.59	1559.15	1509.33	1509.16	1504.72	1667.17	1359.39	1499.72	1622.03	2422.18	1292.62	1755.1	1970.89	1210.15	1542.2	1764.33	1435.95	2103.59	1615.79	2024.93	1790.51	1786.82	2404.32	832.061	1716.66	817.319	1309.48	1550.08	1721.53	2014.48	1315.4	1065.21	1891.9	1947.94	3040.24	2870.18	1934.01	3665.16	2067.15	1735.25	2082.73	1430.83	2012.97	2120.48	1412.14	1650.82	1334	2021.01	2021.74	2540.94	1949.37	2687.89	1242	1308.88	1159.5	1337.95	1507.32	1580.56	1540.29	1575.66	2011.27	2065.35	935.978	887.208	1306.76	2214.21	1999.5	1596.31	2222.78	1414.78	1544.79	1022.4	1965.75	1840.8	1213.85	1849.97	2162.16	1521.53	1736.76	2700.1	3789.79	2523.03	2145.17	1878.1	1767.42	1793.89	1846.19	1147.38	2043.26	2188.45	1961.69	1313.89	2144.16	1814.34	2159.4	1225.01	1689.69	1161.27	2082.9	1649.85	1695.1	1831.85	1498.49	1778.56	1624.21	1745.23	1848.27	2331.47	2038.71	2319.32	2026.41	1345.85	1188.8	1358.53	1441.06	1444.44	2036.95	1858.02	1505.3	1870.59	1949.25
STK17A	854.359	3623.83	1416.36	904.762	1785.37	1608.47	848.375	544.316	4522.43	1076.6	2089.15	2846.51	1819.94	1708.69	683.486	645.59	1769.54	1605.23	1844.53	1478.19	2729.15	2250.57	1938.53	1160.76	2832.43	2844.18	2717.34	561.905	1104.38	2943.77	1460.53	1375.24	1462.02	1200.89	1246.42	1655.39	1901.99	973.341	788.396	1313.33	1757.35	2108.65	906.138	1052.02	1703.54	3229.8	2005.63	3468.43	2837.05	2697.66	1261.48	754.861000000001	144.897	673.71	1896.41	1621.58	1144.57	2482.78	2743.65	1977.64	1784.82	2097.54	830.153	4159.39	4080.82	1814.49	2203.9	857.567	2796.86	693.637	1140.45	1094.74	1250.17	3126.71	3097.04	2053.66	2213.14	3504.7	2497.27	2278.66	1873.03	4295.56	1933.38	1166.13	2029.88	1875.83	1791.45	968.227	3054.53	1811.96	1861.58	826.498	1046.42	897.196	1493.03	1045.22	1619.6	1171.25	1988.65	737.518	870.343	3279.72	984.868999999999	1050.87	874.743	2302.48	811.475	1214.56	800.905	1513.63	1638.02	8094.9	1191.37	1920.22	3623.58	1450.06	1480.62	848.111	3281.81	4925.29	3837.08	1634.46	672.285	1212.22	2305.14	2526.05	982.153	1607.04	978.124	3554.53	830.566	6605.36	2983.08	1694.82	963.032	1390.53	535.524	1337.91	2933.89	1026.61	1292.78	770.194	6754.77	1079.86	588.202	1901.73	1495.1	2462.54	764.862	2469.4	1009.22	1098.23	722.231	4189.03	1038.14	1626.51	2829.97	657.175	1591.06	2549.25
SRSF11	1958.88	2957.25	2152.19	2833.33	1906.1	4578.53	2088.43	5003.91	3430.12	1453.56	2426.4	3763.35	2546.47	3003.85	1369.27	1868.96	2124.05	2725.35	2528.69	2289.33	2737.42	2801.02	2894.97	1666.83	2576.29	2572.04	2626	3381.45	2569.2	1568.47	2071.09	2516.16	2674.66	2276.36	3642.29	4274.84	2135.77	3500.85	2005.69	2623.38	3438.39	2415.58	5334.56	4149.1	2902.53	3928.65	2979.72	2704.43	3579	3122.13	5197.7	2672.62	6013.45	3336.98	2617.78	2028.13	2091.16	1908.85	2857.48	2153.39	3045.95	2836.93	3561.07	3215.45	2596.36	2355.06	2221.73	3063.39	2963.18	2903.38	4066.12	2865.05	1561.87	2580.48	3278.28	2282.09	1349.65	1787.43	2782.35	2158.93	1771.32	3458.02	2973.21	5984.03	2073.94	4407.04	2928.73	1988.29	3194.6	1874.64	2996.84	2653.9	1773.64	2548.29	1971.71	2570.2	2663.21	2789.38	4702.63	4651.48	1873.47	4158.21	4061.9	3651.81	3348.42	2347.13	3045.08	1614.56	5101.06	3066.35	2944.79	3806.89	2979.79	2121.88	3610.85	2051.7	1969.32	1900.21	2199.8	1722.41	1285.39	2310.8	2323.68	2836.01	2339.29	2491.98	2370.75	1832.02	2575.92	2096.58	2147.7	2988.51	2254.68	2914.17	1738.63	2568.36	1675.53	2243.57	2973.07	1749.22	2849.18	3324.41	1714.91	1644.1	3089.2	2472.88	1323.08	4335.34	1442.58	3270.57	2481.55	2428.24	2429.99	3043.72	2373.35	1880.32	2363.72	2233.95	3917.18	2907.96
SOCS6	705	724.877	1096.36	779.524	577.439	1187.21	1324.84	2084.96	1761.73	1012.06	995.162	1090.35	636.616	1282.4	596.33	1644.44	917.297	743.417	1113.29	656.469	1008.41	1044.91	1127.3	1837.3	801.09	1056.03	912.086	922.306	1057.09	910.063	1020.91	1055.13	1097.98	662.597	538.951	716.704	514.213	1142.6	1248.01	481.79	1141.54	995.424	811.24	2113.18	892.424	583.421	1323.38	851.321	1018.05	1707.09	999.15	805.44	580.059	951.548	857.427	949.118	671.731	1072.6	696.613	1091.02	1283.68	606.106	875.954	879.423	883.743999999999	1579.31	470.641	590.748	649.149	721.524	826.721	1176.11	677.485	1028.25	1093.83	734.59	951.705999999999	920.872	558.255	952.83	944.409	855.29	862.367	661.342	646.446	778.885	1061.52	556.856	978.297000000001	1004.34	961.053	1080.67	734.67	1294.7	600.794	935.831	683.555	1413.92	649.407	433.292	750.468	875.163	938.56	944.415	607.043	503.637	1057.38	789.24	926.093000000001	1123.74	691.667	1752.01	689.624	1342.94	489.618	1069.33	683.531	791.717	872.37	774.966	689.888	799.619	1601.56	1025.72	1000.4	1088.18	768.567	776.966	1034.79	696.869	956.933	1184.87	787.622	505.45	961.739	512.556	753.343	875.929	733.595	966.658	785.805	914.471	902.893	1221.33	445.711	1027.12	890.909000000001	2625.44	428.064	669.369	874.177	1129.7	627.152	1076.73	801.318	1067.47	1042.07	973.758	904	1056.72
TRIP12	2539.72	2426.91	1983.32	1853.81	2127.44	2672.64	3319.64	3125.39	2898.92	2141.13	1153.42	2482.03	1725.2	2328.75	1642.2	4305.15	2094.81	1026.33	2073.07	2288.32	2732.46	2971.75	2393.51	2908.21	2475.02	2054.96	1313.98	3124.31	1905.42	3284.12	2169.89	2513.66	1975.06	1881.24	1747.22	1688.33	1439.54	1729.33	1518.2	1806.03	2915.85	1937.35	1511.46	2405.57	2169.7	2580.27	2903.66	2497.09	2441.53	3245.35	2741.07	2565.51	3119.29	2154.71	2482.61	2470.98	1615.56	2388.98	1899.81	2579.05	1821.92	2027.55	2345.42	2135.03	1720.32	2847.31	2584.96	2521.07	1691.18	2025.92	3429.55	2265.64	953.347	1372.43	1309.77	2572.15	1580.81	1999.14	2522.06	1914.37	3258.37	1582.25	1251.88	2575.08	2989.59	2653.39	2075.02	1657.19	1445.92	1554.48	1680.53	2835.06	2113.47	2847.98	2260.71	2060.29	2109.22	1756.41	1792.26	1983.62	2258.06	2606.96	2756.99	2053.49	2121.26	2839.73	2032.79	1802.53	1876.32	2368.19	2639.06	1320.4	1873.77	2904.71	2017.41	2102.23	1965.55	1393.11	1906	1557.12	1150	2279.39	1735.43	2299.04	2005.32	2080.66	2013.82	2418.62	2774.96	2470.4	1861.48	2352.49	2629.56	1480.93	2595.23	2025.82	3639.12	1356.78	2447.11	1875.49	1586.82	1831.97	2811.7	1697.71	2471.36	2295.99	2058.74	1927.6	1127.57	1979.43	2382.08	2887.95	1609.02	2597.09	2449.62	2024.9	2504.82	2415.97	2074.82	2009.45
UBE4A	2111.31	1189.63	1492.77	1445.71	1289.02	1958.44	2198.18	2403.07	1090.25	1521.11	1236.35	1698.67	1646.89	1768.14	1231.65	2107.22	1602.62	1064.77	1104.95	1599.1	1327.64	1105.33	1933.69	1661.97	1568.12	1398.08	1105.2	2299.75	1254.9	1427.31	1423.42	1903.56	1983.48	1407.33	1594.06	1301.62	1070.43	1733.41	1135.95	1477.02	1942.84	1634.64	2442.47	1616.45	2013.13	2380.9	1914.93	1705.33	1819.47	2059.55	2290.82	1394.96	1782.18	1595.14	1246.6	1449.25	1389.04	1213.57	1486.83	1298.16	1480.88	1956.81	2169.85	1689.86	1255.34	1883.77	1860.72	2467.62	1148.95	1978	1730.96	1793.02	1108.18	1053.94	983.290000000001	1390.86	931.745	1354.58	1866.63	1268.51	1668.98	1545.39	860.666	1664.54	1744.38	3035.86	1581.4	1678.93	1322.63	1267.6	1277.37	1881.03	1234.38	1570.09	1895.19	1389.75	1855.07	1837	2107.89	1677.34	1926.33	2114.74	2576.8	2542.21	1998.31	2196.14	2108.61	1068.35	2598.79	1891.61	1511.46	1905.51	1533.7	2031.02	1949.77	1524.09	1939.72	1816.94	1344.35	1003.74	935.955000000001	1422.18	1792.6	1632.37	1376.56	1233.47	1647.67	1478.74	1661.84	1360.39	1407.32	1399.9	1554.32	1170.3	1922.19	1480.48	1429.35	1165.24	1943.19	1422.4	1277.57	1537.37	1927.57	1200.88	2116.84	1648.19	1188.81	741.579	1568.59	1420.5	1548.09	1663.09	1671.19	1988.43	2783.9	1521.29	1284.4	1777.22	1611.29	1248.76
PPIG	591.905	703.574	802.533	645.238	676.22	775.311	997.659	801.846	812.274	358.866	353.836	612.936	579.094	687.438	431.193	919.129	546.142	222.179	596.371	694.759	680.91	888.588	766.215	705.197	551.317	588.581	377.752	1011.53	729.527	715.049	536.33	629.668	567.449	553.829	567.038	601.664	550.7	635.281	620.023	679.853	969.829	764.519	1066.45	855.155	662.626000000001	815.32	896.901	655.172	680.59	699.318	793.793	665.604	1162.95	582.392	902.927	899.003	576.427	899.841	1228.13	686.151	669.806	602.383	1173.66	723.092	826.464	1080.67	1074.09	858.938	647.452	792.616	887.825	681.727	424.611	460.616	537.275	749.093	450.097	554.32	786.812	645.864	865.445	853.242	526.719	2204.47	904.784	1216.47	712.678	556.856	420.937	856.316	825.789	765.21	689.971	730.841	557.647	720.93	671.512	642.857	779.783	525.994	730.489	843.806	1287.48	728.369	672.395	614.999	485.656	476.582	1530.92	731.595	794.792	483.598	985.887	821.607	1058.27	386.604	876.749	452.913	703.638	476.718	437.64	958.115	711.372	814.577	648.855	686.373	629.822	584.216	650.547	974.621	738.221	1016.76	1023.15	915.531	673.045	817.997	1009.18	886.793	752.204	610.13	378.538	539.957	630.259	555.402	769.07	544.811	406.993	1069.38	301.47	441.161	600.132	561.013	867.286	1085.73	612.994	660.241	784.4	672.25	677.647	735.323
LPXN	410.584	386.825	252.454	203.333	626.22	242.005	290.767	384.853	1565.24	703.257	628.196	834.702	395.891	433.777	422.018	659.794	191.125	552.758	506.13	302.288	543.074	609.761	319.458	397.766	325.159	354.322	600.881	108.772	476.355	820.914	638.264	500.724	704.13	305.216	447.801	242.502	394.994	186.954	644.482	524.894	431.389	492.784	499.367	620.496	370.202	235.572	454.084	368.562	254.867	406.869	275.51	811.816	69.3805	428.415	235.45	890.821	279.005	771.065	402.164	320.518	253.995	125.093	202.29	326.062	342.716	374.658	386.407	316.162	231.657	221.524	414.045	195.387	242.732	232.02	126.607	211.748	383.773	252.352	505.206	480.406	542.009	165.188	591.921	118.211	527.539	251.66	650.413	235.786	528.178	361.62	252.105	457.864	375.358	547.664	172.993	433.247	220.515	317.766	197.215	330.859	484.495	870.412	189.821	485.579	427.932	128.417	290.984	336.709	656.109	328.679	363.021	382.917	662.978	614.958	313.463	406.58	480.086	179.756	210.03	373.11	283.146	192.765	549.163	907.824	261.149	359.218	274.036	507.236	192.584	364.861	251.654	397.031	186.109	636.24	306.791	320.783	311.262	553.459	282.566	505.612	495.142	421.598	355.786	482.454	245.844	282.233	433.566	318.25	259.076	203.19	378.788	386.8	148.713	245.607	340.396	410.442	292.288	386.935	179.765	304.478
