TCGA-3H-AB3K-01	TCGA-3H-AB3L-01	TCGA-3H-AB3M-01	TCGA-3H-AB3O-01	TCGA-3H-AB3S-01	TCGA-3H-AB3T-01	TCGA-3H-AB3U-01	TCGA-3H-AB3X-01	TCGA-3U-A98D-01	TCGA-3U-A98E-01	TCGA-3U-A98F-01	TCGA-3U-A98G-01	TCGA-3U-A98H-01	TCGA-3U-A98I-01	TCGA-3U-A98J-01	TCGA-LK-A4NW-01	TCGA-LK-A4NY-01	TCGA-LK-A4NZ-01	TCGA-LK-A4O0-01	TCGA-LK-A4O2-01	TCGA-LK-A4O4-01	TCGA-LK-A4O5-01	TCGA-LK-A4O6-01	TCGA-LK-A4O7-01	TCGA-MQ-A4KX-01	TCGA-MQ-A4LC-01	TCGA-MQ-A4LI-01	TCGA-MQ-A4LJ-01	TCGA-MQ-A4LM-01	TCGA-MQ-A4LP-01	TCGA-MQ-A4LV-01	TCGA-MQ-A6BL-01	TCGA-MQ-A6BN-01	TCGA-MQ-A6BQ-01	TCGA-MQ-A6BR-01	TCGA-MQ-A6BS-01	TCGA-NQ-A57I-01	TCGA-NQ-A638-01	TCGA-SC-A6LM-01	TCGA-SC-A6LN-01	TCGA-SC-A6LP-01	TCGA-SC-A6LQ-01	TCGA-SC-A6LR-01	TCGA-SC-AA5Z-01	TCGA-SH-A7BC-01	TCGA-SH-A7BD-01	TCGA-SH-A7BH-01	TCGA-SH-A9CT-01	TCGA-SH-A9CU-01	TCGA-TS-A7OU-01	TCGA-TS-A7OY-01	TCGA-TS-A7OZ-01	TCGA-TS-A7P0-01	TCGA-TS-A7P1-01	TCGA-TS-A7P3-01	TCGA-TS-A7P6-01	TCGA-TS-A7P7-01	TCGA-TS-A7P8-01	TCGA-TS-A7PB-01	TCGA-TS-A8AF-01	TCGA-TS-A8AI-01	TCGA-TS-A8AS-01	TCGA-TS-A8AV-01	TCGA-TS-A8AY-01	TCGA-UD-AABY-01	TCGA-UD-AABZ-01	TCGA-UD-AAC1-01	TCGA-UD-AAC4-01	TCGA-UD-AAC5-01	TCGA-UD-AAC6-01	TCGA-UD-AAC7-01	TCGA-UT-A88C-01	TCGA-UT-A88D-01	TCGA-UT-A88E-01	TCGA-UT-A88G-01	TCGA-UT-A97Y-01	TCGA-XT-AASU-01	TCGA-YS-A95B-01	TCGA-YS-A95C-01	TCGA-YS-AA4M-01	TCGA-ZN-A9VO-01	TCGA-ZN-A9VP-01	TCGA-ZN-A9VQ-01	TCGA-ZN-A9VS-01	TCGA-ZN-A9VU-01	TCGA-ZN-A9VV-01	TCGA-ZN-A9VW-01
MYADM	2628.05	3408.13	3655.59	2727.56	4841.45	5071.88	2504.21	1919.24	12557.7	2205.7	2518.94	14985.9	3157.15	10742.2	4064.43	3290.35	3582.09	2587.6	8460.25	2042.3	20400.6	6601.59	10119.3	5934.13	4093.14	3352.77	4043.14	4209.36	8113.31	5388.21	13179.1	9961.86	1802.53	981.661999999999	3292.98	2997.12	4794.84	3284.57	1925.87	9303.61	5473.21	5755.47	3024.59	3485.13	8313.91999999999	2943.93	2116.02	5338.06	6023.73	1227.45	6913.49	7910.21	4162.37	5197.66	9551.95	11255.2	3766.37	4962.33	19454.4	20638	6665.95	12084	8515.79	15338.2	7153.18	1904.09	4473.56	3222.74	5532.94	3352.98	8686.65	3273.66	5879.7	3724.33	4925.89	6842.12	13850	7391.95	1652.05	3809.77	2623.51	2457.51	3475.05	1328.03	1524.63	6096.81	5901.96
TADA2B	575.61	576.492	490.937	544.635	536.011	691.747	488.955	427.553	374.864	926.908	447.481	588.602	635.221	500.444	749.073	650.511	651.57	715.708	412.324	622.148	726.434	423.748	359.273	380.545	834.329	1125.14	319.168	531.064	384.686	324.706	991.007	739.756	497.658	581.74	392.558	354.127	895.661999999999	432.557	372.836	547.021	476.783	674.198	451.801	498.627	662.329	755.14	371.429	604.3	456.949	700.812	586.108	667.461	518.77	897.196	531.547	479.622	545.503	550.542	601.765	575.646	464.608	766.683	542.189	634.458	666.038	580.225	724.497	691.779	330.5	381.308	474.065	840.58	763.463	489.964	419.636	446.93	573.424	558.039	568.199	704.362	895.593	1103.76	773.563	602.821	746.468	616.188	745.098
KTI12	317.683	384.328	200.906	305.444	221.644	510.707	269.044	323.99	274.211	227.436	123.389	200.775	250.19	218.667	366.1	188.084	354.092	339.067	217.954	308.119	311.329	348.604	172.576	189.66	244.989	326.773	177.258	248.511	376.886	329.003	329.497	245.109	292.903	336.325	325.472	157.39	316.53	301.238	296.537	220.603	318.031	224.333	195.361	184.836	317.176	334.579	389.61	208.143	324.746	238.524	305.495	259.038	296.698	260.28	143.132	422.918	252.262	168.594	209.872	415.744	293.512	425.111	217.222	373.692	280.465	286.56	240.869	341.717	289.586	285.837	383.929	182.864	228.578	244.031	247.478	318.277	233.839	210.673	159.462	261.309	296.581	249.106	265.538	209.736	164.567	303.675	284.664
C12ORF57	4651.22	2849.58	3181.27	1906.22	3511.09	1296.45	3088.66	3624.7	2568.01	2698.12	2092.93	1975.97	2116.32	1515.56	3731.56	4297.47	3201.24	3027.16	2793.84	1570.52	1235.98	1247.72	4481.5	1448.35	2438.52	3158.93	3642.37	2851.06	3258.54	2524.59	2325.34	2275.38	6099.6	2527.9	5064.99	4071.5	1762.8	3711.55	3138.53	4977.51	6019.84	2749.97	1929.36	1471.52	1134.35	5059.19	12742	807.868000000001	1539.66	3528.27	2613.06	1922.13	1654.45	1445.33	1909.66	5648.55	2666.84	1922.67	3524.56	2234.52	2301.92	2111.72	2122.46	3835.63	3462.76	2328.79	1712.22	2506.34	3064.82	2099.78	2269.56	1571.18	1513.68	2795.34	3070.02	3135.23	2244.61	1949	2385.83	1141.76	2913.15	3543.83	2835.42	3549.14	2364.26	3869.85	1582.63
HELQ	289.634	133.661	152.946	200.706	242.965	169.927	243.289	265.083	136.561	405.522	204.998	220.996	268.06	161.778	226.512	249.889	261.966	344.5	151.008	117.853	180.648	234.581	127.079	130.111	359.52	383.216	106.563	258.298	161.757	148.028	117.797	133.875	256.811	275.068	120.545	236.564	312.231	179.071	222.944	152.58	193.147	199.54	234.06	198.209	198.764	256.075	176.623	155.535	152.542	293.432	171.87	129.917	187.698	120.094	295.44	191.376	138.371	213.851	207.385	121.361	160.358	189.323	237.56	135.771	241.908	88.4152	155.857	250.759	158.342	186.916	124.15	307.332	309.761	289.265	189.805	193.539	267.757	179.504	263.327	233.845	327.665	274.598	127.517	232.029	358.534	436.232	301.821
CYGB	423.171	132.38	198.263	464.742	235.032	137.979	233.779	65.0831	358.542	57.3954	1464.66	734.488	206.867	386.667	238.272	738.995	370.046	411.453	165.409	240.51	730.827	169.238	629.12	86.8767	391.376	91.7193	252.112	220.851	370.728	679.972	89.6811	2424.51	250.536	126.024	143.082	190.019	552.56	330.685	143.398	690.069	286.281	208.338	168.784	256.425	266.753	105.284	6316.88	231.016	103.051	69.0775	434.471	345.65	310.267	152.336	572.53	257.531	243.747	331.131	164.023	187.782	228.367	378.616	1255.73	168.097	313.196	241.563	49.7481	92.2094	204.038	138.03	136.48	346.974	561.525	57.3968	158.816	825.059	588.188	54.452	104.475	313.813	55.9517	73.3453	1581.26	151.956	76.365	1721.63	126.751
SMIM19	1232.93	886.943	924.471	485.69	636.172	331.983	794.453	733.967	703.482	997.714	664.194	346.661	581.609	391.111	810.942	1590.93	812.146	487.551	365.158	779.533	399.731	707.99	757.767	750.892	776.684	959.153	734.503	711.064	285.333	396.81	399.505	473.976	1087.63	831.447	944.968999999999	517.274	273.544	955.445	598.485	874.384	801.164	475.457	909.197	536.836	544.242	1269.78	1737.66	381.976	703.051	1019.63	601.313	890.743	865.219	715.421	409.824	776.728	553.486	567.948	634.092	435.014	498.971	634.701	326.266	635.751	551.423	506.019	896.096	364.665	353.879	535.442	585.459	958.227	486.521	633.646	683.039	525.241	616.121	591.837	1366.12	361.066	999.086	1250.89	383.426	748.408	813.288	719.02	744.748
RMI2	137.805	200.705	224.698	326.391	238.998	309.758	106.191	170.546	256.257	76.7059	422.491	70.0544	79.6058	192.889	171.29	176.078	141.019	104.12	215.671	133.001	29.6504	176.099	116.097	216.58	142.215	103.231	111.761	259.575	174.484	290.325	285.9	414.421	229.047	111.588	115.828	148.273	424.775	266.617	715.368	240.444	282.048	143.157	169.25	112.716	234.222	171.963	1347.19	195.791	193.898	123.395	165.419	517.283	149.706	170.561	173.105	450.679	496.009	187.99	190.974	170.152	135.66	34.6021	346.171	128.443	97.1856	217.88	100.441	253.68	270.988	165.636	180.272	98.8917	104.213	103.39	210.464	194.658	266.161	192.647	168.627	195.881	292.192	64.4007	343.741	100.546	231.004	300.462	382.703
JDP2	897.561	734.92	592.523	737.547	651.048	976.038999999999	706.488	378.622	867.791	672.652	1128.08	1107.15	906.531	696	652.435	866.607	394.75	947.94	847.09	755.519	3112.74	707.337	1096.64	513.103	1167.3	969.922	330.084	183.404	1730.88	1256.8	902.973	1505.11	490.023	504.487	708.595	893.474	635.795	638.688	768.398	671.258	1379.02	1021.69	273.692	506.746	527.977	925.857	399.134	372.827	301.017	720.295	974.542	1179.98	468.114	836.449	1460.07	988.777	1730.18	553.028	1296.53	778.598	987.561999999999	507.168	825.617	502.136	1652.15	387.606	841.625	944.207	560.574	823.005	674.745	819.693	740.433	1151.36	1075.56	609.146	959.298	570.056	367.191	626.414	671.786	601.968	781.442	446.77	493.7	1049.21	967.786999999999
IQCK	182.927	430.447	327.417	441.359	524.111	550.064	733.036	448.931	501.088	473.109	89.0277	235.441	420.232	233.778	613.575	334.815	457.54	484.835	174.591	552.323	123.543	658.33	371.039	763.944	295.808	331.229	238.077	905.532	175.716	358.609	493.407	283.499	310.255	336.715	918.239	266.795	221.962	694.797	252.165	237.137	240.243	257.123	568.365	444.657	457.059	378.193	203.463	327.996	804.746	584.502	322.543	321.414	644.505	423.832	287.488	341.406	158.063	228.273	352.605	439.934	330.022	283.737	356.123	367.658	251.415	296.823	332.494	423.078	414.984	316.894	558.248	586.957	280.973	334.878	157.525	392.672	834.797	245.597	760.043	484.653	697.385	497.317	388.386	334.395	309.278	347.861	609.594
ZC3H18	968.293	1084.23	1032.1	962.124	999.131999999999	607.941	1275.88	671.734	942.329	816.945	1427.96	889.763999999999	988.303	669.333	947.974	618.497	529.593	933.001	710.536	1386.16	1211.27	853.378	676.97	1438.97	899.558	984.404	576.998	614.043	1239.45	849.01	882.013	937.123	630.227	861.1	778.826	836.852	1596.72	770.007	1258.66	1223.95	951.978	764.171	1457.98	942.806	1256.34	975.078	1036.36	1071.36	1389.15	689.004	915.102	1446.56	1424.24	1052.8	883.873	1059.66	1180.42	992.666	791.744	986.880000000001	1066.31	931.784	805.712	549.117	952.313	521.808	1015.11	1093.16	1087.67	1046.15	800.595	1035.38	1146.92	973.846	1097.08	649.979	1120.51	665.441	978.157999999999	943.053	1203.14	951.252	651.59	1063.24	946.544	1011.45	1141.81
HSPB6	133.537	149.461	85.7251	319.084	311.888	59.2661	303.12	3015.2	945.049	128.737	803.983	4243.71	507.419	1946.67	693.851	655.847	1154.92	585.785	96.2343	187.679	946.616	104.549	1906.97	254.104	860.117	250.279	786.485	672.34	1728.42	2023.2	39.8247	53.1561	136.734	96.3714	131.027	264.875	382.18	32.6308	67.0996	990.59	1339.86	329.501	1244.9	655.761	191.282	28.0374	5242.42	525.618	288.136	134.022	599.47	1078.67	196.744	195.794	1241.09	1300.06	7323.04	882.259	452.567	249.692	242.685	1242.71	418.434	290.506	426.772	396.29	84.6978	69.6786	218.385	415.241	796.343	484.228	495.733	6.0818	489.791	900.572999999999	323.224	497.203	536.429	487.48	280.49	304.115	1089	99.636	92.7835	282.788	4.5518
UHMK1	18.9024	49.1086	117.447	307.392	86.7733	136.59	433.482	417.577	180.087	157.167	359.235	233.274	401.278	676.444	105.33	89.8177	106.022	193.753	316.851	246.052	153.194	313.973	26.6709	405.833	460.398	139.25	418.973	371.064	276.301	108.872	182.774	107.789	18.7402	132.657	46.1216	474.088	429.855	79.1893	155.303	22.2021	15.3459	176.347	142.674	101.254	580.351	11.838	16.4502	612.992	38.6441	37.786	133.625	100.914	172.32	502.804	294.828	7.6787	194.785	246.177	77.0857	324.723	306.756	257.538	168.325	395.243	183.808	21.3144	127.834	66.7579	566.95	115.6	427.721	628.303	570.006	514.671	405.864	204.727	374.701	747.682	147.854	392.973	204.059	731.664	331.777	343.949	779.305	4.8202	699.93
ZNF786	213.415	219.494	172.961	181.22	182.968	226.415	185.438	175.772	142.546	156.094	262.397	131.442	232.86	95.1111	157.996	265.451	274.833	241.286	92.4306	170.315	158.135	136.24	185.912	199.857	199.48	177.869	193.372	198.298	153.136	414.955	158.041	171.281	170.05	192.743	133.648	294.626	162.954	149.226	232.684	153.525	77.7881	221.134	111.435	162.388	178.92	138.941	124.675	128.088	236.61	185.978	129.017	133.492	266.848	184.112	163.929	82.1028	171.9	111.401	67.1391	167.692	110.962	114.681	86.9753	247.404	268.317	266.035	322.733	186.922	127.524	222.574	198.98	142.796	243.548	227.307	341.735	174.521	148.444	218.183	174.737	117.932	194.551	129.249	281.296	109.645	109.966	163.888	181.373
SREK1	1000.61	1127.36	1151.06	842.285	1654.64	1001.97	1103.12	1297.39	877.583999999999	1631.21	1624.76	1296.37	1418.28	1556.44	1200.56	1131.61	972.723	1114.53	1147.58	1147.5	1313.4	1112.79	1142.14	1712.65	1224.57	1261.05	1331.25	1383.4	1123.68	1778.24	700.077	780.608	624.675	1240.34	1032.49	1110.84	1522.47	1013.94	1204	514.899	733.96	1020.49	1474.3	1069.85	1068.97	606.231	580.952	1476.21	709.831	1014.91	961.18	1187.52	1186.79	641.589	1890.08	655.641	1435.87	1337.81	1292.55	1190.24	1593.2	1510.13	1049.76	1533.13	1532.79	846.26	1150.19	1118.61	2170.03	1199.14	1080.78	1407.5	1591.99	1084.84	2914.64	1733.46	936.951	1446.54	1664.88	1221.32	1104.77	1683.36	1470.67	1957.69	2266.51	1084.56	1287.82
CWF19L2	309.756	389.025	162.764	229.448	219.66	160.667	452.105	147.744	295.43	362.074	387.739	280.218	345.5	357.333	229.068	136.06	246.526	330.466	171.168	200.24	181.746	315.279	217.289	278.984	390.997	310.806	234.958	305.532	198.296	208.671	115.282	288.421	186.708	340.226	186.059	391.075	210.238	169.521	262.987	290.044	214.843	203.939	392.12	333.373	216.331	298.442	204.329	170.174	341.695	186.568	282.917	198.649	231.569	380.841	320.519	210.868	301.224	338.68	363.049	302.173	269.53	230.845	282.562	309.471	333.283	65.522	340.68	274.959	292.774	257.081	289.966	351.662	367.337	366.808	358.95	214.236	263.368	226.07	320.147	260.905	247.212	290.25	278.669	258.417	643.375	359.912	193.627
SPINDOC	353.659	891.641	960.725	534.405	541.961	924.181	481.03	556.77	511.969	181.305	1115.97	575.602	381.241	600.889	468.874	618.053	729.285	322.318	482.693	666.482	487.584	351.545	707.563	784.746	298.841	264.76	785.445	577.872	803.859	1225.76	1461.78	781.592	474.753	380.023	460.168	582.054	561.548	508.165	994.048	1604.22	514.354	660.602	537.592	456.119	646.389	399.377	662.338	665.599	813.559	468.782	588.412	1275.33	766.621	780.374	570.083	764.324	513.571	497.825	566.455	601.476	493.96	409.787	490.264	669.802	623.255	2156.7	411.209	718.482	579.171	575.126	1285.71	460.784	517.612	508.969	2270.77	888.827	782.123	1258.03	385.52	496.769	602.304	697.674	847.097	446.77	354.716	619.402	752.101
RUNDC1	495.122	658.482	499.622	426.257	603.446	487.556	755.225	529.216	557.671	540.696	241.702	378.438	496.047	479.111	762.367	441.085	753.989	576.279	420.312	444.444	577.633	670.091	364.764	673.397	597.304	692.536	454.841	766.383	325.978	458.408	1216.54	441.983	453.93	633.633	412.474	562.38	441.188	676.094	416.125	523.874	255.589	445.067	678.867	384	537.085	553.271	191.342	487.191	994.576000000001	403.247	424.375	377.036	374.491	575.234	332.752	333.727	134.646	472.958	628.124	1161.13	534.049	496.787	380.355	897.81	429.941	527.334	549.119	1437.38	548.884	613.084	676.02	701.193	540.067	536.717	335.279	447.49	456.105	853.206	445.395	460.016	334.613	370.304	475.051	699.727	509.736	473.991	437.325
ADAL	191.463	234.013	97.432	157.35	100.657	111.587	175.136	109.264	56.5832	373.874	167.122	136.498	109.932	128	177.937	216.541	213.073	81.0321	109.928	227.21	63.1443	200.929	182.774	192.516	188.103	250.65	186.095	105.957	113.723	101.709	108.156	115.664	85.3722	222.396	178.197	140.595	127.394	129.329	146.645	59.9928	131.234	157.553	271.827	200.119	86.8575	188.785	144.589	96.9808	56.9492	110.406	170.948	317.441	60.1538	153.271	147.414	128.175	200.639	179.038	151.685	105.371	166.801	143.351	96.495	270.679	136.799	89.9941	254.408	167.729	292.242	166.211	237.245	273.657	134.153	208.301	236.718	69.9203	106.943	94.2582	318.925	178.11	98.7383	262.075	197.549	305.733	284.46	124.523	126.05
SDE2	217.683	345.468	427.115	353.672	321.805	400.046	456.067	762.945	642.002	366.365	1119.88	989.429	353.623	641.778	388.086	321.921	529.079	543.685	540.89	345.802	1065.22	358.732	362.411	679.515	362.933	320.089	541.131	631.915	492.661	502.817	430.945	447.89	116.606	273.117	253.145	529.75	604.533	277.362	422.619	359.012	224.898	488.653	419.163	330.507	623.292	104.05	93.5065	994.053	271.864	297.565	384.748	481.526	420.624	461.215	747.469	257.531	478.978	621.659	474.947	580.566	588.814	896.688000000001	702.293	659.457	499.661	299.98	295.655	352.982	730.606	332.998	666.667	359.761	497.46	504.408	527.666	469.864	517.957	681.588	295.097	402.666	524.776	488.372	485.264	421.747	530.355	336.614	282.563
ZNF584	184.146	517.562	226.964	178.785	199.827	388.471	205.646	167.696	162.133	212.953	195.236	174.053	183.581	286.222	401.38	264.117	311.374	256.677	336.63	219.821	414.556	250.59	249.451	269.603	159.281	271.816	274.984	270.638	315.303	797.44	332.432	322.874	247.788	98.3223	305.556	188.1	254.396	313.972	125.541	226.744	270.935	258.322	230.796	135.642	223.162	373.832	753.247	163.312	387.119	170.627	307.338	168.852	283.582	182.243	181.668	330.183	346.993	188.984	135.273	248.873	273.468	386.06	149.719	543.944	220.78	191.04	208.439	337.545	306.057	269.734	325.68	177.749	213.033	180.173	382.192	333.38	219.473	282.775	245.609	237.076	238.435	141.324	277.21	156.961	90.4926	277.164	256.303
CMYA5	201.22	22.2056	468.656	36.0492	205.281	17.5946	255.572	5594.77	72.3613	174.332	95.2753	93.8874	330.878	92.4444	87.4345	151.178	316.006	384.337	36.1354	155.537	36.2393	974.262	407.123	146.426	600.337	463.052	423.132	179.149	27.5069	616.464	44.436	6.8906	451.848	893.094	32.4948	144.914	19.1481	192.203	201.84	173.838	3.175	100.37	251.311	187.702	196.812	371.34	72.7273	351.784	261.017	301.697	50.2246	258.641	133.876	240.187	594.55	88.0095	213.944	613.205	364.043	985.65	267.383	514.088	19.0394	58.6184	1122.92	42.6288	20.466	84.6991	874.07	382.459	19.983	653.879	570.006	160.027	908.997	39.7147	327.215	1119.46	1101.57	1116.72	136.04	61.2701	431.281	100.546	486.827	373.569	47.2689
RSBN1L	234.341	330.953	286.658	431.28	266.582	293.678	331.499	303.53	283.346	412.286	548.329	257.302	359.19	387.68	295.539	362.761	232.301	243.187	202.876	366.391	215.251	286.568	186.053	268.286	327.3	321.849	281.851	235.506	259.702	259.421	222.968	208.155	68.9086	300.944	156.599	460.811	336.049	183.815	270.135	119.414	109.417	319.8	252.407	321.471	330.872	116.43	190.693	382.004	271.451	240.803	205.543	254.549	472.904	292.822	297.348	100.986	336.903	244.77	305.254	270.402	317.022	234.419	284.76	304.372	272.716	107.046	311.826	249.374	312.742	511.856	300.88	470.171	410.318	252.364	620.838	187.034	209.824	242.559	442.872	403.772	302.205	809.964	432.763	453.153	718.465	303.105	316.281
KCTD20	1153.66	1439.95	1955.06	1740.1	1303.58	1321.91	1383.66	2962.95	2300.33	1798.03	2862.16	2409.29	1826.6	3178.67	1505.82	1132.06	1014.41	1435.49	2067.33	1850.56	1937.16	2615.35	789.145	1262.36	1541.99	1387.67	2349.06	1628.51	1636.87	1537.58	1671.8	1328.9	219.33	1707.37	866.876	2560.94	1182.88	727.03	1376.62	894.224	965.736	2461.26	2464.16	1624.84	1358.17	466.044	83.1169	1458.37	727.458	577.417	1838.04	1522.84	1907.28	2526.64	2894.46	623.745	2359.23	2299.64	864.851	2874.54	2463.71	2237.27	1631.33	2168.45	1784.73	1215.71	912.468999999999	2012.75	2257.7	2456.94	2289.97	1647.06	2433.18	2519.38	1078.14	1859.32	3035.51	2231.4	1273.25	1896.2	909.124	1417.26	2324.48	1827.57	2989.69	557.542	2795.87
PHYHD1	372.561	130.672	58.1571	61.3811	300.979	89.3622	616.147	312.114	508.161	307.36	113.627	197.886	140.799	240.889	538.924	157.848	717.962	149.389	248.764	91.6228	269.05	231.967	567.933	402.162	347.005	321.203	321.248	236.17	114.544	251.647	6.7073	75.3045	217.942	297.698	332.285	256.718	46.1118	428.18	45.4545	782.269	42.8628	185.544	564.635	210.149	110.276	79.7508	338.528	302.836	349.152	296.384	158.507	261.422	235.188	22.8972	296.052	360.898	348.058	480.916	183.514	582.616	137.808	231.834	148.853	411.622	170.075	112.887	16.3728	195.684	136.025	151.258	44.6429	193.947	377.125	126.197	269.428	244.441	41.8994	159.225	107.53	31.9063	210.276	36.6726	135.395	258.417	205.422	266.72	532.563
TAB3	286.585	535.924	674.849	488.126	383.786	354.208	323.725	745.843	524.483	431.27	679.813	444.882	518.25	608	511.313	288.128	535.769	411.046	688.855	707.86	606.735	567.83	324.757	601.611	399.34	359.822	733.983	645.957	422.047	380.575	696.304	434.108	200.59	403.043	1031.45	446.737	330.207	309.594	417.208	413.809	454.558	415.875	379.998	1390.33	823.357	254.829	182.684	913.541	815.593	382.583	429.904	606.675	729.534	607.009	507.08	284.111	465.141	778.317	303.369	820.008	461.387	592.19	524.881	740.058	476.949	464.969	902.393999999999	403.885	526.036	719.482	614.371	820.546	617.795	714.61	430.827	530.275	453.312	696.61	513.823	652.666	476.87	1365.83	460.753	480.892	628.866	347.058	514.356
MAMSTR	524.39	102.06	245.846	37.5107	322.797	6.9452	742.546	457.482	207.291	661.388	95.2753	94.6096	222.571	214.222	366.1	696.754	376.737	218.198	15.2149	109.356	27.454	581.552	452.621	313.654	888.181	251.021	502.144	286.808	16.0115	639.862	36.4711	127.969	327.607	186.89	258.386	1006.72	144.978	1220.47	95.2381	737.864	227.014	365.49	353.887	138.507	162.329	1143.3	1512.55	195.334	578.983	210.775	105.057	222.09	421.076	85.9813	100.315	574.129	287.387	171.081	499.813	148.832	50.8277	22.7385	19.0394	202.147	27.9937	193.408	310.139	108.899	103.613	358.303	29.7619	334.186	152.002	54.3559	353.786	100.126	42.2985	190.77	718.497	58.9661	437.009	491.95	245.404	84.6224	235.968	299.659	10.5042
ZNF621	344.512	545.319	585.725	541.712	679.807	464.869	657.751	789.549	846.028	638.859	416.634	584.268	330.337	989.333	662.661	364.606	984.045	302.399	705.972	258.243	382.16	866.12	491.843	738.248	523.352	519.124	1127.49	722.979	837.114	345.716	319.436	239.203	122.159	447.522	428.197	653.551	595.936	453.249	334.957	521.985	345.548	464.661	1026.69	565.015	593.364	207.477	188.745	846.752	970.847	449.889	639.097	394.12	1580.73	585.047	635.532	414.058	738.159	491.36	170.583	639.196	428.456	363.322	511.034	713.334	698.785	416.815	714.421	386.361	651.435	732.135	360.119	390.452	837.737	411.281	1057.91	835.687	596.169	1012.43	906.675	439.418	330.956	633.274	729.209	535.487	669.721	298.052	607.143
CYP4V2	634.756	403.117	280.589	601.632	1420.6	211.599	1297.28	226.128	324.265	943.537	488.872	481.714	1077.11	210.667	193.787	405.514	352.033	675.419	294.789	500.6	534.805	803.717	371.039	324.258	1267.8	1437.06	279.142	345.532	415.478	528.125	440.168	606.374	598.299	719.079	256.289	187.62	322.392	921.62	450.216	280.124	483.133	922.123	258.771	540.179	1109.3	1251.71	445.022	170.174	374.915	1294.76	554.775	323.004	379.919	607.477	565.801	547.549	222.991	296.407	706.204	688.807	298.524	526.446	847.252	312.488	330.642	341.82	289.988	412.23	319.873	370.956	444.303	1415.6	724.311	506.688	142.892	448.049	278.132	483.308	1425.39	660.339	805.997	420.394	749.343	922.202	616.648	220.928	635.504
SMTNL2	1453.05	497.491	523.414	135.428	1005.08	15.2795	1885.69	918.29	284.548	1315.27	1202.26	44.0549	517.167	120	766.458	1139.62	3336.08	1521.96	52.4914	184.723	17.0215	493.992	2119.55	2930.15	590.856	1559.6	327.485	2311.06	8.211	4070.28	678.697	6.3984	2828.39	1538.04	523.585	1382.92	26.1821	897.743999999999	3509.2	532.85	11.1126	246.726	1268.21	443.224	908.913	958.255	11.2554	262.123	2477.97	1140.07	188.458	1668.65	816.825	259.346	716.885	545.186	12.2406	108.915	812.135	955.310000000001	691.186	443.401	48.8966	1463.74	1424.51	1614.37	9.7607	735.171	2894.79	1759.88	52.7211	479.54	686.311	19.3857	1921.29	339.533	732.243	399.189	1242.71	257.674	578.534	368.068	3108.84	390.81	3213.44	3966.26	116.246
TMEM179B	1454.27	1917.8	1168.43	1275.36	958.473	1140.41	1422.88	1285.99	1479.87	1079.25	845.373	717.155	1175.13	728.889	1657.68	1302.8	1022.13	1407.88	1270.44	1073.61	927.398	606.382	994.668	1292.95	1410.39	1476.79	1260.04	924.681	1075.23	998.948	859.376	1579.92	2157.03	1873.98	2062.37	929.463	753.81	1972.57	948.593	1070.42	1033.47	1241.63	1546.1	1469.13	1221.54	2093.46	1822.51	1080.05	1213.56	1665.54	1245.94	1263.41	1372.68	1107.94	685.69	2278.8	1149.55	1027.48	1985.33	968.02	990.067	813.149	963.652	1302.97	834	1002.57	1560.14	1128.63	711.477	849.461	1059.52	822.251	786.494	2182.98	1281.72	825.059	1132.88	1070.26	843.745	1164.78	1975.13	1273.26	816.749	1237.94	1374.57	1541.67	752.801
ZBTB8A	274.689	248.105	416.163	119.352	381.044	156.5	141.06	828.128	660.702	173.489	281.531	409.493	215.531	904.578	368.145	282.348	406.547	177.003	253.328	96.4256	179.549	173.159	352.213	307.026	210.858	304.122	495.906	902.557	204.454	485.149	177.681	199.335	108.971	112.368	300.839	239.443	196.561	514.532	283.009	296.657	229.131	170.349	573.493	358.209	354.912	181.308	326.407	300.091	666.441	227.306	269.093	451.331	277.25	245.794	379.099	405.198	378.925	216.835	90.7323	542.042	296.376	293.129	194.288	825.791	687.076	232.09	354.034	358.824	444.74	412.94	326.531	200.341	460.036	227.307	822.375	308.768	177.175	383.432	336.032	209.612	175.169	512.075	554.421	290.264	795.342	342.237	287.465
GTF2H2C	210.366	201.559	298.338	161.247	366.927	508.855	342.744	451.306	272.035	502.075	280.359	270.829	167.876	365.333	106.353	405.958	215.646	266.184	343.857	239.032	182.844	185.574	196.11	275.721	341.696	386.929	200.65	219.575	413.425	376.754	241.044	189.984	282.492	200.156	308.176	298.944	787.026	188.224	583.333	90.2254	312.211	228.332	269.962	167.642	161.353	257.321	104.762	491.766	123.39	193.063	345.122	119.587	239.258	100.467	332.141	212.05	214.476	200.92	394.877	200.902	215.839	373.702	385.115	246.973	267.788	86.8364	471.348	460.63	446.865	431.92	403.061	282.182	161.79	413.941	238.87	317.718	212.69	216.306	154.575	483.845	730.298	313.954	295.886	375.341	348.988	208.877	380.952
