TCGA-3N-A9WB-06	TCGA-3N-A9WC-06	TCGA-3N-A9WD-06	TCGA-BF-A1PU-01	TCGA-BF-A1PV-01	TCGA-BF-A1PX-01	TCGA-BF-A1PZ-01	TCGA-BF-A1Q0-01	TCGA-BF-A3DJ-01	TCGA-BF-A3DL-01	TCGA-BF-A3DM-01	TCGA-BF-A3DN-01	TCGA-BF-A5EO-01	TCGA-BF-A5EP-01	TCGA-BF-A5EQ-01	TCGA-BF-A5ER-01	TCGA-BF-A5ES-01	TCGA-BF-AAP0-06	TCGA-D3-A1Q1-06	TCGA-D3-A1Q3-06	TCGA-D3-A1Q4-06	TCGA-D3-A1Q5-06	TCGA-D3-A1Q6-06	TCGA-D3-A1Q7-06	TCGA-D3-A1Q8-06	TCGA-D3-A1Q9-06	TCGA-D3-A1QA-06	TCGA-D3-A1QB-06	TCGA-D3-A2J6-06	TCGA-D3-A2J7-06	TCGA-D3-A2J8-06	TCGA-D3-A2J9-06	TCGA-D3-A2JA-06	TCGA-D3-A2JB-06	TCGA-D3-A2JC-06	TCGA-D3-A2JD-06	TCGA-D3-A2JE-06	TCGA-D3-A2JF-06	TCGA-D3-A2JG-06	TCGA-D3-A2JH-06	TCGA-D3-A2JK-06	TCGA-D3-A2JL-06	TCGA-D3-A2JN-06	TCGA-D3-A2JO-06	TCGA-D3-A2JP-06	TCGA-D3-A3BZ-06	TCGA-D3-A3C1-06	TCGA-D3-A3C3-06	TCGA-D3-A3C6-06	TCGA-D3-A3C7-06	TCGA-D3-A3C8-06	TCGA-D3-A3CB-06	TCGA-D3-A3CC-06	TCGA-D3-A3CE-06	TCGA-D3-A3CF-06	TCGA-D3-A3ML-06	TCGA-D3-A3MO-06	TCGA-D3-A3MR-06	TCGA-D3-A3MU-06	TCGA-D3-A3MV-06	TCGA-D3-A51E-06	TCGA-D3-A51F-06	TCGA-D3-A51G-06	TCGA-D3-A51H-06	TCGA-D3-A51J-06	TCGA-D3-A51K-06	TCGA-D3-A51N-06	TCGA-D3-A51R-06	TCGA-D3-A51T-06	TCGA-D3-A5GL-06	TCGA-D3-A5GN-06	TCGA-D3-A5GO-06	TCGA-D3-A5GR-06	TCGA-D3-A5GS-06	TCGA-D3-A5GT-01	TCGA-D3-A5GU-06	TCGA-D3-A8GB-06	TCGA-D3-A8GC-06	TCGA-D3-A8GD-06	TCGA-D3-A8GE-06	TCGA-D3-A8GI-06	TCGA-D3-A8GJ-06	TCGA-D3-A8GK-06	TCGA-D3-A8GL-06	TCGA-D3-A8GM-06	TCGA-D3-A8GN-06	TCGA-D3-A8GO-06	TCGA-D3-A8GP-06	TCGA-D3-A8GQ-06	TCGA-D3-A8GR-06	TCGA-D3-A8GS-06	TCGA-D3-A8GV-06	TCGA-D9-A148-06	TCGA-D9-A149-06	TCGA-D9-A1JW-06	TCGA-D9-A1JX-06	TCGA-D9-A1X3-06	TCGA-D9-A3Z1-06	TCGA-D9-A3Z3-06	TCGA-D9-A3Z4-01	TCGA-D9-A4Z2-01	TCGA-D9-A4Z3-01	TCGA-D9-A4Z5-01	TCGA-D9-A4Z6-06	TCGA-D9-A6E9-06	TCGA-D9-A6EA-06	TCGA-D9-A6EC-06	TCGA-D9-A6EG-06	TCGA-DA-A1HV-06	TCGA-DA-A1HW-06	TCGA-DA-A1HY-06	TCGA-DA-A1I0-06	TCGA-DA-A1I1-06	TCGA-DA-A1I2-06	TCGA-DA-A1I4-06	TCGA-DA-A1I5-06	TCGA-DA-A1I7-06	TCGA-DA-A1I8-06	TCGA-DA-A1IA-06	TCGA-DA-A1IB-06	TCGA-DA-A1IC-06	TCGA-DA-A3F2-06	TCGA-DA-A3F3-06	TCGA-DA-A3F5-06	TCGA-DA-A3F8-06	TCGA-DA-A95V-06	TCGA-DA-A95W-06	TCGA-DA-A95X-06	TCGA-DA-A95Y-06	TCGA-DA-A95Z-06	TCGA-EB-A1NK-01	TCGA-EB-A24C-01	TCGA-EB-A24D-01	TCGA-EB-A299-01	TCGA-EB-A3HV-01	TCGA-EB-A3XB-01	TCGA-EB-A3XC-01	TCGA-EB-A3XD-01	TCGA-EB-A3XE-01	TCGA-EB-A3XF-01	TCGA-EB-A3Y6-01	TCGA-EB-A3Y7-01	TCGA-EB-A41A-01	TCGA-EB-A41B-01	TCGA-EB-A42Y-01	TCGA-EB-A42Z-01	TCGA-EB-A430-01	TCGA-EB-A431-01	TCGA-EB-A44N-01	TCGA-EB-A44O-01	TCGA-EB-A44P-01	TCGA-EB-A44Q-06	TCGA-EB-A44R-06	TCGA-EB-A4IQ-01	TCGA-EB-A4IS-01	TCGA-EB-A4OY-01	TCGA-EB-A4OZ-01	TCGA-EB-A4P0-01	TCGA-EB-A4XL-01	TCGA-EB-A551-01	TCGA-EB-A553-01	TCGA-EB-A57M-01	TCGA-EB-A5FP-01	TCGA-EB-A5KH-06	TCGA-EB-A5SE-01	TCGA-EB-A5SF-01	TCGA-EB-A5SG-06	TCGA-EB-A5SH-06	TCGA-EB-A5UL-06	TCGA-EB-A5UM-01	TCGA-EB-A5UN-06	TCGA-EB-A5VU-01	TCGA-EB-A5VV-06	TCGA-EB-A6L9-06	TCGA-EB-A6QY-01	TCGA-EB-A6QZ-01	TCGA-EB-A6R0-01	TCGA-EE-A17X-06	TCGA-EE-A17Y-06	TCGA-EE-A17Z-06	TCGA-EE-A180-06	TCGA-EE-A181-06	TCGA-EE-A182-06	TCGA-EE-A183-06	TCGA-EE-A184-06	TCGA-EE-A185-06	TCGA-EE-A20B-06	TCGA-EE-A20C-06	TCGA-EE-A20F-06	TCGA-EE-A20H-06	TCGA-EE-A20I-06	TCGA-EE-A29A-06	TCGA-EE-A29B-06	TCGA-EE-A29C-06	TCGA-EE-A29D-06	TCGA-EE-A29E-06	TCGA-EE-A29G-06	TCGA-EE-A29H-06	TCGA-EE-A29L-06	TCGA-EE-A29M-06	TCGA-EE-A29N-06	TCGA-EE-A29P-06	TCGA-EE-A29Q-06	TCGA-EE-A29R-06	TCGA-EE-A29S-06	TCGA-EE-A29T-06	TCGA-EE-A29V-06	TCGA-EE-A29W-06	TCGA-EE-A29X-06	TCGA-EE-A2A0-06	TCGA-EE-A2A1-06	TCGA-EE-A2A2-06	TCGA-EE-A2A5-06	TCGA-EE-A2A6-06	TCGA-EE-A2GB-06	TCGA-EE-A2GC-06	TCGA-EE-A2GD-06	TCGA-EE-A2GE-06	TCGA-EE-A2GH-06	TCGA-EE-A2GI-06	TCGA-EE-A2GJ-06	TCGA-EE-A2GK-06	TCGA-EE-A2GL-06	TCGA-EE-A2GM-06	TCGA-EE-A2GN-06	TCGA-EE-A2GO-06	TCGA-EE-A2GP-06	TCGA-EE-A2GR-06	TCGA-EE-A2GS-06	TCGA-EE-A2GT-06	TCGA-EE-A2GU-06	TCGA-EE-A2M5-06	TCGA-EE-A2M6-06	TCGA-EE-A2M7-06	TCGA-EE-A2M8-06	TCGA-EE-A2MC-06	TCGA-EE-A2MD-06	TCGA-EE-A2ME-06	TCGA-EE-A2MF-06	TCGA-EE-A2MG-06	TCGA-EE-A2MH-06	TCGA-EE-A2MI-06	TCGA-EE-A2MJ-06	TCGA-EE-A2MK-06	TCGA-EE-A2ML-06	TCGA-EE-A2MM-06	TCGA-EE-A2MN-06	TCGA-EE-A2MP-06	TCGA-EE-A2MQ-06	TCGA-EE-A2MR-06	TCGA-EE-A2MS-06	TCGA-EE-A2MT-06	TCGA-EE-A2MU-06	TCGA-EE-A3AA-06	TCGA-EE-A3AB-06	TCGA-EE-A3AC-06	TCGA-EE-A3AD-06	TCGA-EE-A3AE-06	TCGA-EE-A3AF-06	TCGA-EE-A3AG-06	TCGA-EE-A3AH-06	TCGA-EE-A3J3-06	TCGA-EE-A3J4-06	TCGA-EE-A3J5-06	TCGA-EE-A3J7-06	TCGA-EE-A3J8-06	TCGA-EE-A3JA-06	TCGA-EE-A3JB-06	TCGA-EE-A3JD-06	TCGA-EE-A3JE-06	TCGA-EE-A3JH-06	TCGA-EE-A3JI-06	TCGA-ER-A193-06	TCGA-ER-A194-01	TCGA-ER-A195-06	TCGA-ER-A196-01	TCGA-ER-A197-06	TCGA-ER-A198-06	TCGA-ER-A199-06	TCGA-ER-A19A-06	TCGA-ER-A19B-06	TCGA-ER-A19C-06	TCGA-ER-A19D-06	TCGA-ER-A19E-06	TCGA-ER-A19F-06	TCGA-ER-A19G-06	TCGA-ER-A19H-06	TCGA-ER-A19J-06	TCGA-ER-A19K-01	TCGA-ER-A19L-06	TCGA-ER-A19M-06	TCGA-ER-A19N-06	TCGA-ER-A19O-06	TCGA-ER-A19P-06	TCGA-ER-A19Q-06	TCGA-ER-A19S-06	TCGA-ER-A19T-01	TCGA-ER-A19T-06	TCGA-ER-A19W-06	TCGA-ER-A1A1-06	TCGA-ER-A2NB-01	TCGA-ER-A2NC-06	TCGA-ER-A2ND-06	TCGA-ER-A2NE-06	TCGA-ER-A2NF-01	TCGA-ER-A2NF-06	TCGA-ER-A2NG-06	TCGA-ER-A2NH-06	TCGA-ER-A3ES-06	TCGA-ER-A3ET-06	TCGA-ER-A3EV-06	TCGA-ER-A3PL-06	TCGA-ER-A42H-01	TCGA-ER-A42K-06	TCGA-ER-A42L-06	TCGA-FR-A2OS-01	TCGA-FR-A3R1-01	TCGA-FR-A3YN-06	TCGA-FR-A3YO-06	TCGA-FR-A44A-06	TCGA-FR-A69P-06	TCGA-FR-A726-01	TCGA-FR-A728-01	TCGA-FR-A729-06	TCGA-FR-A7U8-06	TCGA-FR-A7U9-06	TCGA-FR-A7UA-06	TCGA-FR-A8YC-06	TCGA-FR-A8YD-06	TCGA-FR-A8YE-06	TCGA-FS-A1YW-06	TCGA-FS-A1YX-06	TCGA-FS-A1YY-06	TCGA-FS-A1Z0-06	TCGA-FS-A1Z3-06	TCGA-FS-A1Z4-06	TCGA-FS-A1Z7-06	TCGA-FS-A1ZA-06	TCGA-FS-A1ZB-06	TCGA-FS-A1ZC-06	TCGA-FS-A1ZD-06	TCGA-FS-A1ZE-06	TCGA-FS-A1ZF-06	TCGA-FS-A1ZG-06	TCGA-FS-A1ZH-06	TCGA-FS-A1ZJ-06	TCGA-FS-A1ZK-06	TCGA-FS-A1ZM-06	TCGA-FS-A1ZN-01	TCGA-FS-A1ZP-06	TCGA-FS-A1ZQ-06	TCGA-FS-A1ZR-06	TCGA-FS-A1ZS-06	TCGA-FS-A1ZT-06	TCGA-FS-A1ZU-06	TCGA-FS-A1ZW-06	TCGA-FS-A1ZY-06	TCGA-FS-A1ZZ-06	TCGA-FS-A4F0-06	TCGA-FS-A4F2-06	TCGA-FS-A4F4-06	TCGA-FS-A4F5-06	TCGA-FS-A4F8-06	TCGA-FS-A4F9-06	TCGA-FS-A4FB-06	TCGA-FS-A4FC-06	TCGA-FS-A4FD-06	TCGA-FW-A3I3-06	TCGA-FW-A3R5-06	TCGA-FW-A3TU-06	TCGA-FW-A3TV-06	TCGA-FW-A5DX-01	TCGA-FW-A5DY-06	TCGA-GF-A2C7-01	TCGA-GF-A3OT-06	TCGA-GF-A4EO-06	TCGA-GF-A6C8-06	TCGA-GF-A6C9-06	TCGA-GF-A769-01	TCGA-GN-A262-06	TCGA-GN-A263-01	TCGA-GN-A264-06	TCGA-GN-A265-06	TCGA-GN-A266-06	TCGA-GN-A267-06	TCGA-GN-A268-06	TCGA-GN-A26A-06	TCGA-GN-A26C-01	TCGA-GN-A26D-06	TCGA-GN-A4U3-06	TCGA-GN-A4U4-06	TCGA-GN-A4U5-01	TCGA-GN-A4U7-06	TCGA-GN-A4U8-06	TCGA-GN-A4U9-06	TCGA-GN-A8LK-06	TCGA-GN-A8LL-06	TCGA-GN-A9SD-06	TCGA-HR-A2OG-06	TCGA-HR-A2OH-06	TCGA-IH-A3EA-01	TCGA-LH-A9QB-06	TCGA-OD-A75X-06	TCGA-QB-A6FS-06	TCGA-QB-AA9O-06	TCGA-RP-A690-06	TCGA-RP-A693-06	TCGA-RP-A694-06	TCGA-RP-A695-06	TCGA-RP-A6K9-06	TCGA-W3-A824-06	TCGA-W3-A825-06	TCGA-W3-A828-06	TCGA-W3-AA1O-06	TCGA-W3-AA1Q-06	TCGA-W3-AA1R-06	TCGA-W3-AA1V-06	TCGA-W3-AA1W-06	TCGA-W3-AA21-06	TCGA-WE-A8JZ-06	TCGA-WE-A8K1-06	TCGA-WE-A8K5-06	TCGA-WE-A8K6-06	TCGA-WE-A8ZM-06	TCGA-WE-A8ZN-06	TCGA-WE-A8ZO-06	TCGA-WE-A8ZQ-06	TCGA-WE-A8ZT-06	TCGA-WE-A8ZX-06	TCGA-WE-A8ZY-06	TCGA-WE-AA9Y-06	TCGA-WE-AAA0-06	TCGA-WE-AAA3-06	TCGA-WE-AAA4-06	TCGA-XV-AB01-06	TCGA-YD-A89C-06	TCGA-YD-A9TA-06	TCGA-YD-A9TB-06	TCGA-YG-AA3O-06	TCGA-YG-AA3P-06	TCGA-Z2-A8RT-06	TCGA-Z2-AA3S-06	TCGA-Z2-AA3V-06
BNIP3L	3009.69	1132.19	3520.57	2743.51	6170.95	1917.97	1516.46	2543.73	1090.13	786.082	5129.72	3124.9	1335.91	3949.99	2026.02	1080.78	1481.5	2023.73	5501.43	2394.73	2777.71	2227.3	5164.36	2926	2727.27	2734.1	2256.47	1781.62	637.691	3402.37	974.165	1687.07	1352.25	2652.85	3395.64	703.991	1150.12	1633.23	1218.84	1986.06	1205.43	2777.97	2230.64	1902.31	2149.26	1682.88	1138.31	1676.42	672.597	2641.89	1979.9	1316.39	3146.4	2032.55	2139.12	2920.96	1705.96	2824.62	1688.96	2337.93	2436	2337.87	3047.86	1297.57	1285.18	861.371000000001	927.809	2977.22	3622.06	2642.92	1998.11	2368.4	2424.49	1795.01	760.983000000001	1947.34	1820.12	2031.23	1926.13	2430.15	1097.23	3849.66	1392.41	1100.57	2301.53	2113.38	1519.99	3677.93	973.53	1440.26	2814.16	1357.18	1414.47	2289.62	1404.9	3746.39	4597.24	2159.49	2277.89	1025.1	879.453999999999	409.803	2448.84	2413.59	1852.86	1858.25	2736.92	6657.23	2048.48	2789.13	2217.78	746.001	5685.36	3716.92	2349.29	1329.69	1107.01	3606.92	620.667	2663.75	1398.32	1328.31	1139.93	1942.64	2551.2	1211.08	3963.62	1963.04	754.614	2796.24	872.319	1307.67	5515.92	2561.44	1261.95	2167.12	1270.4	1881.25	2089.81	3470.58	1505.59	825.898	1903.79	631.055	1219.57	812.076	1990.68	2047.41	2839.46	960.629	1846.89	2957.64	3373.42	1329.27	1931.25	498.697	779.244	2403.67	2536.6	2139.83	1029.67	597.777	3225.66	1615.57	2643.18	1619.79	1580.92	1173.89	1580.92	1637.54	2057.21	3119.19	1707.03	353.776	2100.58	1942.11	1407.75	1603.05	3779.01	1906.18	1595.15	3147.47	618.826	585.041	1487.1	2690.61	5963.92	761.589	3288.68	3096.58	2796.19	1486.77	751.733	634.887	2126.63	1774.67	3750.26	1423.42	1296.53	2746	2233.25	2917.77	2707.48	2258.71	897.916	1147.09	901.545	1135.61	1302.39	3941.94	1691.86	2419.57	1610.52	4314.58	2244.63	4168.46	2800.99	1630.06	2721.63	1909.17	2396.94	1331.63	1997.72	3157.47	3183.1	2846.75	1821.69	3568.88	835.608	1514.58	2920.7	1644.23	1847.35	2913.48	2643.86	3326.24	1922.76	2657.92	1966.28	1599.3	1549.04	5165.86	1856.73	1484.32	1958.02	1416.91	1305.66	1404.39	1109.66	1491.19	3317.62	3416.25	1300.97	950.539	2436.82	1262.29	2245.61	3245.48	981.125	1732.7	3872.36	1205.19	2561.34	2143.3	4599.65	2243.38	4451.04	1394.08	3071.53	2491.04	1757.89	1293.52	2511.78	928.821	1528.66	2942.31	1506.14	2116.59	1753.48	2447.63	4431.35	3047.88	2884.4	952.229	2882.51	3696.59	1818.47	1663.46	3662.03	3783.87	3414.71	1777.41	1312	1228.27	1461.95	1760.72	378.427	1421.53	2924.02	1685.14	1341.69	3936.23	1545.73	1191.22	940.014	940.135	3142.69	2699.47	1806.44	2161.03	2307.17	2384.04	950.33	1267.54	2448.48	3915.64	3190.75	1959.27	1141.85	2204.57	2596.98	1815.4	1838.72	2830.1	2706.06	1975.23	2571.35	1351.82	1013.59	1467.79	1355.15	2393.83	885.158	1170.55	953.691	2229.63	3999.31	2293.33	1848.71	1422.07	3262.84	3542.23	2473.85	1994.4	2793.4	1987.86	4576.13	2888.71	3426.03	2099.25	1290.87	2547.34	3690.5	1640.29	1500.2	3712.19	2254.93	3473.49	1410.37	1936.6	1339.31	2525.8	1991.44	1536.37	2984.93	3712.78	803.938	3441.84	1170.26	793.885	5049.31	3280.18	1437.59	3778.87	4201.39	2001.37	2423.93	1912.59	1261.81	1854.25	5092.34	1392.58	1429.42	4104.83	1527.59	1773.02	2238.26	3451.87	4313.5	2188.94	1479.33	1751.13	2515.31	2907.63	3554.16	2501.69	2265.48	1931.1	3693.82	4373.54	989.258	1429.62	1756.84	569.293	1367.55	1685.9	3162.67	5258.47	1378.98	1190.96	3463.74	7461.98	3769.38	1355.87	1511.32	1577.35	1592.27	1982.8	2220.02	1861.87	1757.14	1188.81	845.774	1564.92	985.727	3222.14	3812.94	2590.38	1735.41	1278.53	1345.63	856.919999999999	1460.1	1232.6	1140.5	1808.84	2148.03	1795.1	1780.82	745.871000000001	2552.71	1421.84	1036.46
CDK11B	1399.22	1088	1213.4	991.214	854.136000000001	1181.6	1212.7	1466.53	922.243999999999	1617.35	1190.6	926.083	2450.55	1130.55	1118.03	1758.92	1018.53	2227.41	1051.67	788.852	536.609	1007.91	490.695	995.116	1053.28	1008.11	989.348	813.729	966.433	822.647	835.727	1024.59	1133.15	1429.92	919.693	2088.76	622.033	1066.21	885.893	888.254	2539.57	1737.49	1266.76	686.834	766.107	1410.52	1411.15	1446.1	727.132	1336.16	1266.71	766.785	936.103	929.203	1878.83	607.899	1046.64	1798.99	1098.45	936.856	886.309999999999	1108.64	1225.06	1419.16	1085.75	1783.61	1129.47	1586.79	1513.22	1085.58	672.51	1431.34	680.943	582.708	1034.84	908.896	1449.78	1220.37	1566.68	902.302	1541.13	1338.94	1322.28	597.755	645.462	1175.29	1314.98	954.033	1124.85	1131.75	1501.29	1466.47	1094.68	1046.92	1050.08	1105.93	1307.08	769.262	1441.79	767.625	1189.17	848.004	674.533	614.5	1265.76	1184.17	1523.3	820.768	1289.19	1087.72	1119.27	875.971	767.503	656.274	898.194	1092.97	535.918	1254.57	1358.56	1086.66	1133.02	1326.57	638.866	681.076	778.315	2546.38	937.941	1124.32	1748.42	943.54	1198.04	790.288	1017.53	1421.98	1204.74	1294.74	1228.5	1200.79	920.247	968.002	763.255	2502.72	574.132	1518.05	1191.07	562.548	1457.5	1213.31	888.271999999999	726.885	1371.2	956.691999999999	1830.29	964.056999999999	1026.74	1017.4	2380.88	1552.84	1044.11	901.421	1785.51	777.645	1325.23	1699	1305.53	683.142	865.751	979.195	1342.69	933.528	1093.17	984.997	1365.8	1918.35	943.168	3062.29	815.827	1674.44	575.919	1482.14	1038.61	760.687	874.879	1953.06	824.942	961.829	1204.49	943.093	703.841	398.282	1072.8	792.936	755.633	1027.2	1056.38	857.986	944.323	937.662999999999	1221.06	1088.87	875.771	843.648	1034.99	609.552	1010.63	910.023	1215.48	1088.11	1588.49	728.713	1039.42	1091.24	861.239	953.401999999999	1135.36	757.581	537.416	900.677	1029.26	987.015	762.576	1258.87	994.014	763.326	919.52	647.795	1113.84	713.37	1367.55	1572.28	1095.47	601.58	954.616	884.405	1314.87	918.714	418.956	752.982	936.875	1127.12	972.521999999999	909.415	1114.27	647.793	765.888	1419.9	709.458	1650.94	1154.24	1405.99	415.769	1230.12	1412.29	1362.62	870.859	909.256	816.926	960.751	728.455	2000.93	1228.7	963.751	932.45	1428.64	1056.25	1323.88	395.009	877.504	877.049	800.95	1207.05	825.312	857.363	3000.98	943.717	595.328	990.287	782.613	1140.98	868.483	850.822	786.954	649.578	1287.15	1030.48	1290.3	1014.94	841.353	1008.76	843.488	937.193	1057.12	1127.26	1196.07	857.783	656.264	937.106	1109.63	1002.65	1141.52	1064.7	1179.83	1084.97	484.338	949.598000000001	917.333999999999	1316.21	731.09	905.859	875.138	1193.87	718.703	1412.56	751.986	976.932	745.81	945.093	1846.44	727.634	913.452	784.311	1455.68	1093.6	1631.61	734.062	1908.12	1429.04	953.408000000001	1100.36	973.643	458.346	990.941	599.487	648.538	844.830000000001	815.504	968.891	1309.05	1160.14	991.197	778.382	679.792	1618.83	972.170999999999	1150.29	650.467	1831.87	961.191000000001	907.702	776.794	1356.73	1100.81	702.271	573.682	660.117	635.076	1466.84	768.284	1021.76	1433.7	1520.14	969.556	739.37	743.573	1090.87	608.467	712.01	684.77	940.32	1228.27	563.626	989.194	873.662	559.329	914.628	854.105	1148.74	1194.47	1017.48	1234.74	653.88	1080.47	1143.75	1419.87	669.504	1094.18	712.2	1769.67	618.257	1738.97	1580.13	1192.59	1849.81	1006.64	1520.27	3192.1	820.426	960.591	1323.44	1156.76	1475.95	990.665	934.875	1768.5	1029.68	719.25	924.333000000001	169.372	1282.15	1270.78	976.759	1072.98	1168.35	1532.97	753.654	1628.36	805.071	942.664	1535.87	1693.44	1265.9	847.288	744.387	650.702	1723.07	978.505000000001	1263.78	833.293	796.717	1255.94	498.014	1142.91	681.466	1526.49	2064.16	993.208	3031	690.197	924.444	686.782	1163	989.117	2451.17
CDC34	1216.88	879.253	1751.77	845.13	1006.87	1053.53	1261.02	1491.88	770.636	2364.13	1634.85	537.006	1253.35	886.062	1438.72	2518.04	1364.16	1343.52	1143.98	675.892	612.159	1250.14	715.47	780.036	1409.77	746.623	1120.65	650.946	896.815	723.984	1977.36	855.339	1245.95	688.618	1232.14	819.29	2667.01	1121.58	1793.17	1247	3263.57	1930.72	1265.54	1217.19	1520.22	1105.47	1714.92	2113.37	1049.31	1318.41	1030.63	686.757	1083.16	1252.53	900.457	706.748	1579.51	1604.35	779.976	1088.62	1133.59	814.638	716.461	795.019	797.408	4459.5	1126.18	1841.47	1200	1303.76	459.231	1289.52	782.402	846.883	2107.22	1237.45	1114.63	1484.25	871.917	610.957	1752.01	1385.59	1824.03	860.016	745.619	872.449	1831.41	1184.2	2239.87	1985.89	2148.32	1971.64	967.514	1034.78	1060.84	1005.5	917.594	966.671	881.765	1085.33	811.189	4204.56	735.765	1484.02	1589.01	1242.52	1447.9	1251.94	695.291	786.422	905.14	2220.11	895.238	1019.64	1191.15	986.344	541.88	765.66	1457.91	717.784	1093.86	1495.98	676.284	1348.1	866.453	1372.24	1303.36	1309.45	1824.44	2112.72	1080.24	881.094999999999	715.442	1595.03	1408.91	1033.42	1219.6	1386.25	1901.26	749.338	821.775	2106.76	1195.9	1891.74	1195.96	522.118	1146.3	828.621000000001	1010.51	1095.4	1196.61	832.594	1516.22	1093.43	1078.33	3934.26	2389.62	1236.64	1011.89	755.525	3000	1595.25	598.205	1974.86	1112.9	3340.15	1137.06	2003.61	1176.72	1522.33	615.521	794.036000000001	567.84	1748.1	655.911	968.214	1265.92	1640.78	1128.19	1667.54	913.333	933.67	3580.15	1723.84	888.971999999999	1554.14	1369.12	984.106	1586.03	802.455	1382.24	674.955	1364.38	946.801	648.423	1232.46	1092.2	762.528	1014.36	1174.43	560.778	907.372	922.967	1186.13	1560.25	562.97	1031.77	1056.83	1328.91	247.261	1091.51	1098.97	1291.74	446.738	870.545	694.444	965.797	706.902	1122.41	1174.39	671.714	590.234	1105.56	718.325	1232.91	980.557	1075.3	736.084	1204.45	1658.41	432.384	2038.72	1812.75	532.805	645.925	1721.98	872.054999999999	510.171	861.717	770.692	1427.18	544.763	1104.98	901.945	1035.03	2024.19	984.584	999.691	916.122	1302.27	1339.38	1350.17	1050	1099.53	1144.5	1100.37	732.978	813.149	1360.17	1262	775.639	1136.58	1220.36	1270.65	1507.91	637.89	225.989	883.808	482.116	430.108	746.068	851.87	1353.21	3029.32	1096.56	1397.55	1346.99	910.729	1725.61	745.824	537.448	843.106000000001	1144.89	4463.77	989.784	859.528	908.305	875.223	1003.73	686.357	432.997	1221.17	3193.98	914.478	670.529	645.974	3435.51	2787.75	523.545	613.121	3246.18	1592.84	1468.51	1172.39	954.023	746.235	928.946	425.532	781.262	704.511	948.806	1001.84	1719.8	579.469	904.154	929.211	516.644	638.347	1824.56	543.86	1203.29	1466.4	1413.19	1832.16	1637.04	2007.29	823.342	1153.09	1937.39	555.958	861.888	1195.85	1735.71	976.027	913.275	1554.97	948.489	811.015	1672.39	1505.58	382.058	824.732	1477.97	1148.48	1054.7	2726.9	1245.24	904.283000000001	823.068	585.58	1188.06	702.587	1018.58	881.963000000001	3825.44	233.406	2788.48	931.827	1586.26	1930.6	1453.79	1457.36	1043.68	1562.46	908.741000000001	697.582	1637	2041.98	998.989	1237.98	497.313	357.517	754.952	944.005	1515.93	751.197	1597.93	2304.8	944.343	2002.83	463.914	988.692000000001	1575.87	850.587	1786.11	1336.06	821.668	1650.79	1347.3	964.069	1192.2	954.189000000001	2036.75	928.112	3240.61	3266.28	1358.36	1046.47	1040.68	1003.9	2448.16	648.626	1042.44	3221.39	2620.54	848.126000000001	935.221	1207.94	1446.17	1108.03	2280.71	3546.47	959.787	839.858	939.032	678.654	736.684	916.107	3033.89	958.518	643.375	1501.94	1636.3	669.646999999999	3311.33	893.44	1022.01	589.585	2347.97	1298.15	2522.66	1563.39	1310.96	1935.36	3712.12	2320.76	1881.42	833.954	1196.79	1254.66	1110.08	2267.41	2023.21
