TCGA-2G-AAEW-01	TCGA-2G-AAEX-01	TCGA-2G-AAF1-01	TCGA-2G-AAF4-01	TCGA-2G-AAF6-01	TCGA-2G-AAF8-01	TCGA-2G-AAFG-01	TCGA-2G-AAFH-01	TCGA-2G-AAFI-01	TCGA-2G-AAFJ-01	TCGA-2G-AAFL-01	TCGA-2G-AAFM-01	TCGA-2G-AAFN-01	TCGA-2G-AAFO-01	TCGA-2G-AAFV-01	TCGA-2G-AAFY-01	TCGA-2G-AAFZ-01	TCGA-2G-AAG0-01	TCGA-2G-AAG3-01	TCGA-2G-AAG5-01	TCGA-2G-AAG6-01	TCGA-2G-AAG7-01	TCGA-2G-AAG8-01	TCGA-2G-AAG9-01	TCGA-2G-AAGA-01	TCGA-2G-AAGC-01	TCGA-2G-AAGE-01	TCGA-2G-AAGF-01	TCGA-2G-AAGG-01	TCGA-2G-AAGI-01	TCGA-2G-AAGJ-01	TCGA-2G-AAGK-01	TCGA-2G-AAGM-01	TCGA-2G-AAGN-01	TCGA-2G-AAGO-01	TCGA-2G-AAGP-01	TCGA-2G-AAGS-01	TCGA-2G-AAGT-01	TCGA-2G-AAGV-01	TCGA-2G-AAGW-01	TCGA-2G-AAGX-01	TCGA-2G-AAGY-01	TCGA-2G-AAGZ-01	TCGA-2G-AAH0-01	TCGA-2G-AAH2-01	TCGA-2G-AAH3-01	TCGA-2G-AAH4-01	TCGA-2G-AAH8-01	TCGA-2G-AAHA-01	TCGA-2G-AAHC-01	TCGA-2G-AAHG-01	TCGA-2G-AAHL-01	TCGA-2G-AAHN-01	TCGA-2G-AAHP-01	TCGA-2G-AAHT-01	TCGA-2G-AAKD-01	TCGA-2G-AAKG-01	TCGA-2G-AAKH-01	TCGA-2G-AAKL-01	TCGA-2G-AAKM-01	TCGA-2G-AAKO-01	TCGA-2G-AAL5-01	TCGA-2G-AAL7-01	TCGA-2G-AALF-01	TCGA-2G-AALG-01	TCGA-2G-AALN-01	TCGA-2G-AALO-01	TCGA-2G-AALP-01	TCGA-2G-AALQ-01	TCGA-2G-AALR-01	TCGA-2G-AALS-01	TCGA-2G-AALT-01	TCGA-2G-AALW-01	TCGA-2G-AALX-01	TCGA-2G-AALY-01	TCGA-2G-AALZ-01	TCGA-2G-AAM2-01	TCGA-2G-AAM3-01	TCGA-2G-AAM4-01	TCGA-2X-A9D5-01	TCGA-2X-A9D6-01	TCGA-4K-AA1G-01	TCGA-4K-AA1H-01	TCGA-4K-AA1I-01	TCGA-4K-AAAL-01	TCGA-S6-A8JW-01	TCGA-S6-A8JX-01	TCGA-S6-A8JY-01	TCGA-SB-A6J6-01	TCGA-SB-A76C-01	TCGA-SN-A6IS-01	TCGA-SN-A84W-01	TCGA-SN-A84X-01	TCGA-SN-A84Y-01	TCGA-SO-A8JP-01	TCGA-VF-A8A8-01	TCGA-VF-A8A9-01	TCGA-VF-A8AA-01	TCGA-VF-A8AB-01	TCGA-VF-A8AC-01	TCGA-VF-A8AD-01	TCGA-VF-A8AE-01	TCGA-W4-A7U2-01	TCGA-W4-A7U3-01	TCGA-W4-A7U4-01	TCGA-WZ-A7V3-01	TCGA-WZ-A7V4-01	TCGA-WZ-A7V5-01	TCGA-WZ-A8D5-01	TCGA-X3-A8G4-01	TCGA-XE-A8H1-01	TCGA-XE-A8H4-01	TCGA-XE-A8H5-01	TCGA-XE-A9SE-01	TCGA-XE-AANI-01	TCGA-XE-AANJ-01	TCGA-XE-AANR-01	TCGA-XE-AANV-01	TCGA-XE-AAO3-01	TCGA-XE-AAO4-01	TCGA-XE-AAO6-01	TCGA-XE-AAOB-01	TCGA-XE-AAOC-01	TCGA-XE-AAOD-01	TCGA-XE-AAOF-01	TCGA-XE-AAOJ-01	TCGA-XE-AAOL-01	TCGA-XY-A89B-01	TCGA-XY-A8S2-01	TCGA-XY-A8S3-01	TCGA-XY-A9T9-01	TCGA-YU-A90P-01	TCGA-YU-A90Q-01	TCGA-YU-A90S-01	TCGA-YU-A90W-01	TCGA-YU-A90Y-01	TCGA-YU-A912-01	TCGA-YU-A94D-01	TCGA-YU-A94I-01	TCGA-YU-AA4L-01	TCGA-YU-AA61-01	TCGA-ZM-AA05-01	TCGA-ZM-AA06-01	TCGA-ZM-AA0B-01	TCGA-ZM-AA0D-01	TCGA-ZM-AA0E-01	TCGA-ZM-AA0F-01	TCGA-ZM-AA0H-01	TCGA-ZM-AA0N-01
RBM10	1112.15	1416.63	1357.38	1956.76	2175.45	1642.8	1296.37	1336.99	2437.83	1878.55	2264.99	3601.48	3722.99	2770.02	2926.31	2196.55	2279.8	2376.47	1776.04	1780.26	1546.54	2224.27	2296.19	1762.05	2194.7	1962.42	2362.64	2480.25	2437.5	1595.99	2590.91	2494.94	2786.28	2733.87	1490.57	2588.8	2079.4	1899.95	1539.77	2912.94	1558.98	3854.35	2757.66	1678.36	2186.18	1404.99	3210.53	1059.29	989.124	1631.26	2166.25	1754.29	1479.19	2258.06	1320.85	2546.96	2525.22	2505.89	2153.39	1967.67	1309.97	3514.32	3278.56	3496.89	3216.43	2381.7	2899.16	3252.16	3711.6	3434	2393.63	2299.68	2702.04	3166.44	3351.94	1862.25	2979.69	1890.95	2869.06	1747.84	1286.29	1177.91	1683.45	1708.47	1872.94	1328.45	2052.77	1430.54	1530.84	1917.24	1760.01	1849.89	1832	2783.22	1603.61	3376.54	1867.52	1412.73	1530.14	1189.57	2227.87	1719.21	1924.13	2732.26	2496.13	1436.3	1673.7	1535.89	1168.88	2848.76	2615.84	1657.69	1652.19	2129.34	2554.25	1986.58	1523.76	1286.74	2062.47	1618.51	1389.88	1969.36	2713.31	1585.25	1684.78	2853.65	1860.92	1185.41	2229.6	2494.43	1594.05	2489.97	1249.31	1323.78	1303.41	2078.36	1622.01	2478.98	2188.43	2666.12	2230.81	1696.5	3185.9	1844.63	1434.25	1650.51	1372.57	1338.64	1907.88
DGKZ	1641.28	2364.3	1906.32	1768.73	2291.99	2479.75	2058.98	1615.46	1669.45	811.348999999999	2121.91	2103.03	2094.91	1935.58	799.057	1550.09	783.744	1573.26	1475.73	1066.6	750.875	1117.99	2522.24	2075.9	1470.87	1508.86	1613.61	1617.06	1114.67	961.173	1980.86	1498.58	1044	1595.66	1270.05	1893.33	1268.81	1337.34	649.432	1991.42	756.839	911.339	1588.44	2864.33	1077.1	1380.75	569.873	1689.54	1623.04	1986.83	3023.26	2180.63	1917.89	3046.24	1406.14	1794.63	1917.81	1972.21	2349.3	1801.57	2183.28	1354.63	1926.45	1636.02	1343.6	1488.1	996.944	1507.02	1295.93	1074.4	1868.07	1537.77	986.648	1069.43	1932.86	1654.97	2390.29	1063.45	2449.82	2272.76	2113.37	1818.12	2345.84	2940.2	3822.67	1444.3	2375.6	2419.07	2504.44	2656.07	2059.04	874.184	1789.33	1872.13	3455.35	2157.92	2339.32	2785.93	2578.02	1995.22	1572.03	3316.11	3156.73	1229.99	1786	2975.81	2094.36	2310.48	2973.46	2107.56	1668.79	1935.85	1563.24	1650.71	1341.24	2416.04	1805.04	1866.17	1470.18	1931.21	2264.17	2186.27	910.024	1876.37	2169.73	1112.78	2200.7	1485.34	1478.9	2275.01	1767.37	1977.47	1473.21	1844	2378.75	1729.94	1958.25	827.263	958.018	1242.23	987.882000000001	3302.2	3967.03	2363.75	2248.07	2492.93	1044.75	2059.09	4127.64
API5	2023.87	1591.2	2095.28	1848.67	1894.28	1957.85	1935.09	1854.23	2437.83	1666.5	1765.24	1670.85	1782.41	2518.96	2471.29	2109.01	2101.48	2118.93	1727.5	1421.49	1761.37	2598.33	2466.27	1568.76	2099.05	2381.43	2154.04	1817.69	1997.83	2267.77	2767	2418.39	2514.73	1901.2	2074.29	2475.73	2441.62	3462.09	1789.2	2059.47	1733.04	1666.4	2033.43	2595.14	1704.75	2022.83	2084.85	2527.2	1648.38	1935.47	1698.45	1581.23	1490.55	1619.35	1740.97	2179.57	2059.07	3666.04	3371.91	1940.38	2142.74	2670.4	2163.54	2172.67	1667.46	2029.76	1642.48	1997.45	1657.38	1950.4	1731.53	1456.99	1578.36	1778.39	1819.08	1432.45	2472.85	1251.82	2175.59	2396.37	2472.13	2290.34	2239.98	2197.69	2536.56	1906.81	1599.91	2343.28	2002.63	1867.3	1779.09	1676.21	1749.6	2662.34	1957.74	2407.41	1780.77	2279.54	1578.88	1681.43	1774.01	1931.47	2923.26	2954.44	2506.2	1946.64	2036.37	1961.84	2123.57	2458.28	2322.89	1808.88	1922.2	1720.23	1792.09	2028.81	1341.42	1694.2	1519.51	1633.52	1544.56	2045.96	1582.91	1794.43	1569.4	2368.95	2973.59	2284.79	2139.12	3226.93	1845.78	2520.01	1655.22	1745.01	1865.83	1919.78	1733.37	2198.85	3432.75	2500.82	2022.5	1793.77	1455.13	1704.91	1696.69	1495.96	2172.18	1600	1296.34
PRPF18	220.845	332.416	233.598	325.314	183.522	303.04	291.584	258.401	349.871	379.686	447.483	337.181	290.988	403.167	196.363	282.028	216.192	278.497	290.03	300.549	275.626	316.494	311.198	202.88	422.358	326.406	292.625	416.765	335.103	267.609	339.796	266.002	314.254	319.817	337.779	251.84	373.108	312.417	302.25	304.347	381.529	269.832	278.203	222.081	331.669	243.629	250.154	153.675	224.688	253.819	153.298	205.989	284.023	170.968	243.976	306.502	297.966	387.866	380.797	310.449	231.981	282.279	293.427	323.279	273.207	340.476	290.779	282.444	269.676	258.6	338.296	297.701	310.098	328.998	287.237	312.166	236.477	295.988	219.552	198.319	201.967	150.245	338.643	274.696	319.241	159.991	211.689	247.224	258.555	138.784	184.411	278.249	366.72	305.425	183.439	363.477	291.735	212.209	288.846	275.437	446.394	301.367	170.023	277.428	272.552	245.289	260.944	187.453	312.979	262.51	309.604	273.019	269.62	229.778	295.146	227.611	232.114	198.083	276.98	264.105	256.25	322.102	307.51	323.128	239.967	332.799	302.817	267.955	250.118	264.339	255.816	390.351	217.26	306.858	247.939	297.346	285.722	304.256	385.489	511.042	269.573	254.929	228.214	283.818	276.055	230.394	255.078	241.099	205.738
CDK13	1316.31	1223.47	1419.57	1777.28	1870.72	1819.76	2308.61	1486.94	880.818	1979.59	941.73	681.328	674.383	755.569	1568.98	1367.95	1778.33	1578.96	1259.86	1206.61	1449.96	1475.31	1145.73	1171.45	1115.37	1315.77	1335.04	889.623000000001	1168.48	1462.55	1149.99	1379.1	1083.22	1174.19	1363.6	1504.53	1107.42	1632.72	1341.48	1118.95	1523.35	1588.87	972.841	1066.7	965.678999999999	1742.4	1188.75	1434.15	1476.28	1398.16	1798.17	876.892	679.074	1365.05	1617.78	1037.15	706.298	1130.48	1104.41	1053.54	1559.12	1135.99	992.958	474.534	660.348	452.381	1336.9	801.701	1057.98	812.4	1266.99	718.025	1192.55	1414.71	966.078	779.47	1060.49	945.803	1066.53	1328.8	1735.21	1250.66	1138.75	1204.07	1021.94	1758.44	2493.6	1966.69	1855.73	1645.65	2226.45	1393.04	746.045	1296.2	1894.34	1115.74	1445.73	1252.54	835.4	1061.14	983.522	1010.72	1974.18	1195.49	1455.71	1449.66	1307.85	1585.13	1689.7	790.743	1398.21	1209.06	2628.7	1931.05	1680.79	960.066	1205.63	1307.91	1602.24	1005.13	1144.28	873.162	765.895	1019.4	969.9	788.25	1551.06	1305.79	1839.96	1195.95	1960.79	1372.25	1769.92	1050.69	2394.76	890.858000000001	1375.62	1338.33	1463.23	1107.47	1297.17	975.357000000001	1180.4	1409.21	1208.29	1183.84	1433.85	1031.06	2087.68
STK19	279.011	303.668	282.507	248.909	350.336	295.495	372.437	297.957	207.78	522.743	514.277	451.761	457.454	421.228	366.114	276.945	268.571	352.336	446.911	399.125	371.875	289.975	353.484	282.646	342.543	251.201	241.855	362.607	441.163	358.563	225.808	208.25	353.635	373.861	356.132	352.955	314.655	363.647	520.727	276.499	461.555	397.284	370.85	344.922	400.583	461.024	633.97	356.394	236.529	356.857	335.876	469.152	513.942	374.807	301.819	322.601	455.513	371.766	450.296	230.965	248.087	627.985	349.147	441.13	921.319	617.716	524.782	529.769	381.657	607.58	369.357	815.856	566.283	609.315	395.498	753.51	296.256	628.189	353.029	520.28	276.043	163.386	268.679	295.913	336.088	236.827	248.055	242.91	300.55	301.991	350.24	557.951	980.38	299.336	256.834	307.665	307.517	401.08	355.481	291.358	338.037	413.179	367.283	363.272	226.468	447.1	306.895	376.782	332.178	388.853	244.357	256.007	280.329	367.048	543.752	253.597	562.502	228.73	326.666	314.171	271.174	360.043	729.272	422.47	396.271	468.697	276.796	281.758	190.451	368.366	307.49	226.432	282.26	274.17	268.334	421.157	326.705	392.107	377.392	579.133	289.538	228.949	279.515	307.281	246.713	232.818	142.986	205.023	352.22
PRPF4B	2158.94	1918.83	2745.86	4014.08	3101.42	2182.63	3267.43	3158.31	1341.23	2361.37	1121.75	965.904	1239.97	1322.1	2101.54	1603.37	1635.47	2005.96	2433.77	2168.21	1865.64	1829.29	1337.76	3171.2	1625.06	2139.09	1749.04	1189.97	1975	2252.75	1658.51	1268.93	2019.37	1203.31	2240.17	2047.47	2587.44	1215.62	2045.45	1725.93	2026.21	2388.05	1426.88	2623.4	1925.72	2477.83	1842.11	2567.62	1998.33	2232.66	3115.56	1455.1	1586.59	2663.98	2227.44	1511.87	1523.94	2105.04	1817.01	1812.25	2508.45	2106.03	1569.64	510.559	1198.26	1346.73	2113.06	1724.73	1118.22	1838.8	1193.76	1154.82	1496.84	2238.16	1255.83	1284.11	2020.75	1598.15	1789.57	2688.92	3430.09	2996.69	1962.49	2151.59	1512.8	2862.05	4039.63	4158.98	2424.28	2552.88	2644.78	2461.93	1808.95	2073.43	3879.35	1695.99	1983.76	1855.36	1730.23	1808.04	1611.11	1451.41	4577.81	1726.5	1858.5	2824.85	3059.04	3600.15	2832.95	1254.24	1562.45	3004.49	4077.9	3169.23	2111.87	2989.2	1426.77	2311.99	3709.27	1344.34	2672.77	1329.04	1882.06	1876.85	1945.65	1861.16	3339.79	2718.69	2207.52	1826.32	3383.13	1566.26	2647.66	1566.14	3479.32	1986.94	3876.69	2335.17	2112.13	1645.39	1877.09	1399.48	1031.14	2417.95	1711.6	1509.09	2031.13	1634.85	2342.95
MBD4	1021.38	942.787	753.438	862.242	766.757	805.859	789.688	746.082	872.714	420.607	675.063	810.627	835.648	1004.21	956.727	910.698	720.69	1034.33	583.418	680.117	692.092	1017.57	997.184	712.141	1009.73	786.608999999999	700.899	1038.59	732.609	716.259	1111.72	926.286	648.398	784.694	555.818	731.733	853.659	730.323	773.864	714.899	632.65	846.681	885.097	764.459	602.257	754.016	835.753	872.751	807.458	705.004	557.502	697.275	812.047	778.495	697.653	785.346	1066.93	795.101	939.72	962.776	1121.2	759.631	679.969	857.763999999999	578.989	498.512	481.283	712.119	666.416	727.2	1068.67	614.311	775.123000000001	561.379	778.799	638.411	657.395	716.457	751.392	811.29	768.498999999999	675.926	928.057999999999	837.966	798.903	1057.36	777.914	878.099	1028.68	808.173	751.959	675.49	505.212	602.897	623.04	966.049	1329.49	669.74	854.639	786.975	907.720999999999	1227.2	914.548	779.063	768.132	644.293	623.616	705.158	1195.88	921.773	933.858999999999	878.420999999999	752.871	989.743999999999	514.56	929.951	740.058	803.883	802.315	598.374	729.037	856.618	628.47	766.839	1015.05	704.319	1015.85	708.663	844.65	834.622	782.548	709.089	785.714	873.187	1093.29	903.918	614.912	586.486	734.468	979.268999999999	801.5	757.458	490.842	1065.94	712.707	657.576	821.011999999999	705.303	692.564
SART1	1904.91	2429.83	1910.7	1941.18	2562.65	2529.37	2498.52	2269.59	2701.72	1524.64	3500.25	3710.11	3820.99	3386.51	1639.25	1895.88	1760.1	2181.11	1922.14	1783.18	1567.53	2379.92	3444.07	2452.23	2455.25	1878.19	2550.06	2632.83	1914.67	1842.63	2971.69	2503.04	1717.13	3311.82	2426.89	2462.93	1433.32	2533.93	1431.25	3520.54	1240.87	1545.66	3061.98	2785.77	1939.82	2085.87	1814.88	1712.64	2194.33	1949.52	2645.91	3778	2253.73	2985.48	2152.08	2350.88	2925.74	3036.27	2446.18	2276.14	2156.25	3082.32	3286.39	3361.49	2499.21	2402.53	1534	3302.06	1845.63	2027.2	3013.01	2629.77	1621.22	2137.01	3197.88	2441.06	2113.91	1836.09	3403.75	3255.87	1954.35	2023.81	2264.65	2545.36	2870.2	1702.58	2099.97	1823.11	1817.59	2164.48	2090.06	1600.8	2119.93	2115.38	2176.89	2761.83	2602.14	2310.63	3465.58	2560.86	4655.37	2804.43	3140.89	2050.12	2163.02	1785.57	1711.12	2842.3	1972.54	2774.45	2147.19	1610.59	2226.85	2112.82	1501.34	2051.72	2209.51	1685.82	1893.42	2510.07	2524.74	3322.92	1661.25	2544.4	2172.24	2169.61	2424.3	1645.5	2380.69	3538.63	2163.47	2397.68	1506.18	1980.54	1848.36	2252.33	2042.17	1792.25	1774.49	2944.9	1448.93	3721.14	4424.91	3009.94	2925.41	2876.77	2538.91	2528.03	4602.66
PRPF4	871.755	1289.49	972.294	1445.95	783.315	664.176	1115.36	981.714	1078.36	1175.21	937.028	960.59	1338.73	1024.08	1493.57	1174.94	932.512	950.9	833.165	677.2	757.873	1114.64	1161.23	741.428	1283.84	1291.58	1559.69	1196.58	677.174	850.268999999999	2749.27	1557.31	974.09	1092.52	1323.51	819.733	1024.91	916.274	596.591	1158.8	923.782	1060.88	2788.3	987.187	1340.39	1046.17	1290.83	1017.54	752.958	874.012	740.617	1095.86	899.559999999999	1330.11	772.112	1176.47	1036.18	1252	1945.1	1032.77	805.321	835.364	1256.65	1084.47	734.597	846.726	537.815	999.575000000001	672.44	861.2	886.360000000001	704.064	1012.65	853.793000000001	1290.46	568.212	1169.09	617.977	1706.13	679.852	878.828	884.921	736.896	795.661	584.095	1222.21	1064.23	762.342	956.998	1284.49	1078.03	816.171	634.703	1263.74	543.967	1001.54	789.744	1174.55	592.133	1055.68	1834.28	1018.45	1398.91	1103.91	1028.34	1443.99	785.451	741.106	1006.87	1211.86	1492.51	1123.82	1881.23	1129.34	692.801	1521.44	876.819	887.226	1488.08	1110.69	1196.95	1338.85	614.224	885.407999999999	735.786	653.261	864.437	1009.27	1075.84	1099.57	755.605	1127.16	1173.08	625.363	864.249	2002.33	810.737	866.144	796.506000000001	1786.69	1247.55	627.756	1079.67	514.905	780.111	652.525	571.012	462.879	645.949
CBFA2T2	2970.91	2644.99	3358.58	4421.32	3608.98	4036.47	4680.64	3575.24	3697.01	1543.06	2009.74	2761.33	2800.15	1747.74	556.555	3562.87	1264.53	5087.19	2566.23	1009.72	1524.84	4269.46	2357.33	3416.23	3485.32	3280.78	4102.05	2498.87	1178.8	2385.6	2002.22	2552.45	1440.03	3892.63	3438.68	1385.07	2865.59	700.19	1482.95	2090.13	1854.18	2046.38	1279.25	4422.94	1876.82	3395.09	1101.18	2914.5	2655.67	3452.15	5163.56	2674.07	1659.33	5120.43	2653.43	2702.79	2447.12	2179.93	2138.86	4955.66	2502.53	892.986	3258.22	310.559	737.757	1036.46	1182.58	1806.95	954.066	827.6	1312	681.127	1304.99	1054.71	2581.63	603.973	4596.03	1122.27	3295.59	3412.44	3620.32	3847.88	1148	2827.39	3043.88	3608.01	5941	4789.58	3495.69	3997.52	5971.13	1776.29	1293.93	4672.83	5532.38	2562.76	2885.47	2264.79	1639.16	1747.47	3176.08	2790.37	5532.59	970.44	5068.38	5996.94	2576.7	4172.84	2821.97	1666.88	3018.27	2809.78	5605.56	4066.1	1331.56	6176.43	2377.3	2259.96	3215.62	2115.32	5951.49	1664.83	1457.21	3424.03	3147.99	1007.17	4984.15	3304.94	4167.4	2578.51	4456.02	5382.12	3445.74	1461.68	4112.58	3062.97	4186.03	1068.98	817.542	671.577	1411.43	2954.6	5199.63	5074.98	1869.61	3363.64	2444.55	2312.12	5361.82
FIBP	757.131999999999	831.296	947.18	932.127	1253.3	1479	960.312	818.704	912.222	705.824	1581.19	1408.12	1104.94	1363.64	979.006	884.057	939.902	900.117	1004.04	1037.43	855.843	750.628	1243.47	1258.33	862.318	855.292	844.673	1338.34	1136.96	1065.72	1033.54	599.838	1063.61	1095.37	786.557	948.267	848.988	1475.71	759.091	1027.59	911.566	696.834	1139.28	1240.57	1032.91	1029.19	935.118	660.893	1027.85	968.831999999999	934.112	1327.45	1466.69	1725.81	731.047	1117.65	1168.3	1143.19	1019.91	1046.42	724.24	1642.08	1069.64	1699.38	1682.46	1604.91	826.585	947.98	1335.09	1069.6	1320.39	1826.98	904.427	987.126	1334.98	1857.62	1075.5	1113.68	1475.65	1203.96	778.01	705.688	850.462	1103.73	1266	847.167	668.374	809.119	776.545	1101.23	818.367	873.096	1392.03	896.603	945.467	1403.81	1050.43	1237.78	1246.26	1194.58	1322.03	1139.34	1625.72	1198.78	734.7	881.856	899.842	929.213	881.465	949.153	965.389	787.797	1077.21	1054.13	844.023	1112.93	1134.82	558.264	889.428	924.578	943.59	1373.77	1203.73	1064.71	970.736	1240.78	373.239	814.418	945.956	1262.8	1146.88	893.657999999999	511.676	1058.88	769.623	1101.68	959.758	1343.48	1129.16	1441.35	770.918	966.278	824.176	966.575999999999	734.807	793.939	616.731	643.182	677.025
STK17A	1588.92	1131.54	1705	1821.52	1227.83	1193.84	1181.38	1149.43	521.197	477.352	1068.68	975.351	671.296	1237.81	1138.39	934.621	950.246	720.819	900.404000000001	565.873	454.164	1020.92	1044.55	1658.08	1167.84	769.331	743.261	748.461	568.478	704.706	1005.34	1018.23	689.749	743.004	450.865	899.2	586.404	2038.32	472.159	1083.38	472.325	421.655	728.412	1284.16	734.838	1949.29	936.478999999999	1424.83	1810.45	1154.96	737.652	1805.75	1800.26	1378.49	1334.84	849.329	678.046	725.86	1029.06	592.021	2122.04	655.581	1007.82	1329.81	538.705	561.012	444.614	1089.72	833.584	583.6	1318.86	637.248	513.001	556.322	816.961	590.729	698.896	375.413	628.658	1275.24	1724.56	1289.68	2087.87	1378.17	1283.36	2736.58	1605.7	986.456	1245.51	1802.5	948.001	391.588	1041.81	694.306	1291.75	879.115	1644.87	1702.02	1101.33	2590.46	1036.25	1636.97	1432.49	625.057	797.537	1137.63	1827.62	1325.13	1683.3	925.033	795.701	1682.37	2054.99	966.382	592.389	1085.43	1339.48	1580.43	1172.64	1697.56	1280.67	1178.31	326.804	1016.99	2249.16	585.417	1366.2	2133.81	1103.54	627.914	1699.81	631.827	1556.32	1744.33	1247.6	580.69	1772.11	472.186	796.506000000001	901.255000000001	745.528	1090.79	1016.48	1622.4	1824.86	1449.49	1946.5	1107.58	605.993
SRSF11	2622.39	3035.21	2735.5	3435.39	2279.57	3561.8	3128.34	3667.19	3966.47	4257.84	2469.19	2280.15	3626.54	3170.38	3152.96	6877.81	2353.2	5074.23	2667.85	2268.35	2279.22	5143.1	3016.09	3628.07	5063.98	4985.75	4198.97	3006.46	3416.85	3105.33	2615.49	4263.67	3458.98	3160.48	3223.27	4221.87	4748.31	2600.54	3947.73	4125.69	4341.52	5337.49	2679.67	2413.12	3157.5	4781.09	3354.36	2386.41	1940.48	2371.38	3097.03	2047.43	1962.78	1944.09	3229.24	3916.41	5042.14	4305.23	3736.28	3841.02	3534.63	6861.71	3972.61	1317.39	2097.16	3769.35	3585.94	4626.51	3252.26	4354.8	2292.94	2521.07	3642.3	5574.71	2312.37	3403.31	5530.68	4189.69	2945.62	2650.6	4179.95	2343.25	2749.23	2210.17	3020.11	3946.88	3850.38	4862.7	2763.99	2429.88	3908.91	3553.66	1726.06	4406.09	2595.43	5042.7	3679.49	2690.55	2884.99	3486.28	4063.09	2009.49	3067.08	3886.28	4690.56	3767.41	4597.26	3269.73	2822.88	3166.88	4339.09	3456.71	4243.4	3112.82	3480.54	3832.08	1449.08	2751.64	2998.84	4189.62	8141.93	2771.45	2994.45	2950.72	4191.47	5059.63	6088.03	3934.03	5532.44	4344.96	2681.81	5852.56	2561.81	2983.44	3588.98	3981.34	4002.04	5391.26	3439.52	4004.36	3901.33	2386.51	6210.62	5912.07	4549.17	5124.24	4825.88	4705.3	4976.69
SOCS6	453.846	479.218	293.402	483.157	612.96	483.037	410.608	648.903	628.577	661.025	495.718	188.93	244.599	363.034	931.448	404.513	717.734	396.424	502.528	576.568	621.414	526.36	359.09	474.924	466.137	381.858	639.923	334.585	541.848	362.173	611.262	611.584	773.73	286.122	440.252	673.6	491.956	1097.86	480.682	335.377	584.807	318.999	354.457	310.861	579.69	440.449	319.419	791.472	305.008	476.295	520.063	195.762	349.481	251.613	526.625	260.062	393.865	829.958	350.377	435.414	292.652	472.835	362.285	513.665	409.953	215.03	648.587	291.425	396.837	572.4	327.999	352.032	529.164	542.529	338.516	382.119	384.106	423.662	353.62	476.72	633.441	535.714	291.367	337.898	493.601	487.235	555.271	591.518	490.859	577.443	555.917	649.384	451.747	394.106	668.371	348.765	739.744	243.446	317.657	250.029	431.262	313.477	777.382	745.797	395.949	486.457	403.796	512.126	415.561	308.344	531.422	513.683	610.557	515.669	449.635	592.799	270.611	478.449	574.787	353.721	423.562	277.574	600.398	405.35	231.605	626.683	521.127	465.868	374.486	537.685	511.109	547.269	505.495	276.498	583.768	446.362	595.545	1020.73	876.013999999999	559.738	678.592	171.206	317.766	370.973	229.834	140.404	329.767	446.97	330.744
TRIP12	5296.83	3492.91	5845.72	5017.6	3410.92	4160.81	3601.26	5774.29	3285.72	3619.21	2980.35	1898.75	2300.93	2824.8	3138.82	2591.82	2757.64	3372.46	3699.7	3020.9	3368.79	4596.65	3175.4	3513.36	2802.53	3881.64	3093.07	2610.6	2707.61	4203.98	2042.51	2763.47	2571	2922.33	3961.48	3625.07	2741.05	1944.36	2798.3	2765.79	3364.3	3527.68	2416.43	3199.14	2474.38	4265.08	1631.58	3850.32	6962.11	4726.08	6509.13	4391.02	4163.66	2619.35	4883.57	2678.02	2797.77	2979.27	2902.58	3391.37	4190.88	2842.61	2395.15	1668.32	1641.39	2453.12	3100.84	2763.43	2161.14	1932	3351.69	2346.55	3420.94	2022.07	2477.03	2538.41	3345.25	2781.89	2328.3	3978.99	7268.78	5083.33	3964.54	3640.95	2094.15	5602.29	5225.87	4614.31	5513.15	4794.96	5536.1	3540.97	2320.05	2704.3	6349.69	1912.55	2887.18	3859.31	3000	3427.53	2361.58	2822	4813.81	3136.37	3087.03	3798.17	6806.01	4850.42	3602.29	2624.51	3460.84	3743.83	3138.55	4304.84	3554.74	3520.79	2734.24	4083.8	4118.18	1992.25	1595.56	2667.89	2550.33	3417.28	4461.54	2559.19	4306.34	3958.85	4668.3	3384.83	5370.87	4430.52	6491.07	3326.16	6854.79	2383.4	4957.49	3781.24	4371.51	3851.06	3961.92	1896.24	1996.34	1921.71	2698.34	2256.57	2507.78	2384.09	2086.57
