TCGA-2V-A95S-01	TCGA-2Y-A9GS-01	TCGA-2Y-A9GT-01	TCGA-2Y-A9GU-01	TCGA-2Y-A9GV-01	TCGA-2Y-A9GW-01	TCGA-2Y-A9GX-01	TCGA-2Y-A9GY-01	TCGA-2Y-A9GZ-01	TCGA-2Y-A9H0-01	TCGA-2Y-A9H1-01	TCGA-2Y-A9H2-01	TCGA-2Y-A9H3-01	TCGA-2Y-A9H4-01	TCGA-2Y-A9H5-01	TCGA-2Y-A9H6-01	TCGA-2Y-A9H7-01	TCGA-2Y-A9H8-01	TCGA-2Y-A9H9-01	TCGA-2Y-A9HA-01	TCGA-2Y-A9HB-01	TCGA-3K-AAZ8-01	TCGA-4R-AA8I-01	TCGA-5C-A9VG-01	TCGA-5C-A9VH-01	TCGA-5C-AAPD-01	TCGA-5R-AA1C-01	TCGA-5R-AA1D-01	TCGA-5R-AAAM-01	TCGA-BC-4072-01	TCGA-BC-4073-01	TCGA-BC-A10Q-01	TCGA-BC-A10R-01	TCGA-BC-A10S-01	TCGA-BC-A10T-01	TCGA-BC-A10U-01	TCGA-BC-A10W-01	TCGA-BC-A10X-01	TCGA-BC-A10Y-01	TCGA-BC-A10Z-01	TCGA-BC-A110-01	TCGA-BC-A112-01	TCGA-BC-A216-01	TCGA-BC-A217-01	TCGA-BC-A3KF-01	TCGA-BC-A3KG-01	TCGA-BC-A5W4-01	TCGA-BC-A69H-01	TCGA-BC-A69I-01	TCGA-BC-A8YO-01	TCGA-BD-A2L6-01	TCGA-BD-A3EP-01	TCGA-BW-A5NO-01	TCGA-BW-A5NP-01	TCGA-BW-A5NQ-01	TCGA-CC-5258-01	TCGA-CC-5259-01	TCGA-CC-5260-01	TCGA-CC-5261-01	TCGA-CC-5262-01	TCGA-CC-5263-01	TCGA-CC-5264-01	TCGA-CC-A123-01	TCGA-CC-A1HT-01	TCGA-CC-A3M9-01	TCGA-CC-A3MA-01	TCGA-CC-A3MB-01	TCGA-CC-A3MC-01	TCGA-CC-A5UC-01	TCGA-CC-A5UD-01	TCGA-CC-A5UE-01	TCGA-CC-A7IE-01	TCGA-CC-A7IF-01	TCGA-CC-A7IG-01	TCGA-CC-A7IH-01	TCGA-CC-A7II-01	TCGA-CC-A7IJ-01	TCGA-CC-A7IK-01	TCGA-CC-A7IL-01	TCGA-CC-A8HT-01	TCGA-CC-A8HU-01	TCGA-CC-A8HV-01	TCGA-CC-A9FS-01	TCGA-CC-A9FU-01	TCGA-CC-A9FV-01	TCGA-CC-A9FW-01	TCGA-DD-A113-01	TCGA-DD-A114-01	TCGA-DD-A115-01	TCGA-DD-A116-01	TCGA-DD-A118-01	TCGA-DD-A119-01	TCGA-DD-A11A-01	TCGA-DD-A11B-01	TCGA-DD-A11C-01	TCGA-DD-A11D-01	TCGA-DD-A1EA-01	TCGA-DD-A1EB-01	TCGA-DD-A1EC-01	TCGA-DD-A1ED-01	TCGA-DD-A1EE-01	TCGA-DD-A1EF-01	TCGA-DD-A1EG-01	TCGA-DD-A1EH-01	TCGA-DD-A1EI-01	TCGA-DD-A1EJ-01	TCGA-DD-A1EK-01	TCGA-DD-A1EL-01	TCGA-DD-A39V-01	TCGA-DD-A39W-01	TCGA-DD-A39X-01	TCGA-DD-A39Y-01	TCGA-DD-A39Z-01	TCGA-DD-A3A1-01	TCGA-DD-A3A2-01	TCGA-DD-A3A3-01	TCGA-DD-A3A4-01	TCGA-DD-A3A5-01	TCGA-DD-A3A6-01	TCGA-DD-A3A7-01	TCGA-DD-A3A8-01	TCGA-DD-A3A9-01	TCGA-DD-A4NA-01	TCGA-DD-A4NB-01	TCGA-DD-A4ND-01	TCGA-DD-A4NE-01	TCGA-DD-A4NF-01	TCGA-DD-A4NG-01	TCGA-DD-A4NH-01	TCGA-DD-A4NI-01	TCGA-DD-A4NJ-01	TCGA-DD-A4NK-01	TCGA-DD-A4NL-01	TCGA-DD-A4NN-01	TCGA-DD-A4NO-01	TCGA-DD-A4NP-01	TCGA-DD-A4NQ-01	TCGA-DD-A4NR-01	TCGA-DD-A4NS-01	TCGA-DD-A4NV-01	TCGA-DD-A73A-01	TCGA-DD-A73B-01	TCGA-DD-A73C-01	TCGA-DD-A73D-01	TCGA-DD-A73E-01	TCGA-DD-A73F-01	TCGA-DD-A73G-01	TCGA-DD-AA3A-01	TCGA-DD-AAC8-01	TCGA-DD-AAC9-01	TCGA-DD-AACA-01	TCGA-DD-AACB-01	TCGA-DD-AACC-01	TCGA-DD-AACD-01	TCGA-DD-AACE-01	TCGA-DD-AACF-01	TCGA-DD-AACG-01	TCGA-DD-AACH-01	TCGA-DD-AACI-01	TCGA-DD-AACJ-01	TCGA-DD-AACK-01	TCGA-DD-AACL-01	TCGA-DD-AACN-01	TCGA-DD-AACO-01	TCGA-DD-AACP-01	TCGA-DD-AACQ-01	TCGA-DD-AACS-01	TCGA-DD-AACT-01	TCGA-DD-AACU-01	TCGA-DD-AACV-01	TCGA-DD-AACW-01	TCGA-DD-AACX-01	TCGA-DD-AACY-01	TCGA-DD-AACZ-01	TCGA-DD-AAD0-01	TCGA-DD-AAD1-01	TCGA-DD-AAD2-01	TCGA-DD-AAD3-01	TCGA-DD-AAD5-01	TCGA-DD-AAD6-01	TCGA-DD-AAD8-01	TCGA-DD-AADA-01	TCGA-DD-AADB-01	TCGA-DD-AADC-01	TCGA-DD-AADD-01	TCGA-DD-AADF-01	TCGA-DD-AADG-01	TCGA-DD-AADI-01	TCGA-DD-AADJ-01	TCGA-DD-AADK-01	TCGA-DD-AADL-01	TCGA-DD-AADM-01	TCGA-DD-AADN-01	TCGA-DD-AADO-01	TCGA-DD-AADP-01	TCGA-DD-AADQ-01	TCGA-DD-AADR-01	TCGA-DD-AADS-01	TCGA-DD-AADU-01	TCGA-DD-AADV-01	TCGA-DD-AADW-01	TCGA-DD-AADY-01	TCGA-DD-AAE0-01	TCGA-DD-AAE1-01	TCGA-DD-AAE2-01	TCGA-DD-AAE3-01	TCGA-DD-AAE4-01	TCGA-DD-AAE6-01	TCGA-DD-AAE7-01	TCGA-DD-AAE9-01	TCGA-DD-AAEA-01	TCGA-DD-AAEB-01	TCGA-DD-AAED-01	TCGA-DD-AAEE-01	TCGA-DD-AAEG-01	TCGA-DD-AAEH-01	TCGA-DD-AAEI-01	TCGA-DD-AAEK-01	TCGA-DD-AAVP-01	TCGA-DD-AAVQ-01	TCGA-DD-AAVR-01	TCGA-DD-AAVS-01	TCGA-DD-AAVU-01	TCGA-DD-AAVV-01	TCGA-DD-AAVW-01	TCGA-DD-AAVX-01	TCGA-DD-AAVY-01	TCGA-DD-AAVZ-01	TCGA-DD-AAW0-01	TCGA-DD-AAW1-01	TCGA-DD-AAW2-01	TCGA-DD-AAW3-01	TCGA-ED-A459-01	TCGA-ED-A4XI-01	TCGA-ED-A5KG-01	TCGA-ED-A627-01	TCGA-ED-A66X-01	TCGA-ED-A66Y-01	TCGA-ED-A7PX-01	TCGA-ED-A7PY-01	TCGA-ED-A7PZ-01	TCGA-ED-A7XO-01	TCGA-ED-A7XP-01	TCGA-ED-A82E-01	TCGA-ED-A8O5-01	TCGA-ED-A8O6-01	TCGA-ED-A97K-01	TCGA-EP-A12J-01	TCGA-EP-A26S-01	TCGA-EP-A2KA-01	TCGA-EP-A2KB-01	TCGA-EP-A2KC-01	TCGA-EP-A3JL-01	TCGA-EP-A3RK-01	TCGA-ES-A2HS-01	TCGA-ES-A2HT-01	TCGA-FV-A23B-01	TCGA-FV-A2QQ-01	TCGA-FV-A2QR-01	TCGA-FV-A3I0-01	TCGA-FV-A3I1-01	TCGA-FV-A3R2-01	TCGA-FV-A3R3-01	TCGA-FV-A495-01	TCGA-FV-A496-01	TCGA-FV-A4ZP-01	TCGA-FV-A4ZQ-01	TCGA-G3-A25S-01	TCGA-G3-A25T-01	TCGA-G3-A25U-01	TCGA-G3-A25V-01	TCGA-G3-A25X-01	TCGA-G3-A25Y-01	TCGA-G3-A25Z-01	TCGA-G3-A3CH-01	TCGA-G3-A3CI-01	TCGA-G3-A3CJ-01	TCGA-G3-A3CK-01	TCGA-G3-A5SI-01	TCGA-G3-A5SJ-01	TCGA-G3-A5SK-01	TCGA-G3-A5SL-01	TCGA-G3-A5SM-01	TCGA-G3-A6UC-01	TCGA-G3-A7M5-01	TCGA-G3-A7M6-01	TCGA-G3-A7M7-01	TCGA-G3-A7M8-01	TCGA-G3-A7M9-01	TCGA-G3-AAUZ-01	TCGA-G3-AAV0-01	TCGA-G3-AAV1-01	TCGA-G3-AAV2-01	TCGA-G3-AAV3-01	TCGA-G3-AAV4-01	TCGA-G3-AAV5-01	TCGA-G3-AAV6-01	TCGA-G3-AAV7-01	TCGA-GJ-A3OU-01	TCGA-GJ-A6C0-01	TCGA-GJ-A9DB-01	TCGA-HP-A5MZ-01	TCGA-HP-A5N0-01	TCGA-K7-A5RF-01	TCGA-K7-A5RG-01	TCGA-K7-A6G5-01	TCGA-K7-AAU7-01	TCGA-KR-A7K0-01	TCGA-KR-A7K2-01	TCGA-KR-A7K7-01	TCGA-KR-A7K8-01	TCGA-LG-A6GG-01	TCGA-LG-A9QC-01	TCGA-LG-A9QD-01	TCGA-MI-A75C-01	TCGA-MI-A75E-01	TCGA-MI-A75G-01	TCGA-MI-A75H-01	TCGA-MI-A75I-01	TCGA-MR-A520-01	TCGA-MR-A8JO-01	TCGA-NI-A4U2-01	TCGA-NI-A8LF-01	TCGA-O8-A75V-01	TCGA-PD-A5DF-01	TCGA-QA-A7B7-01	TCGA-RC-A6M3-01	TCGA-RC-A6M4-01	TCGA-RC-A6M5-01	TCGA-RC-A6M6-01	TCGA-RC-A7S9-01	TCGA-RC-A7SB-01	TCGA-RC-A7SF-01	TCGA-RC-A7SH-01	TCGA-RC-A7SK-01	TCGA-RG-A7D4-01	TCGA-UB-A7MA-01	TCGA-UB-A7MB-01	TCGA-UB-A7MC-01	TCGA-UB-A7MD-01	TCGA-UB-A7ME-01	TCGA-UB-A7MF-01	TCGA-UB-AA0U-01	TCGA-UB-AA0V-01	TCGA-WJ-A86L-01	TCGA-WQ-A9G7-01	TCGA-WQ-AB4B-01	TCGA-WX-AA44-01	TCGA-WX-AA46-01	TCGA-WX-AA47-01	TCGA-XR-A8TD-01	TCGA-XR-A8TE-01	TCGA-XR-A8TF-01	TCGA-XR-A8TG-01	TCGA-YA-A8S7-01	TCGA-ZP-A9CV-01	TCGA-ZP-A9CY-01	TCGA-ZP-A9CZ-01	TCGA-ZP-A9D0-01	TCGA-ZP-A9D1-01	TCGA-ZP-A9D2-01	TCGA-ZP-A9D4-01	TCGA-ZS-A9CD-01	TCGA-ZS-A9CE-01	TCGA-ZS-A9CF-01	TCGA-ZS-A9CG-01
BNIP3L	648.966	767.866	856.309999999999	366.187	1140.44	831.418	1049.7	1387.25	520.136	2634.97	210.465	730.944	596.774	597.072	609.239	646.733	549.457	531.437	551.901	705.341	537.991	316.279	1425.14	510.463	507.937	1160.55	706.811	2825.85	1162.1	755.721	6531.56	1565.51	896.598999999999	785.43	1007.06	2596.65	1342.27	1711.39	1306.24	1721.56	1692	526.231	781.966	936.712	596.278	1571.69	1712.79	719.708	725.687	1159.34	1026.53	799.578999999999	1290.32	546.608	1145.07	774.869	2829.31	1489.56	846.47	986.644	3410.36	3350.55	417.484	1255.8	2108.6	701.579	887.777	579.102	721.918	1922.48	1194.25	772.727	502.686	707.857	572.074	573.753	1594.76	1433.76	468.312	963.325	536.638	534.247	463.43	439.309	3272.02	1565.93	582.857	1507.5	738.245	692.962	338.703	511.669	1149.73	1185.45	828.223	781.145	1278.73	1029.43	2090.18	1559.31	505.405	471.714	562.353	810.909	869.053	911.944	1265.27	1059.39	569.814	1498.73	744.062	859.562999999999	364.203	2283.73	1067.7	457.806	1219.75	446.46	2245.6	408.252	519.657	607.02	2176.05	2182.34	1026.56	644.019	1396.27	1073.64	1548.23	787.679	533.952	389.038	1180.61	524.976	683.09	1637.95	4584.53	867.352	1303.56	765.587	540.941	1222.88	699.099	582.989	608.914	707.552	223.794	1143.97	1638.57	1170.28	825.003	726.014	929.972	501.895	746.11	777.205	486.829	710.637	1267.74	550.135	1022.12	1851.93	622.552	909.453999999999	1141.29	545.899	745.971	1152.01	779.827	1386.86	432.337	1004.99	411.412	1083.87	1260.79	940.431	786.111	718.548	1544.57	644.851	684.124	754.959	509.46	1035.48	600	571.672	546.863	641.509	807.429	692.128	1890.81	446.233	280.864	658.127	695.27	509.227	1083.55	740.209	1923.93	1124.58	810.567	1270	347.204	581.959	678.979	1892.01	1006.21	483.068	821.516000000001	261.682	666.804	460.663	795.648	860.868	581.06	772.581	324.304	939.987999999999	715.066	692.972	1073.41	548.792	343.721	1004.03	805.912	472.477	321.402	505.127	781.928	927.458	354.774	432.726	1969.52	1128.29	1181.54	1888.18	682.446	627.44	1262.32	543.718	1950.74	816.292	1343.52	1523.41	787.568	548.882	1799.05	457.807	620.5	481.02	839.75	687.902	677.979	667.426	346.518	387.33	723.618	568.566	672.624	1053.44	402.857	583.967	1569.4	726.772	1534.75	418.858	994.778	403.238	1135.3	1092.79	863.698	1518.04	816.774	977.719	1199.92	2100.36	788.55	1173.49	991.934	1523.6	1527.37	649.635	1412.01	380.158	396.499	588.457	506.329	853.659	1567.21	537.382	470.529	1042.45	601.526	1190.08	1285.12	332.113	572.957	2178.97	1513.03	2810.17	800.845	1007.68	1166.78	1404.87	2436.71	645.549	1334.84	1137.89	614.26	740.997	605.531	759.015	572.697	748.252	559.023	679.169	766.602	508.197	1046.86	1715.47	1318.66	1838.05	885.567	567.551	953.475	946.16	802.085	476.411	1674.56	754.645	363.309	1833.74	561.284	220.524	760.829	823.008999999999	544.763	595.974	1785.25	750.72	519.079	485.336	919.337	1280.48	1487.35	539.466	594.719	653.365	1239.04	276.888	1526.1	1385.71	1260.11	818.749	2254.71	588.346	1414.43	856.123	471.686	706.109	1398.84	483.1	537.941	375.821	800.827	628.62
CDK11B	1118.31	1012.18	874.88	714.924	743.266	718.805	673.242	1347.83	1250.39	1192.74	812.05	535.987	857.792	1314.37	412.072	778.546	994.214	1065.64	1091.7	700.508	1117.47	1019.85	1189.9	781.977	668.302	2879.5	432.087	631.251	741.492	1144.31	689.392	526.968	568.993	675.68	411.736	1149.37	247.108	636.444	579.555	985.623000000001	953.187	869.797	1495.85	1186.04	732.917	1098.9	958.525	1020.78	926.923	1318.17	747.857	1256.35	1070.71	469.039	1068.38	806.954	454.106	551.515	436.875	555.212	540.833	920.036000000001	174.853	799.414	1374.11	632.29	548.824	683.396	592.882	1103.04	806.498	630.893	881.979	1193.67	884.114	1287.11	849.786	1363.56	869.443	1051.83	1023.08	1393.97	443.89	601.358	910.35	736.418	613.881	1040.54	1506.34	637.329	506.749	536.536	700.717	433.18	501.731	762.638	838.663	420.713	821.443	739.182	613.222	385.316	831.13	439.649	589.569	504.509	714.1	1198.26	664.968	787.863	532.945	1553.47	1992.46	625.945	709.99	851.835	699.713	1170.14	1279.42	843.648	891.115	673.847	968.439	597.414	653.626	817.7	677.284	400.51	518.19	767.129	636.617	713.129	683.888	597.801	478.12	914.01	790.313	535.479	727.987	554.867	413.399	612.769	665.249	633.836	788.83	826.954	284.526	638.139	673.616	892.384	424.336	1011.54	789.589	314.566	1132.07	958.648	783.561	470.236	580.174	710.375	606	1608.12	521.834	116.659	782.455	821.615	542.502	568.606	1324.96	1023.17	432.477	725.23	1234.48	1056.01	451.598	1119.42	1096.87	947.511	1052.36	624.153	1377.18	564.047	678.525	621.939	614.684	568.026	2445.8	584.064	728.607	539.344	749.239	605.23	192.901	236.042	509.905	862.419	490.605	348.329	897.47	1178.17	587.389	466.878	780.975	537.672	830.831	723.982	542.504	1446.06	994.076	830.28	1141.52	557	994.068	1066.03	848.909	438.443	856.366	527.705	920.764	769.723	1066.76	572.235	1333.74	820.35	615.858	903.36	644.437	580.834	470.18	631.966	691.246	697.426	1019.1	533.033	978.689	729.867	449.758	760.201	628.884	590.811	1315.71	1188.71	1078.79	634.606	583.292	577.536	736.014	638.395	900.064	735.884	543.465	912.441	941.139	694.243	521.849	834.362	388.113	685.103	344.82	642.595	1068.6	787.56	431.134	648.921	556.866	530.145	541.87	897.56	803.586	883.528000000001	616.275	575.958	787.065	1077.2	1229.99	855.712	851.771	742.688	295.942	1187.11	477.926	580.079	823.861000000001	758.601	915.109	1007.31	955.47	876.433	1176.75	967.656	1026.3	527.098	1063.34	1008.51	1029.93	959.683	638.012	854.568	538.616	1313.87	875.154	607.025	609.418	869.898	1374.78	720.099	1013.17	868.371	859.607	825.215	645.08	602.697	512.789	1024.59	1055.7	891.569	779.801	1134	1336.7	720.091	914.803	524.824	595.218	552.593	730.071	1091.02	2196.58	387.024	890.524	1268.61	657.739	1490.99	1077.11	682.058	1000.66	1135.98	426.065	1005.67	573.148	1253.19	702.206	430.946	561.26	650.872	915.546	941.827	622.009	738.2	766.09	1201.82	864.707	317.686	627.898	797.776	759.019	819.348	283.793	667.062	940.154	549.563	1058.54	755.667	910.661	364.447	858.567	754.523
CDC34	4075.58	1202.07	1594.26	1512.3	1165.82	1992.34	1301.82	1901.98	1455.97	1603.38	4733.16	917.718	1899.5	3217.66	2087.39	2820.23	2531.16	2540.95	1754.81	2590.19	1040.16	2778.86	1066.62	1579.3	1963.42	3372.32	1261.67	1056.67	1500.76	1212.35	2084.17	1518.5	3024.18	3575.98	1945.88	3213.75	450.263	1936.26	1827.87	3057.05	2233.33	1653.1	1558.84	2735.24	1817.43	1450.34	4291.1	4405.84	1927.58	455.776	1823.47	2687.01	2830.72	1523.67	1230.17	1559.73	3259.26	1004.89	1716.24	2753.67	1284.84	1344.59	3595	1195.61	1684.98	1188.28	1882.58	1270.94	1968.03	510.267	1468.87	2370.81	1577.14	3599.28	1504.27	2202.72	764.516	1007.97	1702.1	3450.49	2715.52	3940.22	2178.64	3878.02	1046.63	2536.08	863.333	1823.76	1208.46	5091.93	977.533	3193.54	939.315000000001	941.453	1854.86	3041.53	734.926	2272.46	2124.25	1304.86	1221.46	2414.31	1744.14	1189.09	1743.39	3171.64	3177.41	965.529	4281.61	2222.75	8532.66	5160.5	4420.3	2694.38	3064.21	4695.15	2257.72	3928.11	2263.2	9762.22	2573.27	4796.97	1048.41	1256.67	1362.57	746.806	1320.51	1487.08	1809.51	1745.81	681.523	1696.58	1372.45	2424.09	1610.1	2278.29	834.975	2598.27	1521.94	2092.32	2321.75	1168.89	1651.65	1745.31	2042.34	1655.53	8028.29	1793.13	1867.2	1704.85	1598.17	2726.01	2246.5	2586.21	1550.37	1681.26	1665.37	773.071	1955.82	3195.49	1904.69	1691.71	1679.53	980.116000000001	1524.01	1244.24	996.929999999999	2693.13	1741.21	1461.82	1618.72	1869.98	1964.75	1448.59	1566.24	2176.81	1817.59	2137.96	1527.25	935.853000000001	3308.33	1826.49	1526.28	1165.02	1164.06	3787.01	2191.1	3837.45	3291.24	2634.49	1420.91	2175	4888.89	3672.26	1316.89	2063.33	1398.12	2797.65	2325.52	1855.29	1649.71	1748.44	2684.01	2102.81	2201.52	3357.71	1870.38	898.717	2003.49	2288.3	3922	2707.73	3001.89	2428.28	1193	1813.71	3212.94	1264.61	2400.66	2385.94	1522.1	1629.65	3280.84	1179.44	1560.44	1147.94	1116.24	1677.38	2024.15	1508.39	1587.94	1983.68	1032.9	1281.58	1243.07	1540.06	1955.13	3663.61	2407.21	2265.98	2829.78	3706.07	1919.31	904.362000000001	2098.92	1966.39	711.346	1975.89	2489.49	2858.24	2539.46	1921.84	2466.82	2267.65	5663.8	3826.78	1901.78	3537.26	1847.48	2255.43	1416.23	1902.24	1369.51	3577.95	922.136	5567.54	1585.9	4204.86	3968.78	1022.01	2575.57	2002.82	2206.14	1824.25	955.882	2035.58	3703.82	1391.05	1361.74	2168.66	1576.84	1319.48	1444.1	1642.67	2842.85	1877.82	3402.09	2184.45	2499.85	4012.88	6508.15	1232.13	2409.93	2273.2	3075.91	3048.07	3170.68	1164.64	1361.86	2941.05	2600.48	1875.88	2298.23	2531.52	1808.5	3128.65	1754.36	2010.78	3710.02	4711.91	4518.2	1470.17	1641.86	2311.19	1291.04	2640.99	3438.42	2303.67	2745.99	1874.05	1407.44	2355.98	1271.52	2723.89	1905.77	1397.75	1989.27	1679.95	1725.32	2857.38	2365.41	4640.68	3119.65	4991.12	2022.6	1178.47	2570.96	1455.99	1134.52	3647.09	2293.1	1377.01	1080.66	1329.04	2173.77	3303.09	2579.79	2618.15	2087.09	2220.82	2301.4	2122.52	1287.06	1838.3	1574.81	1523.18	1716.61	1273.32	1685.33	1127.33	999.272	2555.23	3119.46	2293.22	2169.54	1993.49
CRIP1	648.966	275.505	409.774	138.467	161.59	742.529	447.273	353.508	34.1297	184.548	636.022	441.696	1094.29	209.263	217.853	682.909	183.533	198.869	99.1029	53.4151	300.343	103.735	143.544	438.877	688.061	1085.63	20.7209	524.534	205.48	955.828	236.505	97.7001	397.214	392.146	396.706	140.335	104.049	159.212	75.0657	6.9018	949.333	379.015	337.748	121.832	59.5495	69.7391	14.9227	369.343	393.555	438.779	285.204	1127.83	194.119	98.5847	233.559	128.986	294.686	331.803	372.858	1021.86	400	68.5204	419.269	515.928	1617.19	615.96	76.2271	559.388	477.913	189.938	1100.05	521.531	1580.08	4271.36	88.3978	663.891	649.193	314.243	12.8984	129.584	1265.62	242.839	147.573	118.166	1147.67	88.3653	360.952	534.102	197.492	370.927	211.106	933.497	63.7001	45.1229	173.316	62.8507	58.0205	40.4795	273.347	268.683	12.2979	193.012	580.221	112.323	437.576	61.1432	66.1088	170.649	657.405	34.5907	565.914	135.979	76.5806	97.0095	69.8351	1593.88	33.8383	435.299	3415.49	288.817	25.7327	1331.73	323.346	467.599	594.812	536.005	14.5688	74.9354	155.685	281.101	198.348	84.5424	324.49	147.405	83.9416	43.9968	86.1068	309.691	685.08	128.081	166.575	43.2924	128.529	9.1473	16.156	323.396	583.195	1987.68	67.276	980.392	86.6819	324.431	1016.81	334.942	103.194	111.397	187.317	168.937	1437.75	55.0135	103.739	495.028	315.134	734.106	216.735	32.96	32.2333	117.37	221.902	43.8626	89.6463	31.9505	228.239	154.762	31.9997	770.596	534.259	397.159	182.883	30.0566	191.555	275.696	264.164	250.825	42.8986	172.95	91.1439	1074.02	200.778	1028.58	57.3962	598.567	1026.23	848.94	347.297	112.895	130.435	831.593	93.7638	157.11	292.368	105.294	830.949	91.1736	135.253	337.458	1009.77	31.5448	473.629	41.9145	279.127	373.619	71.9016	107.004	803.397	414.516	87.2837	670.015	185.589	1321.43	1605.24	276.022	53.8447	922.043	678.515	207.569	19.3862	140.123	251.74	63.5492	57.2864	100.439	55.8325	227.632	950.076	462.824	477.811	60.8496	666.94	101.886	128.251	335.923	122.767	254.102	126.487	329.68	1985.25	32.9031	69.5805	446.619	82.7719	188.972	657.617	380.41	1026.66	657.578	88.6249	269.881	262.139	221.374	201.157	43.8844	193.598	1107.87	57.2716	1427.92	190.078	86.5342	539.896	28.7728	526.316	2765.5	374.06	262.921	275.735	221.715	207.634	99.7687	187.797	361.233	37.8947	73.5542	334.886	167.196	122.471	387.007	293.796	169.97	307.089	453.646	323.05	220.849	40.1442	391.753	35.266	62.8322	262.949	227.144	1397.07	140.076	392.275	645.553	326.357	389.347	674.267	229.34	378.151	320.64	837.2	369.806	755.458	54.6176	80.79	165.035	155.36	415.611	77.2545	247.463	128.853	119.76	952.2	110.608	150.912	455.471	488.81	154.424	198.068	65.8056	375.635	283.607	368.713	111.463	222.763	323.776	183.93	325.959	312.032	19.6629	27.1475	1255.04	1944.47	252.129	176.243	328.048	99.8668	1048.27	687.715	312.989	95.4955	26.3158	740.287	142.938	47.8437	411.039	173.517	131.579	139.74	294.894	67.5676	317.042	137.918	24.8904	508.64	120.35	86.1475	67.1808
CRY2	676.332	1856.58	2651.42	2062.83	2285.11	1858.24	2064.24	930.905	4790.44	1036.6	1358.77	1451.29	1691.07	1643.39	2224.72	1368.03	1318.47	1178.43	4768.9	2131.79	4247.8	2556.73	1833.1	1932.82	2863.35	882.263	2708.68	897.028	3198.63	1583.82	948.765	1576.11	2629.15	1830.39	1767.06	2490.71	983.839	2116.26	3535.26	1418.31	1300	1118.84	3293.43	2409.19	1776.69	1765.54	4999.93	963.504	5483.22	2682.32	2436.73	1789.94	1075.65	1322.11	1013.54	620.657	710.145	964.005	1294.04	1082.23	1536.66	1510.1	1081.18	738.512	424.053	758.52	1487.58	915.474	629.365	1375.77	1242.15	743.222	1922.55	866.933	1727.27	726.502	652.016	1459.16	1482.33	1115.53	760.776	1468.24	2164.4	1001.55	1200.78	982.25	1219.52	1098.6	1805.64	2649.29	1958.03	1306.9	1718.86	6139.5	2266.84	2980.92	2497.16	5604.23	1240.08	3150.06	1786.37	856.905	1654.3	3060.2	1287.92	982.844	1782.43	922.184	1359.08	1807.66	768.409	425.769	1473.73	953.319	1414.55	802.743	784.576	3259.9	737.676	739.414	4580.41	1508.6	1979.9	1478.4	3368.13	3203.83	2055.94	1577.52	882.936	3839.71	2682.46	6048.36	1960.2	1689.52	2086.37	2584.15	553.171	1055.22	2796.08	2614.79	3112.56	1413.68	2280.48	4993.22	2643.45	1163.57	1149.75	470.817	1489.77	1635.71	2467.17	1085.06	3349.21	2050.1	4300.57	2835.8	1755.12	4457.37	1131.19	2277.65	2239.6	1561.33	3651.63	2936.42	631.687	3499.94	3303.91	1895.78	2604.61	4505.89	1358.05	1474.95	1823.01	536.797	2057.29	3161.6	1268.52	3511.92	344.88	487.737	3341.35	1916.25	1192.93	2327.56	1575.65	2014.06	3481.7	2215.53	4460.29	1279.29	2714.42	1484.11	558.642	767.668	1879.05	1033.67	2177.32	2026.11	2634.23	3348.06	1609.39	3607.71	980.494	1495.64	2821.29	3007.87	3270.79	3905.37	4191.41	949.306	3053.6	3408.1	1547.78	1837.88	1632.01	1407.26	1671.18	2053.77	2557.86	3694.12	1528.84	3639.87	2855.25	1469.09	1860.99	1787.84	3294.63	3277.51	2087.23	3711.03	2127.64	4061.94	710.44	2525.66	972.769	2163.11	1056.21	2985.65	764.168	1673.28	787.67	3075.37	1224.78	2416.57	1697.84	1023.53	1135.25	3006.1	3982.83	2132.86	2075.07	1708.24	1307.69	1089.41	2196.04	1189.25	1626.31	1541.01	1267.8	1252.5	1287.73	1328.26	2366.71	2958.27	2757.4	438.803	999.999999999999	2364.68	2926.71	4560.49	1941.3	1273.39	3143.94	1697.92	3135.14	1857.66	3638.93	3913.83	3382.01	685.966	3345.26	5548.57	1821.95	5543.72	5851.8	874.541	1082.2	1565.55	1040.49	2846.1	3114.12	2446	2623.39	1712.63	4930.66	1596.32	961.203	309.181	946.333	2814.49	3320.46	1171.47	2555.26	2004.98	1773.79	2061.94	540.401	2178.4	3335.63	859.418	3409.75	2857.01	4490.36	1723.08	1413.84	3103.23	2845.34	2694.77	1745.99	3049.35	687.405	2248.02	3138.34	1019.45	2621.91	1801.34	534.11	2988.44	1559.5	3225.14	1153.58	3241.41	2613.81	5820.31	3586.32	695.428	719.456	3440.07	1753.24	1857.8	3137.05	1120.62	2246.96	1905.85	2154.46	1374.77	2360.51	1843.51	2736.94	1278.03	2155.03	4550.2	6021.56	2816.25	852.409	3385.34	2754.37	1158.47	2594.59	4163.99	2025.84	3939.47	3042.07	3219.37	3186.77	4985.78
