TCGA-3B-A9HI-01	TCGA-3B-A9HJ-01	TCGA-3B-A9HL-01	TCGA-3B-A9HO-01	TCGA-3B-A9HP-01	TCGA-3B-A9HQ-01	TCGA-3B-A9HR-01	TCGA-3B-A9HS-01	TCGA-3B-A9HT-01	TCGA-3B-A9HU-01	TCGA-3B-A9HV-01	TCGA-3B-A9HX-01	TCGA-3B-A9HY-01	TCGA-3B-A9HZ-01	TCGA-3B-A9I0-01	TCGA-3B-A9I1-01	TCGA-3B-A9I3-01	TCGA-3R-A8YX-01	TCGA-DX-A1KU-01	TCGA-DX-A1KW-01	TCGA-DX-A1KX-01	TCGA-DX-A1KY-01	TCGA-DX-A1KZ-01	TCGA-DX-A1L0-01	TCGA-DX-A1L1-01	TCGA-DX-A1L2-01	TCGA-DX-A1L3-01	TCGA-DX-A1L4-01	TCGA-DX-A23R-01	TCGA-DX-A23T-01	TCGA-DX-A23U-01	TCGA-DX-A23V-01	TCGA-DX-A23Y-01	TCGA-DX-A23Z-01	TCGA-DX-A240-01	TCGA-DX-A2IZ-01	TCGA-DX-A2J0-01	TCGA-DX-A2J1-01	TCGA-DX-A2J4-01	TCGA-DX-A3LS-01	TCGA-DX-A3LT-01	TCGA-DX-A3LU-01	TCGA-DX-A3LW-01	TCGA-DX-A3LY-01	TCGA-DX-A3M1-01	TCGA-DX-A3M2-01	TCGA-DX-A3U5-01	TCGA-DX-A3U6-01	TCGA-DX-A3U7-01	TCGA-DX-A3U8-01	TCGA-DX-A3U9-01	TCGA-DX-A3UA-01	TCGA-DX-A3UB-01	TCGA-DX-A3UC-01	TCGA-DX-A3UD-01	TCGA-DX-A3UE-01	TCGA-DX-A3UF-01	TCGA-DX-A48J-01	TCGA-DX-A48K-01	TCGA-DX-A48L-01	TCGA-DX-A48N-01	TCGA-DX-A48O-01	TCGA-DX-A48P-01	TCGA-DX-A48R-01	TCGA-DX-A48U-01	TCGA-DX-A6B7-01	TCGA-DX-A6B8-01	TCGA-DX-A6B9-01	TCGA-DX-A6BA-01	TCGA-DX-A6BB-01	TCGA-DX-A6BE-01	TCGA-DX-A6BF-01	TCGA-DX-A6BG-01	TCGA-DX-A6BH-01	TCGA-DX-A6YQ-01	TCGA-DX-A6YR-01	TCGA-DX-A6YS-01	TCGA-DX-A6YT-01	TCGA-DX-A6YU-01	TCGA-DX-A6YV-01	TCGA-DX-A6YX-01	TCGA-DX-A6YZ-01	TCGA-DX-A6Z0-01	TCGA-DX-A6Z2-01	TCGA-DX-A7EF-01	TCGA-DX-A7EI-01	TCGA-DX-A7EL-01	TCGA-DX-A7EM-01	TCGA-DX-A7EN-01	TCGA-DX-A7EO-01	TCGA-DX-A7EQ-01	TCGA-DX-A7ER-01	TCGA-DX-A7ES-01	TCGA-DX-A7ET-01	TCGA-DX-A7EU-01	TCGA-DX-A8BG-01	TCGA-DX-A8BH-01	TCGA-DX-A8BJ-01	TCGA-DX-A8BK-01	TCGA-DX-A8BL-01	TCGA-DX-A8BM-01	TCGA-DX-A8BN-01	TCGA-DX-A8BO-01	TCGA-DX-A8BP-01	TCGA-DX-A8BR-01	TCGA-DX-A8BS-01	TCGA-DX-A8BT-01	TCGA-DX-A8BU-01	TCGA-DX-A8BV-01	TCGA-DX-A8BX-01	TCGA-DX-A8BZ-01	TCGA-DX-AATS-01	TCGA-DX-AB2E-01	TCGA-DX-AB2F-01	TCGA-DX-AB2G-01	TCGA-DX-AB2H-01	TCGA-DX-AB2J-01	TCGA-DX-AB2L-01	TCGA-DX-AB2O-01	TCGA-DX-AB2P-01	TCGA-DX-AB2Q-01	TCGA-DX-AB2S-01	TCGA-DX-AB2T-01	TCGA-DX-AB2V-01	TCGA-DX-AB2W-01	TCGA-DX-AB2X-01	TCGA-DX-AB2Z-01	TCGA-DX-AB30-01	TCGA-DX-AB32-01	TCGA-DX-AB35-01	TCGA-DX-AB36-01	TCGA-DX-AB37-01	TCGA-DX-AB3A-01	TCGA-DX-AB3B-01	TCGA-DX-AB3C-01	TCGA-FX-A2QS-01	TCGA-FX-A3NJ-01	TCGA-FX-A3NK-01	TCGA-FX-A3RE-01	TCGA-FX-A3TO-01	TCGA-FX-A48G-01	TCGA-FX-A76Y-01	TCGA-FX-A8OO-01	TCGA-HB-A2OT-01	TCGA-HB-A3L4-01	TCGA-HB-A3YV-01	TCGA-HB-A43Z-01	TCGA-HB-A5W3-01	TCGA-HS-A5N7-01	TCGA-HS-A5N8-01	TCGA-HS-A5NA-01	TCGA-IE-A3OV-01	TCGA-IE-A4EH-01	TCGA-IE-A4EI-01	TCGA-IE-A4EJ-01	TCGA-IE-A4EK-01	TCGA-IE-A6BZ-01	TCGA-IF-A3RQ-01	TCGA-IF-A4AJ-01	TCGA-IS-A3K6-01	TCGA-IS-A3K7-01	TCGA-IS-A3K8-01	TCGA-IS-A3KA-01	TCGA-IW-A3M4-01	TCGA-IW-A3M5-01	TCGA-IW-A3M6-01	TCGA-JV-A5VE-01	TCGA-JV-A5VF-01	TCGA-JV-A75J-01	TCGA-K1-A3PN-01	TCGA-K1-A3PO-01	TCGA-K1-A42W-01	TCGA-K1-A42X-01	TCGA-K1-A6RT-01	TCGA-K1-A6RU-01	TCGA-K1-A6RV-01	TCGA-KD-A5QS-01	TCGA-KD-A5QT-01	TCGA-KD-A5QU-01	TCGA-KF-A41W-01	TCGA-LI-A67I-01	TCGA-LI-A9QH-01	TCGA-MB-A5Y8-01	TCGA-MB-A5Y9-01	TCGA-MB-A5YA-01	TCGA-MB-A8JK-01	TCGA-MB-A8JL-01	TCGA-MJ-A68H-01	TCGA-MJ-A68J-01	TCGA-MJ-A850-01	TCGA-MO-A47P-01	TCGA-MO-A47R-01	TCGA-N1-A6IA-01	TCGA-PC-A5DK-01	TCGA-PC-A5DL-01	TCGA-PC-A5DN-01	TCGA-PC-A5DO-01	TCGA-QC-A6FX-01	TCGA-QC-A7B5-01	TCGA-QC-AA9N-01	TCGA-QQ-A5V2-01	TCGA-QQ-A5V9-01	TCGA-QQ-A5VA-01	TCGA-QQ-A5VB-01	TCGA-QQ-A5VC-01	TCGA-QQ-A5VD-01	TCGA-QQ-A8VB-01	TCGA-QQ-A8VD-01	TCGA-QQ-A8VF-01	TCGA-QQ-A8VG-01	TCGA-QQ-A8VH-01	TCGA-RN-A68Q-01	TCGA-RN-AAAQ-01	TCGA-SG-A6Z4-01	TCGA-SG-A6Z7-01	TCGA-SG-A849-01	TCGA-SI-A71O-01	TCGA-SI-A71P-01	TCGA-SI-A71Q-01	TCGA-SI-AA8B-01	TCGA-SI-AA8C-01	TCGA-UE-A6QT-01	TCGA-UE-A6QU-01	TCGA-VT-A80G-01	TCGA-VT-A80J-01	TCGA-VT-AB3D-01	TCGA-WK-A8XO-01	TCGA-WK-A8XQ-01	TCGA-WK-A8XS-01	TCGA-WK-A8XT-01	TCGA-WK-A8XX-01	TCGA-WK-A8XY-01	TCGA-WK-A8XZ-01	TCGA-WK-A8Y0-01	TCGA-WP-A9GB-01	TCGA-X2-A95T-01	TCGA-X6-A7W8-01	TCGA-X6-A7WA-01	TCGA-X6-A7WB-01	TCGA-X6-A7WC-01	TCGA-X6-A7WD-01	TCGA-X6-A8C2-01	TCGA-X6-A8C3-01	TCGA-X6-A8C4-01	TCGA-X6-A8C5-01	TCGA-X6-A8C6-01	TCGA-X6-A8C7-01	TCGA-X9-A971-01	TCGA-X9-A973-01	TCGA-Z4-A8JB-01	TCGA-Z4-A9VC-01	TCGA-Z4-AAPF-01	TCGA-Z4-AAPG-01
BNIP3L	6401.58	1840.44	1866.37	2017.97	3072.07	2018.29	2323.07	958.093	4051.56	2148.9	1808.7	3197.4	4626.58	4483.85	3432.69	3207.35	2131.19	2433.77	5328.02	1990.75	2178.81	4651.64	1361.24	3632.58	3080.6	2423.93	3926.4	3070.06	2807.58	3330.46	3426.72	4790.86	2270.38	3967.74	2655.35	5938.08	2610.58	3427.89	4624.64	3100.27	1259.53	2686.46	2000.46	4526.86	3144.38	3948.6	1861.06	3251.38	1586.31	6693.15	6646.71	1705.07	1372.87	2398.76	4449.97	4394.14	3907.78	2516.08	1368.46	4413.47	2122.3	2768.56	2419.4	2107.34	3643.07	4342.02	4398.33	1210.16	5325.1	1757.34	2646.51	5275.25	2866.63	2915.75	3719.46	4846.43	2388.78	2303.66	4547.9	2703.29	1396.28	3567.83	2829.13	4227.77	2674.06	856.655	3159.45	3410.97	2397.32	2160.98	1078.76	3090.28	2461.54	1813.99	2919.05	3296.26	1696.19	4680.23	2487.19	1324.19	3589.87	3959.09	3078.2	3032.65	3276.93	2820.48	3512.99	3955.77	3144.16	8252.04	2081.78	3495.12	3782.62	1604.94	2006.06	3965.61	3117.78	2978.4	1954.5	2208.83	4527.24	2263.52	1880.91	5688.71	2362.46	1563.59	1899.51	5959.65	2622.99	2341.45	3151.85	3420.6	2348.32	3407.09	4709.92	2369.28	3763.64	1052.21	1909.55	5347.93	1953.4	2407.77	3535.95	4875.64	2048.86	1709.18	2964.6	4786.27	4689.61	2609.46	1963.02	2652.42	2502.6	2758.31	3851.89	5276.84	2383.97	2972.68	2908.73	3316.78	1789.6	2206.25	1618.62	3875.87	3357.6	3376.62	1901.7	3092.5	2440.66	3668.9	1886.02	2701.71	3164.91	1448.54	2735	5842.46	3765.28	3121.57	3091.74	2656.84	2617.05	2744.53	3202.93	3380.79	4167.74	1859.78	2226.36	8251.93	3528.43	2025.95	2507.09	5117.82	3068.66	3313.74	4499.15	2299.52	5785.42	4332.57	1488.33	5769.78	1973.3	3247.89	2065.28	1974.04	5190.97	2166.26	3909.75	3983.05	7456.91	2256.04	1648.54	3391.11	3120.04	3224.8	2590.9	2555.84	2606.48	2858.59	1209.84	4773.82	3870.35	3583.21	2043.31	1712.5	3040.24	2352.87	2091.5	2196.16	3194.92	2358.65	3985.28	4652.25	5716.92	5874.31	2492.87	3780.18	2194.27	3436.09	2544.76	2939.12	5156.24	1726.05	3370.91	6143.6	2818.07	7563.77	3316.61	5459.57	3513.01	3639.24	3535.74	1543.8	2188.98
CDK11B	789.336	1077.59	1018.97	1014.16	1191.17	1395.28	1242.84	1029.78	903.978	949.688	696.743	903.854999999999	1522.54	870.689	1827.32	1603.76	827.762	1197.85	713.413	898.819	754.549	554.972	817.454	904.383000000001	807.311	653.518	730.714	640.285	723.292	2092.34	765.175	768.508	728.083	849.008	852.296	720.575	1028.47	1057.43	928.815	1052.7	1054.65	788.934	1050.11	928.778	1006.81	694.849	624.26	772.943	874.372	868.444	752.99	694.502	1645.41	835.694	2254.54	1322.67	766.848999999999	935.795	1207.68	1266.86	804.41	785.254	873.942	815.357	602.807	644.664	858.135000000001	1848.65	467.399	814.478	1306.09	958.295	647.158	831.318	1309.61	1437.18	1313.67	701.311	1231.16	919.342	1148.2	1134.93	1019.26	756.351	605.705	753.643	944.101	1521.88	635.737	1318.41	600.95	1000.88	953.36	1698.97	1180.84	1231.81	1117.41	665.207	1587.08	1988.95	1441.19	1474.26	1423.46	1226.58	927.595	1444.72	1207.52	957.485	1071.16	732.429	1394.76	995.828	865.692	1474.27	1060.4	1457.6	1130.21	1041.38	1934.57	1682.84	1724.61	1360.94	1101.03	960.193000000001	800.394	733.79	1035.36	880.924	1082.96	1347.82	883.141	998.825000000001	680.277	1148.87	1569.68	1260.94	1152.39	923.49	624.021	1305.33	742.503	1198.45	940.282	691.197	1221.85	1497.36	558.544	713.748	1016.24	761.378	578.338	1074.64	680.254	774.909	1430.84	432.677	1102.03	1085.55	1279.43	1230.25	906.488	853.077	753.422	493.357	1119.46	764.942	1360.18	1794.03	1129.89	1691.21	1037.88	915.937999999999	482.185	1351.55	1560.84	1143.82	507.296	521.694	831.773	1593.66	1510.38	2009.14	1084.56	604.616	1167.13	980.029	1265.64	1083.72	962.692	1070.92	836.189	730.367	1059.06	776.303	644.937	819.53	1360.23	1381.32	1143.83	1756.09	398.018	890.65	1004.42	1091.88	688.059999999999	1694.64	700.033	837.069	776.149	874.363	1036.22	968.397000000001	1174.85	1293.3	1254.98	1169.34	1081.16	1055.45	948.692	1287.05	571.375	1280.66	1333.96	854.058	580.183	1405.63	1314.27	953.058999999999	1089.32	506.973	1201.99	607.062	821.942	1259.82	411.203	2666.63	1393.17	1149.11	1411.84	1563.87	699.125	1654.81	640.004	1197.03	934.215	634.665	1224.35	1097.07	851.276999999999	762.435	844.895	1402.67	2919.6
CDC34	1324.9	1073.06	1089.8	1922.75	1920.97	1092.99	1403.83	4148.4	828.38	1123.03	1040.74	869.145	361.22	1228.13	1896.92	1650.32	1615.08	2323.03	507.709	2044.49	1906.27	1027.92	3810.66	935.065	862.524	1130.77	734.366	833.706	4285.2	1398.28	806.375	1013.71	791.552	1343.49	875.604	595.48	1079.45	2158.59	1244.63	2197.42	1442.81	1715.32	2042.07	883.408	2580	2350.09	1132.45	951.595	763.524	992.819	2415.17	846.587	1900.38	866.49	2361.6	1762.44	881.557	1073.9	923.861	1338.17	1445.42	1232.31	1331.91	771.038	1128.44	1528.15	873.976	786.143	765.518	1942.87	1173.42	4076	872.819	1325.08	1138.52	1333.81	2067.42	880.939	499.803	808.101	1235.73	1178.88	2306.41	884.537	1345.17	1814.42	1588.3	627.755	1263.11	1693.97	6027.8	2462.68	2674.25	4023.06	2318.83	567.581	3312.67	1127.91	2721.26	2394.38	2563	1995.24	1114.39	696.944	959.288	1178.43	1724.2	1702.19	939.933	1530.93	4199.21	3234.04	2410.64	2546.64	2338.72	979.175	1386.72	1063.35	1456.3	894.173	1389.88	1011.8	1523.85	1560.33	1629.66	1921.54	819.967	1705.17	1762.91	2077.59	1106.98	1314.79	4573.12	617.296	1854.32	2109.75	1070.31	6739.91	2189.7	2183.88	2749.27	1049.51	1026.93	954.06	1570.77	1581.22	552.695	781.952	587.478	1651.07	1441.24	1021.01	1137.64	743.409	1306.64	1058.62	641.35	3919.76	770.975	2044.45	1720.92	1769.06	1925.86	1082.03	2344.68	1389.05	1329.33	1781.5	6101.86	1082.77	1274.89	940.056	1554.81	1164.52	1557.44	929.577	1287.18	1503.67	1301.18	1161.05	600	993.067	1580.48	2144.44	2166.88	1544.45	1684.49	992.299000000001	1267.24	1382.89	906.708	1197.16	375.947	908.639999999999	966.791	707.88	824.324	2866.51	1418.29	898.074	1988.69	3050.86	568.084	903.139	1694.11	1131.16	1340.71	696.328	703.92	771.46	4059	758.419	1371.58	562.692	2790.26	2231.86	862.112	1019.83	788.525	1222.93	971.967000000001	2213.97	1490.09	1123.08	2086.47	1509.77	832.566	814.185	1175.46	682.138	1081.86	816.391	785.151999999999	867.332	1572.97	906.678	5158.37	447.749	985.887	1305.7	806.118	753.009	933.333	958.969999999999	1435.45	808.885	695.502	1826.36	1924.8	653.015	1354.71	1569.65	2128.27
ERCC8	165.217	130.918	159.549	128.015	99.4036	172.256	196.469	216.455	291.041	116.719	164.534	123.42	250.545	151.3	128.979	180.116	177.119	120.769	223.817	268.282	153.337	204.507	177.379	187.771	331.073	158.29	172.108	167.53	191.206	144.253	191.259	208.122	192.278	137.993	173.442	180.464	117.227	167.11	81.9291	178.307	118.284	110.988	195.702	70.4069	103.512	125.642	204.645	181.518	163.087	144.567	139.721	153.413	136.622	69.8497	127.984	99.4987	146.362	151.983	224.337	180.075	152.454	109.857	90.3471	161.321	105.054	119.328	230.091	155.658	144.286	62.568	152.824	130.677	176.702	111.852	249.805	187.455	174.808	188.968	241.113	168.101	141.81	145.573	158.058	128.805	387.574	100.256	135.673	132.655	119.408	171.786	159.073	165.04	129.513	108.428	145.925	87.2818	140.833	171.835	112.567	139.119	282.048	143.197	179.313	87.4843	205.259	114.079	287.676	208.509	243.633	171.245	135.842	166.373	67.7238	116.832	159.096	251.512	143.661	157.667	138.768	189.288	197.276	110.404	171.154	151.062	126.075	108.718	108.02	202.733	195.554	145.123	166.582	129.147	233.202	218.492	170.95	116.997	138.298	173.316	186.456	231.818	118.878	165.448	202.137	113.689	131.845	237.225	228.882	223.23	97.6909	154.966	244.681	139.767	175.06	163.199	166.758	167.373	308.784	175.847	105.442	108.13	198.787	246.914	129.893	187.442	262.818	121.965	238.875	249.5	185.678	114.541	144.844	210.185	144.979	123.561	73.2955	110.068	163.332	170.976	138.807	174.737	246.591	197.867	198.17	77.4015	193.187	221.402	177.44	213.421	120.282	212.273	169.031	414.446	310.133	89.2351	88.1057	138.877	118.346	52.0729	216.77	220.148	141.208	105.359	215.298	149.125	298.589	122.537	290.982	174.435	395.278	214.448	295.536	162.55	125.159	176.29	189.63	106.062	236.354	186.57	277.049	141.876	206.308	177.563	44.4597	119.231	232.173	114.774	119.192	239.379	286.252	284.459	116.902	203.313	122.568	93.2668	91.8105	189.186	115.175	131.833	173.387	139.057	151.059	160.809	111.111	167.739	89.7475	139.027	239.446	207.26	135.167	175.422	252.819	142.652	252.513
CRIP1	1578.66	2848.63	688.676	2125.81	373.757	2593.5	2015.03	499.423	1337.17	1109.15	36.3459	357.621	2487.58	900.315	3784.62	59.9251	2876.33	140.827	97.2887	398.678	4406.52	17.0423	1686.1	238.095	784.181	1096.2	191.478	1526.16	103.267	2062.07	180.799	370.051	2696.73	244.325	280.865	219.802	317.232	1224.06	910.517	663.285	1852.69	1042.73	1511.66	453.438	1193.67	3367.22	439.841	1345.43	11625.6	1597.89	1777.25	603.632	907.97	96.3749	2175.22	2832.63	549.069	1812.11	988.443	2937.79	69.4729	118.975	2759.87	1756.11	1423.13	56.7227	123.705	169.053	766.611	1606.09	684.385	367.933	485.65	354.117	1516.73	1178.8	1505.05	4730.2	1872.73	2705.32	82.4953	850.041	1666.8	285.347	160.75	1468	422.222	318.952	6215.1	16234.4	46293.4	2696.77	801.413	24852.5	12821.6	1132.67	1264.84	1830.1	12870.2	7534.14	5941	791.627	5524.16	6629.97	1081.42	974.089000000001	563.474	574.136	1765.98	1400.29	14283.8	3625.66	119.26	486.97	958.916999999999	515.384	58.8897	5904.25	7869.19	452.972	1058.37	4186.26	9329.46	5312.74	6180.52	5012.31	3865.47	890.01	6655.84	786.556	209.327	3249.3	1077.57	2457.22	16050.5	115.617	344.126	432.343	70.0371	78.9256	1634.16	100.272	1135.21	561.021	222.409	594.101	93.7249	243.955	1019.54	119.085	51.1651	3490.63	525.688	104.253	344.487	220.339	1299.58	931.798	1405.9	109.331	940.751	884.047	625.741	121.237	567.428	269.678	187.3	417	217.358	4023.71	1368.41	3927.79	8.8288	1872.38	2884.94	273.865	123.851	39.753	113.669	307.368	4743.18	6545.6	674.07	12112.6	1103.06	852.958	163.914	103.96	2589.83	7771.43	1114.45	52.1018	287.879	1211.76	1548.63	682.63	202.293	1246.24	588.852	1146.37	2014.03	1545.72	1732.94	1017.31	904.047	6292.49	479.64	675.847	344.225	602.346	75.4233	187.696	5803.91	451.315	69.8413	9344.21999999999	1738.17	665.105	134.754	504.059	424.88	1169.39	7088.35	1054.81	946.82	3897.44	573.427	45.4378	1013.5	3002.46	683.746	64.7618	1293.33	1850.87	104.363	471.394	3105.74	469.051	159.677	1148.36	2083.29	1020.7	1126.06	614.642	398.992	718.116	3689.27	4598.31	311.685	679.379	225.51	5696.51	5244.07
CRY2	977.866000000001	928.697	1475.61	1068.26	1517.89	1518.8	1543.2	754.325	458.506	1250.16	648.754	343.494	976.035	1102.44	1769.32	953.013	782.206	597.158	463.052	1051.1	861.437	1326.61	567.514	2418.83	432.768	1568.34	808.522	713.479	1467.93	509.195	989.665	1178.68	1218.35	876.942	975.193	1290.78	1148.35	520.49	1926.79	580.57	3249.57	827.414	1358.48	801.488	1153.83	773.271999999999	599.289	679.318	655.564	549.067	575.25	586.725	1238.14	863.837	1291.52	1350.56	407.36	3225.05	1198.5	613.19	1534.68	731.654	1028.53	1103.21	2290.27	2128.15	559.765	1422.17	1522.66	1214.36	1167.44	1638.55	540.236	1448.83	373.152	1133.38	1071.05	1197.16	810.079	1417.72	593.83	1999.68	1359.22	1739.82	778.6	1109.21	1309.16	651.313	2117.94	829.351000000001	1606.18	1082.86	1166.4	840.629	1998.9	1547.13	672.276	1083.98	779.631	1542.44	1141.35	945.766	585.091	422.771	860.051	750.54	393.096	572.03	1084.09	452.086	935.611	1490.96	210.439	1069.62	683.391	1556.9	2201.8	1876.89	1184.45	1572.22	225.681	740.327	908.055	1217.18	949.140000000001	464.615	420.295	651.155	569.096	244.385	508.546	707.617	1817.69	813.248	1036.49	1687.32	2060.13	2104.42	520.872	550.413	441.468	1206.6	895.177	480.743	688.29	2619.86	636.364	1528.07	757.993	397.296	512.158	1546.52	1017.38	504.213	3424.57	2009.89	871.5	2079.1	933.107	659.191	296.373	719.438	1094.9	1231.41	605.773	561.039	623.17	182.5	620.394	1061.74	865.585	898.524	862.903	1647.26	1534.37	375.065	514.873	710.15	409.044	662.105	457.954	469.867	1240.27	346.234	1388.96	630.661	3109.19	1616.61	1333.67	1212.29	1205.82	1002.96	333.807	1942.63	1031.85	1064	1228.5	670.439	380.181	706.074	625.481	901.254	1644.25	364.89	351.195	2057.27	3367.53	1461.86	360.469	475.411	2226.27	456.219	740.133	1321.15	1130.16	496.337	2677.78	583.587	1130.16	570.501	1517.3	1136.7	726.023	988.462	494.043	921.245	992.675	1193.2	1214.06	744.023	916.372	422.326	1027.1	498.254	838.129	1722.3	456.727	835.209	298.79	712.257	700.706	1351.47	378.586	477.474	1111.33	941.785	1066.78	1111.49	542.447	1662.96	1447.81	1245.09	541.214
MAPK14	2011.07	1484.51	2077.3	1246.1	2011.93	2549.29	2439.52	1515.57	1215.72	1979.18	1524.18	1104.09	986.928	2091.02	1978.91	1519.92	1238.6	1737.99	1989.9	3539.65	1667.35	1652.2	1423.52	1726.19	1400	3027.97	1700.61	2648.94	1570.79	1505.75	1782.59	2076.14	1042.79	1096.77	1623.08	1639.91	1610.56	1163.38	2125.51	1988.3	1214.9	953.385	1752.17	1508.21	860.136000000001	1637.92	1390.67	1161.17	1574.37	1460.51	1555.29	1194.11	867.173	928.382	1232.1	1472.43	1118.02	1746.97	1258.33	1714.22	1700.64	1165.44	1291.49	1477.29	1615.88	1719.75	1400.34	1610.62	1916.89	680.087	1365.45	1139.02	1299.38	1891.48	1648.64	1905.55	1802.58	2215.18	1789.05	3208.1	1127.66	2715.19	1184.08	1199.14	1708.58	1180.46	1666.28	1301.54	1780	829.351000000001	647.876	897.614	1744.9	1224.49	1876.65	1884.29	1041.63	1123.38	1011.91	1411.61	1202.32	2505.23	1152.91	1303.06	2234.52	1584.43	1384.56	1797.81	2049.5	1963.44	1107.96	1968.96	1791.21	2025.43	1587.35	1183.93	1457.99	1248.38	1408.53	1828.84	1310.12	1411.83	2297.4	1452.7	1123.21	1128.21	1686.42	1795.96	1125.31	2864.77	1553.3	1095.95	5925.89	1444.34	947.324	2976.01	2431.08	1500.18	1558.91	1339.67	627.878	2067.27	1543.82	1546.17	753.159	2381.8	1368.46	1184.37	1380.99	1834.63	1701.62	1711.16	2002.28	1519.95	1862.86	2452.68	4079.4	1507.6	1653.63	1248.7	1311.99	981.845	1821.47	1596.77	1598.02	835.234	1050.9	1424.5	1328.35	842.058	819.914	1619.37	929.352	1600.54	2035.53	1287.95	1861.55	1143.57	1517.32	1849.47	1523.86	1681.07	1046.98	820.318	1846.92	2053.45	1608.9	1821.23	1651.74	974.095	1501.08	1287.15	2130.21	2205.38	1601.15	1522.86	1745.29	1754.46	749.404	2341.04	797.466	2115.39	989.12	1193.47	1278.62	911.33	1249.81	1644.07	1401.27	1044.25	915.854	843.736	779.657	1899.9	2226.45	1103.71	1676.18	856.791	1210.16	2155.61	2572.93	1403.42	1019.82	1272.12	1185.94	1401.1	1415.48	1543.41	1222.54	1488.4	1593.35	1348.62	1851.25	2469.33	2025.93	1909.52	941.916	1645.1	1648.79	1273.05	1719.06	2201.73	1228.28	1300.08	1452.88	1974.72	1507.61	1669.62	1144.47	1217.81	1348.51	1057.92	889.827
GADD45A	1407.91	655.757	741.859	448.368	1819.58	2869.41	4097.67	935.409	889.315	2708.83	908.256	907.435	1985.19	3697.79	3458.95	8624.79	1473.38	1267.45	1093.57	661.674	221.09	665.097	726.956	1034.09	805.65	621.788	357.499	516.385	1462.28	934.483	2057.03	426.396	1008.91	581.242	365.348	668.256	394.745	676.956	785.59	552.478	674.61	522.198	801.555	912.191	1305.81	264.42	611.006	1369.64	3981.16	1181.43	1023.95	1435.82	594.877	1215.74	11794.8	4409.18	1881.98	3072.23	1193.75	2824.13	307.804	1901.87	3217.31	6265.16	5364	6542.02	695.84	679.446	1623.95	10453.8	5174.75	1743.28	781.092	2119.94	3174.71	757.03	343.964	682.141	1935.4	3417.72	1393.9	1481.72	379.806	3073.46	649.408	1713.74	7000.39	3653.44	2321.09	335.04	65.6371	231.28	1518.05	403.178	765.969	643.391	1270.59	1239.66	954.138999999999	761.327	850.093	315.414	987.548	1377.98	456.319	784.342	1009.28	2960.83	668.429	393.374	272.533	972.644	1007.93	601.788	614.69	1245.2	360.465	898.488000000001	884.55	979.87	403.891	606.026	1417.5	420.367	840.258	2688.21	978.723	764.725	710.199	799.749	2291.29	3252.89	1294.47	244.25	245.35	864.884	1555.04	1211.79	665.584	1087.6	1259.1	1229.16	299.956	749.42	692.923	1820.11	2912.71	4805.7	3346.8	2425.38	499.493	4023.64	997.59	1234.47	721.887	927.966	312.62	833.362	2285.15	2663.6	329.418	443.96	1077.7	1339.4	444.636	1081.42	1490.26	968.5	694.313	5954.36	2426.68	5138.71	4119.82	1892.35	992.652	750.652	957.815	350.83	1942.48	1286.32	2826.14	701.333	1201.71	1326.19	4256.14	2037.79	658.439	2380.64	1344.24	457.027	1562.88	227.946	1114.11	1612.61	2381.9	1968.65	3463.14	772.081	664.602	1741.93	594.705	700.57	864.82	2026.24	770.583	1576.97	515.271	1714.69	1186.61	2192.18	170.857	191.738	3278.61	2967.54	2463.92	1960.49	2324.8	2622.9	445.246	3732.73	489.269	2277.86	903.862	2002.88	2309.78	616.606	1416.07	527.891	1015.07	111.463	3501.77	2581.05	1914.13	2174.56	1550.74	3668.32	1010.76	2912.78	2400	1826.67	1644.24	953.298	1616.97	1534.59	2181.63	801.609	144.291	2090.9	1917.24	960.256	1159.41	1220.2	2227.58
