TCGA-3L-AA1B-01	TCGA-4N-A93T-01	TCGA-4T-AA8H-01	TCGA-5M-AAT4-01	TCGA-5M-AAT5-01	TCGA-5M-AAT6-01	TCGA-5M-AATA-01	TCGA-5M-AATE-01	TCGA-A6-2671-01	TCGA-A6-2672-01	TCGA-A6-2674-01	TCGA-A6-2675-01	TCGA-A6-2676-01	TCGA-A6-2677-01	TCGA-A6-2678-01	TCGA-A6-2679-01	TCGA-A6-2680-01	TCGA-A6-2681-01	TCGA-A6-2682-01	TCGA-A6-2683-01	TCGA-A6-2684-01	TCGA-A6-2685-01	TCGA-A6-2686-01	TCGA-A6-3807-01	TCGA-A6-3808-01	TCGA-A6-3809-01	TCGA-A6-3810-01	TCGA-A6-4105-01	TCGA-A6-4107-01	TCGA-A6-5656-01	TCGA-A6-5657-01	TCGA-A6-5659-01	TCGA-A6-5660-01	TCGA-A6-5661-01	TCGA-A6-5662-01	TCGA-A6-5664-01	TCGA-A6-5665-01	TCGA-A6-5666-01	TCGA-A6-5667-01	TCGA-A6-6137-01	TCGA-A6-6138-01	TCGA-A6-6140-01	TCGA-A6-6141-01	TCGA-A6-6142-01	TCGA-A6-6648-01	TCGA-A6-6649-01	TCGA-A6-6650-01	TCGA-A6-6651-01	TCGA-A6-6652-01	TCGA-A6-6653-01	TCGA-A6-6654-01	TCGA-A6-6780-01	TCGA-A6-6781-01	TCGA-A6-6782-01	TCGA-A6-A565-01	TCGA-A6-A566-01	TCGA-A6-A567-01	TCGA-A6-A56B-01	TCGA-A6-A5ZU-01	TCGA-AA-3488-01	TCGA-AA-3489-01	TCGA-AA-3492-01	TCGA-AA-3494-01	TCGA-AA-3495-01	TCGA-AA-3496-01	TCGA-AA-3502-01	TCGA-AA-3506-01	TCGA-AA-3510-01	TCGA-AA-3511-01	TCGA-AA-3514-01	TCGA-AA-3517-01	TCGA-AA-3518-01	TCGA-AA-3519-01	TCGA-AA-3520-01	TCGA-AA-3521-01	TCGA-AA-3522-01	TCGA-AA-3524-01	TCGA-AA-3525-01	TCGA-AA-3526-01	TCGA-AA-3527-01	TCGA-AA-3529-01	TCGA-AA-3530-01	TCGA-AA-3531-01	TCGA-AA-3532-01	TCGA-AA-3534-01	TCGA-AA-3538-01	TCGA-AA-3542-01	TCGA-AA-3543-01	TCGA-AA-3544-01	TCGA-AA-3548-01	TCGA-AA-3549-01	TCGA-AA-3552-01	TCGA-AA-3553-01	TCGA-AA-3555-01	TCGA-AA-3560-01	TCGA-AA-3561-01	TCGA-AA-3655-01	TCGA-AA-3660-01	TCGA-AA-3663-01	TCGA-AA-3664-01	TCGA-AA-3666-01	TCGA-AA-3667-01	TCGA-AA-3673-01	TCGA-AA-3675-01	TCGA-AA-3678-01	TCGA-AA-3679-01	TCGA-AA-3680-01	TCGA-AA-3681-01	TCGA-AA-3684-01	TCGA-AA-3685-01	TCGA-AA-3688-01	TCGA-AA-3692-01	TCGA-AA-3693-01	TCGA-AA-3695-01	TCGA-AA-3696-01	TCGA-AA-3710-01	TCGA-AA-3712-01	TCGA-AA-3713-01	TCGA-AA-3715-01	TCGA-AA-3811-01	TCGA-AA-3812-01	TCGA-AA-3814-01	TCGA-AA-3818-01	TCGA-AA-3819-01	TCGA-AA-3821-01	TCGA-AA-3831-01	TCGA-AA-3833-01	TCGA-AA-3837-01	TCGA-AA-3841-01	TCGA-AA-3842-01	TCGA-AA-3844-01	TCGA-AA-3845-01	TCGA-AA-3846-01	TCGA-AA-3848-01	TCGA-AA-3850-01	TCGA-AA-3851-01	TCGA-AA-3852-01	TCGA-AA-3854-01	TCGA-AA-3855-01	TCGA-AA-3856-01	TCGA-AA-3858-01	TCGA-AA-3864-01	TCGA-AA-3866-01	TCGA-AA-3867-01	TCGA-AA-3869-01	TCGA-AA-3870-01	TCGA-AA-3872-01	TCGA-AA-3875-01	TCGA-AA-3877-01	TCGA-AA-3930-01	TCGA-AA-3939-01	TCGA-AA-3941-01	TCGA-AA-3947-01	TCGA-AA-3949-01	TCGA-AA-3950-01	TCGA-AA-3952-01	TCGA-AA-3955-01	TCGA-AA-3956-01	TCGA-AA-3966-01	TCGA-AA-3968-01	TCGA-AA-3971-01	TCGA-AA-3973-01	TCGA-AA-3975-01	TCGA-AA-3976-01	TCGA-AA-3977-01	TCGA-AA-3979-01	TCGA-AA-3980-01	TCGA-AA-3982-01	TCGA-AA-3984-01	TCGA-AA-3986-01	TCGA-AA-3989-01	TCGA-AA-3994-01	TCGA-AA-A004-01	TCGA-AA-A00A-01	TCGA-AA-A00D-01	TCGA-AA-A00E-01	TCGA-AA-A00F-01	TCGA-AA-A00J-01	TCGA-AA-A00K-01	TCGA-AA-A00L-01	TCGA-AA-A00N-01	TCGA-AA-A00O-01	TCGA-AA-A00Q-01	TCGA-AA-A00R-01	TCGA-AA-A00U-01	TCGA-AA-A00W-01	TCGA-AA-A00Z-01	TCGA-AA-A010-01	TCGA-AA-A017-01	TCGA-AA-A01C-01	TCGA-AA-A01D-01	TCGA-AA-A01F-01	TCGA-AA-A01G-01	TCGA-AA-A01I-01	TCGA-AA-A01K-01	TCGA-AA-A01P-01	TCGA-AA-A01Q-01	TCGA-AA-A01R-01	TCGA-AA-A01S-01	TCGA-AA-A01T-01	TCGA-AA-A01V-01	TCGA-AA-A01X-01	TCGA-AA-A01Z-01	TCGA-AA-A022-01	TCGA-AA-A024-01	TCGA-AA-A029-01	TCGA-AA-A02E-01	TCGA-AA-A02F-01	TCGA-AA-A02H-01	TCGA-AA-A02J-01	TCGA-AA-A02O-01	TCGA-AA-A02R-01	TCGA-AA-A02W-01	TCGA-AA-A02Y-01	TCGA-AA-A03F-01	TCGA-AA-A03J-01	TCGA-AD-5900-01	TCGA-AD-6548-01	TCGA-AD-6888-01	TCGA-AD-6889-01	TCGA-AD-6890-01	TCGA-AD-6895-01	TCGA-AD-6899-01	TCGA-AD-6901-01	TCGA-AD-6963-01	TCGA-AD-6964-01	TCGA-AD-6965-01	TCGA-AD-A5EJ-01	TCGA-AD-A5EK-01	TCGA-AF-2687-01	TCGA-AF-2690-01	TCGA-AF-2691-01	TCGA-AF-2692-01	TCGA-AF-2693-01	TCGA-AF-3400-01	TCGA-AF-3911-01	TCGA-AF-4110-01	TCGA-AF-5654-01	TCGA-AF-6136-01	TCGA-AF-6655-01	TCGA-AF-6672-01	TCGA-AF-A56K-01	TCGA-AF-A56L-01	TCGA-AF-A56N-01	TCGA-AG-3574-01	TCGA-AG-3575-01	TCGA-AG-3578-01	TCGA-AG-3580-01	TCGA-AG-3581-01	TCGA-AG-3582-01	TCGA-AG-3583-01	TCGA-AG-3584-01	TCGA-AG-3586-01	TCGA-AG-3587-01	TCGA-AG-3591-01	TCGA-AG-3592-01	TCGA-AG-3593-01	TCGA-AG-3594-01	TCGA-AG-3598-01	TCGA-AG-3599-01	TCGA-AG-3600-01	TCGA-AG-3601-01	TCGA-AG-3602-01	TCGA-AG-3605-01	TCGA-AG-3608-01	TCGA-AG-3609-01	TCGA-AG-3725-01	TCGA-AG-3726-01	TCGA-AG-3727-01	TCGA-AG-3728-01	TCGA-AG-3731-01	TCGA-AG-3732-01	TCGA-AG-3742-01	TCGA-AG-3878-01	TCGA-AG-3881-01	TCGA-AG-3882-01	TCGA-AG-3883-01	TCGA-AG-3885-01	TCGA-AG-3887-01	TCGA-AG-3890-01	TCGA-AG-3892-01	TCGA-AG-3893-01	TCGA-AG-3894-01	TCGA-AG-3896-01	TCGA-AG-3898-01	TCGA-AG-3901-01	TCGA-AG-3902-01	TCGA-AG-3909-01	TCGA-AG-3999-01	TCGA-AG-4001-01	TCGA-AG-4005-01	TCGA-AG-4007-01	TCGA-AG-4008-01	TCGA-AG-4015-01	TCGA-AG-4021-01	TCGA-AG-4022-01	TCGA-AG-A002-01	TCGA-AG-A008-01	TCGA-AG-A00C-01	TCGA-AG-A00Y-01	TCGA-AG-A011-01	TCGA-AG-A015-01	TCGA-AG-A016-01	TCGA-AG-A01J-01	TCGA-AG-A01L-01	TCGA-AG-A01N-01	TCGA-AG-A01W-01	TCGA-AG-A01Y-01	TCGA-AG-A020-01	TCGA-AG-A025-01	TCGA-AG-A026-01	TCGA-AG-A02G-01	TCGA-AG-A02N-01	TCGA-AG-A02X-01	TCGA-AG-A032-01	TCGA-AH-6544-01	TCGA-AH-6547-01	TCGA-AH-6643-01	TCGA-AH-6644-01	TCGA-AH-6897-01	TCGA-AH-6903-01	TCGA-AM-5820-01	TCGA-AM-5821-01	TCGA-AU-3779-01	TCGA-AU-6004-01	TCGA-AY-4070-01	TCGA-AY-4071-01	TCGA-AY-5543-01	TCGA-AY-6196-01	TCGA-AY-6197-01	TCGA-AY-6386-01	TCGA-AY-A54L-01	TCGA-AY-A69D-01	TCGA-AY-A71X-01	TCGA-AY-A8YK-01	TCGA-AZ-4308-01	TCGA-AZ-4313-01	TCGA-AZ-4315-01	TCGA-AZ-4323-01	TCGA-AZ-4614-01	TCGA-AZ-4615-01	TCGA-AZ-4616-01	TCGA-AZ-4681-01	TCGA-AZ-4682-01	TCGA-AZ-4684-01	TCGA-AZ-5403-01	TCGA-AZ-5407-01	TCGA-AZ-6598-01	TCGA-AZ-6599-01	TCGA-AZ-6600-01	TCGA-AZ-6603-01	TCGA-AZ-6605-01	TCGA-AZ-6606-01	TCGA-AZ-6607-01	TCGA-CA-5254-01	TCGA-CA-5255-01	TCGA-CA-5256-01	TCGA-CA-5796-01	TCGA-CA-5797-01	TCGA-CA-6715-01	TCGA-CA-6716-01	TCGA-CA-6717-01	TCGA-CA-6718-01	TCGA-CA-6719-01	TCGA-CI-6619-01	TCGA-CI-6620-01	TCGA-CI-6621-01	TCGA-CI-6622-01	TCGA-CI-6623-01	TCGA-CI-6624-01	TCGA-CK-4947-01	TCGA-CK-4948-01	TCGA-CK-4950-01	TCGA-CK-4951-01	TCGA-CK-4952-01	TCGA-CK-5912-01	TCGA-CK-5913-01	TCGA-CK-5914-01	TCGA-CK-5915-01	TCGA-CK-5916-01	TCGA-CK-6746-01	TCGA-CK-6747-01	TCGA-CK-6748-01	TCGA-CK-6751-01	TCGA-CL-4957-01	TCGA-CL-5917-01	TCGA-CL-5918-01	TCGA-CM-4743-01	TCGA-CM-4744-01	TCGA-CM-4746-01	TCGA-CM-4747-01	TCGA-CM-4748-01	TCGA-CM-4750-01	TCGA-CM-4751-01	TCGA-CM-4752-01	TCGA-CM-5341-01	TCGA-CM-5344-01	TCGA-CM-5348-01	TCGA-CM-5349-01	TCGA-CM-5860-01	TCGA-CM-5861-01	TCGA-CM-5862-01	TCGA-CM-5863-01	TCGA-CM-5864-01	TCGA-CM-5868-01	TCGA-CM-6161-01	TCGA-CM-6162-01	TCGA-CM-6163-01	TCGA-CM-6164-01	TCGA-CM-6165-01	TCGA-CM-6166-01	TCGA-CM-6167-01	TCGA-CM-6168-01	TCGA-CM-6169-01	TCGA-CM-6170-01	TCGA-CM-6171-01	TCGA-CM-6172-01	TCGA-CM-6674-01	TCGA-CM-6675-01	TCGA-CM-6676-01	TCGA-CM-6677-01	TCGA-CM-6678-01	TCGA-CM-6679-01	TCGA-CM-6680-01	TCGA-D5-5537-01	TCGA-D5-5538-01	TCGA-D5-5539-01	TCGA-D5-5540-01	TCGA-D5-5541-01	TCGA-D5-6529-01	TCGA-D5-6530-01	TCGA-D5-6531-01	TCGA-D5-6532-01	TCGA-D5-6533-01	TCGA-D5-6534-01	TCGA-D5-6535-01	TCGA-D5-6536-01	TCGA-D5-6537-01	TCGA-D5-6538-01	TCGA-D5-6539-01	TCGA-D5-6540-01	TCGA-D5-6541-01	TCGA-D5-6898-01	TCGA-D5-6920-01	TCGA-D5-6922-01	TCGA-D5-6923-01	TCGA-D5-6924-01	TCGA-D5-6926-01	TCGA-D5-6927-01	TCGA-D5-6928-01	TCGA-D5-6929-01	TCGA-D5-6930-01	TCGA-D5-6931-01	TCGA-D5-6932-01	TCGA-D5-7000-01	TCGA-DC-4745-01	TCGA-DC-4749-01	TCGA-DC-5337-01	TCGA-DC-5869-01	TCGA-DC-6154-01	TCGA-DC-6155-01	TCGA-DC-6156-01	TCGA-DC-6157-01	TCGA-DC-6158-01	TCGA-DC-6160-01	TCGA-DC-6681-01	TCGA-DC-6682-01	TCGA-DC-6683-01	TCGA-DM-A0X9-01	TCGA-DM-A0XD-01	TCGA-DM-A0XF-01	TCGA-DM-A1D0-01	TCGA-DM-A1D4-01	TCGA-DM-A1D6-01	TCGA-DM-A1D7-01	TCGA-DM-A1D8-01	TCGA-DM-A1D9-01	TCGA-DM-A1DA-01	TCGA-DM-A1DB-01	TCGA-DM-A1HA-01	TCGA-DM-A1HB-01	TCGA-DM-A280-01	TCGA-DM-A282-01	TCGA-DM-A285-01	TCGA-DM-A288-01	TCGA-DM-A28A-01	TCGA-DM-A28C-01	TCGA-DM-A28E-01	TCGA-DM-A28F-01	TCGA-DM-A28G-01	TCGA-DM-A28H-01	TCGA-DM-A28K-01	TCGA-DM-A28M-01	TCGA-DT-5265-01	TCGA-DY-A0XA-01	TCGA-DY-A1DC-01	TCGA-DY-A1DD-01	TCGA-DY-A1DE-01	TCGA-DY-A1DF-01	TCGA-DY-A1DG-01	TCGA-DY-A1H8-01	TCGA-EF-5830-01	TCGA-EF-5831-01	TCGA-EI-6506-01	TCGA-EI-6507-01	TCGA-EI-6508-01	TCGA-EI-6509-01	TCGA-EI-6510-01	TCGA-EI-6511-01	TCGA-EI-6512-01	TCGA-EI-6513-01	TCGA-EI-6514-01	TCGA-EI-6881-01	TCGA-EI-6882-01	TCGA-EI-6883-01	TCGA-EI-6884-01	TCGA-EI-6885-01	TCGA-EI-6917-01	TCGA-EI-7002-01	TCGA-EI-7004-01	TCGA-F4-6459-01	TCGA-F4-6460-01	TCGA-F4-6461-01	TCGA-F4-6463-01	TCGA-F4-6569-01	TCGA-F4-6570-01	TCGA-F4-6703-01	TCGA-F4-6704-01	TCGA-F4-6805-01	TCGA-F4-6806-01	TCGA-F4-6807-01	TCGA-F4-6808-01	TCGA-F4-6809-01	TCGA-F4-6854-01	TCGA-F4-6855-01	TCGA-F4-6856-01	TCGA-F5-6464-01	TCGA-F5-6465-01	TCGA-F5-6571-01	TCGA-F5-6702-01	TCGA-F5-6810-01	TCGA-F5-6811-01	TCGA-F5-6812-01	TCGA-F5-6813-01	TCGA-F5-6814-01	TCGA-F5-6861-01	TCGA-F5-6863-01	TCGA-F5-6864-01	TCGA-G4-6293-01	TCGA-G4-6294-01	TCGA-G4-6295-01	TCGA-G4-6297-01	TCGA-G4-6298-01	TCGA-G4-6299-01	TCGA-G4-6302-01	TCGA-G4-6303-01	TCGA-G4-6304-01	TCGA-G4-6306-01	TCGA-G4-6307-01	TCGA-G4-6309-01	TCGA-G4-6311-01	TCGA-G4-6315-01	TCGA-G4-6317-01	TCGA-G4-6320-01	TCGA-G4-6321-01	TCGA-G4-6322-01	TCGA-G4-6323-01	TCGA-G4-6586-01	TCGA-G4-6588-01	TCGA-G4-6626-01	TCGA-G4-6627-01	TCGA-G4-6628-01	TCGA-G5-6641-01	TCGA-NH-A50T-01	TCGA-NH-A50U-01	TCGA-NH-A50V-01	TCGA-NH-A5IV-01	TCGA-NH-A6GA-01	TCGA-NH-A6GB-01	TCGA-NH-A6GC-01	TCGA-NH-A8F7-01	TCGA-NH-A8F8-01	TCGA-QG-A5YV-01	TCGA-QG-A5YW-01	TCGA-QG-A5YX-01	TCGA-QG-A5Z1-01	TCGA-QG-A5Z2-01	TCGA-QL-A97D-01	TCGA-RU-A8FL-01	TCGA-SS-A7HO-01	TCGA-T9-A92H-01	TCGA-WS-AB45-01
BNIP3L	978.723	447.509	1163.22	721.17	310.122	746.14	343.141	385.802	726.5377548	2511.987028	3337.523238	932.704	2203.570236	987.2825128	1107.937805	98.04639721	491.1071868	440.7735326	2685.88	324.6703473	1829.76	1621.31	2775.23	991.826671	2689.193614	2856.595	2117.628359	1285.66	1987.491509	430.863	716.746	911.92	737.113	2700.25	1000.43	1939.99	4076.42	1531.33	1187.92	916.119	1327.45	666.957	1740.12	1083.69	587.039	902.177	812.809	1404.67	400.614	2832.35	1628.81	1343.05	3466.28	987.213	1499.82	2205.48	783.036	555.291	948.178	436.1824437	1867.6	1939.92	674.6783571	755.292	703.337	2688.89	636.476	1557.062511	873.333	1010.610583	756.7243231	2673.391177	951.7606643	875.1179075	987.3800526	2895.325381	2553.292531	2817.303012	1907.92	769.7345775	868.8630602	1541.316937	481.2991664	1120.094747	2316.481471	829.5679913	306.8553258	1529.313527	592.9097172	796.5537343	1278.5938	700.9495065	1215.663943	4359.358989	1038.453561	646.4816377	966.157	720.29	2497.8	1261.12321	646.9089949	367.9245591	3819.857377	1045.05	766.1974831	913.7764787	1730.614334	1472.235289	1028.958002	599.613	881.6024943	1342.27517	1416.058663	5031.524638	1251.367893	1601.914641	1187.73	1330	1883.714871	1960.082335	856.5852629	1438.732973	1419.846472	693.989459	2280.353678	1154.953491	1733.113427	896.8014993	850.3516797	1601.580105	706.8699849	7941.249577	1604.937789	367.9653354	1104.734706	1515.795137	1996.69621	2466.195596	760.8491565	1801.008319	542.3911597	2471.11093	1584.008924	798.8577725	1673.202642	1573.226459	1727.706887	1404.135114	2133.476356	1004.074168	1940.900207	2002.581364	5439.355745	2132.47822	3868.499482	1043.078297	2404.061815	1042.070183	2998.505377	1632.277499	1006.91934	2622.818708	566.532579	742.2349777	2801.649493	1005.213005	1209.176752	1180.027213	1270.579652	1748.156021	1045.641597	2074.398356	165.133976	1362.412221	1321.958253	925.5321782	916.302418	2336.423432	1987.590224	225.0193799	1981.531464	1284.354931	1596.400832	2342.635408	802.2388917	452.239041	700.6612616	1817.189457	773.2437222	1447.870302	1412.966177	736.1175686	331.4118849	993.6222167	1514.939308	2117.54	1272.409053	894.79822	380.6719327	248.0586345	1111.160689	997.196	501.288	1243.46872	1786.72854	1808.746931	1054.739594	1435.182028	796.9367031	679.6245527	886.6789873	1473.215684	1088.01881	388.674	889.9306088	372.0641919	1993.78	1073.64	1066.84	2818.23	875.886	1032.88	1191.39	1123.86	393.12	1711.89	779.442	2614.52	889.655	2061.73	1830.38	916.5779214	949.1026508	667.316	3302.002443	561.393	1208.87	546.79	986.181	752.688	1039.92	1045.99	573.585	881.52	1677.473598	5452.948691	1512.619843	619.5509001	823.5188097	877.6772602	1210.959301	540.2015776	864.2070916	695.915595	1287.87	410.125	717.0310216	516.9227217	1033.476097	1604.628045	813.6533474	1310.018981	971.6987861	1589.027869	1107.414989	1012.902949	1596.28	123.4402677	223.241665	628.4734859	1381.25	1272.11	724.609	511.7960627	1070.456475	503.5918748	632.5057053	269.0050694	1616.781536	787.5322301	2162.369147	1191.469357	918.5627518	679.0099369	658.8766072	2300.818401	613.372	767.7757064	557.6225335	744.1309903	921.2149085	677.6358291	1177.346441	1199.81225	1634.81	1410	1287.341069	2371.403224	650.5885834	420.4323353	688.4333065	1187.519301	480.3825606	604.3643645	958.1723522	411.7850989	679.9608237	1339.216819	1638.717839	1003.851649	693.8862253	419.543869	1622.318787	480.7692379	1632.413742	1495.94	1069.88	2373.14	827.942	1384.5	2257.16	472.234	1599.79	1189.99	2497.43	1030.94721	1259.54742	656.151	3203.48	2116.93	1863.52	2090.75	902.424	1768.64	609.74	265.3935544	2006.15	1123.85	1255.55	801.062	3409.26	1181.37	482.2208097	696.222	1537.69	1060.16	1663.99	3316.95	2229.02	965.21	672.091	1100.39	265.724	3920.5	2241.12	1418.98	2510.1	2791.05	676.963	586.475	1523.71	2465.11	1115.2	1050.53	854.314	825.776	683.12	639.254	1564.97	1039.17	1439.14	910.855	951.55	1252.85	5550.14	787.425	2485.49	805.184	1134.1	2180.57	1519.16	1986.95	2109.73	1314.1	338.688	867.727	978.18	1461.39	1452.05	1322.903357	1635.88	1116.000296	1274.761066	994.058	716.7076726	5365.714964	784.614	1438.29	1225.55	2188.35	1992.23	832.026	2227.94	1554.5	758.781	941.328	1985.56	792.878	744.16	1284.59	434.132	1621.09	2188.75	1171.01	1007.07	1548.08	766.262	1059.82	1391.74	953.648	1734.6	909.051	897.79	1968.25	1084.25	1615.32	1573.69	1130.54	788.159	1711.92	1588.14	1265.6	778.559	466.028	1299.28	840.336	1445.45	1718.43	1573.96	1416.94	3460.07	761.962	1034.6	1248.82	660.607	720.432	1001.49	985.939	1013.68	1211.67	1031.43	797.327	1289.06	814.706	1694.8	652.372	861.627	895.807	1172.21	2550.29	275.198	2451.87	556.722	1040.97	623.042	1615.19	739.298	797.219	849.02	959.496	499.894	421.386	1530.37	399.548	560.253	775.686	585.099	776.646	435.556	729.886	3831.55	2531.27	840.376	1305.74	2255.63	865.766	627.37	405.478	597.962	585.321	660.87	2568.98	1274.91	1441.03	1023.25	869.337	771.297	586.837	1808.5	1491.42	1468.61	561.616	737.404	652.666	2416.3	1733.93	2829.44	1452.22	947.446	1416.41	709.615	1419.05	1031.12	2009.72	499.8	954.362	1016.58	1690.52	1030.08	1864.5	2030.33	991.137	1851.25	1039	2412.5	1337.96	2383.91	2700.62	1198.93	1075.02	1362.98	692.125	1201.69	463.904	1402.06	1218.85	1536.43	1665.83	1036.49	1523.34	1645.01	2042.76	2064.35	1228.92	1397.02	954.621	732.714	818.319	1261.4	766.539	394.606	1375.84	685.969	1060.51	2457.29	658.694	659.389	266.01	1244.07	862.401	890.871	564.524	513.381	1830.35	1741.11	1150.18	1353.91	1209.27	1563.35	464.912	1400.08	1196.52	625.929	1073.82	1051.46	917.852	737.887	414.61	558.987	2965.46	381.574	605.278	965.856	1842.44	1637.48	2311.1	1670.55	496.93	319.709	702.795	1011.36	1766.85
CDK11B	1409.42	983.967	1569.88	1203.87	894.399	979.662	1192.8	1175.1	1099.948175	913.4340493	747.0684256	1266.52	688.9878425	389.7313483	361.110877	1178.430587	876.2126212	1056.438191	652.4	871.9111421	929.402	992.485	789.727	1042.05827	701.4177941	565.159967	674.2859496	558.349	761.9033421	1135.06	1083.6	999.701	797.749	1180.03	1116.11	1252.78	1071.02	922.226	762.069	1195.14	738.279	1250.45	1569.85	939.156	929.931	1100.49	1394.52	921.311	1270.66	1322.48	796.146	1562.84	1190.31	1141.76	1501.25	1136.98	1578.45	1258.53	1498.7	576.8569102	880.072	840.236	753.1534147	891.596	1659.65	693.957	921.115	936.8243951	1515.32	1065.06367	788.2100383	808.4373338	596.5546511	701.3528392	635.6200783	504.613587	521.7578644	550.3752899	457.902	1276.936643	548.9466792	760.3658061	598.086989	751.1426924	570.7341865	671.3060217	662.8695052	896.4083177	494.2616663	961.2127354	1142.985416	897.9482825	528.7437559	774.9705598	556.3128738	657.9607262	849.295	1727.57	834.462	771.5566899	401.6247547	1177.024951	800.6235024	716.585	557.7356031	365.913851	791.8510288	791.6448433	1350.863914	504.903	738.3263863	699.2091037	605.1780456	876.6094129	761.2896446	677.6803712	774.373	1042.73	840.8045833	1153.375829	1027.335835	638.51998	577.1990912	474.0055225	866.8973675	473.8361769	725.2749008	663.3852199	1049.483843	715.2441228	580.1215574	459.1242666	611.5786064	1234.797501	864.0534502	446.4656601	785.9539961	773.6283639	774.3640096	697.0974214	273.5657464	699.9302271	562.968672	514.72795	734.7331041	368.5130881	1001.991129	702.2296962	676.3157065	1015.356382	419.415224	1052.746446	184.3199488	493.0256004	406.1846366	867.3008459	623.72358	890.163582	872.0775946	583.0108225	838.2308778	631.1148539	1297.154579	436.2734568	642.1612666	788.0940238	566.2076344	592.639236	660.244879	709.0342334	772.0343049	628.8493355	1366.887866	410.9881359	844.6737821	946.5630958	769.3232558	920.8354792	867.9092421	854.9153803	1019.703262	950.7966131	691.8716112	845.2575885	1033.350553	965.9506285	1184.91766	790.0467838	1158.05042	1006.475003	1175.738445	775.6867644	868.6648947	569.5988215	644.9148444	995.157	1055.679683	1204.439939	1097.552565	1480.389276	923.7247883	890.449	1472.15	1216.604036	1223.903611	965.7535122	798.8914159	1116.172477	492.4723293	835.2329067	1185.31283	636.5817977	709.3198247	1314.4	1811.59601	1281.398762	1245.26	1013.25	1646.62	1399.49	1154.89	1030.41	1548.77	1273.74	1501.06	1221.58	1141.72	1135.07	1487.12	844.777	594.992	931.7198768	862.362177	835.746	833.634124	847.034	763.168	1036.71	1135.03	933.599	1338.57	1326.28	1161.43	1151.62	504.9734327	421.4696661	1029.90029	683.8360218	770.2528299	744.8107749	852.338118	741.7696653	829.3504338	506.848736	771.465	1088.14	790.8007338	992.2704161	665.9686081	707.437377	568.5311513	866.3721863	559.0426917	649.3039268	910.2936176	628.3173866	1310.93	1326.555151	1518.69905	1109.287744	958.26	1483.16	1040.62	1075.951043	838.4747927	1146.587884	564.9471231	1346.572971	867.5634204	869.9839801	540.6110262	718.6298213	701.7685434	800.1985526	810.3867878	796.6889226	1089.7	753.9614821	596.7837962	753.6899779	839.6429508	740.0157975	876.8718009	810.0586838	1196.32	1021.08	949.7781374	1549.564221	952.241451	730.205845	1100.956749	1148.435978	1105.891572	1031.571706	1033.451834	889.6265395	499.1925848	492.9032459	933.3196199	920.3570586	1043.494323	608.4874085	837.6403276	1100.055339	934.0652544	992.657	1140.83	781.378	1419.16	1356.38	845.947	448.906	445.148	776.878	1045.44	987.6108595	1095.295329	1368.43	1149.39	1663.32	1404.85	997.617	1374.05	1701.96	1615.96	1126.849877	1179.92	740.294	1478.15	1488.87	988.911	1209.23	1006.86815	1231.71	1352.55	619.051	859.2	736.15	1228.3	1305.18	1118.9	808.13	1280.98	824.943	342.245	1096.62	509.745	1193.46	782.869	1128.01	1049.16	1332.49	1071.64	875.512	958.731	1307.82	694.372	1342.77	1197.36	992.894	1033.81	1158.43	1484.51	1040.5	1150	1230.27	1017.15	475.994	558.206	840.763	696.442	1116.86	725.462	1204.58	975.736	978.757	965.182	686.631	839.268	818.8372542	697.855	1150.541558	834.0579176	1028.73	1223.35906	263.4210086	1249.73	1201.52	1165.24	614.85	1112.2	520.771	1014.15	747.984	1389.65	602.141	815.754	954.227	989.833	1110.69	1030.79	1370.99	1119.09	887.529	1461.01	940.542	1476.44	1581.17	1501.84	795.034	1297.37	797.746	1319.15	1527.38	1720.08	761.028	1208.49	222.334	770.311	839.268	1245.72	520.419	697.236	715.983	1820.4	505.434	730.641	818.974	944.615	1172.88	1285.04	1378.01	804.562	1177.82	1179.62	1131.1	884.24	1715.4	1607.84	1628.81	847.177	1168.39	969.247	1082.68	1049.77	631.487	768.28	550.043	587.853	1320.55	371.517	577.879	1095.68	977.451	651.55	726.795	889.402	682.58	1404.93	1302.18	1291.23	1948.05	644.146	689.239	1112.83	1115.05	1237.24	1166.17	825.895	1939.4	1150.05	1054.52	950.098	1102.14	1008.76	854.821	913.298	1698.87	983.821	1084.11	1877.56	1180.3	1543.95	1211.64	888.328	1092.28	1637.87	881.304	3081.21	1715.52	722.277	1196.4	920.873	1179.27	1075.06	1109.77	1401.48	1083.27	710.298	1819.12	968.019	981.741	1116.06	1067.36	1765.39	1120.4	870.41	1083.06	867.958	700.939	818.744	1296.08	975.097	758.12	851.612	1554.89	943.485	1102.19	894.932	1220.11	1255.02	1261.76	1725	1056.75	890.25	1383.08	1271.07	995.106	1472.3	956.881	961.385	800.789	1245.04	672.779	1226.69	1359.16	1393.89	758.83	1343.31	1064.69	657.019	1037.75	876.553	883.612	1057.11	844.57	1119.95	1204.64	1478.47	1270.86	821.48	864.766	666.772	1077.81	1247.42	774.178	859.617	1620.08	985.874	1048.17	946.153	940.597	583.584	876.67	1331.66	1426.87	1610.59	1167.04	1478.85	1628.81	1136.33	993.487	1326.19	1568.24	1649.41	1194.48	1454.27	1734.2	2116	1334.92	1209.17	892.989
