TCGA-RZ-AB0B-01	TCGA-V3-A9ZX-01	TCGA-V3-A9ZY-01	TCGA-V4-A9E5-01	TCGA-V4-A9E7-01	TCGA-V4-A9E8-01	TCGA-V4-A9E9-01	TCGA-V4-A9EA-01	TCGA-V4-A9EC-01	TCGA-V4-A9ED-01	TCGA-V4-A9EE-01	TCGA-V4-A9EF-01	TCGA-V4-A9EH-01	TCGA-V4-A9EI-01	TCGA-V4-A9EJ-01	TCGA-V4-A9EK-01	TCGA-V4-A9EL-01	TCGA-V4-A9EM-01	TCGA-V4-A9EO-01	TCGA-V4-A9EQ-01	TCGA-V4-A9ES-01	TCGA-V4-A9ET-01	TCGA-V4-A9EU-01	TCGA-V4-A9EV-01	TCGA-V4-A9EW-01	TCGA-V4-A9EX-01	TCGA-V4-A9EY-01	TCGA-V4-A9EZ-01	TCGA-V4-A9F0-01	TCGA-V4-A9F1-01	TCGA-V4-A9F2-01	TCGA-V4-A9F3-01	TCGA-V4-A9F4-01	TCGA-V4-A9F5-01	TCGA-V4-A9F7-01	TCGA-V4-A9F8-01	TCGA-VD-A8K7-01	TCGA-VD-A8K8-01	TCGA-VD-A8K9-01	TCGA-VD-A8KA-01	TCGA-VD-A8KB-01	TCGA-VD-A8KD-01	TCGA-VD-A8KE-01	TCGA-VD-A8KF-01	TCGA-VD-A8KG-01	TCGA-VD-A8KH-01	TCGA-VD-A8KI-01	TCGA-VD-A8KJ-01	TCGA-VD-A8KK-01	TCGA-VD-A8KL-01	TCGA-VD-A8KM-01	TCGA-VD-A8KN-01	TCGA-VD-A8KO-01	TCGA-VD-AA8M-01	TCGA-VD-AA8N-01	TCGA-VD-AA8O-01	TCGA-VD-AA8P-01	TCGA-VD-AA8Q-01	TCGA-VD-AA8R-01	TCGA-VD-AA8S-01	TCGA-VD-AA8T-01	TCGA-WC-A87T-01	TCGA-WC-A87U-01	TCGA-WC-A87W-01	TCGA-WC-A87Y-01	TCGA-WC-A880-01	TCGA-WC-A881-01	TCGA-WC-A882-01	TCGA-WC-A883-01	TCGA-WC-A884-01	TCGA-WC-A885-01	TCGA-WC-A888-01	TCGA-WC-A88A-01	TCGA-WC-AA9A-01	TCGA-WC-AA9E-01	TCGA-YZ-A980-01	TCGA-YZ-A982-01	TCGA-YZ-A983-01	TCGA-YZ-A984-01	TCGA-YZ-A985-01
PQBP1	2158.32	2878.36	3750.36	4699.68	4349.84	4083.05	5059.64	4686.65	7033.39	5192.23	1947.01	4163.35	3120.21	2480.38	3097.1	1721.27	2502.01	2737.89	1533.72	4843.83	4528.14	4503.12	1767.15	2241.35	2622.63	2099.37	6080.61	3671.88	3857.47	2387.88	3203.47	1464.78	2608.7	4725.11	2169.52	4711.59	2376.47	2145.26	2024.57	2885.77	3881.59	2351.08	2643.09	1929.56	2854.12	3628.75	4169.18	2821.41	7312.94	3924.13	2327.77	2963.92	2216.47	5013.99	7082.38	2624.38	2274.54	11075	2662.63	3080.32	2826.62	2028.46	3094.91	1343.52	1750.22	2065.32	5556.22	5694.4	3402.3	4073.71	5814.92	2987.05	3279.23	5977.01	2935.76	2147.14	1928.32	2759.24	3705.87	6246.76
NAMPT	852.911	934.247	250.365	274.168	615.202	191.794	405.818	131.222	470.588	362.95	1658.87	546.038	623.654	1117.41	885.639	959.467	1191.07	250.16	541.704	367.433	1115.77	315.753	1124.92	1392.23	712.745	943.515	208.353	386.719	821.842	1091.92	803.837	1477.63	828.375	496.335	1335.02	170.815	1554.75	1040.82	1070.99	525.906	399.207	1717.86	528.723	1900.61	374.9	1472.69	308.744	1041.18	443.067	308.313	1113.56	708.333	1297.16	509.091	450.192	769.61	539.954	367.647	646.194	258.137	1038.81	1047.72	910.992	1070.05	821.521	1029.74	712.947	203.73	735.085	655.666	392.857	954.303	577.114	886.908	1008.42	586.108	334.513	1099.75	434.238	254.09
RBM6	653.361	588.493	655.475	538.827	386.322	377.657	484.364	534.943	710.425	412.443	1252.45	460.306	819.121	709.494	739.06	1262.96	1032.51	566.181	666.158	290.557	660.235	501.735	1205.05	1194.12	911.211	733.138	442.749	420.573	518.959	443.942	856.258999999999	909.758	886.567	345.307	1621.03	340.189	1575.9	547.65	948.453	1068.78	946.121	917.066	972.569	792.424	568.937	813.672	326.972	1349	753.106	495.561	714.5	552.337	1360.95	790.21	326.303	320.127	324.772	676.471	670.117	467.401	2147.18	2259.77	1412.67	3239.66	729.041	892.724	1629.17	325.682	583.005	842.530000000001	606.366	752.643	450.871	868.738	1343.39	772.503	733.478	1129.11	431.454	377.732
ALYREF	750.766	677.808	685.401999999999	672.742	782.389	909.54	935.273	915.158000000001	681.354	646.255	748.181	738.667	650.82	741.772	924.815	810.106	616.653	930.732	812.333999999999	791.768	926.66	1347.68	444.775	509.64	658.268	609.833	697.707	912.76	745.488	555.71	531.628	524.513	627.002	814.699	528.58	808.584	492.76	861.639	519.929	668.83	1235.78	640.197	616.489	537.165	641.487	610.267	602.108	762.029	757.552	998.386	576.006	603.659	519.629	709.79	563.218	917.914	1001.14	489.706	496.54	1273.92	553.863	434.764	642.895	1050.78	592.913	694.105	741.056	1099	1028.46	1149.06	1427.31	699.162	697.761	775.692	837.838	669.955	1161.06	621.921	1218.28	689.673
DDX39A	1831.46	1927.67	1318.98	973.059	2989.14	2894.71	1447.27	1183.26	1362.71	1332.33	1726.73	1517.91	1050.16	1977.22	1101.77	938.923	2023.73	825.007	1415.26	2204	3401.75	2020.82	969.519	1533	995.574	1358.44	1572.24	2212.24	1773.25	1861.77	1982.19	1457.93	959.382	3531.07	916.389	2139.06	466.516	1770.64	664.729	1288.63	1222.68	1513.9	1285.64	908.384	1338.93	1404.11	2390.77	1491.55	2237.8	2393.06	1767.22	1517.28	888.768	1279.02	2268.2	3265.29	2397.26	1557.35	612.457	2167.34	1012.7	531.086	1068.1	1067.53	1205.7	1019.12	1295.57	1143.47	5042.15	1468.65	1635.48	2121.1	1956.47	1997.18	2149.31	967.941	1448.67	1102.22	2275.11	1343.05
SRRM1	1259.96	1534.79	1459.85	806.656	865.09	759.268	1125.82	1365.38	1559.85	1309.01	1539.16	1425.45	1199.57	1475.95	1372.48	1986.67	1635.56	2746.56	1397.52	1447.94	991.697000000001	2034	2310.44	1880.24	1741.91	1847.98	1366.63	1024.74	1306.8	1385.1	1030.37	1994.43	1910.76	819.662	2351.24	1155.36	2794.57	1752.97	1773.61	1150.79	1763.12	1188.06	1738.83	2534.14	1298.56	828.337	920.535	1969.66	1117.74	1335.75	1299.03	1520.83	2021.27	1394.41	726.054	826.449	958.333	848.529	1424.74	1362.2	1357.64	2267.08	1790.88	1279.03	1649.52	1661.71	891.823	1549.5	893.268	1694.72	965.062	1392.23	1156.72	798.217	899.424	1766.54	1057.52	1893.47	1508.7	1601.67
SF3B4	2378.96	1756.71	3822.63	4007.92	3005.8	3612.46	4485.82	5746.61	4070.86	3247.77	1677.66	2731.73	2988.65	1340.51	2671	2156.02	1597.35	3064.89	1839.4	4500.61	3815.5	4455.24	1320.31	1626.85	2196.8	1580.89	4870.24	6257.81	3115.22	1803.62	4948.16	1305.5	1957.67	3377.91	1927.08	4486.7	1522.17	2135.72	1917.28	3155.9	3251.75	1877.91	3184.04	1493.95	3091.53	2515.4	2786.1	1887.73	3633.62	3544.79	1599.47	2123.48	1782.44	3005.59	3099.62	5146.85	4006.28	5498.53	1959.34	3560.83	1944.87	2040.72	2536.19	2060.1	1611.06	2146.57	3195.06	5598.28	4566.5	3377.34	3985.15	2591.77	2318.41	2748.01	2462.56	1914.51	3630.97	2086.82	4221.76	4045.02
BCAS2	422.114	612.093	207.679	178.154	209.9	230.222	217.491	121.957	282.716	319.265	459.898	360.539	348.796	689.965	355.171	644.198	764.594	230.597	339.88	124.249	222.006	177.821	594.045	564.117	344.229	592.737	141.68	108.88	379.542	771.643999999999	221.795	678.343	337.328	139.839	467.593	67.9742	575.606	625.6	494.686	166.384	246.968	659.555	253.91	622.035	205.236	567.663	297.26	545.08	281.356	232.906	513.154	412.861	446.385	220.119	313.372	272.656	168.099	234.985	473.14	178.517	585.426	611.589	485.271	255.734	662.45	415.959	391.704	152.181	241.598	306.799	249.101	449.764	479.434	263.543	313.008	565.388	157.876	377.475	204.38	247.749
SF3A1	3508.14	4160.92	5928.37	6128.3	4892.64	7934.46	6216.27	11558.7	5695.93	5284.7	3103.8	5675.38	5028.61	3114.17	4371.6	3962.66	2991.1	6366.92	4038.92	6791.04	3287.21	8366.89	3880.34	3637.96	4776.59	3716.55	10443.4	7103.41	4677.34	4019.57	4671.08	3598.51	5954.52	3226.33	3996.56	7079.07	4384	4201.21	3900.42	4628.86	6095.37	3185.6	6493.42	4265.67	5651.07	2953.28	4985.34	4279.15	3755.78	6771.34	2657.42	4323.54	4182.86	7494.75	5026.76	4533.8	4727.98	2671.99	4697.63	8752.49	3109.1	3525.56	3625.44	3067.29	3653.36	5179.16	2101.29	6027.23	2288.87	5105.94	4955.24	2814.79	4527.15	2514.09	4083.89	4360.25	6336.03	4002.27	9527.95000000001	8134.17
BPNT1	914.198	513.973	152.555	132.33	276.662	176.965	190.546	55.4299	226.209	288.425	554.002	285.604	260.794	518.354	428.734	593.559	524.94	302.156	348.713	128.329	540.59	187.37	729.2	447.618	627.398	571.827	52.0882	95.0521	364.183	441.504	227.449	479.127	547.483	214.842	317.424	90.1288	314.48	415.623	844.04	305.738	293.853	432.543	152.66	490.493	199.44	539.22	206.779	436.064	187.452	138.822	437.282	400.406	384.951	166.434	243.295	364.552	425.228	122.059	354.239	159.799	426.551	411.121	299.196	386.556	405.791	320.234	350.937	63.1277	576.355	213.421	179.348	318.355	379.975	349.601	483.385	401.973	198.23	350.37	173.51	133.851
CD2BP2	1626.66	1806.03	2947.45	3765.45	2670.24	3595.65	2448	2746.61	2064.05	2830.78	1929.96	2284.32	2743.38	1526.27	1845.23	1622.43	1854.38	3539.79	2191.22	2832.32	1279.06	2717.56	1436.55	1984.29	1519.46	1667.02	4749.62	2169.27	2674.69	1811.98	2291.85	1594.95	1238.56	2421.41	1802.88	3073.82	1685.52	2002.83	1353.09	1525.91	1399.79	1943.16	2584.57	1476.66	2882.89	1855.03	2659.64	1802.77	2776.92	2484.26	2315.33	2153.46	1849.51	2793.71	2488.51	3208.45	2045.66	2833.82	2040.22	2928.34	1775.84	1875.22	2044.5	1737.62	2067.85	2319.7	1492.33	4446.2	1917.9	2789.88	2268.54	2465.35	2194.65	1360.86	1232.61	2043.98	2455.75	1962.44	2727.91	1609.61
RBM14	1415.88	1709.57	2222.24	2098.5	1914	3980.05	2367.94	3323.79	1643.66	1742.03	1465.24	1918.89	1576.06	1360.66	1532.96	1847.19	1330.54	2086.45	1559.99	2682.14	1380.58	2681.54	1363.8	1349.94	1665.11	1591.04	3041.63	2167.46	1794.28	1222.34	1957.33	1443.89	1864.63	1934.08	1402.29	2940.21	1407.43	1646.71	1602.81	1878.46	2192.47	1569.88	2161.65	1462.85	2210.96	1242.86	2088.81	1807.69	1640.12	1980.28	1208.35	1826.07	1514.75	1926.35	1575.19	1299.01	2190.54	1476.72	1272.02	2923.61	1658.97	1443.83	1389.98	1659.19	1558.87	1582.71	1414.85	2462.41	1766.19	1722.61	2083.3	1390.49	1805.32	1491.81	1574.42	1593.68	2249.24	1250.89	2242.05	2475.74
PPIE	613.381	1022.47	907.299	1427.89	620.556	1300.05	1399.27	1317.87	1333.64	1393.2	623.252	1181.46	1081.98	1055.06	1006.25	719.045	1155.67	1354.21	680.568	694.31	640.678	1049.97	1167.38	1134.75	859.834	1009.41	974.597	562.5	1149.01	1001.04	853.163	1002.36	966.247	743.085	789.419	633.476	1016.74	1081.47	843.29	500.466	1020.51	591.772	790.957	981.418	982.013999999999	592.608	1162.06	976.593	1556.16	1111.38	983.508	1090.45	756.816	1181.12	1337.16	648.093	531.963	1379.41	686.851000000001	1069.42	725.063	832.75	901.341	543.189	968.021	745.619	640.545	1015.78	659.004	803.08	1214.87	1389.19	1019.28	633.505	607.443	923.551	586.726	799.261	1046.62	1142.27
TAB1	1383.5	1408.3	1399.69	2307.5	1760.71	2732.44	1918.73	2621.73	1903.05	2186.37	1143.48	1795.71	1525.75	1309.02	1727.08	1297.45	1384.03	1714.17	1407.37	2222.54	1832.6	1726.09	1433.48	1399.11	1534.66	1467.09	1734.6	2263.03	1779.77	1229.44	1942.95	1281.79	1481.26	1865.02	1038.98	2490.03	1233.18	1514.3	1244.94	1944.97	1940.75	1363.71	1298.06	1220.77	1698.57	1460.58	2232.52	1274.47	1960.97	2320.8	1236.4	1615.48	1143.28	1414.91	1778.22	1259.42	1503.93	1547.88	924.745	2089.31	1307.68	1217.75	1253.25	1455.84	1408.93	1207.66	1563.69	2697.27	1910.53	1074.8	1894.02	1455.29	1519.45	1587.24	2394.09	1580.64	2544.35	1134.93	2408.51	2235.31
ZBTB18	286.517	162.74	151.825	33.2805	91.0308	78.1018	36.3636	64.4796	148.081	175.217	176.083	132.015	250.315	140.506	137.336	296.502	155.672	73.3724	138.421	88.3777	232.472	60.3747	108.411	242.783	195.21	158.647	64.4248	52.0833	158.26	207.869	257.593	174.695	183.066	72.3231	152.271	47.2103	285.973	191.907	147.801	101.758	120.161	218.734	155.319	246.759	57.1543	253.388	68.9262	162.549	122.386	60.5327	262.369	168.191	131.407	107.692	93.8697	87.5448	270.548	257.353	345.588	80.4582	322.452	354.641	250.402	481.625	361.279	105.151	195.911	111.908	325.123	227.173	62.9852	215.537	70.2736	218.207	133.363	1137.28	132.743	148.399	125.261	91.8807
DDX17	8446.88	5766.58	4272.99	5255.94	5736.72	3652	4029.82	3031.67	4816.72	4304.76	11176.8	5455.25	4174.25	6806.65	5918.64	10071.1	10311.3	5468.27	7889.97	5211.86	8162.82	3624.57	12841.6	9115.16999999999	8157.53	8319.39	1943.71	3488.28	5328.09	5921.31	8448.5	10930.4	9061.78	6323.31	12383.2	4212.88	13569.2	7283.29	7968.49	9221.62000000001	6912.95	9493.38	5130.32	11494.4	5573.54	7850.1	3953.29	7078.46	6226.18	5259.08	6103.48	8260.15999999999	9906.22	3854.55	3758.62	3659.89	4971.46	4733.82	4567.91	4602.88	14755.9	16003.5	9222.52	11618.9	7489.63	8202.34	11877.3	3474.89	8909.14	4819.03	4092.97	6475.25	4761.19	10138.9	11990.3	6970.82	5092.04	6769.7	6521.92	5306.4
SLU7	896.323	907.397	303.65	227.417	613.417	193.772	224	136.878	471.497	430.078	1058.24	477.206	671	760.127	825.335	1089.95	1015.29	537.872	1114.02	246.368	801.66	301.874	885.84	920.126000000001	786.744	850.07	150.781	381.51	555.298	1018.11	339.804	1096.12	874.714	371.542	990.454	320.172	1853.85	971.907	1018.48	758.562	498.297	1025.55	495.745	1048.83	349.32	984.805	339.504	771.131	402.788	317.191	738.479	607.724	1068.7	348.252	362.069	523.309	240.297	416.176	661.765	286.632	1129.13	1039.4	852.547	761.805	992.221	793.946	798.978	322.812	550.629	564.356	448.37	859.863	531.716	801.032	1547.19	834.361	248.673	889.163	336.813	381.135
GNB5	723.187	582.466	347.445	85.5784	612.822	307.464	203.636	79.1855	132.637	354.985	748.529	402.723	508.78	572.152	410.247	556.913	510.056	456.989	249.778	473.366	434.502	87.4393	617.079	611.241	308.705	488.842	376.954	89.8438	869.042	706.128	355.332	584.029	113.844	453.083	507.878	246.352	222.624	583.497	268.592	131.361	84.8529	865.087	405.319	758.858999999999	281.375	498.152	453.432	242.306	367.157	304.278	700.782	496.951	334.242	413.287	369.732	501.749	574.772	530.882	774.221	335.801	802.684	325.744	482.574	362.266	1022.47	466.808	75.8092	279.77	862.069	435.094	178.28	601.676	355.721	784.608	104.564	2996.71	457.522	648.399	262.584	246.15
EHMT2	1626.15	2819.73	3754.74	7101.43	3116.47	4999.51	5538.18	9904.98	3764.71	3190.88	1625.81	2689.61	2898.61	2644.62	4371.41	4465.3	1501.61	2053.85	2304.35	4087.17	2173.43	11857	1583.71	1591.35	3863.35	2466.88	3770.91	7515.62	2576.58	1656.34	4945.42	2213.23	5582.95	2468.91	2557.79	4491.85	3435.75	1887.27	4167.31	6017.62	7604.3	1836.87	3495.21	2037.17	4710.23	1663.65	4214.18	3858.69	2854.38	5080.71	1808.31	2347.56	2079.61	3270.63	2747.13	2870.69	3984.59	4000	1820.93	6189.69	2071.45	2006.13	3196.78	4102.61	1558.34	2503.45	4166.1	3598.28	2289.55	3329.48	6186.43	1854.53	3464.55	1856.41	7062.47	2374.85	7138.05	2119.46	3982.37	4096.07
MORF4L1	5050.56	4469.59	3434.31	3614.9	3616.84	2959.96	3244.36	2082.58	3274.13	3979.93	4634.89	4096.06	4093.92	4488.92	4364.81	4378.68	4954.55	3153.86	6951.64	2565.38	2150.83	2224.15	4342.23	4187.29	4574.28	4273.71	4077.95	1593.75	4282.28	4381.96	3045.44	4293.3	4882.72	3441.02	4699.71	2085.84	5881.9	4612.49	4538.31	3558.77	3524.53	4598.75	3754.79	4152.12	3834.13	2174.95	4205.07	4664.93	3102.25	2895.08	4460.65	4584.86	4204.47	3516.08	3440.61	2150.07	3680.37	4326.47	5831.31	2784.75	4540.81	5107.71	5142.63	5617	5040.62	4575.15	3948.04	2033	5101.26	3149.61	3074.53	3910.13	4050.99	4152.04	4926.89	3965.06	3060.18	4708.74	3058.22	2999.17
SF3A3	1244.64	2265.75	1618.25	1603.8	1244.09	1698.47	1961.45	1606.33	1979.56	2104.31	1227.02	2775.91	2322.69	2159.49	2042.87	1893.39	2069.19	2447.87	1421.92	1009.08	1250	1789.73	1556.09	2009.18	1732.38	2086.82	882.757	973.958000000001	2329.01	2304.32	1522.72	1767.5	2892.45	865.75	1832.78	1139.91	1968.33	2228.32	2113.48	1139.69	2123.6	1149.07	1858.51	2046.24	1959.23	1131.01	1879.81	2071.52	2288.15	2523.81	1545.57	2033.54	1758.45	1830.77	1959.77	1309.91	1092.47	1764.71	1601.64	1620.34	953.573	1941.33	1914.75	1010.16	2051.43	2118.43	998.296	1241.03	950.192	1982.95	2488.45	1906.32	2139.93	1201.78	1374.83	1870.53	1309.73	1716.13	2238	2935.65
SF3B2	6657.81	7244.38	6986.13	13328.8	8091.63	11209.1	9249.45000000001	14538.5	8234.39	9417.35	6794.18	8839.34999999999	6980.89	6142.09	7529.7	7012.77	5960.18	12271.7	7999.56	8818.4	8934.5	9765.44	4927.98	6262.16	8105.78	6670.15	6617.94	9061.2	8723.74	5813.37	10526.6	5341.04	7358.7	8040.63	4964.69	15614.6	6516.29	7380.48	6573.01	9187.39	9177.78	6971.58	6234.57	5965.86	11532.8	7537.17	7647.96	6657.13	8284.28	11975	5216.85	6481.2	6601.96	6650.35	6919.54	8378.82000000001	10027.4	6404.41	5006.06	8068.72	6800.51	5167.69	5765.15	9550.40999999999	7167.68	6012.75	5768.31	11644.2	8021.35	6463.15	8840.35	6993.15	7414.8	6534.49	7034.12	7330.87	13758.4	4671.18	11554.6	10974.6
CPSF6	1581.21	1492.6	1053.28	829.635	1300.01	847.256	998.545	702.489	1243.7	992.138000000001	1847.14	1273.92	836.713	1619.94	1428.82	1855.08	1499.2	1152.01	1670.36	921.308	1503.23	1090.22	1758.08	1289.81	1529.45	1653.07	575.711	825.521	1272.1	1233.64	1248.69	1591.52	1945.65	966.435	1916.96	757.94	2057.01	1497.8	1792.37	1412.13	1465.28	1364.93	1155.85	1686.26	1175.46	1493.22	1106.24	1565.67	1010.07	1042.78	1231.18	1232.72	1853.87	972.028	963.601000000001	1037.47	1365.3	826.471	1565.74	999.581	1726.15	1942.64	1724.93	1929.01	1299.91	1447.69	1430.15	754.663	1695.13	1161.17	1130.53	1148.51	1249.38	1394.18	1809.92	1303.74	1046.02	1499.38	999.304	975.524
TBC1D8	588.866	381.918	240.876	306.656	138.629	98.8631	112.727	302.036	81.7624	142.222	781.588	245.024	184.729	560.127	101.241	284.286	300.885	682.306	92.724	279.661	525.369	258.848	523.507	306.029	705.028	328.452	132.962	141.927	291.532	250	794.702	262.471	168.764	306.31	181.714	224.893	580.543	379.22	205.571	195.654	142.94	561.404	125.532	662.921	129.097	1183.57	109.94	263.546	215.337	94.431	204.316	186.992	116.685	167.832	145.594	169.863	252.283	182.353	483.132	150.3	1457.74	299.037	323.861	429.274	302.939	79.6601	162.692	291.248	621.237	198.02	64.0528	272.658	166.045	656.969	113.425	332.1	225.664	162.562	110.415	148.597
BAZ2A	2304.07	2609.58	2122.08	2441.9	1932.16	1795.35	1892.12	3581.81	2027.96	1824.42	2472.09	2100.9	2770.32	1669.11	2252.86	1415.52	2268.19	2764.62	2607.5	3228.35	2468.49	2410.4	3264.13	3182.14	3241.3	2155.91	3139.3	3523.37	2080.83	1542.87	1121.1	2557.07	3123.68	1558.04	2618.42	2971.38	2735.45	2866.39	2357.14	3200.91	3068.55	2984	2570.98	2424.37	2018.63	2278.15	1605.99	1915.48	1412.56	1981.77	2269.6	2255.31	3015.93	2987.16	1665.65	1108.34	1608.96	1408.82	2553.25	2004.86	2197.33	2386.49	1775.11	2226.25	2384.94	1922.73	1784.29	2357.1	1716.12	2018.62	1662.94	1951.52	1888.83	2300.22	2454.2	2795.7	2505.3	2594.71	2865.4	2581.29
POLI	423.902	251.507	83.9416	66.561	186.821	65.2496	56.7273	38.4615	129.003	129.706	561.658	118.146	156.787	319.937	147.02	454.747	448.512	60.0845	363.354	85.9564	517.528	70.7842	514.439	425.176	141.187	393.305	27.4148	79.4271	218.417	305.362	109.614	484.265	281.464	185.771	504.658	63.5193	600.905	314.191	237.832	243.295	183.373	477.685	110.106	482.282	61.1511	436.14	64.3691	293.455	203.718	83.1316	266.516	238.821	474.918	77.6224	86.2069	81.6649	139.269	132.353	218.426	83.8106	691.694	583.187	426.81	693.54	363.44	167.286	558.773	103.3	348.112	85.8086	52.3098	324.448	116.915	612.389	626.938	307.028	142.478	234.606	90.9302	94.1494
DDX42	3306.95	3290.96	2267.88	1668.78	3537.71	2896.69	1933.09	1572.4	2420.17	3371.22	3661.56	3299.86	2785.29	2836.71	3393.78	4867.85	3390.18	3352.6	4808.34	2878.93	3230.17	4097.85	3388.37	3001.94	4123.03	3362.27	1403.64	2515.62	4063.86	2630.57	2299.16	3359.45	3868.42	2605.05	3558.83	3612.88	5041.63	3175.13	3233.61	3788.65	3934.56	3699.6	2829.26	3967.16	2635.89	3534.29	2396.47	3215.43	2886.13	3801.45	2481.95	3064.53	3328.79	2839.86	2494.25	2830.18	3115.3	1988.24	3221.89	3066.91	5243.38	3905.43	3083.65	4029.32	3228.61	3154.54	3398.64	2512.2	2830.32	3809.68	2865.29	2512.57	3348.26	3111.68	3679.22	3345.66	3979.65	2884.24	3779.17	2867.59
U2AF2	3970.89	4755.07	5002.19	4106.97	4951.96	5185.37	5055.27	6980.77	3688.39	3956.61	4420.18	4340.57	3587.08	5143.35	3815.47	2318.71	4237.73	4129.08	3585.63	5351.09	3116.24	7598.2	4254.84	3873.1	3411.64	5423.64	6390.39	4608.07	3745.49	3847.14	4067.6	3934.92	3355.26	5064.04	3294.31	5519.31	3226.24	4496.92	3399.04	3862.19	4305.86	2985.53	4532.98	3283.06	4053.96	3232.85	5312.45	4505.42	4520.53	4107.34	3411.18	3855.69	3677.21	4208.39	5007.66	3171.21	4006.85	4227.94	2755.19	5743.82	3225.24	2971.1	3532.44	3477.33	3535.44	3575.15	4281.09	5829.27	4338.81	4407.59	5214.96	3859.86	4360.7	2836.7	3563.58	4250.72	3485.84	3424.26	4284.85	3942.93
LMTK2	284.985	172.603	167.153	81.6165	117.21	86.9995	92.3636	101.81	88.1217	138.808	368.522	128.419	173.862	102.532	168.148	193.781	83.2663	241.494	320.763	225.787	143.911	152.672	359.035	179.537	370.9	243.724	141.186	184.896	168.903	197.075	108.701	346.393	301.487	60.9783	228.637	294.421	331.674	211.345	231.079	263.184	207.292	217.092	262.234	535.004	153.477	271.458	99.6867	167.317	81.3323	118.644	139.478	235.264	508.179	262.937	70.8812	172.476	183.79	44.1176	458.045	125.716	263.692	206.217	167.292	348.864	288.245	234.201	82.6235	116.212	93.5961	191.419	82.2011	88.3473	154.229	85.4059	218.431	461.159	161.062	212.438	139.179	279.045
FOXJ3	942.288000000001	1296.99	1073.72	657.686	588.428	792.882	918.545	483.032	930.275000000001	1054.72	838.658	1202	1207.33	1204.43	1141.38	1387.01	1350.36	1289.51	850.044	506.659	715.867	775.156	1565.16	1214.73	1157.64	1307.88	615.463	460.938	1117.08	1108.98	889.701000000001	1318.78	1433.64	397.068	1329.96	490.129	1308.6	1381.87	1150.52	736.36	1232.93	1196.27	1242.02	1341.83	1074.34	718.686	989.462	1302.56	964.369	1057.3	1124.87	1284.55	1287.9	1041.96	932.95	710.812	570.206	866.177	1378.03	876.1	616.612	1312.17	1133.51	802.848	1352.2	1329.26	719.761	553.802	634.921	1025.3	940.508	1090.63	1207.71	652.276	845.813	1185.78	742.478	1106.53	1083.74	1290.87
EXOSC7	431.563	497.534	849.635	1055.47	549.16	744.439	1034.91	900.452	803.997	560.353	426.637	463.336	744.348	639.24	849.545	493.615	496.782	714.659	556.788	530.872	558.579	850.798	360.684	399.878	719.555	494.77	681.258	1096.35	522.443	490.599	536.196	393.92	667.62	625.382	546.521	439.485	600.905	439.302	720.248	683.631	612.194	451.831	603.192	321.953	1076.34	441.068	525.776	844.386999999999	694.036000000001	725.585	542.079	459.35	581.788	520.979	630.268	665.079	398.973	858.823	562.284	715.184	437.432	609.457	633.78	767.25	493.518	564.525	1140.55	581.062	854.406	733.773	1020.57	552.171	836.443	580.948	1295.97	510.481	692.92	533.867	589.19	478.687
MAST3	302.349	324.932	1029.2	466.719	301.651	584.281	477.091	1052.04	701.34	669.579	326.416	457.172	1011.74	333.544	344.66	458.079	356.396	548.849	328.305	510.896	279.059	544.761	385.005	556.156	369.992	303.347	1546.2	558.594	433.596	306.755	892.441	484.693	524.028	260.221	615.066	545.064	414.932	438.948	326.362	507.404	612.763	496.563	894.681	484.875	374.9	450.103	377.101	456.87	362.51	451.17	587.692	520.833	413.304	1116.08	390.805	435.764	448.63	976.471	789.36	674.396	515.053	622.592	603.217	724.532	463.699	532.13	610.732	751.793	261.084	739.824	409.938	504.189	291.667	297.513	357.554	427.867	510.62	543.719	536.303	627.285
GPATCH8	1293.67	1313.97	1097.81	732.171	866.28	575.383	620.364	843.891	731.32	938.663	1660.96	817.773	959.736	1032.91	1074.04	2173.79	1136.77	1052.06	1543.48	999.999999999999	1638.84	1078.42	1914.72	1394.68	1813.64	1437.24	605.867	1092.45	1012.03	1090.53	836.721	1764.5	1759.15	795.554	1614.72	1014.59	1848.42	1280.09	1549.28	1680.4	1486.35	1270.13	1262.23	1901.04	860.112	1734.29	732.555	1537.93	770.72	717.514	1394.78	1137.2	1702.29	704.895	626.437	644.826	1031.39	395.588	1429.93	1078.92	1969.89	1754.38	1217.16	1937.39	1620.57	935.21	1352.64	926.829000000001	1003.83	697.47	874.32	1002.28	893.657	1598.78	1640.67	1437.32	1169.91	1325.74	1054.98	1284.06
KDM6B	968.335	913.424999999999	1649.63	1935.02	1237.54	1875.43	1056	3485.29	1588.01	1315.27	1185.61	1028.89	1001.26	716.456	1114.09	892.282	887.369	1463.4	904.17	1498.79	1315.04	1849.41	805.047	986.229	1214.85	794.282	2150.69	1854.17	1093.01	689.415	1087.01	925.712	1955.38	1034.5	1190.11	1592.27	1479.19	1031.99	819.281999999999	1456.53	1927.13	942.649	1595.21	1042.35	943.245	822.177	831.672	1110.53	941.905	1318.81	718.123	1178.86	1157.03	1505.59	927.203	866.302	688.356	1086.76	785.9	1625.93	1255.35	1200.96	1036.46	1170.98	806.828	868.826	1406.3	1869.44	882.868	1308.03	967.197	897.944	765.547	1146.41	1338.5	1304.56	1368.14	1206.28	2017.17	1229.61
