TCGA-3G-AB0O-01	TCGA-3G-AB0Q-01	TCGA-3G-AB0T-01	TCGA-3G-AB14-01	TCGA-3G-AB19-01	TCGA-3Q-A9WF-01	TCGA-3S-A8YW-01	TCGA-3S-AAYX-01	TCGA-3T-AA9L-01	TCGA-4V-A9QI-01	TCGA-4V-A9QJ-01	TCGA-4V-A9QL-01	TCGA-4V-A9QM-01	TCGA-4V-A9QN-01	TCGA-4V-A9QR-01	TCGA-4V-A9QS-01	TCGA-4V-A9QT-01	TCGA-4V-A9QU-01	TCGA-4V-A9QW-01	TCGA-4V-A9QX-01	TCGA-4X-A9F9-01	TCGA-4X-A9FA-01	TCGA-4X-A9FB-01	TCGA-4X-A9FC-01	TCGA-4X-A9FD-01	TCGA-5G-A9ZZ-01	TCGA-5K-AAAP-01	TCGA-5U-AB0D-01	TCGA-5U-AB0E-01	TCGA-5U-AB0F-01	TCGA-5V-A9RR-01	TCGA-X7-A8D6-01	TCGA-X7-A8D7-01	TCGA-X7-A8D8-01	TCGA-X7-A8D9-01	TCGA-X7-A8DB-01	TCGA-X7-A8DD-01	TCGA-X7-A8DE-01	TCGA-X7-A8DF-01	TCGA-X7-A8DG-01	TCGA-X7-A8DJ-01	TCGA-X7-A8M0-01	TCGA-X7-A8M1-01	TCGA-X7-A8M3-01	TCGA-X7-A8M4-01	TCGA-X7-A8M5-01	TCGA-X7-A8M6-01	TCGA-X7-A8M7-01	TCGA-X7-A8M8-01	TCGA-XH-A853-01	TCGA-XM-A8R8-01	TCGA-XM-A8R9-01	TCGA-XM-A8RB-01	TCGA-XM-A8RC-01	TCGA-XM-A8RD-01	TCGA-XM-A8RE-01	TCGA-XM-A8RF-01	TCGA-XM-A8RG-01	TCGA-XM-A8RH-01	TCGA-XM-A8RI-01	TCGA-XM-A8RL-01	TCGA-XM-AAZ1-01	TCGA-XM-AAZ2-01	TCGA-XM-AAZ3-01	TCGA-XU-A92O-01	TCGA-XU-A92Q-01	TCGA-XU-A92T-01	TCGA-XU-A92U-01	TCGA-XU-A92V-01	TCGA-XU-A92W-01	TCGA-XU-A92X-01	TCGA-XU-A92Y-01	TCGA-XU-A92Z-01	TCGA-XU-A930-01	TCGA-XU-A931-01	TCGA-XU-A932-01	TCGA-XU-A933-01	TCGA-XU-A936-01	TCGA-XU-AAXW-01	TCGA-XU-AAXX-01	TCGA-XU-AAXY-01	TCGA-XU-AAXZ-01	TCGA-XU-AAY0-01	TCGA-XU-AAY1-01	TCGA-YT-A95D-01	TCGA-YT-A95E-01	TCGA-YT-A95F-01	TCGA-YT-A95G-01	TCGA-YT-A95H-01	TCGA-ZB-A961-01	TCGA-ZB-A962-01	TCGA-ZB-A963-01	TCGA-ZB-A964-01	TCGA-ZB-A965-01	TCGA-ZB-A966-01	TCGA-ZB-A969-01	TCGA-ZB-A96A-01	TCGA-ZB-A96B-01	TCGA-ZB-A96C-01	TCGA-ZB-A96D-01	TCGA-ZB-A96E-01	TCGA-ZB-A96F-01	TCGA-ZB-A96G-01	TCGA-ZB-A96H-01	TCGA-ZB-A96I-01	TCGA-ZB-A96K-01	TCGA-ZB-A96L-01	TCGA-ZB-A96M-01	TCGA-ZB-A96O-01	TCGA-ZB-A96P-01	TCGA-ZB-A96Q-01	TCGA-ZB-A96R-01	TCGA-ZB-A96V-01	TCGA-ZC-AAA7-01	TCGA-ZC-AAAA-01	TCGA-ZC-AAAF-01	TCGA-ZC-AAAH-01	TCGA-ZL-A9V6-01	TCGA-ZT-A8OM-01
BRD1	1675.29	3946.71	1057.11	5869.66	1791.68	1118.76	996.997	2911.32	2502.59	2321.44	827.44	2793.92	2287.78	1470.86	2880.91	2837.6	1281.06	2200.24	1016.32	1651.12	1051.41	4024.36	1856.35	3051.9	7416.13	1862.68	4623.68	255.424	1753.93	1165.67	2467.34	2313.64	2260.94	3670.82	2490.7	1476.9	995.757	3047.23	2221.11	1342.96	2808.22	3831.88	4175.68	3190.41	2234.09	3358.37	934.51	1045.01	2176.47	2323.6	1063.07	2443.9	2124.64	2483.83	2689.01	1950.1	3364.43	3394.57	2138.93	2524.92	1774.12	2512.06	4892.69	3971.45	5312.77	3750	3254.07	2354.56	3442.33	2154.94	2197.87	2579.01	682.979	1531.24	1901.04	1016.81	1494.73	1093.31	1820.77	2261.83	810.931	452.291	1202.2	1438.19	1832.43	2541.61	2193.88	2121.08	2505.17	2280.58	3161.18	2755.87	3334.87	5014.17	868.661000000001	2292.13	1022.54	2355.84	3032.77	2275.28	7085.38	3028.01	2004.83	3535.79	2876.33	1889.63	1535.96	2226.28	1194.3	2053.49	2302.02	1650.76	1206.95	748.401	2736.1	2404.03	849.192	3272.44	504.433
PRPF6	4679.76	5548.35	6679.96	4930.7	4278.5	4382.47	5074.45	4275.12	3447.26	3614.57	6501.37	6427.28	4459.45	4203.53	5404.55	4008.91	4918.05	4914.65	11136.8	4699.48	8741.49	6069.88	4562.11	4648.8	4546.62	4101.45	6534.52	13502.5	9323.3	10209.4	6275.76	3229.92	5435.17	4675.5	4644.06	5498.13	7811.17	5356.1	6513.66	4899.77	4506.1	4437.75	4357.73	5694.57	6110	8292.92	8420.78	7390.11	5388.02	5249.3	3117.73	3602.05	4183.06	4744.69	4471.78	6089.15	4205.44	4588.76	4886.93	3129.02	5064.86	5776.89	4955.13	4468.78	6822.21	6439.9	4877.12	5047.56	4868.98	5499.75	7987.35	3915.07	3577.45	4019.98	3946.31	5435.85	5190.96	5672.65	3815.26	4790.54	6759.06	10912.2	7744.83	7182.69	3312.98	4689.65	3789.12	3938.47	5401.39	4659.87	5035.97	3543.96	4809	4771.52	4364.66	3844.82	7370.75	5453.08	4220.99	4475.8	5387.57	3822.48	6041.35	4085.89	3484.81	3846.67	3902.26	3815.73	6333.54	4234.88	3217.29	5962.77	3842.06	7844.35	4917.12	7433.5	7338.72	3530.7	12280.8
DPCD	100.83	495.218	165.41	335.14	453.379	139.23	645.517	178.943	158.294	105.53	299.339	291.409	282.127	518.313	305.762	122.388	176.502	207.446	514.124	203.109	233.888	478.414	141.267	202.441	262.565	190.241	546.021	1177.28	601.107	584.549	605.216	109.243	121.908	302.115	246.735	183.608	275.106	239.283	286.014	129.703	181.397	153.502	293.378	297.562	231.15	754.512	488.05	178.288	220.221	252.478	88.5004	187.203	133.051	143.212	225.56	168.613	328.327	121.385	161.876	147.34	93.828	222.691	356.448	387.195	512.101	409.538	304.156	179.119	251.262	122.09	277.826	294.723	223.855	98.486	137.968	272.975	377.294	218.312	72.8539	61.7455	173.569	739.218	395.671	324.954	117.793	274.678	157.356	232.755	175.657	178.138	409.555	191.254	206.311	269.907	486.287	305	447.331	227.389	205.484	191.322	331.855	97.49	268.636	330.348	300.982	151.904	191.727	148.569	167.804	98.6275	183.164	154.714	190.224	392.644	203.751	358.835	202.873	193.133	635.468
NSL1	1034.81	839.136	864.763	930.702	793.897	890.254	792.379	945.709000000001	996.898	1322.2	915.64	797.858	747.707	1017.33	736.135	1735.66	1131.86	1047.56	638.418	937.478	856.626	659.472	985.773999999999	1066.27	1088.13	823.911	727.708	616.511	577.321	545.064	654.273	1170.42	1188.82	787.69	830.901	1124.84	789.958	846.075	827.206	924.812	895.790000000001	675.919	906.532	1261.87	1010.45	722.639	738.441	764.342	868.861	917.144	585.144	855.895	974.375000000001	980.550000000001	1136.7	843.979	1029.46	790.794	1031.02	685.608	927.244	1223.01	814.245	828.724	828.155	679.327	752.801	866.017	781.262	1617.96	659.764	899.568	647.234	1201.02	1441.93	955.182	750.218	1104.38	1055.61	1239.78	761.294	353.966	682.742	794.943	705.087	951.559	800.364	1466.2	949.882	1083.15	813.409	792.995	597.094	592.323	582.666	814.708	845.338	815.449	658.161	769.663	801.073	953.559	767.454	706.203	914.488	757.982	732.1	751.776	891.772	970.293999999999	848.992	907.184	681.256	508.529	909.487	875.629	776.78	774.769	465.025
SYF2	2208.85	2675.53	2287.72	2207.89	1814.15	2714.99	1322.56	2343.89	2878.49	3057.78	2285.41	2335.62	1893.69	1248.52	2223	2198.45	2405.3	3098.24	2758.32	2899.14	3039.83	2411.8	2441.01	2704.69	1520.02	1791.97	2480.35	1926.91	2110.24	2463.52	2484.38	1987.68	2192.87	1846.9	2157.08	2682.27	3099.72	2195.04	2458.51	2557.22	2007.25	1913.83	2056.68	1461.09	2865.45	2806.33	2709.32	2676.96	2431.19	2331.24	1608.97	2298.84	1920.49	1979.31	1990.4	2455.09	2535.88	2150.53	2388.54	1750.35	2313.91	1990.2	2154.38	2111.95	2685.36	2393.75	2328.88	2293.68	2413.96	2311.97	1967.79	1719.34	1468.51	1386.62	2415.2	2054.34	947.126	1609.79	1767	1943.96	2417.18	2440.22	2676.29	2900.21	970.319	3143.55	1965.06	1775.27	2367.24	2498.93	1563.14	1567.43	1579.73	1378.86	2007.59	1326.58	2226.69	2612.73	1793.38	2112.79	2129.64	1789.74	2702.47	2409.34	1597.17	1889.24	1547.7	1743.11	2652.53	1849.78	1490.95	2231.25	1725.02	1865.67	1936.2	2588.78	2728.31	1582.47	2588.18
PNISR	3796.12	2230.99	1994.07	1493.35	2693.76	3477.48	828.415	4595.77	7733.2	7476.52	1805.43	2097.8	2200.98	1040.81	3230.01	2785.27	3107.36	4119.37	937.853	3523.66	1705.29	2018.59	3085.36	3426.49	2854.7	1823.74	2031.64	315.327	1339.47	553.648	2587.66	4271.56	3222.45	3326.45	3446.63	2845.19	1312.59	3451.92	1707.98	2449.38	3499.49	2071.11	3524.77	1525.7	2441.82	1349.79	862.364	1913.5	3086.89	2988.27	3949.54	4790.58	3371.93	2760.37	2009.96	2717.56	3637.46	3776.12	2953.29	4062.87	3497.46	1973.39	2036.07	2255.58	2053.2	2912.5	3998.55	2723.24	3466.58	3390.61	1836.07	2207.65	3616.6	2364.44	2558.98	1401.12	2179.63	1199.75	4413.14	2908.12	1621.31	387.039	1472.57	1870.43	3832.01	3475.39	4435.8	3565.43	2535.39	4293.99	3851.83	4950.96	3152.37	2733.98	2632.38	2779.1	2133.01	2854.53	3415.58	3373.38	2172.55	2154.97	2140.15	3367.42	1717.3	3342.14	3712.6	3925.98	2408.86	3609.83	3267.51	1978.5	1827.31	779.318	2896.95	1838.25	1414.72	3781.81	983.251
PPP1R16B	610.641	363.394	318.427	209.27	744.799	533.169	28.9945	379.557	498.449	270.64	454.538	294.511	296.403	34.103	521.891	391.861	460.659	251.679	472.065	302.245	469.949	622.289	1123.18	276.948	318.536	684.885	666.827	382.719	264.964	564.807	215.337	796.43	790.924	751.461	189.7	521.223	266.62	938.498	478.992	840.368	654.087	1192.18	241.742	16.1527	293.636	483.906	352.245	828.773	545.602	346.339	1851.44	933.359	732.258	486.053	478.666	436.128	120.468	2127.14	426.877	1042.38	807.69	250.125	166.301	1480.82	1463.27	293.75	71.1962	398.935	491.228	337.425	401.495	567.771	35.3191	442.676	266.636	256.022	142.687	619.698	1232.54	758.383	573.899	536.313	206.569	386.046	543.22	202.953	356.785	386.342	547.818	2064.91	199.908	602.802	76.5415	1793.44	352.858	207.296	300.486	695.691	359.265	865.601	207.421	534.012	481.203	214.724	461.484	344.896	204.377	384.165	672.785	1009.56	388.794	903.513	577.069	432.836	823.337	198.418	474.566	871.566	480.788
CHTOP	4309.8	3082.26	3384.7	2494.72	2398.89	3515.15	2980.22	3838.56	3460.7	3282.56	2755.53	3379.79	3007.57	2625.49	2611.21	3837.6	4122.7	3452.63	3932.2	3441.8	3866.76	2619.08	3415.68	3889.13	3092.52	2792.83	2992.81	2948.6	2768.12	3035.19	2791.12	3618.36	4050.24	2756.14	3067.24	4213.48	4016.97	3442.41	3338.76	3780.64	3317.29	2828.97	2789.41	2378.85	3660.45	2684.01	3407.01	3742.28	3563.41	3279.67	2813.59	2756.03	3800.91	2617.09	3653.59	4162.34	2882.93	2352.07	3827.12	2131.35	3972.87	4258.13	2668.97	2896.97	3111.72	2778.37	2935.31	3232.06	2552.07	4807.6	2684.5	2539.8	2438.72	2856.56	3586.85	3649.3	2720.89	3474.24	3238.97	3745.98	3566.65	1440	3515.47	3701.96	2325.95	3691.67	3015.52	3100.87	3457.54	2183.48	2402.27	3033.98	3010.28	2504.42	2994.8	2637.23	4089.26	3668.61	2321.23	3194.04	2982.57	3511.09	3838.88	2853.44	2363.96	2738.27	2302.99	2841.88	3779.11	3631.1	2863.68	3851.07	3115.13	3212.15	2892.58	4113.59	3717.53	2321.93	3767.49
EPC2	613.625	462.565	249.461	428.637	1014.98	397.215	414.622	640.981	389.349	409.513	369.21	474.683	783.153	321.986	361.354	572.868	663.218	469.721	308.851	517.444	257.784	549.204	678.348	728.185	682.48	1009.39	376.318	89.0239	314.941	161.373	276.272	854.654	592.383	701.597	668.097	422.597	251.061	611.281	381.828	449.688	699.825	694.687	859.985	368.086	510.909	369.099	218.986	259.488	491.635	590.814	656.622	530.093	643.256	572.075	449.678	458.084	744.713	1537.28	653.762	681.882	721.723	382.591	729.84	801.071	495.125	507.692	1051.32	691.818	825.681	750.56	328.444	454.899	1051.06	642.168	1084.75	400	666.191	720.779	784.467	822.692	267.15	116.201	246.82	299.988	987.473	459.731	1085.79	828.419	596.165	593.884	801.776	785.289	956.768	678.533	400.056	875.796	368.537	501.428	960.37	809.421	617.792	608.706	352.309	826.857	907.42	850.611	1022.43	876.396	377.215	909.207	1001.71	410.593	403.425	189.766	615.594	384.615	202.274	1181.79	177.34
ZNF337	1472.7	826.965	928.561	881.739	550.552	1025.14	678.028	1366.58	2157.41	2370.54	744.889	742.887	686.685	596.037	2138.02	970.194	932.651	1094.08	889.109	924.021	1081.48	689.369	1305.22	922.154	1205.53	876.659	916.323	1103.87	1159.46	570.807	1143.29	1132.15	1175.89	817.904	1125.12	1290.14	1022.08	1183.69	820.105	1055.37	1042.95	884.01	767.421	1327.05	967.891000000001	711.711	880.595	1235.37	916.438	739.456	693.427	944.727	1101.02	1012.9	978.734	1429.79	746.268999999999	905.856	957.481	939.558	1341.85	856.776	582.868	652.614	681.666	689.904	754.951	960.839	733.628	1197.79	1298.18	618.905	812.953	1647.09	1592.11	815.294	1726.63	1309.11	1417.28	1079.55	955.321	1047.28	794.95	859.871	730.149	1121.4	1031.88	1253.93	884.059	997.484	999.47	1095.52	833.593	585.577	860.037	596.184	994.11	1243.96	731.567	1125.2	733.16	1010.9	921.294	558.916	1262.6	793.307	682.668	915.887	947.272	1197.9	676.56	1140.8	660.69	1068.28	977.377	770.122	1136.7	671.475	1476.62
FBXL4	277.971	186.898	104.526	83.5246	269.348	267.813	211.246	269.065	285.936	226.072	290.445	167.572	211.278	85.0361	119.089	272.093	246.12	147.163	132.454	200	145.547	176.515	328.244	306.148	265.727	208.71	155.321	101.504	121.065	99.5708	104.828	344.241	214.344	225.945	222.318	258.427	145.686	207.951	169.118	255.366	216.046	159.926	218.844	521.292	201.818	104.614	151.083	139.453	219.104	179.354	275.403	192.899	272.488	196.849	184.437	222.888	180.514	684.329	247.717	274.802	309.881	244.923	183.872	226.137	224.476	193.75	294.543	233.159	252.706	190.678	80.5292	245.864	367.66	203.218	209.76	147.899	350.377	156.8	286.765	186.036	109.314	12.514	114.676	168.713	330.331	159.005	284.056	191.904	205.832	257.511	194.704	247.986	328.49	278.484	345.554	306.022	191.339	207.976	261.35	264.477	219.043	169.759	216.434	278.119	178.799	245.566	477.243	292.965	194.937	350.429	360.437	233.875	298.763	204.691	242.639	186.197	133.453	341.962	124.138
HBP1	1398.49	2025.33	802.85	1263.02	1996.08	1241.94	733.781	1483.09	1411.56	933.244	1067.94	1430.65	1808.96	1151.51	1292.28	1396.07	1348.26	1166.16	989.429	1004.35	1036.5	2346.55	2031.34	1395.95	1792.87	1522.12	1178.33	468.166	1093.14	689.554	1196.35	1999.95	1537.38	1308.36	1588.35	1196.49	896.867	1531.21	1259.49	1424.49	1425.35	2037.75	1994.51	1610.75	1519.93	1393.13	879.475	828.844	1595.03	1548.5	1902.59	1344.8	1376.45	946.252	1521.21	1285.75	1788.13	2340.86	1589.41	1985.03	1429.28	1154.68	1474.12	1772.24	1772.07	1663.23	2378.84	1802.62	2119.14	1424.39	1081.02	1124.38	1260.9	2109.63	3107.05	1039.75	1658.4	1471.44	1623.64	1433.49	1133.6	351.053	847.883	1040.96	2329.01	1347.48	1976.66	1941.67	1399.74	1826.58	1527.13	1369.3	1681.75	1632.89	1488.87	2146.05	1329.14	1495.02	2003.36	1630.7	1879.33	1701.03	1084.89	1773.2	2597.35	1711.73	1786.27	1766.17	1313.34	1557.24	1822.42	1568.22	1489.1	869.083	1142.75	1083.3	1018.23	2367.75	718.168
AKAP8L	2223.77	1838.82	2484.91	1461.22	1231.07	2167.9	1561.98	2216.84	2236.3	2860.13	1875.17	1846.13	1527.23	1764.94	2582.02	1361.24	1790	1968.38	3787.19	2162.35	3108.62	2093.81	1717.56	1643.89	1580.57	1302.13	2275.65	3130.81	2323.07	2913.3	4055.25	1276.67	1797.41	1500.58	1688.7	2209.11	2598.3	2110.43	2107.14	2741.37	1594.87	1414.49	1422.67	1757.71	1967.73	2365.88	3143.04	2577.23	2010.79	1905.23	1560.62	1591.04	2041.13	1491.41	1756.32	2783.77	1689.95	1196.34	1723.8	1179.79	1912.47	1839.72	1601.82	1599.91	2255.08	1920.19	1494.4	1937.24	1477.04	2055.86	2206.5	1241.6	1078.3	1428.62	1005.57	1704.2	1322.55	1577.64	1561.58	1847.96	2462.35	6414.3	2929.94	2529.72	1305.05	2165.33	1391.12	1313.88	1988.99	1537.02	1679.17	1728.2	1503.19	1395.33	2260.99	1526.64	2295.18	2253.91	1373.38	1749.78	1562.36	1369.71	2679.91	1631.22	1065.72	1444.62	1332.95	1532.91	2272.15	1591.25	1330.03	2372.84	1414.37	1633.26	1512.54	2171.82	3040.1	1196.87	5461.08
TAF5L	693.188	443.147	511.853	557.595	574.757	583.129	486.694	718.993999999999	633.919	618.145	515.253	624.616	475.027	965.957	535.902	914.729	694.074	465.517	327.684	584.801	485.88	451.758	737.335	651.534	890.352	867.976	617.929	162.24	414.464	311.588	361.477	683.808	948.947	526.295	630.329	642.322	379.774	689.772	508.929	537.693	700.197	728.787	585.21	1024.47	623.636	447.425	269.064	434.245	602.267	653.388	536.79	604.519	739.428	837.003	768.186	597.472	558.912	624.327	774.968999999999	603.633	783.299	789.995	786.947	529.438	496.599	404.327	397.904	593.425	547.592	861.789	335.922	738.615	505.957	1145.13	865.431	627.451	953.785	739.708999999999	772.518	776.298	587.284	136.76	347.826	468.214	533.983	530.345	543.411	1069.09	689.66	741.953	258.38	677.058	592.488	480.93	578.733	529.531	483.871	577.305	546.627	649.957	680.822	613.071	553.169	644.172	838.869	506.504	535.091	579.683	548.734	902.662	683.635	609.334	586.109	468.017	700.109	591.661	438.659	681.543	229.557
R3HCC1L	637.494	485.797	338.901	392.841	379.473	423.423	623.382	544.499	464.84	224.134	372.081	394.362	453.815	204.175	269.702	369.767	430.529	278.109	431.889	326.079	471.397	423.55	614.504	464.469	478.644	621.349	413.231	465.919	439.453	257.511	328.944	507.862	496.353	378.263	462.089	512.484	536.775	569.147	412.29	508.697	477.829	360.56	433.183	243.759	479.546	425.966	398.079	444.837	507.825	412.187	618.08	356.939	464.41	410.586	474.681	529.607	388.595	357.857	516.267	355.845	548.589	415.808	447.129	515.165	470.565	469.712	561.619	487.374	390.817	402.386	327.869	339.64	450.213	377.646	519.167	435.854	827.586	466.827	507.353	410.657	419.409	378.994	399.468	421.539	421.38	356.526	444.266	379.375	463.921	292.382	481.555	470.753	575.833	521.129	457.93	405.327	471.498	543.937	462.7	494.814	461.779	449.133	410.312	515.337	402.12	431.218	610.674	468.494	556.329	509.963	505.979	501.311	476.689	463.753	392.039	511.143	393.776	531.985	543.842
PRPF19	4947.79	4237.29	6213.9	4933	3917.34	5058.15	5701.98	4317.47	2996.38	3807.7	5289.95	4847.31	4082.94	2104.64	3677.17	4004.26	5632.45	5046.2	7508.47	4237.65	6094.86	4344.05	4111.38	5196.76	3363.96	4070.71	5231.06	8762.61	5110.15	8234.33	5514.07	3929.88	5045.38	4008.18	4367.38	5399.5	6451.2	4638.12	5689.6	4779.72	4636.62	3543.48	3753.38	2544.79	5358.64	4356.76	6464.33	6375.99	5211.01	5211.46	2075.68	3163.85	4167.04	3926.16	4404.75	5766.13	3564.2	3320.72	5033.89	2997.21	5117.63	6723.76	4132.41	3793.49	4520.47	3465.87	3106.98	4803.29	3828.67	4997.82	4586.71	4299.72	2852.34	2800	2961.67	6179.27	3003.73	4674.35	3485.75	4423.06	6479.09	7377.88	5995.82	6076.09	2501.45	4971.12	3429.59	3538.51	5573.45	2729.08	3512.63	3322.94	2880.23	2321.35	4393.31	3722.64	7180.29	5060.9	3210.56	3935.18	5111.31	4219.72	6077.87	3232.79	3349.82	3264.88	3252.02	3321.93	6311.39	4405.05	3645.71	5713.16	3640.34	4070.36	4617.23	6589.5	6901.26	2643.66	8825.62
DEXI	959.721	813.129	1279.63	746.214	1084.88	1075.35	1559.9	902.722	733.195000000001	743.454	644.066	979.605000000001	762.499	816.258	980.151999999999	787.209	864.688	969.476	2136.22	951.986	1506.88	978.31	882.373	842.706	848.307	571.136	1262.7	2060.03	1916.36	2503.86	1208.37	696.558	895.462000000001	629.918	830.043	989.388	1475.25	766.225	1287.82	998.064	708.005	736.188	711.712	728.83	926.364	1239.81	1553.27	1310.68	976.794	908.049	517.169	907.538	991.669	628.28	849.715	1091.82	624.245	664.02	728.759	685.142	754.11	1140.97	719.172	576.271	848.785	823.558	574.268	895.497	765.957	769.721	1538.68	693.602	616.17	523.285	534.638	1104.2	431.233	1625.86	626.838	780.432	1282.77	813.408	1439.15	1337.55	836.163	1055.26	587.666	582.363	1019.2	662.554	526.251	638.879	553.154	528.878	546.706	685.292	1279.72	1092.9	570.922	705.272	664.283	686.795	1263.69	601.568	766.078	677.178	498.526	670.883	1184.81	609.229	552.101	1205.03	555.661	689.765	700.109	1154.57	1591.26	555.787	1936.95
ZCCHC4	173.048	216.025	149.246	296.925	246.047	202.293	247.696	209.839	255.429	384.322	98.4559	158.438	194.253	206.39	217.747	296.124	194.573	251.679	79.096	226.943	132.513	222.673	245.316	205.772	168.181	307.43	160.115	48.2559	151.224	72.9614	207.075	214.195	201.378	228.282	200.858	199.75	82.0368	201.835	176.471	181.096	249.884	220.724	252.628	126.285	193.182	164.163	61.9612	75.0221	178.629	200.091	142.957	280.235	244.648	204.765	209.077	172.987	361.405	320.933	243.172	211.924	239.508	189.695	284.28	245.763	187.637	201.923	294.181	184.536	225.457	217.317	192.695	212.786	262.979	197.121	166.989	184.874	351.962	144.656	237.592	183.739	114.334	33.0726	102.525	123.01	211.57	205.916	215.786	216.605	168.505	221.03	209.398	228.721	227.144	188.4	121.927	247.25	169.686	171.866	207.608	191.011	203.844	223.596	160.58	270.961	209.894	212.061	309.157	210.822	143.038	226.62	255.552	131.62	157.469	102.345	198.473	145.219	91.5619	180.105	53.202
SETD2	2349.08	1880.08	1231.14	1102.8	2114.56	2292.38	1025.99	2459.48	1793.17	2104.41	1395.2	1630.36	2097.99	796.77	1647.4	1980.62	1821.22	2169.01	987.445	2293.96	1228.1	1696.76	2450.03	2400.36	1963.69	2690.35	1750.72	497.535	979.722	528.755	1231.09	3031.45	2556.73	2594.47	2176.54	1953.81	1111.03	2030.24	1498.42	1687.35	2429.68	2132.43	2625	1069.51	1898.64	1232.83	791.066	1256.84	1824.07	2201	2140.15	1894.06	2427.92	1917.56	1447.23	1870.59	1214.12	3295.18	2525.66	1544.01	2642.19	1447.12	2195.48	2194.92	1653.85	1972.12	3093.6	2250.42	2422.92	2273.65	1240.72	1746.96	2481.28	1610.84	2710.5	1384.31	2218.31	1424.41	2593.75	1969.68	1263.25	209.162	1217.39	1461.53	2317.15	2033.48	2895.45	2295.57	2134.04	1678.11	2766.88	2661.3	3593.55	2262.74	763.029	1518.24	1804.68	1948.58	2785.41	2781.33	2087.17	2204.44	1544.58	2305.04	1257.95	2409.14	1797.64	2597.33	1726.58	2922.34	3407.24	1796.54	1470.98	807.036	2077.97	1903.67	1125.67	3102.25	652.217
SCAPER	297.862	581.847	140.086	359.339	805.27	318.591	291.188	422.544	199.069	157.604	293.317	412.631	548.988	435.81	137.77	388.76	339.051	127.341	131.827	292.228	271.542	500.053	523.248	340.367	464.853	521.947	382.071	135.616	257.64	145.923	132.197	569.061	423.825	632.645	492.418	285.893	185.29	445.464	305.672	286.905	402.715	593.444	619.369	353.891	359.091	340.665	214.742	157.988	327.577	367.076	400.841	264.287	307.919	458.874	419.603	351.963	892.749	1328.35	418.544	416.395	387.451	289.745	706.934	1007.58	460.741	475.481	694.615	460.574	562.897	265.453	224.906	568.113	711.915	535.478	655.216	237.535	248.91	499.688	418.199	413.872	214.724	50.9497	228.593	217.819	659.782	184.683	788.014	517.445	372.203	372.318	660.34	428.721	920.624	714.856	185.981	745.512	273.531	333.676	747.609	549.697	505.588	512.186	235.768	898.773	508.834	505.321	1084.37	585.617	233.544	424.879	654.595	312.533	173.168	66.0981	348.419	263.839	247.157	904.889	122.168
HP1BP3	6598.21	3783.74	3242.46	3362.55	4055.48	6168.71	2012.63	7046.01	5169.08	4456.85	3882.44	3943.62	4510.52	1127.17	3504.38	4992.25	5570.02	4616.12	3022.6	5930.22	4229.54	3093.49	6765.09	6717.01	4099.25	3892.4	3428.57	1812.93	2738.4	2492.7	3077.2	8699.96	6493.92	4767.04	5600.29	5404.49	3698.02	5233.44	4043.07	4248.13	6238.55	3457.84	5585.96	2364.17	5337.27	2223.71	3163.41	4509.27	5192.66	5825.19	4234.76	4662.24	5957.61	5544.22	4462.72	4956.09	2850.83	3958.58	6812.99	4802.52	7352.78	3907.55	3369.94	3336.31	3167.23	2917.79	4409.47	5829.34	6599.48	6074.58	2826	3821.63	5366.38	3082.47	3863.04	3164.15	2242.41	2957.41	5941.64	4894.81	3466.26	1024.36	3302.07	4222.2	5642.89	4955.81	6816.65	5375.86	5251.73	3261.27	3900.81	6096.67	4024.1	3131.13	2312.68	3870.87	4389.75	5072.33	5407.74	5822.39	4308	4224.57	4471.54	3622.02	3481.98	5117.86	4281	5806.51	4795.57	7789.08	6748.55	4446.25	3633.68	2462.69	4288.44	3909.42	3995.21	4290.79	3515.27
COPS4	1242.17	1355.1	608.836	1340.06	1242.72	1220.31	821.787	1139.95	847.466	343.629	1004.66	1209.54	1103.56	1707.81	344.425	1669.38	1646.97	562.224	964.218	711.572	1496.02	1085.16	1836.92	1062.62	1499.17	985.482	1205.66	843.646999999999	1495.43	1080.69	462.174	1307.27	1436.79	1174.91	1069.81	1212.86	1304.1	1207.61	1307.77	1459.45	1224.51	1111.82	1114.86	1131.18	1290.45	1055.79	1283.36	931.156	1297.36	1221.28	620.883	828.555	1274.28	876.057	1363.17	1223.22	941.088	915.105	1350.33	1073.59	1291.5	1501.15	1236.9	1165.48	1204.9	968.269	956.993	1179.96	937.662999999999	901.981	1185.5	1627.95	779.574	1030.99	1141.62	1212.32	974.396	945.799	1048.25	1294.44	1197.43	325.363	994.873999999999	1076.46	829.125	851.811	948.224	1084.29	1259.52	1650.75	956.068999999999	870.753	819.986	1157.04	1118.13	1316.44	1076.45	1198.49	987.609999999999	1000.86	1075.99	1286.77	1345.86	1082.48	1059.36	905.4	1123.12	919.497	1450	1240.55	1027.33	1345.57	821.123000000001	730.277	1357.69	1219.99	1423.1	825.151	1021.67
