TCGA-2J-AAB1-01	TCGA-2J-AAB4-01	TCGA-2J-AAB6-01	TCGA-2J-AAB8-01	TCGA-2J-AAB9-01	TCGA-2J-AABA-01	TCGA-2J-AABE-01	TCGA-2J-AABF-01	TCGA-2J-AABH-01	TCGA-2J-AABI-01	TCGA-2J-AABK-01	TCGA-2J-AABO-01	TCGA-2J-AABP-01	TCGA-2J-AABR-01	TCGA-2J-AABT-01	TCGA-2J-AABU-01	TCGA-2J-AABV-01	TCGA-2L-AAQA-01	TCGA-2L-AAQE-01	TCGA-2L-AAQI-01	TCGA-2L-AAQJ-01	TCGA-2L-AAQL-01	TCGA-2L-AAQM-01	TCGA-3A-A9I5-01	TCGA-3A-A9I7-01	TCGA-3A-A9I9-01	TCGA-3A-A9IB-01	TCGA-3A-A9IC-01	TCGA-3A-A9IH-01	TCGA-3A-A9IJ-01	TCGA-3A-A9IL-01	TCGA-3A-A9IN-01	TCGA-3A-A9IO-01	TCGA-3A-A9IR-01	TCGA-3A-A9IS-01	TCGA-3A-A9IU-01	TCGA-3A-A9IV-01	TCGA-3A-A9IX-01	TCGA-3A-A9IZ-01	TCGA-3A-A9J0-01	TCGA-3E-AAAY-01	TCGA-3E-AAAZ-01	TCGA-F2-6879-01	TCGA-F2-6880-01	TCGA-F2-7273-01	TCGA-F2-7276-01	TCGA-F2-A44G-01	TCGA-F2-A44H-01	TCGA-F2-A7TX-01	TCGA-F2-A8YN-01	TCGA-FB-A4P5-01	TCGA-FB-A4P6-01	TCGA-FB-A545-01	TCGA-FB-A5VM-01	TCGA-FB-A78T-01	TCGA-FB-A7DR-01	TCGA-FB-AAPP-01	TCGA-FB-AAPQ-01	TCGA-FB-AAPS-01	TCGA-FB-AAPU-01	TCGA-FB-AAPY-01	TCGA-FB-AAPZ-01	TCGA-FB-AAQ0-01	TCGA-FB-AAQ1-01	TCGA-FB-AAQ2-01	TCGA-FB-AAQ3-01	TCGA-FB-AAQ6-01	TCGA-H6-8124-01	TCGA-H6-A45N-01	TCGA-H8-A6C1-01	TCGA-HV-A5A3-01	TCGA-HV-A5A4-01	TCGA-HV-A5A5-01	TCGA-HV-A5A6-01	TCGA-HV-A7OL-01	TCGA-HV-A7OP-01	TCGA-HV-AA8V-01	TCGA-HV-AA8X-01	TCGA-HZ-7289-01	TCGA-HZ-7918-01	TCGA-HZ-7919-01	TCGA-HZ-7920-01	TCGA-HZ-7922-01	TCGA-HZ-7923-01	TCGA-HZ-7924-01	TCGA-HZ-7925-01	TCGA-HZ-7926-01	TCGA-HZ-8001-01	TCGA-HZ-8002-01	TCGA-HZ-8003-01	TCGA-HZ-8005-01	TCGA-HZ-8315-01	TCGA-HZ-8317-01	TCGA-HZ-8519-01	TCGA-HZ-8636-01	TCGA-HZ-8637-01	TCGA-HZ-8638-01	TCGA-HZ-A49G-01	TCGA-HZ-A49H-01	TCGA-HZ-A49I-01	TCGA-HZ-A4BH-01	TCGA-HZ-A4BK-01	TCGA-HZ-A77O-01	TCGA-HZ-A77P-01	TCGA-HZ-A77Q-01	TCGA-HZ-A8P0-01	TCGA-HZ-A8P1-01	TCGA-HZ-A9TJ-01	TCGA-IB-7644-01	TCGA-IB-7645-01	TCGA-IB-7646-01	TCGA-IB-7647-01	TCGA-IB-7649-01	TCGA-IB-7651-01	TCGA-IB-7652-01	TCGA-IB-7885-01	TCGA-IB-7886-01	TCGA-IB-7887-01	TCGA-IB-7888-01	TCGA-IB-7889-01	TCGA-IB-7890-01	TCGA-IB-7891-01	TCGA-IB-7893-01	TCGA-IB-7897-01	TCGA-IB-8126-01	TCGA-IB-8127-01	TCGA-IB-A5SO-01	TCGA-IB-A5SP-01	TCGA-IB-A5SQ-01	TCGA-IB-A5SS-01	TCGA-IB-A5ST-01	TCGA-IB-A6UF-01	TCGA-IB-A6UG-01	TCGA-IB-A7LX-01	TCGA-IB-A7M4-01	TCGA-IB-AAUM-01	TCGA-IB-AAUN-01	TCGA-IB-AAUO-01	TCGA-IB-AAUP-01	TCGA-IB-AAUQ-01	TCGA-IB-AAUR-01	TCGA-IB-AAUS-01	TCGA-IB-AAUT-01	TCGA-IB-AAUU-01	TCGA-IB-AAUV-01	TCGA-IB-AAUW-01	TCGA-L1-A7W4-01	TCGA-LB-A7SX-01	TCGA-LB-A8F3-01	TCGA-LB-A9Q5-01	TCGA-M8-A5N4-01	TCGA-OE-A75W-01	TCGA-PZ-A5RE-01	TCGA-Q3-A5QY-01	TCGA-Q3-AA2A-01	TCGA-RB-A7B8-01	TCGA-RB-AA9M-01	TCGA-RL-AAAS-01	TCGA-S4-A8RM-01	TCGA-S4-A8RO-01	TCGA-S4-A8RP-01	TCGA-US-A774-01	TCGA-US-A776-01	TCGA-US-A779-01	TCGA-US-A77E-01	TCGA-US-A77G-01	TCGA-US-A77J-01	TCGA-XD-AAUG-01	TCGA-XD-AAUH-01	TCGA-XD-AAUI-01	TCGA-XD-AAUL-01	TCGA-XN-A8T3-01	TCGA-XN-A8T5-01	TCGA-YB-A89D-01	TCGA-YH-A8SY-01	TCGA-YY-A8LH-01	TCGA-Z5-AAPL-01
PYROXD1	381.707	246.612	344.953	391.549	388.81	523.952	311.201	446.755	378.889	482.863	461.677	406.747	96.2809	438.639	318.98	214.039	589.528	339.855	241.965	398.948	353.807	648.985	805.543	531.591	534.653	305.994	200.141	266.449	257.179	459.859	538.698	480.947	632.722	539.458	669.614	440.642	459.127	282.475	332.208	248.397	414.91	274.66	233.754	533.292	307.707	462.173	359.134	360.045	554.784	215.055	334.752	351.928	400.235	371.951	512.389	475.668	540.532	227.286	251.49	413.257	257.378	392.658	481.195	281.219	396.091	790.179	326.263	292.563	446.524	467.656	364.632	604.471	414.229	432.837	319.55	264.382	218.094	285.196	149.801	358.515	303.074	365.394	671.709	347.131	527.12	193.815	672.205	369.223	307.961	501.925	186.499	403.942	574.156	349.998	955.238999999999	321.242	539.149	328.058	508.08	359.4	180.749	352.257	393.409	311.139	266.293	359.862	568.832	698.896	291.433	303.958	333.655	295.849	387.563	387.092	370.167	440.654	1812.41	388.701	384.86	585.163	373.668	392.182	268.456	422.396	490.61	579.11	261.348	174.819	421.734	317.59	249.401	273.64	322.703	434.522	252.052	345.943	521.951	302.45	274.614	237.347	232.02	289.167	288.935	260.226	293.06	491.958	148.961	276.141	498.34	356.264	323.228	348.878	212.284	420.557	603.288	379.916	532.502	451.452	499.039	357.016	430.831	372.51	363.91	586.862	393.55	303.067	394.507	294.209	419.938	272.788	312.154	334.763	308.468	254.409	315.292	315.63	525.578
THOC7	718.049	712.121	1508.77	814.101	918.542	832.942	652.998	754.496	861.498	536.284	960.876999999999	766.827	1027.35	865.182	713.392	660.48	1296.06	850.593	839.666	725.377	522.772	966.385	588.131	996.399	677.092	860.057	619.571	641.975	830.123	993.217	828.419	450.346	481.055	690.946	707.86	955.184	386.137	706.074	774.721	1073.14	789.858999999999	973.074	841.873	931.573999999999	627.279	726.39	905.077	606.264	686.895	793.124	707.463	617.847	678.274	929.056	945.901000000001	650.325	768.562	519.618	945.517	684.462	900.867	897.176	1142.12	921.809	1284.32	2349.63	523.005	1168.19	631.333	699.891999999999	659.526	848.469	692.086	1290.69	1192.85	1196.12	720.175	472.877	963.408	788.548	833.003	873.149	656.531	655.07	694.763	572.011	633.775	1172.19	808.556	709.491	778.353	751.231	956.799	708.389	728.48	650.016	817.333	628.009	977.002000000001	772.383	663.307	560.752	1058.42	872.316	710.341	865.047	638.323	1301.88	691.411	614.553	1232.49	617.878	1026.55	505.295	629.473	645.129	754.931	671.63	869.015	1161.93	716.907	793.824	1192.65	679.075000000001	824.762	601.956	820.225	776.193	682.288	853.971	666.667	1131.84	897.514	729.682	1226.98	837.276	999.999999999999	696.005	640.192	1016.58	580.703	724.155	679.426	594.376	861.698	799.449	1026.17	613.244	845.178	897.008	689.833	916.087	886.441	807.863	1102.38	1046	772.103	1055.73	832.432	1067.08	747.485	679.158	1070.06	1122.96	758.515	768.599	943.362	797.973	749.089	1027.74	783.784	871.835	688.319	721.994	793.808	687.907	727.635
RUFY1	1202.93	1449.07	1016.37	1487.19	1506.97	1219.98	1571.14	1219.46	1304.01	1801.52	1251.5	1125.8	947.396	1101.42	1050.69	2548.03	1103.94	857.028	2614.46	1359.9	1283.17	1567.3	1256.38	1569.63	1203.72	1284.42	1297.99	1435.06	1656.76	1231.01	1532.98	1174.94	1397.13	954.656	1147.66	1798.33	674.056	1203.88	889.963	1693.16	1386.15	1099.48	1506.48	1060.45	1187.49	1263.56	1262.69	1400.45	1438.43	1478.61	1217.36	1164.17	876.609	829.943	1262.17	1035.69	1059.29	1224.11	1522.07	1270.18	1541.17	1158.58	1180.02	2063.45	1543.51	1166.18	1412.21	1480.84	1289.17	1339.98	1056.64	1480.39	1236.28	880.086	1614.29	887.64	1546.07	1546.57	719.812	1279.35	1183.16	1144.56	748.608	1074.55	949.376999999999	1259.49	1146.61	1578.32	1273.44	895.647999999999	1318.67	932.98	1126.55	1175.55	1525.82	1163.3	1205.12	1379.65	1082.85	1188.83	1372.21	1544.36	1778.06	1164.11	1215.63	1257.34	1776.65	1295	1375.77	1107.69	1108.12	1119.97	1154.53	1428.18	1999.73	1460.1	1370.1	1428.75	897.083	1611.87	1246.26	1164.36	1087.71	1104.81	1004.54	1531.57	1109.65	1489.95	1299.88	1742.86	1246.83	1879.16	1091.83	1133.33	1060.61	1374.19	1439.57	1518.92	1263.22	1184.95	1228.13	1208.23	1268.54	1276.95	1326.71	1058.2	1479.01	1094.28	1612.69	1258.73	1300.98	1312.31	1418.72	1448.2	1360.49	1395.46	1587.12	1822.08	819.958	1258.2	1602.96	1172.21	814.307	943.61	1017.9	1349.61	1406.82	1447.3	1357.11	1237.74	1649.06	1397.68	1272.35	1353.03	1052.57	1315.84	1403.99
ITPKC	1866.34	1957.07	4111.11	1174.15	1352.63	1731.64	1376.29	1607.16	1802.7	2379.9	1336.63	4392.63	1197.26	2066.79	1398	1907.21	2303.94	3831.09	1544.02	1255.93	1739.11	3704.48	729.97	1738.9	1014.79	1132.58	2041.32	2058.27	1807.38	879.904	738.875	1123.56	341.394	551.173	366.197	3811.95	486.6	1345.18	1417.1	1194.09	1851.29	1172.03	1742.64	856.705	1616.23	1337.24	2238.96	1052.57	1907.21	1259.73	1642.27	1203.68	2142.32	3945.23	1696.63	1198.95	712.919	1304.88	1340	2048.13	2079.63	2698.04	1934.33	1815.14	1490.46	1206.73	1798.12	2536.58	1941.54	1209.59	3373.94	1311.66	1218.95	1960.39	4089.96	1996.94	1207.57	1071.97	1266.6	1239.26	1987.64	1289.04	1313.49	1445.33	726.434	1402.26	1801.61	1070.35	1114.44	981.122	1652.44	1243.85	1200.46	1184.52	1000.09	907.461	817.017	1436.54	2770.85	2986.66	1821.93	1689.01	1644.1	1215.49	2159.81	720.096	1134.13	3317.98	1086.81	2046.99	1796.95	1494.51	1027.91	1191.69	1007.95	938.491000000001	2374.04	1688.36	1262.52	1198.19	935.719	1324.76	752.999	1603.18	681.355	2202.42	2058.12	1313.79	1369.97	669.513	1610.31	4696.95	1745.64	2344.72	1381.18	787.097	1702.08	1968.49	703.111	1585.46	1690.26	2208.72	1363.64	3423.52	2147.83	1392.84	1433.3	1297.92	1922.34	993.834	2703.04	3575.47	4306.04	2493.79	3175.92	1173.84	1698.28	1269.02	1286.07	2146.25	1202.75	1035.79	1235.18	1500.3	1493.01	2230.94	2227.77	3180.41	2690.79	1956.41	3304.37	1997.36	1068.53	2496.4	1857.48	2592.44	1280.91
EEPD1	1104.88	1012.21	435.088	737.015	1011.79	542.978	784.955	651.723	743.467	231.495	1053.74	1345.35	546.028	959.184	729.036	733.625	829.921	1049.27	1010.66	652.013	2098.51	1467.69	435.608	858.944	694.844	717.28	538.144	912.593000000001	582.712	237.798	602.682	464.781	117.419	1421.83	291.686	398.945	307.002	790.199	856.506	924.214	1106.78	934.181	855.124	530.224	1088.22	702.277	527.594	498.881	1167.99	808.574	528.782	788.828	1003.03	315.076	1302.54	677.688	1075.99	1344.37	760	1036.64	898.158	1012.31	453.534	1241.57	847.371	780.958	839.437	693.254	777.085	777.478	858.085	586.781	741.19	1400.43	617.375	548.519	972.357	1088.39	164.663	681.8	871.821	416.517	664.668	420.477	658.354	887.669	1394.55	799.182	712.656	468.799	1164.3	748.58	483.242	342.199	603.338	269.613	420.37	779.54	416.736	946.225000000001	729.062	961.909	752.298	511.503	481.786	605.732	880.24	1318.49	527.914	1224.53	891.371	801.62	924.438	704.86	996.554	540.404	809.178	752.212	526.142	814.998	702.046	531.789	581.334	350.199	416.498	1115.59	776.831	1149.31	733.263	659.266	366.973	623.497	708.027	355.887	344.915	444.444	1232.71	413.176	592.233	686.862	473.399	558.55	1106.46	1342.57	626.501	1131.73	101.25	476.4	2156.35	517.013	911.544999999999	1154.42	1448.82	424.939	661.139	871.565	923.605	839.228	1858.63	596.07	723.663	765.474	141.597	1607.61	808.297	1445.92	1308.16	540.54	637.689	812.779	551.767	1052.74	553.039	683.453	541.472	2186.31	218.234
EGFL8	187.18	143.615	110.526	343.605	225.059	268.953	138.277	165.252	110.118	141.727	282.24	235.192	172.183	126.271	201.565	121.758	533.087	95.4836	137.488	119.35	132.401	316.029	293.056	523.289	165.41	278.374	221.292	189.96	187.784	1456.93	236.542	512.246	103.603	154.463	89.5684	102.689	77.7775	181.901	144.937	113.219	336.923	144.802	32.6649	66.4376	66.7971	67.4514	122.064	154.295	56.4204	148.252	205.716	177.146	198.161	270.167	370.175	184.052	89.9809	84.162	389.503	159.856	353.169	191.817	211.349	182.883	143.811	402.689	209.831	43.8154	194.895	247.543	127.646	185.234	194.5	189.732	266.118	1372.28	183.584	54.7352	6.6911	14.1881	45.0408	148.642	46.3255	176.75	65.6459	98.2334	55.1575	135.718	112.275	74.5988	44.0362	120.011	152.231	120.837	47.7183	116.548	99.9146	168.091	286.179	261.686	191.111	121.904	116.686	223.673	226.957	209.007	231.761	163.654	30.2883	47.8711	73.3807	33.8212	46.7801	43.3098	51.6512	81.4903	43.465	45.0241	51.8602	90.0659	17.423	63.6989	18.1484	131.062	134.7	57.1107	218.539	86.9905	91.2511	21.7554	320.446	99.7499	197.845	161.136	142.982	275.72	157.33	224.384	115.683	236.486	227.16	201.156	208.044	93.3958	223.76	199.721	186.034	138.161	275.853	130.395	142.476	396.971	92.9773	142.054	513.735	323.781	164.974	290.15	178.998	226.597	287.094	93.1663	213.141	193.433	192.948	99.2834	224.89	389.973	210.26	334.329	187.26	311.529	716.429999999999	124.414	177.605	206.478	156.279
CSRNP2	713.659	502.525	745.029	645.828	757.771	864.255	668.414	708.426	544.425	488.026	690.026000000001	854.968000000001	655.971	672.232	750.313	451.965	337.008	554.595	671.918	537.838	643.069	369.348	1188.72	762.305	737.109	675.354	792.905	627.654	578.453	548.477	1095.98	995.958	868.486	800.078999999999	1207.18	632.689	1242.6	847.371	631.227	414.048	662.116	731.862	638.693	500.767	855.888	1083.05	619.757	677.852	841.249	371.841	630.47	643.052	401.211	492.436	773.200000000001	787.138999999999	507.042	526.798	821.379	524.141	639.762	719.044	642.999	441.669	322.941	563.942	506.103	513.247	681.216	478.448	765.424	631.381	627.383	684.689	388.17	177.732	824.442	312.081	297.961	772.597	737.146	978.767	805.567	791.915	565.586	903.044	842.912	541.104	932.62	782.381	827.512	919.727	711.61	808.834	760.64	695.165	683.536	692.013	643.946	740.476	659.467	693.346	407.979	787.96	876.616	707.463	549.102	638.625	726.687	833.264	972.589	860.167	664.398	859.081999999999	575.404	508.517	574.863	446.702	689.598	409.971	755.34	818.268999999999	975.262	999.999999999999	690.275	1070.78	757.071	631.514	760.712	880.918	732.197	792.14	572.219	611.207	536.14	563.441	476.672	714.697	612.033	575.255	772.768	613.915	623.804	620.793	1015.74	621.313	511.375	490.317	450.761	529.801	775.991	517.378	544.646	630.76	937.275	698.925	776.395	544.48	803.742	466.467	664.902	640	484.566	475.08	732.751	649.019	594.397	1086.49	717.335	721.644	649.064	805.907	732.419	658.273	672.313	573.696	671.795
ABHD17A	639.512	582.913	464.327	417.391	623.794	577.423	792.971	507.486	739.111	649.129	558.47	432.692	795.371	574.521	690.238	406.113	1028.35	651.116	761.353	617.032	903.465	1325.38	1665.28	675.87	781.065	975.637	724.378	749.136	784.435	1317.2	1027.35	1400.69	543.127	908.179000000001	722.399	442.882	704.925	476.978	310.781	628.994	719.161	689.604	200.825	875.115	359.281	279.638	491.17	661.074	472.735	642.224	680.588	471.39	624.527	1474.18	741.157	860.107	542.514	796.029999999999	1147.59	659.306	697.725	401.883	669.051	613.54	422.522	500.865	762.441	282.986	610.288	787.177	565.308	715.207	596.765	428.801	1271.1	1837.59	828.322	759.888	807.631999999999	167.689	160.818	191.491	177.302	321.736	320.698	247.568	292.791	373.824	170.054	190.876	461.406	213.934	348.668	547.571	364.939	403.458	434.288	521.335	749.238	686.563	394.528	801.35	641.585	773.39	722.679	846.429	464.671	601.968	444.785	200	96.4467	179.561	213.751	289.709	340.048	355.459	160.479	446.702	210.787	245.571	241.36	221.722	142.429	152.15	393.855	437.739	776.443	1018.85	871.976	503.274	754.915	632.652	599.059	558.857	790.261000000001	647.312	664.418	742.734	622.152	620.536	982.417	858.893	697.966	483.17	905.176	592.214	363.132	507.016	1068.02	745.376	585.87	1383.81	807.279	1230.14	904.11	916.368	588.841	817.256	484.408	805.35	625.728	513.684	631.553	973.838	767.249	505.705	891.596	681.081	457.574	503.219	693.555	523.734	738.975	760.021	662.383	846.213	601.709
SOX7	194.634	140.151	356.14	387.309	243.301	186.629	273.162	192.079	82.7526	957.91	267.317	189.103	240.4	350.649	246.558	289.301	462.992	657.985	140.871	186.567	392.079	231.195	489.614	72.3109	213.44	213.031	395.848	325.462	471.203	50.2194	204.29	290.993	103.463	45.4434	44.0709	148.067	25.7556	340.582	121.19	144.706	733.881	378.085	597.818	176.042	318.031	404.374	573.951	245.112	559.367	387.451	211.367	282.016	570.78	713.098999999999	183.521	326.531	33.3855	59.2311	251.724	40.9251	265.981	319.059	842.530000000001	190.402	227.082	167.891	303.286	175.834	265.004	179.375	1102.58	229.984	216.441	121.826	214.43	204.29	157.129	325.598	12.5457	101.084	401.909	267.257	236.54	286.614	167.83	322.008	195.497	323.178	254.446	159.182	203.023	229.458	437.935	296.854	160.447	112.712	168.275	349.015	263.89	211.25	417.087	283.028	226.409	276.074	505.024	615.706	70.3653	139.753	740.212	530.686	292.716	261.887	198.557	180.44	388.02	270.508	216.237	228.081	235.999	236.728	158.345	176.657	92.931	428.67	442.572	243.735	278.574	1024.94	199.001	429.263	264.744	177.316	375.115	94.597	182.095	167.785	406.082	438.262	150.914	163.903	646.979	453.699	289.474	287.022	262.6	365.317	295.632	1071.55	79.6904	234.072	480.758	75.3823	357.462	320.167	393.655	144.564	255.794	238.703	120.474	209.789	116.707	181.895	42.4302	516.895	167.686	493.838	138.855	517.568	448.725	1050.54	411.451	158.228	706.794	507.194	581.197	954.691	431.339
RTL6	752.195	740.741	508.772	674.971	794.212	999.53	934.793	885.621	631.533	448.476	719.26	689.904	1304.58	1194.81	1107.63	937.773	606.299	1004.22	946.709999999999	919.232	906.435999999999	557.58	467.656	527.011	955.621	612.465	869.092	946.667	1015.2	1278.89	993.031	976.328	924.867	2157.87	1974.56	503.515	1101.73	1314.55	1048.33	1495.64	765.48	1229.62	731.743	981.896	1205.59	1240.46	671.634	615.212	875.988999999999	651.494	852.733	938.691999999999	838.759	544.079	711.194	1087.68	911.146	681.157	757.241	462.19	568.256	771.18	352.288	509.618	738.483	419.014	642.254	1404.22	789.556	900.862	684.443	944.653	850.953	712.527	277.264	583.248	1060.62	1299.76	690.016	1254.81	975.996	1456.71	1903.64	1057.32	1283.54	1346.41	1227.84	855.215	1284.14	1071.84	983.613999999999	973.495	1014.4	1479	892.773	863.913	1221.26	757.112	880.022	780.635	730.981	847.637	773.334	1511.5	995.3	1111.06	399.401	636.906	678.834	1047.4	941.623999999999	1342.92	931.926999999999	1386.64	853.962	1000.25	835.547	1353.42	1101.82	797.693	1097.65	1140.35	1054.35	1301.77	948.957	898.53	702.053	695.985	1169.01	983.015	1059.41	483.283	599.059	690.65	449.404	844.444	853.288	554.345	858.429	792.092	1253.38	879.471	833.134	700.895	1435.2	1222.96	445.584	1259.42	465.99	883.307	692.705	400.695	540.935	561.621	501.082	945.639	1047.64	699.893	873.597	980.842	771.837	1034.95	44.586	1044.87	682.096	1392.97	810.597	1152.03	1189.48	839.029	704.366	873.945	1224.08	562.693	758.178	459.045	513.39
FYTTD1	936.098	950.337	1738.01	1310.46	1346.2	1269.45	858.332	1104.63	950.348	1121.92	1028.8	1297.28	1426.62	1184.91	1465.58	1354.8	1125.98	840.539	1248.38	1227.26	1190.1	712.175	607.122	797.119	1126.37	1056.66	1693.04	1079.51	1261.06	958.106	1098.12	862.009	929.523	2454.29	982.281	1295.69	1071.98	1582.44	1371	1171.9	1021.45	1349.66	1355.12	1531.76	2283.17	1935.03	1215.78	1412.75	1437.99	1190.72	1375.7	1162.81	1071.16	1143.97	830.628	1601.19	865.241	892.056	1217.24	863.556	832.069	1426.5	802.861	1020.73	1720.34	1496.59	954.929999999999	1730.87	1298.52	1014.55	1201.47	761.419	1245.52	1600.11	754.775	473.953	1193.02	989.842000000001	685.311	2365.64	1531.33	1995.46	2293.79	1518.56	1373.57	1652.02	1925.27	1210.22	1754.72	1942.32	2131.95	1646.35	1923.79	1842.55	1898.8	1315.4	1340.82	1251.09	1464.12	1029.29	1294.46	1158.15	1267.67	1606.6	1684.49	1182.87	510.18	1370.61	1365.95	1923.91	2390.36	2254.84	1653.51	1447.46	1208.06	1277.84	1318.12	1798.37	1465.05	1177.59	2219.39	1850.97	2072.71	2156.49	1860.17	1679.98	1286.71	1039.66	1525.34	1357.62	1539.97	1257.11	1355.4	1696.32	1647.48	1258.06	1291.74	1544.98	1754.7	1108.42	1403.97	1563.94	1270.33	1008.95	1971.01	1413.68	1749.44	1340.14	777.157	1255.99	1433.66	528.302	908.705	1437.03	894.737	1194.74	1545.49	1049.84	965.489	947.559	1133.93	1362.53	811.857	766.778	1176.86	945.231	1015.23	1683.11	1444.56	1221.4	1232.85	1478.38	1473.18	1404.42	1233.64	706.868	1782.91
POLDIP3	2474.63	2144.36	1742.11	1297.3	2386.92	1798.65	2068.75	1588.73	1560.98	2302.98	2036.11	3512.82	2567.6	2368.58	1527.53	2058.95	1875.59	1850.39	1795.64	2432.18	2058.91	1852.56	1659.94	1909.36	1743.45	1367.71	1501.97	1459.75	2050.53	2608.33	1632.71	1617.21	1829.56	2645.01	2906.86	1309.31	1435.67	2308.12	1870.63	2616.85	1923.94	1929.69	1340.69	2084.07	2131.47	2230.74	1427.7	1314.32	1810.03	2250.1	1873.25	2088.56	2012.11	2388.11	1841.86	1447.5	2199.97	2431.17	1635.17	1051.29	1754.06	2022.45	1009.5	1555.83	2016.29	1289.33	1947.42	2240	1713.95	1607.22	1823.63	1424.5	1875.79	1533.73	1125.69	2127.68	1967.99	2507.02	1841.61	2203.68	1580.84	1980.1	2714.78	1869.12	2019.7	1866.33	1907.39	2219.22	2402.14	2073.94	1552.82	1719.05	1529.76	2211.64	2586.04	1558.12	2095.52	2040.48	1763.37	2138.36	2212.14	1965.77	1761.45	1997.7	1408.93	1670.92	971.258	1514.94	1167.48	1646.99	1531.98	2264.24	2243.7	1794.73	2045.06	1924.98	1892.22	2174.3	1729.22	2447.47	1990.33	2352.74	1780.73	2063.25	1779.21	1556.69	1872.53	1624.98	1851.78	2242.72	1968.98	1485.99	2089.73	2113.74	1471.98	2197.85	2266.44	1406.28	1991.42	1755.1	2081.61	1457.62	2308.01	1585	1672.88	1953.99	1092.81	2607.91	2469.54	1946.56	1424.47	2157.4	1368.42	1619.98	1365.54	1723.42	2006.87	2044.48	1556.34	1827.04	1448.39	1762.95	1664.38	3241.42	1635.81	2253.31	1908.04	1744.59	1910.98	1998.02	1558	1875	1764.6	1414.18	1726.64	1425.2	1700.85
SARNP	1101.66	1089.85	956.573	1015.22	902.294	836.33	698.24	824.517	686.385	771.488	1091.41	1096.38	1080.8	1049.39	735.019	762.98	1435.4	940.044	998.985000000001	1017.05	1165.76	1640.62	1285.88	1719.5	829.104	982.074	1285.63	885.081999999999	1866.46	1613	910.58	1051.45	767.433	834.32	789.646	965.321	705.273	800.8	978.268	719.958	1021.63	991.99	816.826	615.575	635.819	764.226	774.205	656.04	1303.28	608.655	927.895	528.644	896.525	1834.83	847.52	788.809	624.74	1059.59	1235.33	862.756000000001	1298.02	1045.69	1051.74	1276.84	639.376	2418.31	904.817	1501.79	597.958	767.112	792.304	619.533	729.029	965.236	2052.8	984.259	758.938	544.461	671.485	691.153	943.318	793.387	812.073	614.761	559.771	851.534	672.869	1223.56	849.28	507.96	1015.44	786.21	740.818	656.54	591.901	702.69	710.229	603.698	864.522	1087	912.215	761.63	906.455	871.837	998.196000000001	1033.42	885.719	887.138	659.159	580.486	1278.43	826.911	711.076	669.006	516.904	784.5	627.312	587.688	736.56	1285.46	589.078	689.495	718.891	563.289	720.643999999999	1017.8	1059.16	942.518999999999	985.347	935.432	735.151	1450.86	900.955	795.221	1160.54	772.839	781.799	1549.37	933.088	928.418	820.555	1006.71	928.032	1063.86	895.971	650.299	1023.11	655.804	983.157	809.673	699.943	1663.42	1278.28	1017.67	1461.87	932.527	1044.24	1189.6	662.191	1238.39	821.493	676.248	920.99	1199.55	748.542	804.875	1174.26	897.014	662.494	1145.33	1152.25	1246.56	1009.06	880.308	933.556999999999	1118.17	1067.57
ZNF528	202.439	148.148	272.515	144.771	218.649	212.933	344.689	276.424	380.662	49.3469	200.774	241.987	146.765	171.305	198.373	33.8428	121.26	149.608	43.0955	87.4534	101.485	136.484	127.003	107.443	180.473	213.598	72.5587	241.975	192.818	230.35	519.572	118.938	154.662	203.118	64.0618	503.954	29.746	284.635	286.245	396.62	235.495	140.987	262.662	162.013	156.221	139.317	231.236	197.987	139.842	243.087	202.651	292.916	602.574	142.41	233.874	193.364	34.7766	208.206	250.345	136.667	170.097	435.916	515.702	104.422	172.173	253.811	121.127	112.041	340.608	67.3491	486.663	260.613	162.912	193.255	89.9569	15.3218	180.892	202.291	9.4093	157.873	117.246	102.484	411.563	244.202	213.965	195.168	240.659	141.922	176.827	158.364	311.772	320.333	221.741	195.354	310.408	293.628	267.594	240.153	161.818	200.248	275.498	266.152	312.212	189.417	117.509	261.974	68.8623	213.066	174.54	128.066	46.1929	82.07	211.709	87.7002	182.083	162.457	157.089	266.97	143.093	134.734	300.803	133.376	227.886	225.515	218.884	368.322	220.07	154.833	180.865	177.246	146.789	252.964	101.99	214.45	259.193	326.165	255.2	100.343	273.237	274.872	211.903	172.464	225.478	167.448	224.431	355.486	337.926	35.2546	96.9543	187.257	316.485	263.158	136.471	190.398	310.743	206.093	239.914	214.362	427.443	247.102	391.742	313.263	106.32	332.505	48.4716	185.76	169.915	243.919	237.376	220.901	192.931	222.046	163.29	189.106	243.575	214.75	259.829
