TCGA-P7-A5NX-01	TCGA-P7-A5NY-01	TCGA-P8-A5KC-01	TCGA-P8-A5KD-01	TCGA-P8-A6RX-01	TCGA-P8-A6RY-01	TCGA-PR-A5PF-01	TCGA-PR-A5PG-01	TCGA-PR-A5PH-01	TCGA-QR-A6GO-01	TCGA-QR-A6GR-01	TCGA-QR-A6GS-01	TCGA-QR-A6GT-01	TCGA-QR-A6GU-01	TCGA-QR-A6GW-01	TCGA-QR-A6GX-01	TCGA-QR-A6GY-01	TCGA-QR-A6GZ-01	TCGA-QR-A6H0-01	TCGA-QR-A6H1-01	TCGA-QR-A6H2-01	TCGA-QR-A6H3-01	TCGA-QR-A6H4-01	TCGA-QR-A6H5-01	TCGA-QR-A6H6-01	TCGA-QR-A6ZZ-01	TCGA-QR-A700-01	TCGA-QR-A702-01	TCGA-QR-A703-01	TCGA-QR-A705-01	TCGA-QR-A706-01	TCGA-QR-A707-01	TCGA-QR-A708-01	TCGA-QR-A70A-01	TCGA-QR-A70C-01	TCGA-QR-A70D-01	TCGA-QR-A70E-01	TCGA-QR-A70G-01	TCGA-QR-A70H-01	TCGA-QR-A70I-01	TCGA-QR-A70J-01	TCGA-QR-A70K-01	TCGA-QR-A70M-01	TCGA-QR-A70N-01	TCGA-QR-A70O-01	TCGA-QR-A70P-01	TCGA-QR-A70Q-01	TCGA-QR-A70R-01	TCGA-QR-A70T-01	TCGA-QR-A70U-01	TCGA-QR-A70V-01	TCGA-QR-A70W-01	TCGA-QR-A70X-01	TCGA-QR-A7IN-01	TCGA-QR-A7IP-01	TCGA-QT-A5XJ-01	TCGA-QT-A5XK-01	TCGA-QT-A5XL-01	TCGA-QT-A5XM-01	TCGA-QT-A5XN-01	TCGA-QT-A5XO-01	TCGA-QT-A5XP-01	TCGA-QT-A69Q-01	TCGA-QT-A7U0-01	TCGA-RM-A68T-01	TCGA-RM-A68W-01	TCGA-RT-A6Y9-01	TCGA-RT-A6YA-01	TCGA-RT-A6YC-01	TCGA-RW-A67V-01	TCGA-RW-A67W-01	TCGA-RW-A67X-01	TCGA-RW-A67Y-01	TCGA-RW-A680-01	TCGA-RW-A681-01	TCGA-RW-A684-01	TCGA-RW-A685-01	TCGA-RW-A686-01	TCGA-RW-A688-01	TCGA-RW-A689-01	TCGA-RW-A68A-01	TCGA-RW-A68B-01	TCGA-RW-A68C-01	TCGA-RW-A68D-01	TCGA-RW-A68F-01	TCGA-RW-A68G-01	TCGA-RW-A7CZ-01	TCGA-RW-A7D0-01	TCGA-RW-A8AZ-01	TCGA-RX-A8JQ-01	TCGA-S7-A7WL-01	TCGA-S7-A7WM-01	TCGA-S7-A7WN-01	TCGA-S7-A7WO-01	TCGA-S7-A7WP-01	TCGA-S7-A7WQ-01	TCGA-S7-A7WR-01	TCGA-S7-A7WT-01	TCGA-S7-A7WU-01	TCGA-S7-A7WV-01	TCGA-S7-A7WW-01	TCGA-S7-A7WX-01	TCGA-S7-A7X0-01	TCGA-S7-A7X1-01	TCGA-S7-A7X2-01	TCGA-SA-A6C2-01	TCGA-SP-A6QC-01	TCGA-SP-A6QD-01	TCGA-SP-A6QF-01	TCGA-SP-A6QG-01	TCGA-SP-A6QH-01	TCGA-SP-A6QI-01	TCGA-SP-A6QJ-01	TCGA-SP-A6QK-01	TCGA-SQ-A6I4-01	TCGA-SQ-A6I6-01	TCGA-SR-A6MP-01	TCGA-SR-A6MQ-01	TCGA-SR-A6MR-01	TCGA-SR-A6MS-01	TCGA-SR-A6MT-01	TCGA-SR-A6MU-01	TCGA-SR-A6MV-01	TCGA-SR-A6MX-01	TCGA-SR-A6MY-01	TCGA-SR-A6MZ-01	TCGA-SR-A6N0-01	TCGA-TT-A6YJ-01	TCGA-TT-A6YK-01	TCGA-TT-A6YN-01	TCGA-TT-A6YO-01	TCGA-TT-A6YP-01	TCGA-W2-A7H5-01	TCGA-W2-A7H7-01	TCGA-W2-A7HA-01	TCGA-W2-A7HB-01	TCGA-W2-A7HC-01	TCGA-W2-A7HD-01	TCGA-W2-A7HE-01	TCGA-W2-A7HF-01	TCGA-W2-A7HH-01	TCGA-W2-A7UY-01	TCGA-WB-A80K-01	TCGA-WB-A80L-01	TCGA-WB-A80M-01	TCGA-WB-A80N-01	TCGA-WB-A80O-01	TCGA-WB-A80P-01	TCGA-WB-A80Q-01	TCGA-WB-A80V-01	TCGA-WB-A80Y-01	TCGA-WB-A814-01	TCGA-WB-A815-01	TCGA-WB-A816-01	TCGA-WB-A817-01	TCGA-WB-A818-01	TCGA-WB-A819-01	TCGA-WB-A81A-01	TCGA-WB-A81D-01	TCGA-WB-A81E-01	TCGA-WB-A81F-01	TCGA-WB-A81G-01	TCGA-WB-A81H-01	TCGA-WB-A81I-01	TCGA-WB-A81J-01	TCGA-WB-A81K-01	TCGA-WB-A81M-01	TCGA-WB-A81N-01	TCGA-WB-A81P-01	TCGA-WB-A81Q-01	TCGA-WB-A81R-01	TCGA-WB-A81S-01	TCGA-WB-A81T-01	TCGA-WB-A81V-01	TCGA-WB-A81W-01	TCGA-WB-A821-01	TCGA-WB-A822-01	TCGA-XG-A823-01
ZNF441	388.55	418.592	247.154	519.024	149.802	508.224	463.158	339.56	326.709	403.354	282.759	318.26	93.0006	328.431	219.153	339.252	478.729	220.91	214.309	318.333	556.797	77.0072	319.69	246.13	542.173	261.254	66.2759	726.879	288.599	129.218	298.409	454.123	319.13	335.718	725.817	461.338	460.633	247.472	583.052	171.796	140.538	305.155	490.258	545.254	550.308	283.841	68.9655	925.858	999.999999999999	415.042	821.081	903.717	220.213	409.582	305.056	422.048	344.828	136.214	369.334	385.084	347.017	317.259	701.589	247.363	144.076	291.574	623.465	344.663	71.4894	920.803	581.757	69.2432	393.682	261.347	714.172	287.898	832.953	393.265	515.016	220.357	376.108	323.672	233.984	420.17	463.042	861.891	272.452	287.884	201.374	304.834	148.628	104.101	244.252	147.214	365.981	266.506	393.635	291.819	447.748	55.4569	222.281	360.298	185.309	169.819	297.984	235.926	84.9145	216.021	327.182	352.255	343.055	510.338	620.213	663.777	214.832	424.64	266.828	553.257	214.489	352	344.38	227.164	258.707	397.231	216.79	257.406	297.428	549.177	289.688	567.635	39.0701	279.808	504.763	202.793	311.012	962.306000000001	430.642	459.167	325.406	481.645	448.421	148.394	325.367	617.89	774.294	727.888	405.112	382.601	708.171	645.617	269.499	251.599	361.874	351.883	299.164	413.559	305.356	538.141	264.56	220.444	262.957	348.812	412.275	271.694	367.416	191.424	1038.37	289.688	497.561	625.233	349.409	755.295	535.042	351.153	415.284	404.494	154.277	103.365
HSPB6	181.793	1465.62	626.689	2533.06	524.306	3138.16	1489.16	1397.98	2401.45	13885.3	10281	1979.25	315.448	1147.06	2738.49	888.318	5067.27	2231.54	339.758	1497.78	2230.91	208.269	1579.83	912.925999999999	139.27	356.776	4086.56	1200.39	1691.2	168.461	1705.98	430.021	1960.47	2558.11	653.769	492.181	655.451	1838.19	3111.05	272.08	388.128	616.495	3349.34	1841.06	13523.6	93.2537	780.788	16847.4	1376.66	311.978	4235.91	2725.35	6242.55	5136.06	524.894	9070.63	757.065	1293.57	9297.82	1728.65	6065.02	7082.91	8788.7	1042.38	116.466	247.709	396.544	6400.42	1499.57	51992.6	13480.4	2417.07	1332.93	117.862	3882.49	5101.86	3976.58	1300.56	92.3353	8530.71	188.265	768.884	5526.17	250.031	51.3134	10113	310.017	3172.51	305.281	1097.63	1054.89	3626.65	3102.53	14536	2746.88	469.398	3231.99	6438.34	782.883	5359.38	12256.3	3017.56	1890.37	1004.43	475.331	135.582	1427.01	809.586	5970.19	272.336	2338.45	4564.8	3907.09	12154.7	326.735	1659.19	3875.68	539.613	2179.69	31589.3	302.363	19622.7	8577.98	175.186	3631.6	6821.76	7774.91	190.585	3167.84	1145.76	21187	440.512	142.989	363.084	1795.08	1166.1	2469.46	2780.96	5515.88	1222.71	112	5050.94	181.971	7926.15	13577.8	1103.54	2297.3	689.189	969.843999999999	14401	1388.82	1567.46	6087.24	16566.9	11698.2	2142.8	1702.24	9348.59	4437.96	131.556	1363.38	767.626	6381.98	1305.27	301.655	19387.4	6617.12	183.141	271.84	90.3322	2803.46	4631.82	2524.39	5647.27	2546.29	1233.71	1699.59	7566.51
UHMK1	713.607	1065.78	521.026	887.439	139.881	289.474	457.585	609.132	316.06	117.388	23.5632	249.729	330.11	558.823	176.427	728.505	163.358	10.632	8.7117	62.7778	24.2086	4.3754	47.3327	190.016	179.286	19.5821	53.6519	118.979	18.0707	34.458	103.127	124.736	39.1659	21.6593	61.3742	549.957	72.0054	607.971	178.994	491.267	42.618	144.845	48.029	71.376	223.819	73.4373	71.4286	75.3676	39.4063	104.735	39.0502	84.4666	52.1277	66.3848	128.445	384.209	704.693	131.083	1136.21	643.728	617.032	640.44	426.722	697.22	81.3253	10.8373	223.738	32.9262	567.66	23.2313	77.7027	45.6253	462.94	23.4261	209.21	79.8033	42.4814	49.5452	453.16	259.273	179.401	249.973	85.5469	223.4	128.283	53.4506	260.363	87.2815	756.548	620.663	1023.82	469.819	339.239	85.7828	453.043	180.723	558.208	601.14	135.135	157.128	156.904	221.927	242.627	83.2998	82.487	356.07	36.8213	59.0939	39.7445	246.375	12.2794	76.6515	70.3076	90.1682	314.067	790.855	545.785	780.809999999999	38.2202	151.704	658.13	30.977	76.141	380.724	521.975	427.354	259.503	383.085	54.5229	1154.7	50.7912	207.995	557.206	54.6448	663.171	787.01	433.747	432.666	349.436	189.917	597.474	38.7597	1015.09	313.303	194.714	252.341	725.665	202.28	56.4202	176.84	253.201	51.1584	111.346	112.552	422.349	515.678	266.187	170.134	621.493	85.7284	432.644	214.379	373.948	445.248	185.405	186.32	631.664	218.228	509.091	781.262	205.642	915.277	493.4	107.966	333.625	76.4045	330.448	12.0192
ZNF786	271.876	213.101	137.24	195.276	172.123	171.053	171.517	175.65	186.745	240.071	170.115	305.096	170.501	156.863	174.586	221.495	245.491	178.382	184.254	201.111	123.526	129.512	135.791	151.316	213.809	147.582	295.311	290.944	154.664	164.633	151.399	177.167	205.258	164.765	114.076	266.29	215.68	88.6377	81.5793	149.369	141.553	206.186	202.084	117.734	147.844	299.577	105.911	173.407	197.543	207.799	225.566	203.318	91.4894	131.517	255.345	356.072	157.117	146.943	84.6111	290.542	112.443	109.983	251.913	141.515	226.908	216.229	286.039	202.337	245.957	135.164	117.568	130.972	271.77	231.332	271.139	169.203	202.481	186.569	306.589	103.612	256.648	202.565	222.266	223.893	229.078	111.912	156.736	168.776	98.3255	368.531	206.629	177.681	186.204	154.962	146.312	187.952	178.811	141.636	186.937	68.105	265.168	238.957	173.623	153.32	177.863	158.738	106.707	141.825	156.849	241.794	165.004	236.006	177.024	153.98	189.496	262.913	134.021	150.968	166.572	120.296	216.366	110.405	109.02	270.5	113.086	183.862	195.242	275.545	148.148	196.982	35.1631	167.272	242.958	247.116	243.243	213.073	186.335	235.262	169.712	138.522	153.263	172.757	171.069	240.826	195.221	244.537	185.644	190.878	146.887	185.987	200.233	129.154	203.803	156.485	175.979	214.407	219.025	301.433	79.0033	267.457	116.391	260.516	127.412	115.703	156.555	152.629	238.691	129.226	188.027	228.817	196.087	226.228	206.458	182.39	234.935	137.079	112.525	138.622
TCEAL2	2634.65	3812.45	51.0096	1924.3	1354.17	3268.91	1737.46	1729.41	732.528	3581.2	4076.44	2534.85	782.964	1337.69	4082.14	2038.79	2603.74	1498.52	2532.51	3127.22	4276.85	3600.09	3717.56	1227.17	1548.45	1221.73	1611.36	3057.8	1771.46	2979.66	1458.58	3063.42	3152.86	2459.87	2021.35	2050.83	3033.31	2953	4936.03	2372.55	92.8463	4400.52	2614.86	1836.64	1597.54	2178.06	3188.42	1004.9	3566.02	4981.06	3678.42	3342.04	3032.98	1958.98	1419.37	483.172	3145.45	1012.74	1988.58	3432.7	3399.8	1898.48	1325.49	1674.02	1847.39	3079.84	3112.78	3765.8	2985.53	2003.17	4381.08	1523.35	2035.24	1702.05	2909.88	3509.83	3979.35	3118.25	2461.23	1363.98	1684.68	1731.71	1492.97	2422.88	2587.05	3293.06	1420.12	1771.19	611.421	1776.68	2322.11	3851.75	2571.43	515.25	1090.69	1406.75	2649.92	2200.24	3287.39	844.015	2399.59	1644.49	1597.66	1456.74	2963.34	2696.53	4530.53	2372.29	4856.64	2059.06	957.021999999999	4605.14	2789.7	1851.92	1805.23	1953.01	1500.3	2184.42	3022.25	6.5185	2412.23	1266.08	2974.69	1437.17	2589.63	1294.98	1185.15	2688.86	1746.39	1702.9	104.708	1061.43	2980.23	1126.9	1326.74	2039.6	3357.66	3303.41	2531.66	2412.63	2042.53	1466.22	3154.3	178.899	1911.14	2222.16	2194.29	1264.36	116.731	5081.09	3146.1	1224.87	1380.89	821.339	1178.18	1930.08	2141.49	2629.68	2247.34	2681.68	2523.37	1511.79	1798.78	3898.76	2571.49	539.561	1479.4	4192.55	2754.32	1860.77	2948.59	1038.31	2310.23	3887.32	2270.74	1863.48	816.191000000001	1799.68
SREK1	1238.91	1005.71	1279.49	1168.1	794.147	1125	870.588	1082.8	1053.15	938.217	918.391000000001	959.038	919.951	1193.36	868.508	1466.36	1077.25	569.994	440.815	831.111	607.697	356.158	807.76	1126.16	966.654	984.358	1020.29	1368.02	1069.89	903.565	1388.92	910.359	882.684	1111.58	1078.72	1466.12	1217.7	1236.76	977.512	1415.41	1150.18	1371.13	724.513	2475.35	1704.31	1216.38	1240.15	1357.84	1386.39	999.999999999999	1288.66	1452.38	1018.09	1357.76	1425.86	865.44	967.073	1043.53	786.570000000001	1158.33	1035.44	816.413	784.579	1263.66	927.208999999999	772.025	1336.97	1412.64	1505.53	1072.86	861.486	673.645	1244.63	643.485	1057.17	984.409	1119.21	1101.61	864.187	975.799999999999	910.933	882.664	883.594	1068.67	860.721	1053.14	984.456	718.505	1011.59	1273.18	1231.49	1185.45	956.276	801.377	1010.48	1157.11	1233.67	1362.23	1208.11	812.882	1012.56	767.962	975.515	919.919	644.43	1074.59	412.549	1261.33	880.057	1125.49	815.042	844.68	915.881999999999	1082.02	754.289	1121.51	1481.5	710.387	904.164	763.259	1398.33	736.299	1172.4	1116.61	665.185	814.457	1098.76	1158.44	1740.88	1102.63	905.646	1186.67	1528.22	774.135	948.77	1236.02	1011.39	1077.34	956.193	1305.43	1405.47	614.618	1581.55	1177.98	656.147	1099.38	791.006	817.145	943.58	1428.44	833.527	841.598	1012.55	710.879	912.89	797.881	787.77	1058.71	1212.6	920.889	887.234	873.025	1133.24	1096.59	962.664	925.983	1770.19	759.093	1322.39	1141.47	1209.74	1209.55	991.7	833.333	1256.77	923.034	1124.24	458.333
CWF19L2	224.664	360.696	330.955	563.692	133.929	206.415	224.768	398.713	317.961	298.323	139.655	148.676	330.948	149.238	259.3	218.224	285.423	160.071	249.156	295.556	194.289	206.519	243.647	241.099	294.625	148.06	137.06	194.605	207.281	114.86	295.666	248.203	184.225	208.083	207.472	324.5	273.217	391.434	272.091	337.667	279.046	258.247	263.706	125.828	338.809	256.448	150.246	188.113	210.85	226.741	333.982	315.442	285.106	190.387	260.594	315	361.939	192.193	281.142	378.166	227.945	277.496	249.559	341.707	233.936	121.274	273.306	194.902	364.255	241.816	344.595	129.361	398.137	171.303	115.125	297.495	393.846	287.981	473.33	250.517	405.234	293.934	180.859	292.442	78.1918	197.099	204.231	303.315	170.03	329.858	253.755	287.233	248.398	260.115	96.7352	128.193	386.935	310.541	140.09	232.043	173.118	356.04	204.229	202.012	350.57	379.898	362.202	277.085	217.175	438.283	336.915	423.601	305.085	341.252	270.256	382.303	324.439	421.655	248.146	231.111	236	254.17	324.465	330.138	335.803	265.854	227.548	330.272	258.296	430.097	168.783	139.247	286.797	158.47	366.277	429.459	388.199	326.122	298.873	281.938	339.368	89.701	372.327	208.257	236.294	342.352	441.626	236.487	248.054	480.974	409.197	142.573	184.417	271.966	226.133	390.678	428.857	258.9	183.531	208.988	322.524	329.324	325.78	373.967	250.318	255.743	266.963	338.896	161.863	240.015	393.995	185.219	320.535	133.124	349.782	233.146	241.853	125.801
SPINDOC	325.6	566.458	554.425	815.1	450.893	378.289	648.297	447.931	627.175	781.553	363.218	836.303	765.788	360.566	890.608	653.271	834.487	699.941	645.976	916.666999999999	515.829	939.838	756.547	474.071	650.843	1176.36	603.246	794.316	853.574	479.541	611.081	798.309	1106.07	812.222	755.17	674.631	838.493000000001	465.794	480.838	688.028	954.338	1436.08	1068.87	701.987	757.7	756.52	492.611	834.559	894.575	632.312	694.168	881.293	614.894	620.636	790.12	996.097	654.395	697.865	443.649	666.787	558.134	563.452	425.544	546.884	549.699	1011.99	625.284	534.785	813.617	814.15	899.324	571.122	1230.05	1022.69	543.073	764.193	497.866	885.62	499.776	448.498	644.998	586.144	482.812	622.365	365.302	597.143	527.202	672.212	865.178	732.133	718.798	905.846	537.882	376.337	527.207	509.88	602.178	643.061	350.45	457.763	357.742	695.583	481.358	554.527	751.147	633.61	560.586	677.61	1134.14	847.55	742.901	610.187	1026.99	636.033	725.256999999999	791.702	501.516	820.863	1289.79	704	382.862	518.666	1258.92	833.333	821.235	773.71	246.51	846.919	745.147	564.138	216.448	521.959	978.798	894.353	664.784	542.457	708.592	875.608	519.648	751.836	538.947	679.956	347.589	484.404	658.175	666.493	509.273	726.351	830.739	769.1	1147.26	602.16	654.654	379.079	621.645	585.169	583.533	624.133	556.67	978.963	574.508	734.216	440.761	316.632	882.477999999999	726.902	621.971	903.295	496.674	1081.75	680.619	556.106	560.937	450.734	879.913	524.157	775.458	396.635
RUNDC1	783.611000000001	753.737	565.356	812.729	856.647	729.441	700.31	768.978000000001	662.927	1217.56	351.724	456.869	604.923	709.15	705.709	538.785	864.889	478.441	635.522	723.888999999999	1218.5	467.294	540.834	730.263	818.753	742.209	693.418	780.828	884.932	838.478	563.906	611.417	810.879	542.255	431.621	704.605	748.991	622.843	595.529	1164.49	366.312	1204.12	731.309	651.95	316.222	540.288	663.793	648.896999999999	337.769	880.223	343.23	695.167	715.957	864.255	738.557	1291.37	713.508	552.787	827.308	519.979	832.738000000001	470.389	637.434	809.971	917.169	624.948	764.893	395.645	687.66	560.718	405.405	586.151	555.691	494.875	1513.3	781.365	345.807	685.891	478.261	646.966	758.97	664.584	584.375	713.599	785.583	604.66	717.617	701.145	802.49	713.175	361.989	391.334	1253.3	498.647	1086.66	637.59	969.011999999999	807.082	590.54	375.064	640.693	720.596	769.616	449.095	668.145	1045.39	450.122	751.149	645.848	724.872	412.893	759.96	792.844	529.218	593.296	389.5	531.231	916.373	707.358999999999	873.481000000001	838.37	623.511	689.596	721.512	673.58	642.522	755.684	621.508	663.087	747.522	465.716	824.975	623.579	629.63	803.953	874.161	753.623	753.38	654.817	601.077	615.579	378.738	581.132	710.092	1043.55	456.816	699.913	749.578	516.537	1071.71	525.029	824.824	936.498	644.77	971.403	434.746	748.201	703.19	797.731	846.617	893.896000000001	722.284	620.484	812.5	1352.99	793.772	1173.26	358.151	462.084	941.023	965.878	425.417	796.439	919.811	1280.79	798.315	660.896	431.891
TLCD4	193.58	125.578	112.95	335.013	133.929	203.125	491.455	251.961	444.233	112.092	221.264	231.919	184.145	246.732	108.656	333.645	19.5122	115.18	93.2157	174.444	83.1782	118.136	205.626	89.0093	290.953	103.164	250.987	128.613	132.873	209.619	199.122	151.197	234.995	118.352	354.903	267.593	325.855	183.54	451.858	546.957	218.163	186.083	132.759	109.639	240.246	214.483	379.31	106.005	244.626	129.248	202.958	187.62	418.085	348.708	232.806	284.936	169.043	143.678	383.714	258.729	294.493	541.142	479.694	523.041	165.161	135.208	231.469	176.314	324.528	282.999	197.257	91.2024	185.905	248.17	95.2759	146.98	361.243	329.785	248.785	169.821	135.922	191.406	253.906	223.4	160.66	287.297	347.582	215.026	267.836	287.014	108.234	144.156	159.819	627.581	108.424	149.88	294.807	216.541	347.131	112.373	205.022	228.739	164.162	306.39	175.775	364.151	111.967	93.8936	143.364	204.125	54.4896	136.132	235.405	303.104	201.763	143.946	278.969	383.314	231.603	177.594	281.496	132.645	165.261	564.43	221.61	253.431	448.933	339.124	118.408	222.256	661.848	374.422	76.6158	149.97	212.009	379.273	364.669	268.253	358.657	105.727	283.832	44.2968	1050.89	210.55	222.096	288.241	341.878	233.066	555.447	264.497	196.158	153.894	167.019	424.268	399.67	441.076	169.065	631.475	186.772	343.704	235.047	332.903	482.305	186.426	230.802	207.249	233.845	230.984	301.552	142.59	496.692	404.259	411.783	122.117	206.231	395.455	178.208	197.115
ZDHHC15	605.074	405.001	244.117	348.651	234.623	297.697	295.975	343.173	375.012	206.531	317.816	286.898	195.217	562.636	467.772	240.187	433.352	191.967	163.345	264.444	255.121	175.892	265.373	216.331	272.264	214.448	393.147	365.125	410.842	448.911	209.545	403.805	124.751	232.837	203.469	301.043	395.02	345.628	458.284	302.123	249.112	220.619	247.395	184.695	193.018	315.897	293.103	224.877	339.816	342.618	523.067	275.077	174.468	376.389	260.286	282.335	305.937	240.241	525.126	557.641	268.231	263.113	339.611	325.983	188.755	367.951	484.311	270.844	302.128	141.5	286.486	232.958	566.626	346.267	497.42	213.651	321.588	221.405	452.712	250.517	334.74	471.501	323.438	346.197	845.449	275.605	471.503	434.961	252.04	205.877	385.81	239.27	259.706	136.699	276.098	228.916	565.745	386.65	327.478	152.75	182.532	261.841	174.179	261.972	343.352	7.0476	91.6776	273.145	199.432	282.008	105.142	406.455	326.428	187.966	415.941	615.157	385.688	400.968	231.603	164.148	356.16	163.622	190.353	298.19	288.395	230.572	223.685	591.657	248.382	338.405	103.145	254.411	330.226	360.656	441.71	318.781	365.942	382.91	209.261	201.175	426.526	128.461	364.78	253.67	274.831	363.684	297.876	339.527	254.864	676.107	243.306	278.436	429.477	143.096	276.727	413.136	355.715	328.248	354.907	397.827	424.415	306.255	196.815	272.211	358.507	198.06	475.767	327.343	386.696	303.098	333.485	259.126	413.267	231.132	345.415	301.124	298.371	283.654
ADAL	237.146	278.88	180.963	152.189	121.032	282.895	289.164	188.745	271.18	156.664	220.115	121.961	143.69	255.447	157.643	271.028	246.398	103.957	204.726	147.222	260.087	182.892	147.43	68.8854	203.217	72.597	327.773	218.208	167.42	247.906	166.758	232.981	250.227	155.482	236.825	194.179	188.762	166.567	292.246	141.752	103.501	306.701	188.038	69.1685	96.5092	336.296	194.581	226.716	111.054	191.086	265.644	170.428	152.128	137.154	299.19	103.491	144.154	74.6379	246.67	62.6434	159.102	169.205	187.169	300.288	175.703	134.692	164.166	121.083	244.255	206.969	230.405	105.207	168.084	155.198	208.416	287.898	211.216	251.597	136.262	192.144	330.941	164.207	142.969	182.468	277.337	178.725	253.454	172.634	211.25	222.18	235.629	157.515	287.976	170.459	150.343	129.639	334.171	224.664	198.198	143.993	221.758	152.209	203.116	95.3722	217.044	111.754	195.379	107.026	134.847	323.24	147.352	283.913	225.989	139.414	101.874	159.187	177.683	116.637	171.135	193.778	190.057	250.993	152.282	279.02	216.296	190.819	158.019	180.635	150.902	181.441	116.429	129.614	375.704	225.258	195.643	180.929	124.224	207.139	234.292	59.2266	203.79	78.6268	332.495	283.027	239.336	138.398	186.797	181.588	179.961	288.889	155.413	112.8	197.341	201.255	224.813	229.237	253.797	347.665	273.878	374.123	242.579	208.81	156.416	397.727	201.952	234.303	226.575	144.63	240.798	213.886	176.524	177.558	231.303	164.046	159.825	196.629	148.676	143.429
SDE2	827.025	1102.75	836.8	706.789	661.21	551.809	605.573	688.603	683.845	811.562	609.77	646.586	1337.62	636.71	487.293	835.981	783.21	285.883	317.108	503.889	310.366	99.7594	748.012	658.669	598.666	387.343	217.313	553.95	392.24	503.47	619.309	720.93	242.974	423.902	643.095	890.096	346.231	820.94	558.578	1108.63	855.403	796.392	492.071	629.875	494.866	692.991	663.793	648.284	474.411	571.588	496.348	561.366	388.298	460.31	566.268	905.543	712.989	658.213	866.704	979.62	865.375	841.794	472.042	664.238	502.008	269.899	674.398	581.519	1442.55	417.107	517.568	545.894	712.839	500	341.802	562.159	457.37	484.614	697.445	717.013	503.588	608.556	487.109	581.926	515.577	464.352	578.152	450.874	1127.09	1024.08	853.444	984.875	892.197	299.963	574.768	469.88	752.094	877.493	618.018	966.118	466.006	550.825	780.746	505.03	435.119	865.509	269.021	657.255	572.037	546.708	422.103	463.943	598.242	664.47	608.076	633.362	594.3	868.398	479.749	644.741	509.305	501.191	623.837	545.261	957.037	720.539	617.681	353.999	621.782	649.614	499.316	530.716	587.934	309.654	662.364	649.49	778.468	671.174	484.604	439.55	738.947	250.277	563.103	496.33	724.094	769.511	862.112	587.415	407.587	900.205999999999	651.921	464.2	708.836	460.67	661.681	722.458	699.84	496.533	583.004	363.457	756.344	695.239	554.707	590.393	607.128	538.54	971.729	510.483	889.579	943.636	628.298	836.413	609.927	444.969	694.323	437.079	963.848999999999	135.417
ZNF584	240.402	207.937	210.111	239.549	319.94	289.474	150.464	215.386	247.98	292.145	244.828	454.159	261.826	208.061	180.847	251.402	391.605	329.592	322.77	233.889	440.72	333.406	206.402	274.768	273.833	221.612	338.593	326.59	249.801	352.237	196.928	299.366	261.106	327.209	164.776	261.512	293.069	205.83	250.017	344.014	169.964	168.041	250.113	284.032	186.858	243.625	209.36	181.985	332.651	374.373	259.478	257.885	202.128	274.307	267.387	253.875	244.75	174.466	176.385	458.488	156.808	292.724	380.224	269.99	461.345	334.407	255.571	256.506	271.489	119.324	258.108	239.399	345.079	206.442	543.073	255.068	315.236	219.857	422.68	261.705	252.427	216.787	299.609	290.963	307.88	286.462	319.085	196.263	277.372	271.469	207.664	164.6	377.309	320.44	246.272	265.542	258.375	240.944	330.18	184.37	394.876	233.103	281.024	291.75	221.684	337.948	275.784	323.703	300.213	157.293	265.541	336.359	202.134	248.309	174.716	284.081	173.438	153.609	273.246	320.593	680.12	232.724	302.834	253.461	257.284	238.523	399.614	393.8	184.497	280.904	244.579	228.576	383.489	196.721	246.874	312.485	259.317	280.692	221.777	205.091	210.526	261.351	189.518	405.505	265.197	317.898	250.985	302.365	117.704	208.092	413.853	265.017	317.137	214.226	353.278	291.525	274.98	455.386	287.248	399.407	335.064	250.572	205.102	228.306	294.866	255.232	275.04	271.716	255.876	270.997	260.692	200.541	285.892	371.593	232.751	410.112	266.293	455.93
RSBN1L	554.443	391.791	357.601	498.531	338.016	478.133	559.715	453.286	331.167	342.295	211.816	431.656	354.336	396.291	317.503	488.346	486.253	216.934	228.291	275.411	179.367	104.756	267.406	365.538	422.829	294.09	496.632	337.067	290.098	301.747	371.838	343.674	273.842	246.954	282.228	559.922	446.147	388.114	355.354	450.714	237.473	256.588	273.892	279.176	338.522	531.744	270.271	328.903	387.687	247.326	342.126	373.178	259.819	365.417	484.844	455.43	262.437	278.651	177.737	330.992	465.89	303.173	799.281999999999	725.994	382.967	232.186	575.043	236.607	426.443	255.322	251.905	152.174	592.224	435.966	614.573	289.383	321.449	390.865	367.243	260.581	360.144	395.505	339.914	498.558	403.195	243.584	430.859	305.649	438.587	911.09	420.492	260.139	236.807	231.458	381.225	351.475	445.448	297.782	420.527	180.683	562.298	369.292	390.685	338.684	295.752	462.854	149.517	359.035	180.568	455.02	264.397	272.229	294.363	229.603	241.99	488.273	382.019	250.568	233.542	356.178	761.774	264.543	238.944	598.759	302.375	291.649	350.406	471.443	308.297	509.496	82.1957	325.729	414.782	346.57	431.073	509.287	327.831	448.924	322.597	231.273	585.036	103.012	381.178	632.321	425.212	387.44	463.73	459.16	238.998	262.637	501.048	347.038	306.012	302.385	416.366	408.538	391.822	810.707	435.945	447.084	419.669	515.483	342.499	411.575	361.065	416.983	789.818	254.66	517.344	477.861	379.622	414.425	426.455	180.446	463.083	482.674	273.564	113.109
