247398.900712	group1
674791.113165	group1
596114.121671	group1
820250.151639	group1
436256.874013	group1
430542.832659	group1
759639.879155	group1
532821.925055	group1
769897.960045	group1
611617.895276	group1
565493.142882	group1
424166.762367	group1
308478.858141	group1
382344.316869	group1
424450.955004	group1
687055.232774	group1
456665.527818	group1
454953.792808	group1
392470.138525	group1
359597.093663	group1
501790.242776	group1
348083.449182	group1
526132.269278	group1
624604.804374	group1
402021.000007	group1
578763.814562	group1
598911.808916	group1
417187.014304	group1
295913.719231	group1
639139.316805	group1
417143.34809	group1
610340.994987	group1
686345.337275	group1
612919.358322	group1
407098.575781	group1
396667.728818	group1
454112.895613	group1
520191.330703	group1
1087569.45332	group1
471617.524505	group1
611464.505002	group1
501931.624429	group1
321363.822716	group2
401439.022204	group2
388438.747343	group2
329837.512828	group2
271345.282646	group2
391324.102496	group2
240577.626161	group2
392447.90628	group2
312687.434798	group2
322527.727653	group2
292071.802511	group2
312792.322659	group2
346323.436417	group2
292629.818344	group2
316877.369969	group2
368548.346605	group2
262873.368462	group2
482602.256031	group2
177146.332765	group2
526676.927135	group2
445369.170053	group2
236530.25715	group2
256860.347333	group2
311865.938032	group2
282267.213928	group2
324656.713485	group2
351712.914389	group2
350931.792645	group2
342723.231755	group2
380473.740155	group2
374922.101992	group3
176334.828722	group3
434901.061404	group3
308280.587586	group3
390719.645476	group3
346195.432102	group3
302518.668082	group3
549729.083306	group3
407840.782682	group3
344969.731619	group3
430134.487506	group3
355315.391046	group3
272186.882186	group3
368466.716022	group3
419334.434503	group3
268352.481664	group3
398972.45643	group3
277475.850033	group3
323609.660823	group3
266444.939037	group3
459581.631148	group3
261141.92786	group3
457245.741454	group3
327542.884644	group3
350287.727347	group3
140343.123429	group3
353286.665384	group3
413939.52094	group3
360342.993853	group3
335267.668914	group3
248131.388646	group3
387876.233522	group3
328283.44443	group3
335223.38115	group3
216897.670623	group3
278265.767987	group3
292109.415362	group3
326511.828951	group3
278477.148312	group3
265370.861679	group3
305113.617276	group3
330891.03449	group3
286602.452817	group3
350846.430899	group3
268725.462578	group3
285973.096888	group3
191478.00339	group3
328873.607893	group3
339017.436708	group3
266722.784942	group3
634858.064375	group3
397988.5103	group3
564923.245991	group3
