95701.9700601	group1
168106.182599	group1
97912.0908201	group1
193267.962828	group1
195049.457116	group1
161948.09572	group1
116457.12782	group1
130201.318176	group1
153572.505469	group1
85365.099966	group1
139947.387417	group1
186000.901396	group1
173927.293973	group1
141461.266781	group1
148004.705142	group1
121080.257157	group1
181327.261847	group1
249437.666169	group1
97818.3893835	group1
113748.756866	group1
91722.0044812	group1
97890.8476148	group1
152447.633926	group1
203951.736612	group1
132948.596375	group1
171016.115682	group1
294617.114066	group1
205928.611415	group1
109444.379338	group1
211548.481504	group1
139898.911754	group1
93603.1755499	group1
255268.919719	group1
185857.216114	group1
137422.171482	group1
163024.782758	group1
113450.248972	group1
93526.6943363	group1
79824.486179	group1
128396.314885	group1
130884.809587	group1
176526.810619	group1
115363.233654	group2
90644.6712476	group2
141556.538974	group2
99465.9720092	group2
111820.730055	group2
107068.713728	group2
197796.335433	group2
181227.11813	group2
76781.8246663	group2
89437.6714946	group2
71320.765789	group2
101914.2835	group2
98850.9854923	group2
148385.851469	group2
104210.999431	group2
139129.484282	group2
75116.8306451	group2
68236.6794063	group2
86426.3208897	group2
61739.4396842	group2
55472.9857026	group2
109858.299403	group2
105443.13695	group2
98985.4788125	group2
79872.9824766	group2
64375.4832215	group2
130503.270725	group2
83806.0809315	group2
122528.124634	group2
123784.998444	group2
209006.430967	group3
400769.003253	group3
345709.907202	group3
291254.684184	group3
316933.761811	group3
456721.392449	group3
242571.636556	group3
288467.030347	group3
354761.314906	group3
346019.446358	group3
289311.041037	group3
245792.809829	group3
316476.862579	group3
225335.301186	group3
238471.368343	group3
129505.632259	group3
223774.892501	group3
376354.451623	group3
329190.055698	group3
184637.94619	group3
186508.95195	group3
259938.637436	group3
175766.975061	group3
355905.566722	group3
191895.363647	group3
489872.023053	group3
242912.376313	group3
228049.424887	group3
149626.02564	group3
222285.330637	group3
177955.538403	group3
344591.982156	group3
237296.865644	group3
272388.129037	group3
190232.82226	group3
332785.81318	group3
209906.035993	group3
256022.709564	group3
275236.385211	group3
87679.161151	group3
370620.806756	group3
385360.633929	group3
200684.2759	group3
325389.39189	group3
197823.336601	group3
274408.281126	group3
298124.99818	group3
375254.827829	group3
142178.083355	group3
222408.651446	group3
272724.534933	group3
189923.741371	group3
367949.47121	group3
