1850418.04839	group1
4332194.63832	group1
1255613.975	group1
8531688.40998	group1
1631663.49274	group1
8923316.83504	group1
3748733.13657	group1
5621005.70446	group1
5377905.28847	group1
2224404.83961	group1
3199247.67937	group1
4451801.54527	group1
8374255.72842	group1
7956400.77067	group1
1293104.20278	group1
1709423.44846	group1
3816100.45831	group1
8507859.57059	group1
5063487.35184	group1
5147901.49829	group1
3111540.20559	group1
4668745.60602	group1
3967784.29682	group1
4424117.64977	group1
1349427.85769	group1
2097623.5639	group1
6207848.88135	group1
2202527.67832	group1
2548990.3316	group1
3643089.30051	group1
4724496.13636	group1
3327818.81451	group1
3751314.40261	group1
4517753.53315	group1
7966987.98306	group1
8550036.55598	group1
1646529.05203	group1
8536178.12181	group1
5169320.47544	group1
2103713.45129	group1
5893785.15649	group1
7488312.25113	group1
382569.009291	group2
543407.747621	group2
996461.143794	group2
529813.222013	group2
983691.253935	group2
813617.770147	group2
1913549.07769	group2
454858.432803	group2
539173.80311	group2
420594.263696	group2
312761.33035	group2
232820.400888	group2
498168.449337	group2
518940.729931	group2
279872.002122	group2
2633578.6698	group2
525775.87844	group2
606892.089126	group2
244125.40587	group2
3000102.64737	group2
398412.339693	group2
271116.024294	group2
260086.765206	group2
502210.469658	group2
291707.05966	group2
526488.023474	group2
705340.425046	group2
1358061.73924	group2
2412225.39436	group2
692073.448579	group2
919048.23804	group3
774280.557704	group3
2741028.62335	group3
4647284.81513	group3
6911643.8424	group3
2093493.18869	group3
3786759.32212	group3
3834763.80458	group3
5147427.88795	group3
5194455.73808	group3
1060104.92752	group3
2703462.13694	group3
2817584.71414	group3
906596.838592	group3
1594730.97049	group3
7092329.61829	group3
2731172.00604	group3
2759214.70137	group3
2696666.94946	group3
4064394.07739	group3
947824.560645	group3
2144680.03296	group3
1771217.71218	group3
5684939.13658	group3
1078512.07186	group3
359965.278473	group3
3709722.53888	group3
1542796.98431	group3
1081954.15927	group3
3600179.92101	group3
5619431.74534	group3
3552706.8383	group3
3058347.01277	group3
4188071.53085	group3
1718974.27747	group3
2066267.52568	group3
1667254.02877	group3
1706380.08031	group3
5135144.24083	group3
2981738.26826	group3
3016260.93672	group3
6112179.38503	group3
5356594.32011	group3
1759647.70637	group3
3290542.12825	group3
3505793.46557	group3
5909398.97874	group3
5036349.9437	group3
354316.123481	group3
3839679.83585	group3
2103465.93454	group3
3947613.9583	group3
3066477.55627	group3
